,word,type,v1
12286,kirsch,NNP,  키르시(체리(cherry)로 만든 독한 술)  
12287,Kirsten,NNP,  여자 이름.  
12288,Kirsty,NNP,Not nouns
12289,Kirundi,NNP,  키룬디어(語) (Bantu 제어(諸語) 중의 하나로 부룬디의 공용어)  
12290,Kishambala,NNP,Not nouns
12291,kishen,NNP,Not nouns
12292,kishon,NNP,Not nouns
12293,Kislev,NNP,"  키슬레이브: 유태력(曆)의 달 이름, 그레고리오력의 11-12월.  "
12294,Kiswahili,NNP,  (=Swahili)  
12295,Kit,NNP,  남자 이름 ((Christopher의 애칭))      2.    
12296,kit,NNP,  조립용품 세트(조립을 해서 무엇을 바로 만들 수 있도록 부품들을 모아 놓은 것)      2.    
12297,Kitalpha,NNP,Not nouns
12298,Kitamat,NNP,Not nouns
12299,Kitan,NNP,Not nouns
12300,Kitkahaxki,NNP,Not nouns
12301,Kitkehahki,NNP,Not nouns
12302,Kitlope,NNP,Not nouns
12303,Kittatinny,NNP,Not nouns
12304,kittel,NNP,"[이디시어]  (유태인, 특히 정통파 유태교도의 남자가 입는 의식용) 흰 옷; (남녀 공용의) 흰 수의(壽衣)  "
12305,kittock,NNP,Not nouns
12306,kittul,NNP,"  키툴(공작야자의 입꼭지에서 채취하는 유연한 흑갈색의 섬유, 솔·그물·매트용), [植]공작야자(인도 원산(原產))  "
12307,Kitty,NNP,  캐딜락 차(Cadillac)  
12308,kitty,NNP,[비격식]  추렴      2.    
12309,kittysol,NNP,Not nouns
12310,Kitunahan,NNP,Not nouns
12311,Kiwai,NNP,Not nouns
12312,Kiwanian,NNP,  키와니스 클럽의 회원.  
12313,Kiwanis,NNP,[미]  키와니스 클럽 ((미국·캐나다 사업가들의 봉사 단체))  
12314,kiwi,NNP,[비격식]  뉴질랜드인      2.    
12315,Kizil,NNP,"[미술용어]  키질. 한자표기는 克孜尔, 赫色勒.  "
12316,Kizilbash,NNP,Not nouns
12317,Kjeldahl,NNP,Not nouns
12318,klam,NNP,Not nouns
12319,Klamath,NNP,"  클래머스족(族): 미국 Oregon 주 서남부에서부터 California주 서북부에 걸쳐 사는, Lutuamian 어족에 속하는 아메리카 인디언.  "
12320,Klan,NNP,"  = KU KLUX KLAN, 그 지부  "
12321,Klanism,NNP,Not nouns
12322,Klansman,NNP,  KU KLUX KLAN의 회원  
12323,Klanswoman,NNP,Not nouns
12324,klaprotholite,NNP,Not nouns
12325,Klaskino,NNP,Not nouns
12326,Klaudia,NNP,Not nouns
12327,Klaus,NNP,Not nouns
12328,Klaxon,NNP,[英]  (자동차의) 클랙슨[경적]  
12329,klaxon,NNP,"  (자동차용) 경적(警笛), 클랙슨 ((자동차용)); [K~] 그 상표명  "
12330,Klebsiella,NNP,Not nouns
12331,kleeneboc,NNP,Not nouns
12332,Kleinian,NNP,Not nouns
12333,Kleistian,NNP,Not nouns
12334,klendusic,NNP,Not nouns
12335,Klikitat,NNP,Not nouns
12336,Kling,NNP,Not nouns
12337,Klingsor,NNP,Not nouns
12338,Klondike,NNP,"  [the ~] 클론다이크 강 ((캐나다 Yukon 강의 지류)), 그 유역의 금광 지대  "
12339,Klondiker,NNP,Not nouns
12340,klootchman,NNP,[캐나다북서부]  인디언 여자(squaw).  
12341,Kluxer,NNP,Not nouns
12342,klystron,NNP,"[전자]  클라이스트론, 속도 변조관(速度變調管)  "
12343,knab,NNP,Not nouns
12344,Knapper,NNP,"  쳐부수는 사람, 돌 깨는 망치  "
12345,knarry,NNP,Not nouns
12346,Knautia,NNP,Not nouns
12347,Kneiffia,NNP,"  바늘꽃과(科) 금달맞이꽃속(屬) Oenothera (Kneiffia)의 낮에 피는 초본, 특히 O. fruticosa.  "
12348,Kneippism,NNP,Not nouns
12349,knell,NNP,  (=death knell)  
12350,Knesset,NNP,  이스라엘 국회.  
12351,knet,NNP,Not nouns
12352,Knickerbocker,NNP,"  New Amsterdam(현 New York 시)의 네덜란드계 이민, (네덜란드계의) 뉴욕 사람.      2.    "
12353,Knightia,NNP,Not nouns
12354,Kniphofia,NNP,[식물]  백합과(科) 크니포피아속(屬)(K~)의 각종 숙근초(宿根草)(=tritoma)(cf. RED-HOT POKER).  
12355,Knisteneaux,NNP,Not nouns
12356,knit,NNP,"  뜨개질한 옷, 편물, 니트  "
12357,knobber,NNP,Not nouns
12358,Knorria,NNP,Not nouns
12359,Knossian,NNP,Not nouns
12360,knotberry,NNP,Not nouns
12361,Knoxian,NNP,Not nouns
12362,Knoxville,NNP,"  녹스빌: 미국 Tennessee 주 동부, Tennessee 강에 면한 도시.  "
12363,knoxvillite,NNP,Not nouns
12364,Knudsen,NNP,  William S. (Signius Wilhelm Paul Knudsen) 크누센(1879-1948): 덴마크 태생의 미국 실업가.  
12365,knur,NNP,"  (나무의) 마디, 옹이; 단단한 혹      2.    "
12366,Knut,NNP,  남자 이름      2.    
12367,knut,NNP,[영·익살]  멋쟁이(nut)  
12368,Knute,NNP,  남자 이름.  
12369,knutty,NNP,Not nouns
12370,knyaz,NNP,Not nouns
12371,Ko,NNP,Not nouns
12372,ko,NNP,Not nouns
12373,koa,NNP,[식물]  코아아카시아 ((하와이산(産)))  
12374,koae,NNP,Not nouns
12375,koala,NNP,  코알라(나무 위에서 나뭇잎을 먹고 사는 오스트레일리아산 동물)  
12376,koali,NNP,Not nouns
12377,Koasati,NNP,Not nouns
12378,kob,NNP,"  코브: 소과(科) Kobus속(屬)·Adenota속·Onotragus 속의 아프리카산(産) 영양의 몇몇 종의 총칭; 푸쿠(puku) Kobus vardoni, 리췌(lechwe) K. lrche 따위.  "
12379,koban,NNP,[미술용어]  코반  
12380,kobellite,NNP,[지질학]  우벌코라이트  
12381,kobird,NNP,Not nouns
12382,Kobus,NNP,Not nouns
12383,Koch,NNP,"  Robert, 코흐(1843-1910): 독일의 세균학자·의학자; Nobel 생리·의학상 수상(1905).  "
12384,Kochab,NNP,Not nouns
12385,Kochia,NNP,Not nouns
12386,Kodagu,NNP,Not nouns
12387,Kodak,NNP,"  코닥 ((미국 Eastman Kodak 회사제 카메라 및 필름, 상표명))  "
12388,kodak,NNP,"  코닥 ((미국 Eastman Kodak 회사제 카메라 및 필름, 상표명))  "
12389,kodaker,NNP,Not nouns
12390,Kodashim,NNP,Not nouns
12391,kodro,NNP,Not nouns
12392,kodurite,NNP,[지질학]  코듀라이트  
12393,Koeberlinia,NNP,Not nouns
12394,Koeberliniaceae,NNP,Not nouns
12395,Koeksotenok,NNP,Not nouns
12396,koel,NNP,[조류]  뻐꾸기 ((인도·오스트레일리아산))  
12397,Koellia,NNP,Not nouns
12398,Koelreuteria,NNP,Not nouns
12399,koenenite,NNP,[지질학]  쾨네나이트  
12400,Koeri,NNP,Not nouns
12401,Kogia,NNP,Not nouns
12402,Kohathite,NNP,Not nouns
12403,Koheleth,NNP,  전도서(傳道書)(the book of Ecclesiastes): 구약 성서의 한 권.  
12404,Kohen,NNP,"  제사(祭司): 아론(Aaron)의 후예인 유태교 제사 계급의 하나; Aaron의 시대부터 서기 1세기경까지 신전에서 희생을 바치는 일이나 기타 종교적인 일에 종사했으며, 그후로는 명목상의 권위와 의무를 가지고 있었다.  "
12405,Kohistani,NNP,Not nouns
12406,Kohl,NNP,"  Helmut Kohl 콜(1930- : 독일의 정치가; 서독 총리(1982-90), 통일 독일 총리(1990-98)).  "
12407,Kohlan,NNP,Not nouns
12408,kohlrabi,NNP,  콜라비(양배추과 채소의 하나)  
12409,kohua,NNP,Not nouns
12410,koi,NNP,"  코이 잉어(흔히 연못에 넣어 키우는, 일본 원산의 비단잉어의)  "
12411,Koiari,NNP,Not nouns
12412,Koibal,NNP,Not nouns
12413,Koine,NNP,"  [U] 코이네 ((B.C. 5세기 후반에 사용된 표준 그리스 말, 신약 성서는 이 말로 기록되었음))  "
12414,koinonia,NNP,Not nouns
12415,Koipato,NNP,Not nouns
12416,Koitapu,NNP,Not nouns
12417,Kojiki,NNP,Not nouns
12418,kokako,NNP,[뉴질랜드]  WATTLE CROW.  
12419,kokam,NNP,Not nouns
12420,Koko,NNP,Not nouns
12421,koko,NNP,Not nouns
12422,Kokoona,NNP,Not nouns
12423,kokoromiko,NNP,Not nouns
12424,kokowai,NNP,Not nouns
12425,kokra,NNP,Not nouns
12426,koksaghyz,NNP,"  고무민들레 Taraxacum kok-saghyz: 굵은 뿌리에서 고무 모양의 유액(乳液)이 나온다, 고무 자원으로 주목된다, 중앙 아시아산(産).  "
12427,koku,NNP,Not nouns
12428,kokum,NNP,Not nouns
12429,kokumin,NNP,Not nouns
12430,kokumingun,NNP,Not nouns
12431,Kol,NNP,"  콜족(族), 콜인(人) (인도의 Bengal 및 Chota Nagpur 지방에 거주함)  "
12432,kola,NNP,"  [식물] 콜라나무, 그 열매 ((청량음료의 자극제)), [U] 콜라 ((청량음료))  "
12433,Kolarian,NNP,  KOL.  
12434,Koldaji,NNP,Not nouns
12435,Koli,NNP,"  콜리: 인도 북부에 흩어져 사는, 전통적으로 베짜기를 직업으로 삼는 하층 카스트(low caste)에 속한 사람들.  "
12436,kolinski,NNP,Not nouns
12437,Kolis,NNP,Not nouns
12438,kolkhos,NNP,  콜호스 ((구소련의 집단 농장(collective farm)))  
12439,Kolkka,NNP,Not nouns
12440,Koluschan,NNP,Not nouns
12441,Kolush,NNP,Not nouns
12442,Komati,NNP,  코마티 강((남아프리카 공화국 북동부에서 스와질란드·모잠비크를 지나 인도양으로 흘러듦)).  
12443,komatik,NNP,"[캐나다]  코마틱: 에스키모의 썰매, 가로대를 목제 활주부에 날가죽으로 묶어서 만든다.  "
12444,Kome,NNP,Not nouns
12445,Komi,NNP,"  코미 사람 ((러시아 북동 지역의 우랄계 민족)), [U] 코미 어(語)  "
12446,Komsomol,NNP,  (구소련의) 공산 청년 동맹  
12447,kon,NNP,Not nouns
12448,kona,NNP,  (하와이의) 겨울 남서풍  
12449,konak,NNP,"  (터키의) 관저, 관사, 공관; 대저택  "
12450,Konariot,NNP,Not nouns
12451,Konde,NNP,Not nouns
12452,Kongo,NNP,  콩고족(族): 아프리카 중서부 콩고 강 하류에 거주하는 Bantu계 종족의 한 부족.      2.    
12453,Kongoese,NNP,Not nouns
12454,Kongolese,NNP,Not nouns
12455,kongoni,NNP,[동물]  콩고니하테비스트(Alcelaphus buselaphus cokei)((동아프리카산(產)의 영양(羚羊))).  
12456,kongsbergite,NNP,Not nouns
12457,Konia,NNP,Not nouns
12458,Koniaga,NNP,Not nouns
12459,Koniga,NNP,Not nouns
12460,konimeter,NNP,  (대기 속의) 먼지량 측정기  
12461,koninckite,NNP,Not nouns
12462,konini,NNP,Not nouns
12463,koniology,NNP,  진애학(塵埃學) ((대기 속의 먼지·기타 불순물의 영향을 연구함))  
12464,Konkani,NNP,  콩카니어: 인도 서부 지방에서 사용되는 인도 유럽 어족(語族) Indic 어파(語派)의 하나.  
12465,Konomihu,NNP,Not nouns
12466,Konrad,NNP,  남자 이름.  
12467,konstantin,NNP,Not nouns
12468,Konstantinos,NNP,Not nouns
12469,Konyak,NNP,Not nouns
12470,kooka,NNP,Not nouns
12471,kookaburra,NNP,  웃는물총새(사람 웃음소리같이 기이한 울음소리를 내는 오스트레일리아산 새)  
12472,Koolooly,NNP,Not nouns
12473,Koorg,NNP,Not nouns
12474,kootcha,NNP,Not nouns
12475,Kootenay,NNP,"  쿠트네이 강: 캐나다 서남부에서 발원, 미국 Montana주 서북부와 Idaho주 북부를 관류하여 다시 캐나다로 흘러 Columbia강으로 들어간다; 길이 460 km.  "
12476,kop,NNP,[남아프리카공화국 영어  비격식]  머리      2.    
12477,Kopagmiut,NNP,Not nouns
12478,koppite,NNP,[지질학]  코파이트  
12479,Koprino,NNP,Not nouns
12480,kor,NNP,  코르(고대 헤브라이[페니키아]의 용량 단위)  
12481,Kora,NNP,  코라(현이 21개로 되어 있는 서아프리카의 현악기)  
12482,kora,NNP,  코라(현이 21개로 되어 있는 서아프리카의 현악기)  
12483,koradji,NNP,Not nouns
12484,Korah,NNP,  고라: Moses와 Aaron에 대한 반란을 지도했던 레위인(Levite).  
12485,Korahite,NNP,Not nouns
12486,Korahitic,NNP,Not nouns
12487,Koran,NNP,  코란(이슬람교의 경전)  
12488,Korana,NNP,Not nouns
12489,Koranic,NNP,Not nouns
12490,Koranist,NNP,Not nouns
12491,Kore,NNP,[고대 그리스]  (특히 기원전 5세기 이전에 만들어진) 젊은 여인의 조각상.      2.    
12492,Koreish,NNP,Not nouns
12493,Koreishite,NNP,Not nouns
12494,Koreshan,NNP,Not nouns
12495,Koreshanity,NNP,Not nouns
12496,kori,NNP,Not nouns
12497,korimako,NNP,Not nouns
12498,korin,NNP,Not nouns
12499,Kornephorus,NNP,Not nouns
12500,Koroa,NNP,Not nouns
12501,Korwa,NNP,Not nouns
12502,Kory,NNP,Not nouns
12503,Koryak,NNP,Not nouns
12504,korymboi,NNP,Not nouns
12505,Kosalan,NNP,Not nouns
12506,Koschei,NNP,Not nouns
12507,Kosimo,NNP,Not nouns
12508,Koso,NNP,Not nouns
12509,kosong,NNP,Not nouns
12510,Kossaean,NNP,Not nouns
12511,Kossean,NNP,Not nouns
12512,Kosteletzkya,NNP,Not nouns
12513,koswite,NNP,[지질학]  코스와이트  
12514,Kota,NNP,  코타(인도 북서부 Rajasthan 주(州)의 도시)  
12515,Kotar,NNP,Not nouns
12516,Kotoko,NNP,Not nouns
12517,kotschubeite,NNP,Not nouns
12518,Koungmiut,NNP,Not nouns
12519,kouza,NNP,Not nouns
12520,kovil,NNP,Not nouns
12521,Kowagmiut,NNP,Not nouns
12522,kowhai,NNP,[植]  콩과(科)의 상록 관목의 일종(Sophora tetraptera)  
12523,kowtow,NNP,Not nouns
12524,Kpuesi,NNP,Not nouns
12525,Kra,NNP,"  Isthmus of, (the를 붙여서) 크라 지협: Bengal 만(灣)과 Siam만 사이에 있는 Malay 반도의 최협부(最狹部); 너비 56 km.  "
12526,kra,NNP,"  Isthmus of, (the를 붙여서) 크라 지협: Bengal 만(灣)과 Siam만 사이에 있는 Malay 반도의 최협부(最狹部); 너비 56 km.  "
12527,Krag,NNP,Not nouns
12528,kragerite,NNP,Not nouns
12529,Krama,NNP,Not nouns
12530,Krameria,NNP,  RHATANY.  
12531,Krameriaceae,NNP,Not nouns
12532,Krapina,NNP,Not nouns
12533,Kraunhia,NNP,Not nouns
12534,krausen,NNP,[농화학]  쇠포기(衰泡期)  
12535,krausite,NNP,[지질학]  크라우사이트  
12536,Kreistag,NNP,Not nouns
12537,kreistle,NNP,Not nouns
12538,kreittonite,NNP,Not nouns
12539,krelos,NNP,Not nouns
12540,kremersite,NNP,[지질학]  크레머사이트  
12541,Krepi,NNP,Not nouns
12542,Krigia,NNP,Not nouns
12543,krimmer,NNP,  새끼 양 모피 ((Crimea 반도산(産)))  
12544,krina,NNP,Not nouns
12545,Kriophoros,NNP,Not nouns
12546,Kris,NNP,  크리스 단도(말레이·인도네시아인들이 쓰는 것으로 날이 물결형임)  
12547,Krishna,NNP,[인도신화]  크리슈나신(神) ((Vishnu의 제8 화신))  
12548,Krishnaism,NNP,  크리슈나 숭배  
12549,Krishnaist,NNP,Not nouns
12550,Krishnaite,NNP,Not nouns
12551,Krishnaitic,NNP,Not nouns
12552,Kristen,NNP,Not nouns
12553,Kristi,NNP,Not nouns
12554,Kristian,NNP,Not nouns
12555,Kristin,NNP,  여자 이름. Christine의 별칭.  
12556,Kristinaux,NNP,Not nouns
12557,krisuvigite,NNP,Not nouns
12558,Krithia,NNP,Not nouns
12559,Kriton,NNP,Not nouns
12560,kritrima,NNP,Not nouns
12561,krobyloi,NNP,Not nouns
12562,Kronion,NNP,Not nouns
12563,kronor,NNP,  KRONA2의 복수형.  
12564,kronur,NNP,KRONA1의 복수형.  
12565,Kroo,NNP,  크루 족(族) ((리베리아 해안의 흑인 종족))      2.    [형용사]  크루 사람의  
12566,Kru,NNP,  크루족[사람](Liberia해(海) 지방의 원주민). (또는 Kroo)  
12567,Krugerism,NNP,Not nouns
12568,Krugerite,NNP,Not nouns
12569,Kruman,NNP,  크루인  
12570,Krzysztof,NNP,Not nouns
12571,Kshatriya,NNP,"  크샤트리아 ((인도 4성(姓)의 제2 계급, 귀족과 무사))  "
12572,Kshatriyahood,NNP,Not nouns
12573,Kua,NNP,Not nouns
12574,Kuan,NNP,"  리콴유(李光耀) (1923- : 싱가포르의 정치인, 총리(1959-90)).  "
12575,Kuar,NNP,Not nouns
12576,Kuba,NNP,Not nouns
12577,kuba,NNP,Not nouns
12578,Kubachi,NNP,Not nouns
12579,Kubanka,NNP,Not nouns
12580,kubba,NNP,Not nouns
12581,Kubera,NNP,Not nouns
12582,Kuchean,NNP,  토카라 어(語)의 서부 방언.  
12583,kuchen,NNP,  쿠헨 ((견과·과일을 넣어 구운 과자))  
12584,Kudrun,NNP,Not nouns
12585,Kuehneola,NNP,Not nouns
12586,Kufic,NNP,Not nouns
12587,Kuhnia,NNP,Not nouns
12588,Kui,NNP,Not nouns
12589,kuichua,NNP,Not nouns
12590,Kuki,NNP,Not nouns
12591,Kukulcan,NNP,Not nouns
12592,kukupa,NNP,Not nouns
12593,Kukuruku,NNP,Not nouns
12594,kula,NNP,  쿨라(서태평양의 도민(島民) 사이의 의례적인 선물의 교환)  
12595,Kulah,NNP,[패션용어]  쿨라  
12596,kulah,NNP,[패션용어]  쿨라  
12597,kulaite,NNP,[지질학]  클레이트  
12598,Kulanapan,NNP,Not nouns
12599,kulang,NNP,Not nouns
12600,Kuldip,NNP,Not nouns
12601,Kuli,NNP,Not nouns
12602,kulkarni,NNP,Not nouns
12603,kullaite,NNP,Not nouns
12604,Kullani,NNP,Not nouns
12605,kulm,NNP,Not nouns
12606,Kulturkampf,NNP,[역사]  문화 투쟁 ((비스마르크 정부와 가톨릭교회 사이에))  
12607,Kulturkreis,NNP,"[인류]  문화권(圈): 공통된 문화적 특성을 많이 공유하고 문화적인 일체성을 나타내는 지리적 범위, 문화권의 분포 형태에서 선후 관계가 인정되면 문화층(層)의 개념이 된다.  "
12608,Kuman,NNP,Not nouns
12609,Kumni,NNP,Not nouns
12610,Kumyk,NNP,Not nouns
12611,kunai,NNP,Not nouns
12612,Kunbi,NNP,Not nouns
12613,Kundry,NNP,Not nouns
12614,Kuneste,NNP,Not nouns
12615,kung,NNP,  Hans ~ 큉(1928- : 스위스의 가톨릭 신학자).  
12616,Kunmiut,NNP,Not nouns
12617,kunzite,NNP,[광물]  라일락 색을 띤 투명한 리티아 휘석의 변종 ((보석으로 사용됨))  
12618,Kuomintang,NNP,  [the ~] (중국) 국민당 ((1912년 손문(孫文)이 창당))  
12619,kupfernickel,NNP,[광물(산)]  홍비(紅砒)니켈광(鑛).  
12620,kupfferite,NNP,Not nouns
12621,Kuranko,NNP,Not nouns
12622,Kurd,NNP,  쿠르드 사람 ((Kurdistan 지방의 유목민으로 이슬람교도))  
12623,Kurdish,NNP,  쿠르드어(語)  
12624,Kurdistan,NNP,  (아시아 서남부 터키·이란·이라크에 걸친) 고원 지대 ((주민은 주로 쿠르드 족))  
12625,kurgan,NNP,  (동유럽·시베리아의) 분묘(墳墓)  
12626,Kuri,NNP,Not nouns
12627,Kurilian,NNP,Not nouns
12628,Kurku,NNP,Not nouns
12629,kurmburra,NNP,Not nouns
12630,Kurmi,NNP,Not nouns
12631,Kuroshio,NNP,"  쿠로시오(黑潮), 일본 해류(Japan Current)  "
12632,kurrajong,NNP,"[植]  호주벽오동, (특히) 둥근잎호주벽오동(Brachychiton populneum)(호주 Tasmania 산(產))  "
12633,Kurt,NNP,  남자 이름.  
12634,Kuruba,NNP,Not nouns
12635,Kurukh,NNP,Not nouns
12636,kuruma,NNP,[식품과학]  각시새우  
12637,kurumaya,NNP,Not nouns
12638,Kurumba,NNP,  쿠룸바 음료((몰디브 휴양지에서 환영 음료로 제공되는 달콤한 코코넛 음료))  
12639,kurung,NNP,Not nouns
12640,kurus,NNP,"  쿠루시 ((터키의 화폐 단위, = 1/100 lira))  "
12641,kurvey,NNP,  (설문) 조사      2.    
12642,Kusan,NNP,Not nouns
12643,kusha,NNP,Not nouns
12644,Kushshu,NNP,Not nouns
12645,kusimansel,NNP,Not nouns
12646,kuskite,NNP,Not nouns
12647,kuskus,NNP,Not nouns
12648,Kuskwogmiut,NNP,Not nouns
12649,Kustenau,NNP,Not nouns
12650,kusti,NNP,"  Juho Kusti, 파시키미(1870-1956): 핀란드의 정치가; 대통령(1946-56).  "
12651,Kusum,NNP,Not nouns
12652,kusum,NNP,Not nouns
12653,kutcha,NNP,"[인도 영어]  천연 그대로의, 가공되지 않은(crude), 불완전한, 미완성의(imperfect), 임시의, 대용의(temporary).  "
12654,Kutchin,NNP,"  부엌, 주방 (→soup kitchen)  "
12655,Kutenai,NNP,"  쿠터네이족(族)[의 사람]: 캐나다의 British Columbia 주, 미국의 Montana 주·Idaho 주에 사는 아메리칸 인디언의 한 종족.      2.    "
12656,kuttab,NNP,Not nouns
12657,kuttar,NNP,Not nouns
12658,kuttaur,NNP,Not nouns
12659,kuvasz,NNP,"  쿠바스견(犬): 헝가리에서 개량된 큼직한 개, 털은 순백으로 짧고 약간 곱슬곱슬하다, 집을 지키거나 양지기 개로 쓴다.  "
12660,Kuvera,NNP,Not nouns
12661,Kwakiutl,NNP,  콰키우틀족(族)[의 사람]: 캐나다의 Vancouver 섬과 그에 인접한 British Columbia주 연안에 살고 있는 아메리칸 인디언...      2.    
12662,kwamme,NNP,Not nouns
12663,kwan,NNP,Not nouns
12664,Kwannon,NNP,Not nouns
12665,Kwapa,NNP,Not nouns
12666,kwarta,NNP,Not nouns
12667,kwarterka,NNP,Not nouns
12668,kwazoku,NNP,Not nouns
12669,Kybele,NNP,Not nouns
12670,Kyklopes,NNP,Not nouns
12671,Kyklops,NNP,Not nouns
12672,kyl,NNP,Not nouns
12673,Kyle,NNP,  (스코틀랜드에서) 해협  
12674,Kylo,NNP,Not nouns
12675,Kyphosidae,NNP,Not nouns
12676,Kyrie,NNP,  (=KYRIE ELEISON)  
12677,Kyu,NNP,Not nouns
12678,Kyung,NNP,Not nouns
12679,Kyurin,NNP,Not nouns
12680,Kyurinish,NNP,Not nouns
12681,L,NNP,  엘(영어 알파벳의 열두째 글자) (→L-plate)      2.    [약어]  (특히 지도에서) 호수(Lake)      3.    [약어]  (특히 옷의 치수와 관련하여) 대(large)  
12682,Laban,NNP,  남자 이름      2.    
12683,Labiatae,NNP,[농업]  꿀풀과(科)  
12684,Labidura,NNP,Not nouns
12685,Labiduridae,NNP,[농생물학]  큰집게벌레과  
12686,Laboulbenia,NNP,Not nouns
12687,Laboulbeniaceae,NNP,Not nouns
12688,Laboulbeniales,NNP,[농업]  라불베니아균목(菌目)  
12689,Labrador,NNP,  래브라도(흔히 맹도견으로 쓰이는 큰 개)  
12690,Labradorean,NNP,Not nouns
12691,labradorite,NNP,[광물]  조회장석(曹灰長石)  
12692,Labridae,NNP,Not nouns
12693,Labroidea,NNP,Not nouns
12694,Labrosaurus,NNP,Not nouns
12695,Labrus,NNP,[어류]  양놀래기과(科)의 물고기(Labrus mixtus) ((지중해·북해산(產))).  
12696,Laburnum,NNP,  나도싸리(노란 꽃송이가 늘어지게 피는 작은 나무)  
12697,Labyrinthibranchii,NNP,Not nouns
12698,Labyrinthici,NNP,"  미기목(迷器目) Labyrinthici의 몇몇종의 담수어의 총칭, 아가미 위에 복잡한 주름이 있어서 물 밖으로 나와도 공기를 호흡할 수 있다, 동남아·아프리카산(産).  "
12699,Labyrinthodon,NNP,Not nouns
12700,Labyrinthodonta,NNP,Not nouns
12701,Labyrinthula,NNP,Not nouns
12702,Labyrinthulidae,NNP,Not nouns
12703,Lacerta,NNP,[천문]  도마뱀자리: 케페우스좌(座)(Cepheus)와 페가수스좌(座)(Pegasus) 사이에 있는 북천(北天)의 성좌(星座).  
12704,Lacertae,NNP,[천문학]  도마뱀(별자리) BL형 천체((전파나 빛이 시간변동을 나타내는 준성(準星)과 비슷한 소형의 천체로 스펙트럼에 명료한 휘선(輝線)·흡수선을 나타내지 않는 것)).  
12705,Lacertid,NNP,"  장지뱀: 장지뱀과(科) Lacertidae 파충류의 총칭, 구세계산(産).  "
12706,Lacertidae,NNP,Not nouns
12707,Lacertilia,NNP,"[생물학]  도마뱀 아목(亞目)((도마뱀의 한 계통, 뱀목의 측계통군))  "
12708,Lachenalia,NNP,Not nouns
12709,Lachesis,NNP,"  [그리스신화] 라케시스 ((운명의 3여신(Fates)의 하나, 인간 생명의 실의 길이를 정함))  "
12710,Lachnanthes,NNP,"  백합과(科)에 가까운 Haemodoraceae과(科)에 속하는 북미산(産) 식물 Lachnanthes tinctoria: 검 모양의 잎, 털에 뒤덮인 꽃...      2.    "
12711,Lachnosterna,NNP,Not nouns
12712,Lacinaria,NNP,Not nouns
12713,Laconian,NNP,Not nouns
12714,Laconic,NNP,Not nouns
12715,Lacosomatidae,NNP,Not nouns
12716,Lactarius,NNP,Not nouns
12717,Lactobacillus,NNP,Not nouns
12718,Lactuca,NNP,Not nouns
12719,Ladakhi,NNP,Not nouns
12720,Ladik,NNP,Not nouns
12721,Ladin,NNP,  라딘말(스위스의 일부 지역에서 쓰이는 레토로맨스어).      2.    
12722,Ladino,NNP,"  라디노어(語): 스페인계 유태인이 쓰는 스페인어의 방언, 헤브라이 문자로 씌어진다.      2.    "
12723,Ladytide,NNP,Not nouns
12724,Laelia,NNP,[원예학]  레일리아  
12725,Laemodipoda,NNP,Not nouns
12726,Laestrygones,NNP,[그리스 신화]  라이스트뤼곤인(人): Odysseus가 Ithaca로 돌아가는 길에서 만난 거대한 식인종.  
12727,Laevigrada,NNP,Not nouns
12728,Lafite,NNP,  라피트(프랑스 Médoc 지방산(產)의 클라레(claret))  
12729,Lagenaria,NNP,Not nouns
12730,Lagerstroemia,NNP,Not nouns
12731,Lagetta,NNP,  서인도산(産) 서향과(科)의 나무 Lagetta lintearia. 내수피에서 레이스 모양의 섬유가 얻어진다.      2.    
12732,Lagomorpha,NNP,"  토끼목(目): 포유류의 한 목, 예전에는 설치(齧齒)목 Rodentia의 한 아목(亞目)으로 분류되고 있었다.  "
12733,Lagomyidae,NNP,Not nouns
12734,Lagopus,NNP,Not nouns
12735,Lagorchestes,NNP,Not nouns
12736,Lagostomus,NNP,Not nouns
12737,Lagothrix,NNP,Not nouns
12738,Lagrangian,NNP,[물리학]  라그랑지안  
12739,Lagthing,NNP,"  (노르웨이 국회의) 상원(cf. STORT(H)ING, ODELST(H)ING).  "
12740,Lagting,NNP,"  (노르웨이 국회의) 상원(cf. STORT(H)ING, ODELST(H)ING).  "
12741,Laguncularia,NNP,Not nouns
12742,Lagunero,NNP,Not nouns
12743,Lagurus,NNP,"  포아풀과(科)의 라구루스(Lagurus ovatus) ((지중해 지방원산(原產) , 꽃꽂이·드라이플라워용(用))).      2.    "
12744,Lahnda,NNP,  란다 어(인도 북서부와 파키스탄에서 사용하는 언어)  
12745,Lahontan,NNP,Not nouns
12746,Lahuli,NNP,Not nouns
12747,Lai,NNP,  (중세 프랑스 문학에서) 레이.      2.    
12748,Laibach,NNP,  라이바하. Ljubljana의 독일명(名).  
12749,Lak,NNP,Not nouns
12750,Lakota,NNP,Not nouns
12751,Lakshmi,NNP,"  힌두교의 행운의 여신, Vishnu신의 비(妃), 불교의 길상 천녀(吉祥天女).  "
12752,Lallan,NNP,"  [종종 pl., 단수 취급] 스코틀랜드 저지의 사투리  "
12753,Lalland,NNP,Not nouns
12754,Lamaism,NNP,"  라마교, 티베트 불교  "
12755,Lamaist,NNP,  라마교도  
12756,Lamaistic,NNP,Not nouns
12757,Lamaite,NNP,Not nouns
