Column1,word,type,v1
2337,overdeeming,VBG,Not verb
2338,overexcelling,VBG,Not verb
2339,overfasting,VBG,Not verb
2340,overfling,VBG,Not verb
2341,overflowing,VBG,  넘쳐 흐르는  
2342,overfunctioning,VBG,Not verb
2343,overgrasping,VBG,Not verb
2344,overitching,VBG,Not verb
2345,overjudging,VBG,Not verb
2346,overjutting,VBG,Not verb
2347,overking,VBG,Not verb
2348,overknowing,VBG,Not verb
2349,overliking,VBG,Not verb
2350,overling,VBG,Not verb
2351,overlipping,VBG,Not verb
2352,overlying,VBG,[전문 용어]  … 위에 가로놓이다  
2353,overmarking,VBG,Not verb
2354,overmastering,VBG,"  지배적인, 압도하는, 제어하기 어려운.  "
2355,overnipping,VBG,Not verb
2356,overpending,VBG,"  낭비, 돈의 탕진  "
2357,overpinching,VBG,Not verb
2358,overpowering,VBG,  아주 강한[심한]  
2359,overreaching,VBG,  (지나치게 욕심을 내다가) 도를 넘다  
2360,overruling,VBG,  기각[각하]하다 (=override)  
2361,overrunning,VBG,"  급속히 퍼지다[가득 차다], 들끓다      2.    "
2362,overshadowing,VBG,Not verb
2363,overshelving,VBG,Not verb
2364,oversoothing,VBG,Not verb
2365,oversparing,VBG,Not verb
2366,overspring,VBG,Not verb
2367,overstaring,VBG,"  (실제보다 더 중요한 것처럼) 과장하다 (=exaggerate), (↔understate)  "
2368,overstoping,VBG,Not verb
2369,overstring,VBG,[음악]  (피아노에) 저음부 줄 위에 고음부 줄이 비스듬히 교차하도록 현을 치다.      2.    [명사][궁술]  (활시위를) 지나치게 팽팽히 얹다(메우다).  
2370,overstriving,VBG,Not verb
2371,oversurviving,VBG,Not verb
2372,overswing,VBG,Not verb
2373,overswinging,VBG,Not verb
2374,overswirling,VBG,Not verb
2375,overweening,VBG,"[격식 못마땅함]  자만에 찬, 우쭐대는 (=arrogant)  "
2376,overwhelming,VBG,"  압도적인, 너무도 강력한[엄청난], 저항[대응]하기 힘든  "
2377,overwilling,VBG,Not verb
2378,overwing,VBG,Not verb
2379,owing,VBG,  (아직) 갚아야 할[빚이 있는]  
2380,owling,VBG,Not verb
2381,oxidizing,VBG,"[화학]  산화시키다, 녹슬게 하다 (→reduce, reduction)  "
2382,oxywelding,VBG,Not verb
2383,oystering,VBG,Not verb
2384,oysterling,VBG,Not verb
2385,pacemaking,VBG,Not verb
2386,packmaking,VBG,Not verb
2387,padding,VBG,Not verb
2388,paddling,VBG,Not verb
2389,paining,VBG,[격식]  고통스럽게 하다 (=hurt)  
2390,painstaking,VBG,  공들인 (=thorough)  
2391,painting,VBG,Not verb
2392,paling,VBG,Not verb
2393,palisading,VBG,Not verb
2394,palleting,VBG,Not verb
2395,paneling,VBG,Not verb
2396,panelling,VBG,Not verb
2397,panicmongering,VBG,Not verb
2398,panning,VBG,Not verb
2399,pantiling,VBG,Not verb
2400,panting,VBG,"  헐떡거리는, 가슴이 두근거리는  "
2401,papering,VBG,Not verb
2402,papermaking,VBG,Not verb
2403,parading,VBG,  퍼레이드[가두 행진]를 하다      4.    
2404,parceling,VBG,Not verb
2405,parcelling,VBG,[특히 英]  소포[꾸러미]를 싸다  
2406,parching,VBG,"  바짝 말리는, 태우는[볶는, 찌는] 듯한  "
2407,pardoning,VBG,Not verb
2408,pargeting,VBG,Not verb
2409,paring,VBG,Not verb
2410,parking,VBG,Not verb
2411,parliamenteering,VBG,Not verb
2412,parling,VBG,Not verb
2413,parsoning,VBG,Not verb
2414,partitioning,VBG,Not verb
2415,partridging,VBG,Not verb
2416,passing,VBG,Not verb
2417,pasting,VBG,Not verb
2418,pastorling,VBG,Not verb
2419,pathfinding,VBG,Not verb
2420,patronizing,VBG,[못마땅함]  잘난[윗사람인] 체하는 (=superior)  
2421,patterning,VBG,Not verb
2422,patternmaking,VBG,Not verb
2423,paving,VBG,Not verb
2424,pawing,VBG,  발로 긁다[건드리다]      4.    
2425,pawnbrokering,VBG,Not verb
2426,pawnbroking,VBG,Not verb
2427,paying,VBG,Not verb
2428,peacebreaking,VBG,Not verb
2429,peacemaking,VBG,"  조정[중재]하는, 화해[화평]를 가져오는  "
2430,peacemongering,VBG,Not verb
2431,peaking,VBG,Not verb
2432,pearling,VBG,Not verb
2433,peastaking,VBG,Not verb
2434,peasticking,VBG,Not verb
2435,peddling,VBG,Not verb
2436,peeling,VBG,Not verb
2437,peerling,VBG,Not verb
2438,pegging,VBG,Not verb
2439,Peking,VBG,Not verb
2440,pelting,VBG,"[고어]  하찮은, 시시한(paltry)  "
2441,penciling,VBG,Not verb
2442,pencilling,VBG,Not verb
2443,pendanting,VBG,Not verb
2444,pending,VBG,Not verb
2445,penetrating,VBG,Not verb
2446,penmaking,VBG,Not verb
2447,penning,VBG,Not verb
2448,perceiving,VBG,Not verb
2449,perduring,VBG,Not verb
2450,perfecting,VBG,Not verb
2451,perishing,VBG,Not verb
2452,perjurymongering,VBG,Not verb
2453,perking,VBG,Not verb
2454,perplexing,VBG,  a perplexing problem      당혹스러운 문제  
2455,persecuting,VBG,  (특히 인종·종교·정치적 이유로) 박해하다      2.    
2456,persevering,VBG,"[호감]  인내심이 강한, 불굴의  "
2457,persisting,VBG,Not verb
2458,personating,VBG,Not verb
2459,pertaining,VBG,[격식]  (특정한 상황·때에) 존재하다[적용되다]  
2460,perturbing,VBG,[격식]  (심리적으로) 동요하게 하다 (=alarm)  
2461,pervading,VBG,"[격식]  만연하다, (구석구석) 스며[배어]들다 (=permeate)  "
2462,petling,VBG,Not verb
2463,pettifogging,VBG,"[구식]  좀스러운, 사소한 (=petty)  "
2464,pewing,VBG,Not verb
2465,philosophastering,VBG,Not verb
2466,philosophling,VBG,Not verb
2467,photoengraving,VBG,Not verb
2468,photoetching,VBG,Not verb
2469,photofinishing,VBG,Not verb
2470,photoprinting,VBG,Not verb
2471,photosurveying,VBG,Not verb
2472,phrasemaking,VBG,Not verb
2473,phrasemongering,VBG,Not verb
2474,phrasing,VBG,Not verb
2475,physicking,VBG,Not verb
2476,pickering,VBG,Not verb
2477,picturemaking,VBG,Not verb
2478,piddling,VBG,"[비격식 못마땅함]  하찮은, 사소한 (=trivial)  "
2479,piecing,VBG,Not verb
2480,piercing,VBG,Not verb
2481,pigeonwing,VBG,Not verb
2482,pigging,VBG,Not verb
2483,pigling,VBG,Not verb
2484,pigmaking,VBG,Not verb
2485,piking,VBG,Not verb
2486,pilastering,VBG,Not verb
2487,pilfering,VBG,Not verb
2488,piling,VBG,Not verb
2489,pillaring,VBG,Not verb
2490,pillmaking,VBG,Not verb
2491,pillowing,VBG,[문예체]  (특히 머리를) …에 얹다[기대다]  
2492,piloting,VBG,Not verb
2493,pimping,VBG,"  하찮은, 인색한; [주로 방언] 허약한, 병약한  "
2494,pinching,VBG,Not verb
2495,pindling,VBG,"  [미·방언] 아주 작은(puny), 허약한(sickly)  "
2496,Ping,VBG,Not verb
2497,ping,VBG,  탱[땡/쨍] 하는 소리가 나다[소리를 내다]      3.    
2498,pining,VBG,  (사람이 죽거나 떠난 후) 몹시 슬퍼하다[비통해 하다]  
2499,pinking,VBG,Not verb
2500,pinning,VBG,  (핀 등으로) 꽂다[고정시키다]      4.    
2501,pinwing,VBG,Not verb
2502,piping,VBG,  높은  
2503,pitching,VBG,Not verb
2504,pitmaking,VBG,Not verb
2505,pitting,VBG,Not verb
2506,pitying,VBG,  (흔히 우월감을 갖고) 동정하는  
2507,placemaking,VBG,Not verb
2508,placemongering,VBG,Not verb
2509,plaiding,VBG,Not verb
2510,plaiting,VBG,Not verb
2511,planching,VBG,Not verb
2512,planeting,VBG,Not verb
2513,planking,VBG,Not verb
2514,planting,VBG,Not verb
2515,plantling,VBG,Not verb
2516,plastering,VBG,Not verb
2517,platemaking,VBG,Not verb
2518,platting,VBG,Not verb
2519,playgoing,VBG,Not verb
2520,playmaking,VBG,Not verb
2521,playmongering,VBG,Not verb
2522,plaything,VBG,Not verb
2523,playwrighting,VBG,Not verb
2524,playwriting,VBG,Not verb
2525,pleading,VBG,Not verb
2526,pleasing,VBG,"  즐거운, 기분 좋은, 만족스러운  "
2527,pleasuring,VBG,Not verb
2528,plenshing,VBG,Not verb
2529,plodding,VBG,  (특히 남이 볼 때 지겨울 정도로) 꾸준히[느릿느릿] 하는  
2530,plotting,VBG,Not verb
2531,plowing,VBG,Not verb
2532,plugging,VBG,Not verb
2533,plumbing,VBG,Not verb
2534,plumemaking,VBG,Not verb
2535,plumping,VBG,Not verb
2536,plundering,VBG,"  (특히 전시에 어떤 장소를) 약탈[강탈]하다 (→pillage), (=loot)      2.    [명사]  약탈, 강탈      3.    [명사]  (특히 전시 등의) 약탈품[강탈품] (→pillage)  "
2537,plunging,VBG,  (앞부분이 V자형으로) 깊이 패인  
2538,plying,VBG,"  날 수 있는      2.    [명사]  비행기 여행      3.    [명사]  비행기 조종, 비행  "
2539,pocketing,VBG,Not verb
2540,poetastering,VBG,Not verb
2541,poetling,VBG,Not verb
2542,poinding,VBG,Not verb
2543,pointing,VBG,Not verb
2544,poisoning,VBG,Not verb
2545,poking,VBG,Not verb
2546,polling,VBG,Not verb
2547,polluting,VBG,  오염시키다  
2548,pondering,VBG,"[격식]  숙고하다, 곰곰이 생각하다 (=consider)  "
2549,ponderling,VBG,"[격식]  숙고하다, 곰곰이 생각하다 (=consider)  "
2550,pontooning,VBG,Not verb
2551,poorling,VBG,Not verb
2552,porching,VBG,Not verb
2553,poring,VBG,Not verb
2554,porkling,VBG,Not verb
2555,posing,VBG,Not verb
2556,possessing,VBG,[격식]  소유[소지/보유]하다      2.    
2557,posting,VBG,Not verb
2558,pothunting,VBG,Not verb
2559,potmaking,VBG,Not verb
2560,potwalling,VBG,Not verb
2561,pouncing,VBG,  (공격하거나 잡으려고 확) 덮치다[덤비다]  
2562,pounding,VBG,Not verb
2563,pouring,VBG,"  퍼붓는 듯한, 잇따라 쏟아져 나오는.  "
2564,pouting,VBG,"  입을 삐죽 내민, 뿌루퉁한  "
2565,powdering,VBG,Not verb
2566,praising,VBG,  칭찬하다 (=compliment)      4.    
2567,prancing,VBG,  (과장되게·뽐내며) 활보하다      2.    
2568,pranking,VBG,Not verb
2569,prating,VBG,"  잘 떠드는, 재잘재잘 지껄이는.  "
2570,prattling,VBG,[구식 흔히 못마땅함]  (쓸데없이 마구) 지껄이다  
2571,prayermaking,VBG,Not verb
2572,praying,VBG,"  (하느님께) 기도하다[빌다], 기원하다      2.    "
2573,preaccommodating,VBG,Not verb
2574,preaccounting,VBG,Not verb
2575,preacherling,VBG,Not verb
2576,preaching,VBG,Not verb
2577,preambling,VBG,Not verb
2578,preballoting,VBG,Not verb
2579,prebelieving,VBG,Not verb
2580,prebidding,VBG,Not verb
2581,preblessing,VBG,Not verb
2582,preblooming,VBG,Not verb
2583,preborrowing,VBG,Not verb
2584,prebroadcasting,VBG,Not verb
2585,precanning,VBG,Not verb
2586,preceding,VBG,"  [A] [보통 the ~] (시간·장소의) 이전의(previous), 앞선, 선행하는; 바로 앞의; 전술의, 상기의  "
2587,precleaning,VBG,Not verb
2588,precoloring,VBG,Not verb
2589,precompounding,VBG,Not verb
2590,precooling,VBG,Not verb
2591,precovering,VBG,Not verb
2592,predealing,VBG,  (과거에 있었던 다른 것보다) 먼저 지어지다[형성되다/발생하다] (↔post-date)  
2593,predeserving,VBG,Not verb
2594,preflavoring,VBG,Not verb
2595,preflowering,VBG,Not verb
2596,pregathering,VBG,Not verb
2597,pregolfing,VBG,Not verb
2598,pregreeting,VBG,Not verb
2599,prehearing,VBG,Not verb
2600,preholding,VBG,Not verb
2601,preinsinuating,VBG,Not verb
2602,prelaunching,VBG,Not verb
2603,premaking,VBG,Not verb
2604,premanufacturing,VBG,Not verb
2605,premolding,VBG,Not verb
2606,premorning,VBG,Not verb
2607,prenumbering,VBG,Not verb
2608,preoffering,VBG,Not verb
2609,preopening,VBG,Not verb
2610,preponderating,VBG,Not verb
2611,prepossessing,VBG,"[격식]  (외모가) 매력적인, 보기 좋은 (→unprepossessing), (=appealing)  "
2612,preracing,VBG,Not verb
2613,prereckoning,VBG,Not verb
2614,presaging,VBG,[문예체]  (보통 불길한 일의) 전조가 되다  
2615,pressing,VBG,Not verb
2616,presuffering,VBG,Not verb
2617,presuming,VBG,"  주제넘은, 뻔뻔스러운, 외람된  "
2618,pretraining,VBG,Not verb
2619,prewilling,VBG,Not verb
2620,pricking,VBG,Not verb
2621,prickling,VBG,Not verb
2622,prideling,VBG,Not verb
2623,priestling,VBG,Not verb
2624,priming,VBG,Not verb
2625,princeling,VBG,Not verb
2626,proadvertising,VBG,Not verb
2627,probargaining,VBG,Not verb
2628,probathing,VBG," 시험을 거친; 확실한;  효능이 입증된; (gut) 좋은, 우수한 "
2629,probetting,VBG,Not verb
2630,probonding,VBG,Not verb
2631,proborrowing,VBG,Not verb
2632,probowling,VBG,Not verb
2633,proboxing,VBG,Not verb
2634,probroadcasting,VBG,Not verb
2635,probudgeting,VBG,Not verb
2636,probuilding,VBG,Not verb
2637,probuying,VBG,Not verb
2638,proceeding,VBG,Not verb
2639,proclaiming,VBG,  선언[선포]하다 (=declare)      2.    
2640,procrastinating,VBG,[격식 못마땅함]  (해야 할 일을 보통 하기가 싫어서) 미루다[질질 끌다]  
2641,proctorling,VBG,Not verb
2642,proexporting,VBG,Not verb
2643,professorling,VBG,Not verb
2644,profiteering,VBG,Not verb
2645,profiting,VBG,[격식]  이득[이익]을 얻다[주다]  
2646,profitmongering,VBG,Not verb
2647,progambling,VBG,Not verb
2648,projecting,VBG,"  돌출한, 툭 튀어나온  "
2649,proofing,VBG,Not verb
2650,proofreading,VBG,Not verb
2651,propooling,VBG,Not verb
2652,proracing,VBG,Not verb
2653,prosing,VBG,Not verb
2654,protecting,VBG,Not verb
2655,proudling,VBG,Not verb
2656,providing,VBG,Not verb
2657,providoring,VBG,Not verb
2658,proving,VBG,Not verb
2659,provoking,VBG,"  [문어] 자극하는; 약오르는, 짜증나는  "
2660,provolunteering,VBG,Not verb
2661,prowling,VBG,  (특히 먹이를 찾아 살금살금) 돌아다니다      2.    
2662,prozoning,VBG,Not verb
2663,pruning,VBG,Not verb
2664,prying,VBG,Not verb
2665,pseudosweating,VBG,Not verb
2666,puckling,VBG,Not verb
2667,puddening,VBG,Not verb
2668,pudding,VBG,Not verb
2669,puddling,VBG,Not verb
2670,puffing,VBG,Not verb
2671,pugging,VBG,Not verb
2672,puling,VBG,"  훌쩍훌쩍(응아응아) 울고 있는, 삐악삐악 우는, 낑낑(쿵쿵)거리는(whining, whimpering).  "
2673,punching,VBG,Not verb
2674,purfling,VBG,Not verb
2675,purging,VBG,Not verb
2676,purring,VBG,"  (고양이가, 특히 기분이 좋아서) 가르랑거리다      2.    "
2677,pushing,VBG,Not verb
2678,pushwainling,VBG,Not verb
2679,pussyfooting,VBG,"[비격식 보통 못마땅함]  우유부단하게 굴다, 지나치게 망설이다  "
2680,puzzling,VBG,  one of the most puzzling aspects of the crime      그 범행에서 가장 이해가 안 되는 측면들 가운데 하나  
2681,quaking,VBG,  떨고 있는  
2682,quarreling,VBG,"  다투다, 언쟁을 벌이다, 싸우다  "
2683,quarrying,VBG,Not verb
2684,quartering,VBG,"  직각으로 부착된, [해양] 풍파가 뒤에서 엇몰아치는  "
2685,quavering,VBG,  떨리는(tremulous)  
2686,queening,VBG,Not verb
2687,queesting,VBG,  탐색[탐구]하는.  
2688,querying,VBG,"  문의[질의]하다, 의문을 제기하다      4.    "
2689,quicksilvering,VBG,Not verb
2690,quieting,VBG,Not verb
2691,quiffing,VBG,Not verb
2692,quilling,VBG,Not verb
2693,quilting,VBG,Not verb
2694,quisling,VBG,Not verb
2695,quivering,VBG,"  떨리는, 진동하는, 떨고 있는(trembling)  "
2696,quoining,VBG,Not verb
2697,rabbeting,VBG,Not verb
2698,racegoing,VBG,Not verb
2699,racing,VBG,Not verb
2700,racketing,VBG,Not verb
2701,racking,VBG,"  고문하는; 몸을 괴롭히는, 심한 <두통·기침·치통>      2.    [명사][석공]  (벽돌·돌 등의) 계단 모양 쌓기  "
2702,radicating,VBG,Not verb
2703,radiobroadcasting,VBG,Not verb
2704,raffing,VBG,Not verb
2705,ragging,VBG,Not verb
2706,raging,VBG,Not verb
2707,railing,VBG,Not verb
2708,railroading,VBG,Not verb
2709,raising,VBG,Not verb
2710,raking,VBG,  빠른  
2711,rambling,VBG,Not verb
2712,ramping,VBG,Not verb
2713,randing,VBG,Not verb
2714,ranging,VBG,  범위가 ~에 이르는  
2715,ranting,VBG,Not verb
2716,raping,VBG,"  강간하다 (→rapist)      2.    [명사]  강간 (→date rape, rapist)      3.    [명사][문예체]  (어떤 지역에 대한) 훼손[짓밟기]  "
2717,rapping,VBG,Not verb
2718,rashing,VBG,Not verb
2719,rasping,VBG,Not verb
2720,ratcatching,VBG,Not verb
2721,ratching,VBG,Not verb
2722,ratepaying,VBG,Not verb
2723,rattling,VBG,Not verb
2724,raveling,VBG,Not verb
2725,ravening,VBG,"[문예체]  먹이를 찾아 날뛰는, 게걸스러운  "
2726,raving,VBG,Not verb
2727,ravishing,VBG,  기가 막히게 아름다운 (=gorgeous)  
2728,razormaking,VBG,Not verb
2729,reaching,VBG,Not verb
2730,reading,VBG,Not verb
2731,realizing,VBG,"  실현하는; 확실히 이해하는, 실감하는  "
2732,rearling,VBG,Not verb
2733,reasoning,VBG,Not verb
2734,reassuring,VBG,"  안심시키는, 걱정[불안감]을 없애 주는  "
2735,reawakening,VBG,  (어떤 감정·기억을) 다시 불러일으키다[되살리다/환기시키다] (=rekindle)  
2736,rebeginning,VBG,Not verb
2737,rebilling,VBG,Not verb
2738,rebring,VBG,Not verb
2739,recasting,VBG,Not verb
2740,reckling,VBG,Not verb
2741,reckoning,VBG,Not verb
2742,reconciling,VBG,  (두 가지 이상의 생각·요구 등을) 조화시키다      2.    
2743,recording,VBG,Not verb
2744,recruiting,VBG,Not verb
2745,recurring,VBG,Not verb
2746,reddening,VBG,Not verb
2747,redding,VBG,Not verb
2748,redoubling,VBG,  (노력 등을) 배가(倍加)[강화]하다  
2749,reducing,VBG,Not verb
2750,redwing,VBG,Not verb
2751,reeding,VBG,Not verb
2752,reedling,VBG,Not verb
2753,reedmaking,VBG,Not verb
2754,reefing,VBG,"[전문 용어]  축범하다, 돛의 크기를 줄이다  "
2755,reeming,VBG,Not verb
2756,refining,VBG,Not verb
2757,reflecting,VBG,"  반사하는, 반영하는.  "
2758,refling,VBG,Not verb
2759,refracting,VBG,Not verb
2760,refreshing,VBG,Not verb
2761,refrigerating,VBG,Not verb
2762,refueling,VBG,  연료 보급(용)의.  
2763,refusing,VBG,Not verb
2764,regarding,VBG,Not verb
2765,regrating,VBG,  후회하다      2.    
2766,rehearing,VBG,Not verb
2767,rejoicing,VBG,Not verb
2768,reking,VBG,Not verb
2769,relapsing,VBG,Not verb
2770,relenting,VBG,  (거부하다가 마침내) 동의하다 (=give in)      2.    
2771,relieving,VBG,Not verb
2772,relishing,VBG,"  (어떤 것을 대단히) 즐기다[좋아하다] (=enjoy)      2.    [명사]  (큰) 즐거움[기쁨]      3.    [명사]  렐리시(과일, 채소에 양념을 해서 걸쭉하게 끓인 뒤 차게 식혀 고기, 치즈 등에 얹어 먹는 소스)  "
2773,remonstrating,VBG,"  증거[실례]를 들어가며 보여주다, 입증[실증]하다      2.    "
2774,removing,VBG,Not verb
2775,rendering,VBG,Not verb
2776,renneting,VBG,Not verb
2777,repaying,VBG,  (빌린 돈을) 갚다[상환하다]      2.    
2778,repelling,VBG,[격식]  (공격 대상을) 격퇴하다[물리치다]      2.    
2779,reprimanding,VBG,[격식]  질책하다 (=rebuke)  
2780,rering,VBG,[비격식]  (…하고 싶어) 몸이 근질거리는  
2781,resing,VBG,Not verb
2782,resisting,VBG,  (어떤 일을 받아들이지 않고) 저항[반대]하다 (=oppose)      2.    
2783,resitting,VBG,Not verb
2784,resounding,VBG,Not verb
2785,respecting,VBG,Not verb
2786,respring,VBG,Not verb
2787,resting,VBG,Not verb
2788,restraining,VBG,  (특히 물리력을 동원하여) 저지[제지]하다      2.    
2789,restring,VBG,  (현악기·운동 라켓의) 줄을 다시 매다[바꾸다]  
2790,resuing,VBG,Not verb
2791,resulting,VBG,Not verb
2792,resurrectioning,VBG,Not verb
2793,retaining,VBG,[전문 용어]  (어떤 것을 제자리에) 고정시키는  
2794,retarding,VBG,Not verb
2795,retelling,VBG,Not verb
2796,retiring,VBG,"  남과 잘 어울리지 않는, 내성적인 (=shy)  "
2797,retouching,VBG,Not verb
2798,retreating,VBG,Not verb
2799,retting,VBG,Not verb
2800,retying,VBG,Not verb
2801,revealing,VBG,Not verb
2802,reversing,VBG,Not verb
2803,reviling,VBG,[격식]  매도하다  
2804,reviving,VBG,Not verb
2805,revolting,VBG,"  혐오스러운, 역겨운 (=disgusting)  "
2806,revolving,VBG,  회전하는  
2807,rewarding,VBG,Not verb
2808,rhoding,VBG,Not verb
2809,rhymemaking,VBG,Not verb
2810,ribbing,VBG,Not verb
2811,ribroasting,VBG,Not verb
2812,richling,VBG,Not verb
2813,ridding,VBG,Not verb
2814,riddling,VBG,Not verb
2815,ridgeling,VBG,Not verb
2816,ridging,VBG,Not verb
2817,ridgling,VBG,Not verb
2818,riding,VBG,Not verb
2819,rifling,VBG,Not verb
2820,rigging,VBG,Not verb
2821,rigling,VBG,Not verb
2822,rimmaking,VBG,Not verb
2823,ring,VBG,  …을 둘러[에워]싸다      4.    
2824,ringgiving,VBG,Not verb
2825,ringing,VBG,Not verb
2826,ringmaking,VBG,Not verb
2827,rinsing,VBG,Not verb
2828,rioting,VBG,Not verb
2829,ripening,VBG,Not verb
2830,ripping,VBG,"[英 구식]  훌륭한, 멋진  "
2831,rippling,VBG,  잔물결[파문](모양)을 이루다[일으키다]      4.    
2832,riprapping,VBG,Not verb
2833,ripsnorting,VBG,Not verb
2834,rising,VBG,Not verb
2835,ritling,VBG,Not verb
2836,riverling,VBG,Not verb
2837,riveting,VBG,"[호감]  관심을 사로잡는, 눈을 못 떼게 하는 (=engrossing)  "
2838,riving,VBG,Not verb
2839,roading,VBG,Not verb
2840,roaming,VBG,Not verb
2841,roaring,VBG,Not verb
2842,roasting,VBG,Not verb
2843,robbing,VBG,Not verb
2844,robing,VBG,[격식]  가운[예복]을 입히다  
2845,rocking,VBG,"  흔들리는; [미·학생속어] 굉장한, 멋있는      2.    [명사]  흔들림, 진동  "
2846,rockling,VBG,Not verb
2847,rodding,VBG,Not verb
2848,roding,VBG,Not verb
2849,rogueling,VBG,Not verb
2850,roguing,VBG,Not verb
2851,roistering,VBG,[구식]  떠들썩하니 노는  
2852,rollermaking,VBG,Not verb
2853,rollerskating,VBG,Not verb
2854,rollicking,VBG,"  신나는, 흥겨운 (=exuberant)      2.    [명사][英  비격식]  나무람, 꾸지람  "
2855,rolling,VBG,Not verb
2856,romancing,VBG,"  (사실이 아니거나 과장된) 모험담을 들려주다, (이야기를) 신나게[그럴듯하게] 하다      4.    "
2857,romping,VBG,  (떠들어 대며) 즐겁게 뛰놀다      2.    [명사]  (유희적인) 성관계      3.    [명사]  액션[모험]이 많은 오락물(책연극영화)  
2858,roofing,VBG,Not verb
2859,rootling,VBG,"  (식물이) 뿌리를 내리다, 뿌리 내리게 하다      4.    "
2860,ropedancing,VBG,Not verb
2861,ropelaying,VBG,Not verb
2862,ropemaking,VBG,Not verb
2863,roping,VBG,Not verb
2864,rotating,VBG,  선회하는  
2865,rotting,VBG,"  (자연스럽게 서서히) 썩다[부식/부패하다]; 썩히다, 부식[부패]시키다 (→rotten), (=decompose)      2.    [명사]  썩음, 부식, 부패 (→dry rot, wet rot)      3.    [명사]  상황 악화  "
2866,roughhousing,VBG,"[美 비격식]  난투를 벌이다; 시끄럽게 놀다, 야단법석을 떨다  "
2867,roughing,VBG,Not verb
2868,roughstring,VBG,Not verb
2869,rounding,VBG,Not verb
2870,rousing,VBG,Not verb
2871,rousting,VBG,"[美]  (사람을 어디에서) 밀어내다, 방해하다  "
2872,routing,VBG,Not verb
2873,roving,VBG,"  이동해 다니는, 방랑하는  "
2874,rowing,VBG,Not verb
2875,rubbing,VBG,Not verb
2876,rubbishing,VBG,"[구어]  시시한, 쓸데없는  "
2877,ruching,VBG,Not verb
2878,ruckling,VBG,Not verb
2879,ruffling,VBG,Not verb
2880,rugging,VBG,Not verb
2881,rugmaking,VBG,Not verb
2882,ruing,VBG,[구식 또는 격식]  후회하다 (=regret)  
2883,ruling,VBG,  지배[통치]하는  
2884,rumbling,VBG,Not verb
2885,rumbowling,VBG,Not verb
2886,ruminating,VBG,"[격식]  심사숙고하다, 곰곰이 생각하다 (=ponder)  "
2887,rumrunning,VBG,Not verb
2888,running,VBG,Not verb
2889,rushing,VBG,"  <움직임이> 격한, 성급한; <상거래 등이> 활발한, 대성황의  "
2890,russeting,VBG,Not verb
2891,rustling,VBG,Not verb
2892,saberwing,VBG,Not verb
2893,sacking,VBG,Not verb
2894,sackmaking,VBG,Not verb
2895,sacrificing,VBG,"  희생하다, 희생시키다      4.    "
2896,sacring,VBG,Not verb
2897,saddening,VBG,Not verb
2898,saddling,VBG,Not verb
2899,safeblowing,VBG,Not verb
2900,safebreaking,VBG,Not verb
2901,safecracking,VBG,Not verb
2902,safekeeping,VBG,Not verb
2903,safemaking,VBG,Not verb
2904,sagging,VBG,Not verb
2905,saging,VBG,Not verb
2906,sailflying,VBG,Not verb
2907,sailing,VBG,Not verb
2908,sailmaking,VBG,Not verb
2909,sailoring,VBG,Not verb
2910,sailorizing,VBG,Not verb
2911,saintling,VBG,Not verb
2912,salading,VBG,Not verb
2913,salting,VBG,Not verb
2914,saltmaking,VBG,Not verb
2915,salvaging,VBG,Not verb
2916,sampling,VBG,Not verb
2917,sandaling,VBG,Not verb
2918,sanderling,VBG,Not verb
2919,sanding,VBG,Not verb
2920,sandling,VBG,Not verb
2921,sapling,VBG,Not verb
2922,sapphirewing,VBG,Not verb
2923,sapping,VBG,Not verb
2924,sarking,VBG,Not verb
2925,sashing,VBG,Not verb
2926,satisfying,VBG,"  만족스러운, 만족감을 주는  "
2927,saucemaking,VBG,Not verb
2928,sauntering,VBG,  한가로이[느긋하게] 걷다 (=stroll)  
2929,saving,VBG,Not verb
2930,savoying,VBG,Not verb
2931,sawing,VBG,Not verb
2932,sawmaking,VBG,Not verb
2933,sawmilling,VBG,Not verb
2934,saying,VBG,Not verb
2935,scabbling,VBG,Not verb
2936,scaffolding,VBG,Not verb
2937,scalding,VBG,"  델 것 같은, 델 정도로 뜨거운  "
2938,scalewing,VBG,Not verb
2939,scaling,VBG,Not verb
2940,scalloping,VBG,Not verb
2941,scalping,VBG,Not verb
2942,scambling,VBG,Not verb
2943,scamping,VBG,Not verb
2944,scandalmongering,VBG,  남의 험담을 일삼는      2.    [명사]  험담하기  
2945,scandalmonging,VBG,Not verb
2946,scanning,VBG,Not verb
2947,scantling,VBG,Not verb
2948,scaremongering,VBG,Not verb
2949,scarping,VBG,Not verb
2950,scarring,VBG,Not verb
2951,scathing,VBG,  (비판이) 준열한[통렬한/가차 없는] (=withering)  
2952,scattering,VBG,Not verb
2953,scatterling,VBG,Not verb
2954,scavenging,VBG,Not verb
2955,scenting,VBG,  냄새로 찾아내다      4.    
2956,schapping,VBG,Not verb
2957,schelling,VBG,Not verb
2958,scheming,VBG,"[격식]  책략[모사]을 꾸미는, 획책하는  "
2959,schilling,VBG,Not verb
2960,schoolgoing,VBG,Not verb
2961,schooling,VBG,Not verb
2962,schoolkeeping,VBG,Not verb
2963,schoolmastering,VBG,Not verb
2964,schoolteaching,VBG,Not verb
2965,scintillating,VBG,"  재기 넘치는, 아주 재미있는  "
2966,scintling,VBG,Not verb
2967,scissoring,VBG,Not verb
