,original,antonyms
0,glossarist,
1,glossarist,
0,glossator,
1,glossator,
0,glossiness,dullness
1,glossiness,misinformation
0,glossologist,
1,glossologist,
0,glossology,
1,glossology,
0,glossy,dark
1,glossy,dull
0,glottologist,
1,glottologist,
0,glove,
1,glove,
0,glower,grin
1,glower,ignore
0,gloze,accuse
1,gloze,aggravate
0,glue,
1,glue,
0,gluey,liquid
1,gluey,
0,glum,bright
1,glum,cheerful
0,glumly,blithely
1,glumly,happily
0,glumness,cheer
1,glumness,cheerfulness
0,glut,lack
1,glut,need
0,gluttony,apathy
1,gluttony,disinclination
0,glycogen,
1,glycogen,
0,gnarl,
1,gnarl,
0,gnaw,build
1,gnaw,construct
0,gnawing,blunt
1,gnawing,dull
0,gnome,
1,gnome,
0,gnomon,
1,gnomon,
0,goad,block
1,goad,disgust
0,goal,beginning
1,goal,start
0,goat,
1,goat,
0,goatee,
1,goatee,
0,goatherd,
1,goatherd,
0,gobbet,whole
1,gobbet,
0,gobbledygook,sense
1,gobbledygook,truth
0,goblet,
1,goblet,
0,goblin,angel
1,goblin,
0,goby,
1,goby,
0,gocart,player
1,gocart,pupil
0,goddess,
1,goddess,
0,godhood,devil
1,godhood,evil
0,godless,godly
1,godless,religious
0,godlike,
1,godlike,
0,godparent,antagonist
1,godparent,enemy
0,godsend,disadvantage
1,godsend,bad fortune
0,godship,devil
1,godship,evil
0,goer,irresponsible
1,goer,unacceptable
0,goggle,abhor
1,goggle,despise
0,gogo,heedless
1,gogo,ignorant
0,gold,
1,gold,
0,goldbrick,confront
1,goldbrick,do
0,goldbricker,
1,goldbricker,
0,golder,
1,golder,
0,goldsmith,
1,goldsmith,
0,golf,
1,golf,
0,goliath,
1,goliath,
0,golpe,calm
1,golpe,harmony
0,gonad,
1,gonad,
0,gondola,
1,gondola,
0,gondolier,
1,gondolier,
0,goner,cheerful
1,goner,happy
0,gonorrhea,
1,gonorrhea,
0,goo,
1,goo,
0,goober,
1,goober,
0,goodness,corruption
1,goodness,cruelty
0,goodwill,hostility
1,goodwill,
0,goof,correct
1,goof,do well
0,goofy,brainy
1,goofy,intelligent
0,gook,cleanliness
1,gook,sterility
0,goon,
1,goon,
0,goose,harm
1,goose,hindrance
0,gopher,
1,gopher,
0,gore,
1,gore,
0,gorge,
1,gorge,
0,gorger,
1,gorger,
0,gorilla,
1,gorilla,
0,gormandizer,
1,gormandizer,
0,gory,mild
1,gory,pleasant
0,gos,apathy
1,gos,discouragement
0,gosh,
1,gosh,
0,gospel,doubt
1,gospel,unbelief
0,gossamer,dark
1,gossamer,heavy
0,gossip,quiet
1,gossip,silence
0,gossiper,
1,gossiper,
0,gossipmonger,
1,gossipmonger,
0,gotten,incomplete
1,gotten,unfinished
0,gouge,
1,gouge,
0,gouger,philanthropist
1,gouger,
0,goulash,
1,goulash,
0,goup,decline
1,goup,decrease
0,gourd,
1,gourd,
0,gourmand,
1,gourmand,
0,gout,
1,gout,
0,governance,impotence
1,governance,incapacity
0,governess,
1,governess,
0,government,inferiority
1,government,opposition
0,governor,employee
1,governor,follower
0,grab,free
1,grab,let go
0,grabber,calming
1,grabber,comforting
0,grace,bad manners
1,grace,clumsiness
0,graceful,awkward
1,graceful,coarse
0,graceless,beautiful
1,graceless,charming
0,gracile,big
1,gracile,chubby
0,grad,undergraduate
1,grad,
0,gradate,disorder
1,gradate,disorganize
0,gradation,accord
1,gradation,agreement
0,grade,disorganization
1,grade,unemployment
0,gradient,
1,gradient,
0,graduate,undergraduate
1,graduate,
0,graduation,
1,graduation,
0,graffito,
1,graffito,
0,graft,
1,graft,
0,grafter,hard worker
1,grafter,
0,grail,
1,grail,
0,grain,lot
1,grain,whole
0,gram,
1,gram,
0,grama,
1,grama,
0,grammar,
1,grammar,
0,gramophone,
1,gramophone,
0,gramp,
1,gramp,
0,grampus,
1,grampus,
0,granddad,
1,granddad,
0,granddaddy,
1,granddaddy,
0,grandeur,dullness
1,grandeur,insignificance
0,grandfather,
1,grandfather,
0,grandiloquence,
1,grandiloquence,
0,grandiloquent,plain
1,grandiloquent,simple
0,grandiosity,blame
1,grandiosity,censure
0,grandmother,
1,grandmother,
0,grandness,blame
1,grandness,censure
0,grandpa,
1,grandpa,
0,grandparent,
1,grandparent,
0,grandstand,
1,grandstand,
0,grandstander,
1,grandstander,
0,grange,
1,grange,
0,granger,
1,granger,
0,granite,
1,granite,
0,grant,refusal
1,grant,disadvantage
0,grantor,
1,grantor,
0,granulate,build
1,granulate,
0,granule,lot
1,granule,whole
0,grape,
1,grape,
0,grapelike,
1,grapelike,
0,grapevine,
1,grapevine,
0,graph,
1,graph,
0,graphite,original
1,graphite,
0,graphophone,
1,graphophone,
0,graphospasm,
1,graphospasm,
0,grappler,
1,grappler,
0,grasp,avoidance
1,grasp,ignorance
0,grass,
1,grass,
0,grasscutter,
1,grasscutter,
0,grasser,
1,grasser,
0,grasshopper,
1,grasshopper,
0,grassland,
1,grassland,
0,grasslike,
1,grasslike,
0,grassplot,
1,grassplot,
0,grate,build
1,grate,construct
0,gratification,dissatisfaction
1,gratification,sadness
0,gratify,depress
1,gratify,
0,gratis,costly
1,gratis,expensive
0,gratitude,censure
1,gratitude,condemnation
0,gratuity,
1,gratuity,
0,gravel,
1,gravel,
0,graven,
1,graven,
0,graveness,insignificance
1,graveness,triviality
0,graveolent,clean
1,graveolent,fresh
0,gravestone,
1,gravestone,
0,gravid,
1,gravid,
0,gravidity,
1,gravidity,
0,gravitate,ascend
1,gravitate,depart
0,gravitation,
1,gravitation,
0,gravity,frivolity
1,gravity,inconsequentiality
0,graybeard,servant
1,graybeard,matriarch
0,graze,manhandle
1,graze,
0,grazer,
1,grazer,
0,grazier,
1,grazier,
0,greaser,
1,greaser,
0,greatcoat,
1,greatcoat,
0,greatness,lethargy
1,greatness,weakness
0,greedy,abstemious
1,greedy,benevolent
0,greenback,
1,greenback,
0,greener,healthy
1,greener,adult
0,greenery,
1,greenery,
0,greengrocery,
1,greengrocery,
0,greenhouse,
1,greenhouse,
0,greenroom,
1,greenroom,
0,greenstuff,debt
1,greenstuff,
0,greensward,sky
1,greensward,
0,greet,avoid
1,greet,disregard
0,gremlin,
1,gremlin,
0,grenade,
1,grenade,
0,grey,
1,grey,
0,grid,
1,grid,
0,griddlecake,
1,griddlecake,
0,gridiron,
1,gridiron,
0,grievance,delight
1,grievance,happiness
0,griffin,
1,griffin,
0,griffonage,
1,griffonage,
0,grift,
1,grift,
0,grifter,
1,grifter,
0,grill,
1,grill,
0,grille,
1,grille,
0,grillwork,
1,grillwork,
0,grimace,grin
1,grimace,
0,grime,cleanliness
1,grime,purity
0,grimness,
1,grimness,
0,grimy,clean
1,grimy,neat
0,grin,
1,grin,
0,grinch,
1,grinch,
0,grind,break
1,grind,entertainment
0,grinder,
1,grinder,
0,grindstone,avocation
1,grindstone,entertainment
0,grip,release
1,grip,
0,gripe,comfort
1,gripe,good health
0,gripsack,
1,gripsack,
0,grit,cowardice
1,grit,timidity
0,grizzle,brighten
1,grizzle,darken
0,grizzly,
1,grizzly,
0,groan,
1,groan,
0,grocer,buyer
1,grocer,customer
0,grocery,
1,grocery,
0,grog,
1,grog,
0,grogshop,
1,grogshop,
0,groin,
1,groin,
0,groom,bride
1,groom,
0,groove,
1,groove,
0,grosser,net
1,grosser,incomplete
0,grotesque,common
1,grotesque,familiar
0,grotto,
1,grotto,
0,ground,heavens
1,ground,sky
0,grounder,
1,grounder,
0,groundless,correct
1,groundless,genuine
0,groundnut,
1,groundnut,
0,groundward,above
1,groundward,cheerful
0,groundwork,
1,groundwork,
0,group,individual
1,group,one
0,grouse,compliment
1,grouse,flattery
0,grouser,
1,grouser,
0,grove,
1,grove,
0,groveler,
1,groveler,
0,growl,
1,growl,
0,growler,
1,growler,
0,grownup,immature
1,grownup,unprepared
0,growth,decline
1,growth,decrease
0,grub,
1,grub,
0,grubbery,deprivation
1,grubbery,starvation
0,grubby,clean
1,grubby,good
0,grubstaker,antagonist
1,grubstaker,enemy
0,grudge,friendliness
1,grudge,friendship
0,gruel,
1,gruel,
0,gruff,cheerful
1,gruff,happy
0,gruffness,politeness
1,gruffness,courtesy
0,grumbler,
1,grumbler,
0,grumbling,happy
1,grumbling,
0,grump,
1,grump,
0,grumpy,cheerful
1,grumpy,happy
0,grunt,
1,grunt,
0,guano,
1,guano,
0,guarantee,disagreement
1,guarantee,uncertainty
0,guarantor,
1,guarantor,
0,guaranty,break
1,guaranty,
0,guard,
1,guard,
0,gudgeon,
1,gudgeon,
0,guerdon,disadvantage
1,guerdon,forgiveness
0,guerrilla,
1,guerrilla,
0,guess,fact
1,guess,proof
0,guesthouse,
1,guesthouse,
0,guff,sense
1,guff,truth
0,guffaw,
1,guffaw,
0,guidance,
1,guidance,
0,guidebook,
1,guidebook,
0,guideline,
1,guideline,
0,guidepost,
1,guidepost,
0,guider,
1,guider,
0,guidon,
1,guidon,
0,guild,disorganization
1,guild,entertainment
0,guile,forthrightness
1,guile,frankness
0,guileless,artful
1,guileless,clever
0,guiltless,blameful
1,guiltless,corrupt
0,guise,back
1,guise,character
0,gulch,
1,gulch,
0,gulf,
1,gulf,
0,gull,
1,gull,
0,gullet,
1,gullet,
0,gullibility,
1,gullibility,
0,gullion,
1,gullion,
0,gulper,
1,gulper,
0,gum,
1,gum,
0,gumbo,
1,gumbo,
0,gumminess,
1,gumminess,
0,gump,dramatic
1,gump,grave
0,gumption,ignorance
1,gumption,stupidity
0,gumshoe,
1,gumshoe,
0,gun,
1,gun,
0,gunboat,
1,gunboat,
0,gunfire,
1,gunfire,
0,gunk,
1,gunk,
0,gunner,
1,gunner,
0,gunnery,
1,gunnery,
0,gunny,
1,gunny,
0,gurgle,
1,gurgle,
0,gurry,ditch
1,gurry,valley
0,guru,pupil
1,guru,student
0,gush,
1,gush,
0,gusher,
1,gusher,
0,gusset,opening
1,gusset,
0,gust,calm
1,gust,quiet
0,gustation,
1,gustation,
0,gustatory,
1,gustatory,
0,gusto,apathy
1,gusto,indifference
0,gusty,calm
1,gusty,still
0,gut,outside
1,gut,material
0,gutless,bold
1,gutless,brave
0,gutter,
1,gutter,
0,guttiness,cowardice
1,guttiness,fear
0,guy,enemy
1,guy,girl
0,guzzle,abstain
1,guzzle,open
0,guzzler,abstainer
1,guzzler,teetotaler
0,gym,
1,gym,
0,gymnasium,
1,gymnasium,
0,gymnast,
1,gymnast,
0,gyp,
1,gyp,give
0,gyps,
1,gyps,give
0,gypsum,
1,gypsum,
0,gypsy,
1,gypsy,
0,gyrate,steady
1,gyrate,
0,gyration,
1,gyration,
0,gyratory,
1,gyratory,
0,gyre,
1,gyre,
0,gyro,
1,gyro,
0,gyroscope,
1,gyroscope,
0,gyrostat,
1,gyrostat,
0,h,depression
1,h,discouragement
0,habiliment,
1,habiliment,
0,habilitation,inability
1,habilitation,inadequacy
0,habit,disinclination
1,habit,dislike
0,habitat,
1,habitat,
0,habitation,
1,habitation,
0,habituate,ignore
1,habituate,neglect
0,habituation,disagreement
1,habituation,
0,habitue,
1,habitue,
0,habitus,mind
1,habitus,
0,hachure,
1,hachure,
0,hacienda,
1,hacienda,
0,hack,master
1,hack,
0,hackamore,encouragement
1,hackamore,liberation
0,hacker,
1,hacker,
0,hackman,
1,hackman,
0,hackney,
1,hackney,
0,hacky,
1,hacky,
0,haft,top
1,haft,
0,hag,
1,hag,
0,haggard,colorful
1,haggard,fat
0,haggle,agree
1,haggle,concur
0,haggler,
1,haggler,
0,hail,
1,hail,
0,hailstone,water
1,hailstone,
0,hailstorm,
1,hailstorm,
0,hair,
1,hair,
0,hairbrush,
1,hairbrush,
0,hairdresser,
1,hairdresser,
0,hairiness,
1,hairiness,
0,hairless,furry
1,hairless,hairy
0,hairline,callous
1,hairline,crude
0,hairpin,
1,hairpin,
0,hairsplitter,approval
1,hairsplitter,directness
0,hairy,smooth
1,hairy,bald
0,hakenkreuz,
1,hakenkreuz,
0,halation,
1,halation,
0,halberd,
1,halberd,
0,halcyon,agitated
1,halcyon,
0,hale,inappropriate
1,hale,skinny
0,haleness,poor health
1,haleness,
0,haler,inappropriate
1,haler,skinny
0,half,unlimited
1,half,total
0,halfback,
1,halfback,
0,halfer,unlimited
1,halfer,total
0,halitosis,
1,halitosis,
0,hall,denial
1,hall,refusal
0,hallelujah,
1,hallelujah,
0,hallmark,disapproval
1,hallmark,
0,halloo,seriousness
1,halloo,
0,hallow,condemn
1,hallow,curse
0,hallucinate,experience
1,hallucinate,
0,hallucination,reality
1,hallucination,experience
0,hallucinatory,ordinary
1,hallucinatory,real
0,hallway,
1,hallway,
0,halo,
1,halo,
0,halogen,
1,halogen,
0,halt,continuation
1,halt,beginning
0,halter,encouragement
1,halter,liberation
0,halver,whole
1,halver,entirety
0,hamburger,
1,hamburger,
0,hamlet,
1,hamlet,
0,hammer,tap
1,hammer,
0,hammock,
1,hammock,
0,hammy,genuine
1,hammy,natural
0,hamper,
1,hamper,
0,hand,foot
1,hand,
0,handbag,
1,handbag,
0,handbill,
1,handbill,
0,handbook,
1,handbook,
0,handcart,
1,handcart,
0,handclap,failure
1,handclap,loss
0,handclasp,release
1,handclasp,
0,handcraftsman,apprentice
1,handcraftsman,
0,handcuff,
1,handcuff,
0,handful,lot
1,handful,mass
0,handgrip,release
1,handgrip,
0,handgun,
1,handgun,
0,handicap,advantage
1,handicap,aid
0,handicraft,avocation
1,handicraft,cause
0,handiwork,
1,handiwork,
0,handkerchief,
1,handkerchief,
0,handle,release
1,handle,
0,handler,
1,handler,
0,handmade,factory-made
1,handmade,machine-made
0,handrail,
1,handrail,
0,handsel,
1,handsel,
0,handset,donor
1,handset,giver
0,handshake,disagreement
1,handshake,misunderstanding
0,handshaker,
1,handshaker,
0,handstaff,
1,handstaff,
0,handwork,
1,handwork,
0,handwrite,reject
1,handwrite,
0,hangar,
1,hangar,
0,hangdog,
1,hangdog,
0,hanger,
1,hanger,
0,hangfire,advance
1,hangfire,allow
0,hangman,
1,hangman,
0,hangout,
1,hangout,
0,hank,line
1,hank,
0,hanker,dislike
1,hanker,hate
0,hap,certainty
1,hap,design
0,haphazard,careful
1,haphazard,definite
0,hapless,happy
1,hapless,fortuitous
0,happenstance,
1,happenstance,
0,harangue,
1,harangue,
0,haranguer,
1,haranguer,
0,harass,aid
1,harass,assist
0,harbinger,
1,harbinger,
0,harbor,
1,harbor,
0,harborage,danger
1,harborage,
0,harden,continue
1,harden,dilute
0,harder,delicate
1,harder,soft
0,hardhead,brain
1,hardhead,genius
0,hardihood,cowardice
1,hardihood,fear
0,hardiness,cowardice
1,hardiness,caution
0,hardness,doubt
1,hardness,instability
0,hardship,advantage
1,hardship,aid
0,hardtack,
1,hardtack,
0,hardware,
1,hardware,
0,hardwood,
1,hardwood,
0,hardy,incomplete
1,hardy,sick
0,hare,
1,hare,
0,harebrain,brain
1,harebrain,genius
0,hark,
1,hark,
0,harlequin,
1,harlequin,
0,harlot,
1,harlot,
0,harlotry,
1,harlotry,
0,harm,favor
1,harm,help
0,harmful,advantageous
1,harmful,aiding
0,harmless,bad
1,harmless,damaging
0,harmonic,dissonant
1,harmonic,
0,harmonica,
1,harmonica,
0,harmonicon,
1,harmonicon,
0,harmonization,disagreement
1,harmonization,antagonism
0,harmony,disagreement
1,harmony,discord
0,harness,
1,harness,
0,harp,
1,harp,
0,harper,
1,harper,
0,harpoon,
1,harpoon,
0,harridan,
1,harridan,
0,harrier,
1,harrier,
0,harrow,help
1,harrow,build
0,harry,aid
1,harry,appease
0,harsh,bland
1,harsh,bright
0,haruspex,
1,haruspex,
0,harvester,
1,harvester,
0,harvestman,
1,harvestman,
0,harvesttime,beginning
1,harvesttime,cause
0,hash,order
1,hash,organization
0,hashish,
1,hashish,
0,hasp,key
1,hasp,
0,hassle,agreement
1,hassle,calm
0,hassock,
1,hassock,
0,hastate,
1,hastate,
0,haste,calm
1,haste,slowing
0,hasten,check
1,hasten,decelerate
0,hasty,careful
1,hasty,cautious
0,hatch,destroy
1,hatch,discourage
0,hatchel,disorder
1,hatchel,disorganize
0,hatchery,
1,hatchery,
0,hatchetman,
1,hatchetman,
0,hatchway,
1,hatchway,
0,hate,friendship
1,hate,good will
0,hater,believer
1,hater,humanitarian
0,hath,abandon
1,hath,avoid
0,hatrack,
1,hatrack,
0,hauberk,
1,hauberk,
0,haughty,humble
1,haughty,shy
0,haul,
1,haul,
0,haulage,slipperiness
1,haulage,
0,haunch,
1,haunch,
0,haunt,
1,haunt,
0,haunter,being
1,haunter,reality
0,haustellum,
1,haustellum,
0,hauteur,humility
1,hauteur,admiration
0,havoc,blessing
1,havoc,boon
0,haw,
1,haw,
0,hawk,Dove
1,hawk,
0,hawker,
1,hawker,
0,hawser,
1,hawser,
0,hay,
1,hay,
0,haycock,
1,haycock,
0,haymaker,
1,haymaker,
0,hayrick,
1,hayrick,
0,haystack,
1,haystack,
0,haywire,
1,haywire,
0,hazard,safety
1,hazard,assurance
0,haze,clarity
1,haze,clearness
0,hazel,
1,hazel,
0,haziness,brightness
1,haziness,cognizance
0,hazy,bright
1,hazy,clear
0,headache,advantage
1,headache,peace
0,headband,
1,headband,
0,headdress,
1,headdress,
0,header,ascent
1,header,rise
0,headland,
1,headland,
0,headline,
1,headline,
0,headliner,audience
1,headliner,fan
0,headlong,slow
1,headlong,careful
0,headmaster,
1,headmaster,
0,headphone,donor
1,headphone,giver
0,headpiece,
1,headpiece,
0,headquarter,
1,headquarter,
0,headquarters,
1,headquarters,
0,headrail,
1,headrail,
0,headroom,closure
1,headroom,denial
0,headset,
1,headset,
0,headstone,
1,headstone,
0,headwaiter,
1,headwaiter,
0,headway,decrease
1,headway,block
0,headwork,
1,headwork,
0,heal,break
1,heal,damage
0,healer,
1,healer,
0,health,lethargy
1,health,weakness
0,healthful,unhealthy
1,healthful,
0,healthsome,
1,healthsome,
0,heaper,few
1,heaper,limited
0,hear,ignore
1,hear,lose
0,hearer,
1,hearer,
0,hearken,abstain
1,hearken,
0,hearse,
1,hearse,
0,heart,animosity
1,heart,apathy
0,heartache,cheer
1,heartache,contentment
0,heartbeat,
1,heartbeat,
0,heartbreak,cheer
1,heartbreak,comfort
0,heartbreaker,
1,heartbreaker,
0,heartburn,
1,heartburn,
0,hearth,
1,hearth,
0,hearthstone,
1,hearthstone,
0,heartiness,ill health
1,heartiness,infirmity
0,heartland,
1,heartland,
0,heartless,compassionate
1,heartless,considerate
0,heartsick,
1,heartsick,
0,heartsore,happy
1,heartsore,lighthearted
0,hearty,aloof
1,hearty,apathetic
0,heat,chill
1,heat,cold
0,heath,
1,heath,
0,heathen,godly
1,heathen,religious
0,heather,
1,heather,
0,heavenward,down
1,heavenward,
0,heaver,
1,heaver,
0,heavyhandedness,
1,heavyhandedness,
0,heavyheartedness,cheer
1,heavyheartedness,encouragement
0,hebdomad,
1,hebdomad,
0,hebetate,
1,hebetate,
0,hecatomb,peace
1,hecatomb,
0,heckle,leave alone
1,heckle,please
0,heckler,
1,heckler,
0,hector,assuage
1,hector,please
0,hedge,opening
1,hedge,
0,hedgerow,opening
1,hedgerow,
0,heedless,attentive
1,heedless,careful
0,heehaw,
1,heehaw,
0,heel,
1,heel,
0,heeler,
1,heeler,
0,hegemony,
1,hegemony,
0,hegira,arrival
1,hegira,coming
0,heifer,
1,heifer,
0,heir,heiress
1,heir,
0,heiress,giver
1,heiress,
0,heirloom,
1,heirloom,
0,heirship,whole
1,heirship,
0,helcoid,
1,helcoid,
0,helicoid,
1,helicoid,
0,helicopter,
1,helicopter,
0,heliograph,
1,heliograph,
0,heliotrope,
1,heliotrope,
0,heliport,
1,heliport,
0,helix,line
1,helix,
0,hell,comfort
1,hell,contentment
0,hellborn,angelic
1,hellborn,godlike
0,hellcat,
1,hellcat,
0,hellhound,
1,hellhound,
0,hellion,
1,hellion,
0,hello,adios
1,hello,au revoir
0,helmsman,
1,helmsman,
0,helmsmanship,
1,helmsmanship,
0,helotry,freedom
1,helotry,independence
0,help,blockage
1,help,encumbrance
0,helpful,cold
1,helpful,cool
0,helpmeet,
1,helpmeet,
0,helve,release
1,helve,
0,hemicrania,
1,hemicrania,
0,hemicycle,
1,hemicycle,
0,hemin,let go
1,hemin,release
0,hemisect,combine
1,hemisect,join
0,hemocyte,
1,hemocyte,
0,hemoglobin,
1,hemoglobin,
0,hemorrhage,pour
1,hemorrhage,
0,hemp,
1,hemp,
0,hen,
1,hen,
0,hence,
1,hence,
0,henceforth,
1,henceforth,
0,henceforward,
1,henceforward,
0,henhouse,
1,henhouse,
0,henna,
1,henna,
0,henpeck,
1,henpeck,
0,hep,bad
1,hep,inadequate
0,heptad,
1,heptad,
0,herb,
1,herb,
0,herbage,
1,herbage,
0,herbivore,carnivore
1,herbivore,omnivore
0,herd,
1,herd,
0,herder,
1,herder,
0,hereafter,
1,hereafter,
0,heredity,acquirement
1,heredity,
0,herein,
1,herein,
0,hereinafter,
1,hereinafter,
0,hereof,
1,hereof,
0,heresy,agreement
1,heresy,belief
0,heretofore,currently
1,heretofore,future
0,hereupon,
1,hereupon,
0,herewith,
1,herewith,
0,heritage,whole
1,heritage,
0,heritance,conclusion
1,heritance,death
0,heritor,heiress
1,heritor,
0,hermit,
1,hermit,
0,hermitage,
1,hermitage,
0,hernia,agreement
1,hernia,closing
0,herniation,agreement
1,herniation,closing
0,hero,coward
1,hero,cur
0,heroic,afraid
1,heroic,cowardly
0,heroin,
1,heroin,
0,heroine,coward
1,heroine,
0,heroism,cowardice
1,heroism,fear
0,herolike,afraid
1,herolike,careful
0,hesitance,approval
1,hesitance,happiness
0,hesitancy,
1,hesitancy,
0,hesitant,believing
1,hesitant,bold
0,hesitation,belief
1,hesitation,certainty
0,heterochromosome,
1,heterochromosome,
0,heteroclite,common
1,heteroclite,conforming
0,heterodox,
1,heterodox,
0,heterogeneity,
1,heterogeneity,
0,hew,
1,hew,
0,hewn,
1,hewn,
0,hex,reality
1,hex,
0,hexad,
1,hexad,
0,hexagram,
1,hexagram,
0,hexahedron,
1,hexahedron,
0,hey,adios
1,hey,au revoir
0,hiatus,closing
1,hiatus,closure
0,hibernate,
1,hibernate,
0,hibernation,activity
1,hibernation,energy
0,hiccup,
1,hiccup,
0,hick,
1,hick,
0,hickey,cleanliness
1,hickey,perfection
0,hickory,
1,hickory,
0,hideaway,
1,hideaway,
0,hidebound,
1,hidebound,
0,hider,lay bare
1,hider,let go
0,hie,dawdle
1,hie,delay
0,hierarch,
1,hierarch,
0,hierarchy,
1,hierarchy,
0,hieroglyph,
1,hieroglyph,
0,hifalutin,
1,hifalutin,
0,higgler,
1,higgler,
0,highball,
1,highball,
0,highboy,
1,highboy,
0,highfalutin,
1,highfalutin,
0,highjack,give
1,highjack,keep
0,highland,
1,highland,
0,highness,
1,highness,
0,highroad,
1,highroad,
0,highway,
1,highway,
0,highwayman,law
1,highwayman,police
0,hijack,
1,hijack,
0,hike,
1,hike,
0,hiker,
1,hiker,
0,hilarity,sadness
1,hilarity,work
0,hill,bottom
1,hill,decline
0,hillock,decline
1,hillock,depression
0,hillside,bottom
1,hillside,decline
0,hilltop,
1,hilltop,
0,hilt,top
1,hilt,
0,hind,beginning
1,hind,first
0,hinder,advance
1,hinder,aid
0,hindermost,
1,hindermost,
0,hindmost,first
1,hindmost,leading
0,hindquarter,front
1,hindquarter,
0,hindrance,advantage
1,hindrance,aid
0,hinge,
1,hinge,
0,hint,information
1,hint,lot
0,hinterland,metropolis
1,hinterland,
0,hip,dull
1,hip,old
0,hippodrome,
1,hippodrome,
0,hippopotami,
1,hippopotami,
0,hippopotamus,
1,hippopotamus,
0,hire,dismiss
1,hire,fire
0,hirsute,
1,hirsute,
0,hirsuteness,
1,hirsuteness,
0,hispidity,
1,hispidity,
0,hiss,
1,hiss,
0,hisser,
1,hisser,
0,histogram,
1,histogram,
0,histology,connection
1,histology,
0,historian,pupil
1,historian,student
0,history,future
1,history,
0,histrionism,
1,histrionism,
0,hitch,advantage
1,hitch,aid
0,hitchhike,
1,hitchhike,
0,hitchhiker,owner
1,hitchhiker,driver
0,hither,
1,hither,
0,hitherto,there
1,hitherto,
0,hoar,amicable
1,hoar,friendly
0,hoard,debt
1,hoard,lack
0,hoarder,spender
1,hoarder,spendthrift
0,hoarfrost,
1,hoarfrost,
0,hoarse,nice
1,hoarse,polite
0,hoary,new
1,hoary,young
0,hoax,
1,hoax,
0,hoaxer,
1,hoaxer,
0,hob,
1,hob,
0,hobbyhorse,
1,hobbyhorse,
0,hobgoblin,
1,hobgoblin,
0,hobnob,disagree
1,hobnob,
0,hobo,
1,hobo,
0,hock,
1,hock,
0,hocus,fact
1,hocus,frankness
0,hod,
1,hod,
0,hodgepodge,singularity
1,hodgepodge,
0,hoe,bury
1,hoe,cover
0,hog,
1,hog,
0,hogback,bottom
1,hogback,nadir
0,hogshead,
1,hogshead,
0,hogwash,assets
1,hogwash,possessions
0,hoist,abandon
1,hoist,decrease
0,hokey,
1,hokey,
0,hokeypokey,faithfulness
1,hokeypokey,honesty
0,hokum,sense
1,hokum,truth
0,holdback,
1,holdback,
0,holder,seller
1,holder,
0,holdfast,detach
1,holdfast,disconnect
0,holdup,advance
1,holdup,advantage
0,hole,mountain
1,hole,closing
0,holler,whisper
1,holler,
0,holm,
1,holm,
0,holocaust,
1,holocaust,
0,holy,corrupt
1,holy,irreligious
0,holyday,
1,holyday,
0,homage,disloyalty
1,homage,disregard
0,home,foreign
1,home,outside
0,homebody,extrovert
1,homebody,
0,homeland,
1,homeland,
0,homeless,settled
1,homeless,
0,homelike,inhospitable
1,homelike,uncomfortable
0,homemade,
1,homemade,
0,homemaker,
1,homemaker,
0,homeostasis,imbalance
1,homeostasis,instability
0,homeowner,
1,homeowner,renter
0,homer,failure
1,homer,forfeit
0,homesick,
1,homesick,
0,homesickness,
1,homesickness,
0,homespun,abnormal
1,homespun,complex
0,homestead,annex
1,homestead,office
0,homesteader,
1,homesteader,
0,homey,inhospitable
1,homey,uncomfortable
0,homicidal,
1,homicidal,
0,hominid,
1,hominid,
0,hominify,obscure
1,hominify,
0,hominine,
1,hominine,
0,hominoid,
1,hominoid,
0,hominy,
1,hominy,
0,homogeneity,difference
1,homogeneity,disagreement
0,homologue,difference
1,homologue,dissimilarity
0,homology,difference
1,homology,dissimilarity
0,homophone,
1,homophone,
0,homosexuality,
1,homosexuality,
0,homunculus,giant
1,homunculus,
0,hone,
1,hone,
0,honest,biased
1,honest,corrupt
0,honesty,corruption
1,honesty,disgrace
0,honey,
1,honey,
0,honeybee,
1,honeybee,
0,honeycomb,close
1,honeycomb,close up
0,honeydew,
1,honeydew,
0,honeylike,
1,honeylike,
0,honker,
1,honker,
0,honor,blame
1,honor,criticism
0,honorableness,corruption
1,honorableness,disgrace
0,honorific,
1,honorific,
0,hooch,
1,hooch,
0,hood,
1,hood,
0,hoodlum,
1,hoodlum,
0,hoodlumism,
1,hoodlumism,
0,hoodoo,
1,hoodoo,
0,hoodwink,give
1,hoodwink,help
0,hooey,sense
1,hooey,seriousness
0,hoof,
1,hoof,
0,hoofprint,
1,hoofprint,
0,hoofs,
1,hoofs,
0,hook,
1,hook,
0,hookah,
1,hookah,
0,hooker,
1,hooker,
0,hookup,antagonism
1,hookup,difference
0,hooky,
1,hooky,
0,hooliganism,
1,hooliganism,
0,hoop,
1,hoop,
0,hoosegow,
1,hoosegow,
0,hoot,
1,hoot,
0,hop,
1,hop,
0,hope,disbelief
1,hope,dislike
0,hopeless,cheerful
1,hopeless,good
0,hoper,
1,hoper,
0,hopscotch,
1,hopscotch,run
0,horde,
1,horde,
0,horehound,
1,horehound,
0,horizon,
1,horizon,
0,hormone,
1,hormone,
0,horn,assurance
1,horn,calmness
0,hornbook,close
1,hornbook,closing
0,hornet,
1,hornet,
