,original,antonyms
1,unprejudiced,prejudiced
0,unpremeditated,premeditated
1,unpremeditated,
0,unprincipled,ethical
1,unprincipled,frank
0,unprocessed,
1,unprocessed,
0,unprofaned,dishonest
1,unprofaned,evil
0,unproved,
1,unproved,
0,unprovoked,called-for
1,unprovoked,grounded
0,unqualified,able
1,unqualified,competent
0,unreasoned,
1,unreasoned,
0,unreciprocated,answered
1,unreciprocated,certain
0,unredeemed,blessed
1,unredeemed,intact
0,unrefined,cultured
1,unrefined,refined
0,unregimented,enslaved
1,unregimented,occupied
0,unrelieved,
1,unrelieved,
0,unrenowned,believable
1,unrenowned,unexceptional
0,unrepressed,narrow
1,unrepressed,limited
0,unreserved,
1,unreserved,
0,unresolved,certain
1,unresolved,decided
0,unrestrained,restrained
1,unrestrained,restricted
0,unrigged,build
1,unrigged,construct
0,unrooted,bear
1,unrooted,build
0,unruffled,upset
1,unruffled,worried
0,unsalaried,
1,unsalaried,
0,unsanctified,blessed
1,unsanctified,great
0,unsatisfied,satisfied
1,unsatisfied,
0,unscared,
1,unscared,
0,unschooled,educated
1,unschooled,learned
0,unseasoned,experienced
1,unseasoned,
0,unshackled,hindered
1,unshackled,prevented
0,unsharpened,needled
1,unsharpened,pointed
0,unshipped,assign
1,unshipped,dam
0,unshortened,incomplete
1,unshortened,part
0,unsmudged,cluttered
1,unsmudged,dirty
0,unsnapped,bind
1,unsnapped,limit
0,unsoiled,
1,unsoiled,
0,unsolved,explainable
1,unsolved,explicable
0,unsounded,communicative
1,unsounded,articulate
0,unspoiled,
1,unspoiled,
0,unstained,
1,unstained,
0,unstinted,
1,unstinted,
0,unstrapped,bind
1,unstrapped,limit
0,unstrengthened,aid
1,unstrengthened,assist
0,unsuited,suitable
1,unsuited,
0,untamed,
1,untamed,
0,untenanted,full
1,untenanted,overflowing
0,untested,
1,untested,
0,unthreatened,insecure
1,unthreatened,unprotected
0,untired,asleep
1,untired,fatigued
0,untouched,affected
1,untouched,caring
0,untuned,concordant
1,untuned,harmonious
0,untutored,educated
1,untutored,intelligent
0,unveiled,hidden
1,unveiled,lost
0,unversed,
1,unversed,
0,unvoiced,
1,unvoiced,
0,unwarned,advised
1,unwarned,wise
0,unwearied,
1,unwearied,
0,unwed,
1,unwed,
0,unwilled,by hand
1,unwilled,manual
0,unwonted,
1,unwonted,
0,unworked,refined
1,unworked,smooth
0,unwounded,damaged
1,unwounded,harmed
0,unwrapped,loaded
1,unwrapped,
0,vamped,deliberate
1,vamped,planned
0,vapored,
1,vapored,be quiet
0,varicolored,
1,varicolored,
0,varied,like
1,varied,same
0,vaulted,
1,vaulted,
0,vaunted,
1,vaunted,conceal
0,veiled,bare
1,veiled,exposed
0,veined,
1,veined,
0,venomed,aid
1,venomed,calm
0,versed,ignorant
1,versed,incompetent
0,versicolored,
1,versicolored,
0,vesseled,
1,vesseled,
0,vexed,calm
1,vexed,happy
0,visioned,destroy
1,visioned,disbelieve
0,voiced,
1,voiced,
0,voided,
1,voided,
0,voluted,straight
1,voluted,spread
0,vowed,
1,vowed,
0,wade,avoid
1,wade,be lazy
0,waged,cease
1,waged,destroy
0,waken,calm
1,waken,deaden
0,walleyed,
1,walleyed,
0,waned,brighten
1,waned,develop
0,warded,lay bare
1,warded,make vulnerable
0,warehoused,disperse
1,warehoused,distribute
0,warmed,cold
1,warmed,cool
0,warmhearted,cold
1,warmhearted,cool
0,warped,straight
1,warped,
0,warranted,uncertain
1,warranted,unjustified
0,was,cease
1,was,depart
0,washed,dirty
1,washed,soiled
0,wasted,fat
1,wasted,full
0,watched,
1,watched,
0,watered,dry
1,watered,thirsty
0,waterlogged,dehydrated
1,waterlogged,dry
0,watershed,increase
1,watershed,rise
0,waypost,
1,waypost,
0,wearied,activated
1,wearied,active
0,weathered,ignorant
1,weathered,incapable
0,webbed,
1,webbed,
0,wed,disconnect
1,wed,disjoin
0,wedded,
1,wedded,
0,weeded,open
1,weeded,least
0,wefted,
1,wefted,
0,weighed,disregarded
1,weighed,forgotten
0,weight,triviality
1,weight,unimportance
0,welted,lose
1,welted,praise
0,went,face
1,went,remain
0,wept,be happy
1,wept,gloat
0,were,cease
1,were,depart
0,wheeled,
1,wheeled,
0,whelked,
1,whelked,
0,whet,blunt
1,whet,dampen
0,whinny,quiet
1,whinny,seriousness
0,whipped,
1,whipped,
0,whirled,
1,whirled,
0,whiskered,
1,whiskered,
0,whispered,
1,whispered,
0,whit,lot
1,whit,whole
0,whited,accuse
1,whited,aggravate
0,whorled,straight
1,whorled,
0,wicked,
1,wicked,clean
0,widowed,together
1,widowed,
0,wigged,compliment
1,wigged,laud
0,wild,civilized
1,wild,cultured
0,wiliness,artlessness
1,wiliness,frankness
0,willed,acquired
1,willed,
0,winded,
1,winded,
0,wintered,
1,wintered,
0,wired,
1,wired,
0,wished,
1,wished,
0,withered,blooming
1,withered,fresh
0,withhold,allow
1,withhold,disclose
0,witted,forthright
1,witted,honest
0,wizened,moist
1,wizened,smooth
0,woke,discourage
1,woke,dissuade
0,won,beaten
1,won,defeated
0,wonted,unaccustomed
1,wonted,uncommon
0,wooded,
1,wooded,
0,woofed,
1,woofed,
0,worded,take
1,worded,
0,wore,abandon
1,wore,conceal
0,worked,
1,worked,
0,wormed,come out
1,wormed,
0,worried,calm
1,worried,comforted
0,wounded,healthy
1,wounded,perfect
0,wove,break
1,wove,demolish
0,wow,
1,wow,
0,wrapped,uncovered
1,wrapped,unwrapped
0,wreathed,straight
1,wreathed,
0,wrenched,
1,wrenched,
0,wretched,blessed
1,wretched,bright
0,wrinkled,unwrinkled
1,wrinkled,
0,wronged,comforted
1,wronged,happy
0,wrongheaded,agreeable
1,wrongheaded,agreeing
0,wrote,destroy
1,wrote,ignore
0,yapped,
1,yapped,
0,yoke,mastery
1,yoke,
0,zigzagged,even
1,zigzagged,smooth
0,zoned,
1,zoned,
