Column2,Column1,word,type,v1,v2,v3,v4,v5,반의어,v6,동의어
1121,1264,melters,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1122,1265,memoria,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1123,1266,men,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1124,1267,mends,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1125,1268,meninges,NNS,"[해부]  뇌(척수)막, 수막  ","  뇌(척수)막, 수막  ","  뇌(척수)막, 수막  ","  뇌(척수)막, 수막  ","뇌막, 수막",,"뇌막, 수막",#NUM!
1126,1269,menses,NNS,"[전문 용어]  월경, 생리  ","  월경, 생리  ","  월경, 생리  ","  월경, 생리  ","월경, 생리",,"월경, 생리",#NUM!
1127,1270,mercaptides,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1128,1271,mercaptids,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1129,1272,mercuriamines,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1130,1273,meros,NNS,(도리스식 건축에서) 트리글리프(triglyph)의 두 홈 사이의 평탄한 부분.,(도리스식 건축에서) 트리글리프(triglyph)의 두 홈 사이의 평탄한 부분.,(도리스식 건축에서) 트리글리프(triglyph)의 두 홈 사이의 평탄한 부분.,(도리스식 건축에서) 트리글리프(triglyph)의 두 홈 사이의 평탄한 부분.,의 두 홈 사이의 평탄한 부분.,,의 두 홈 사이의 평탄한 부분.,#NUM!
1131,1274,mesaticephaly,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1132,1275,mesectoderm,NNS,[농업]  중외배엽(中外胚葉),  중외배엽(中外胚葉),  중외배엽(中外胚葉),  중외배엽(中外胚葉),중외배엽,,중외배엽,#NUM!
1133,1276,mesenchyme,NNS,"[발생]  간엽(間葉) 조직, 간충(間充) 조직: 결합 조직·혈액·림프관(管)·혈관으로 분화(分化)할 가능성이 있는 중배엽성(中胚葉性)의 미분화 세포의 집단.  ",Longer,Longer,Longer,Longer,,Longer,#NUM!
1134,1277,mesocephal,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1135,1278,metafluidal,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1136,1279,metalinguistics,NNS,[언어]  pl. [단수 취급] 메타언어학 ((언어와 언어 이외의 문화면과의 관계를 연구하는 분야)),  pl,  pl,  pl,pl,,pl,#NUM!
1137,1280,metallics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1138,1281,metalworks,NNS,[건축공학]  금속 공사(金屬工事),  금속 공사(金屬工事),  금속 공사(金屬工事),  금속 공사(金屬工事),금속 공사,,금속 공사,#NUM!
1139,1282,metamathematics,NNS,pl. [단수 취급] 초(超)수학 ((수학의 기본 개념에 대한 연구)),pl. [단수 취급] 초(超)수학 ((수학의 기본 개념에 대한 연구)),pl. [단수 취급] 초(超)수학 ((수학의 기본 개념에 대한 연구)),pl. [단수 취급] 초(超)수학 ((수학의 기본 개념에 대한 연구)),pl.  초,,pl.  초,#NUM!
1140,1284,metanomen,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1141,1285,metaphysics,NNS,형이상학,형이상학,형이상학,형이상학,형이상학,,형이상학,#NUM!
1142,1286,metapolitics,NNS,"  pl. [단수 취급] 정치 철학, [경멸] 탁상 정치학  ","pl. [단수 취급] 정치 철학, [경멸] 탁상 정치학  ","pl. [단수 취급] 정치 철학, [경멸] 탁상 정치학  ","pl. [단수 취급] 정치 철학, [경멸] 탁상 정치학  ",pl.  탁상 정치학,,pl.  탁상 정치학,#NUM!
1143,1287,metapsychics,NNS,pl. [단수 취급] 심령 연구,pl. [단수 취급] 심령 연구,pl. [단수 취급] 심령 연구,pl. [단수 취급] 심령 연구,pl.  심령 연구,,pl.  심령 연구,#NUM!
1144,1289,metempirics,NNS,"  pl. [단수 취급] 초경험론, 선험 철학  ","pl. [단수 취급] 초경험론, 선험 철학  ","pl. [단수 취급] 초경험론, 선험 철학  ","pl. [단수 취급] 초경험론, 선험 철학  ","pl.  초경험론, 선험 철학",,"pl.  초경험론, 선험 철학",#NUM!
1145,1290,metempsychoses,NNS,"  영혼의 재생, 윤회  ","영혼의 재생, 윤회  ","영혼의 재생, 윤회  ","영혼의 재생, 윤회  ","영혼의 재생, 윤회",,"영혼의 재생, 윤회",#NUM!
1146,1291,meteoritics,NNS,"[천문]  pl. [단수 취급] 유성학, 운석학  ",  pl,  pl,  pl,pl,,pl,#NUM!
1147,1292,methemoglobinuria,NNS,[의학]  메트헤모글로빈뇨증(∼尿症)      2.,  메트헤모글로빈뇨증(∼尿症)      2,  메트헤모글로빈뇨증(∼尿症)      2,  메트헤모글로빈뇨증(∼尿症)      2,메트헤모글로빈뇨증 2,,메트헤모글로빈뇨증 2,#NUM!
1148,1293,methinks,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1149,1294,methodics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1150,1295,methylpentoses,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1151,1296,metretes,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1152,1298,mias,NNS,ORANGUTAN.,ORANGUTAN.,ORANGUTAN.,ORANGUTAN.,ORANGUTAN.,,ORANGUTAN.,#NUM!
1153,1300,micelle,NNS,[물·화]  교질 입자(膠質粒子).      2.,  교질 입자(膠質粒子),  교질 입자(膠質粒子),  교질 입자(膠質粒子),교질 입자,,교질 입자,#NUM!
1154,1301,microcheiria,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1155,1302,microchiria,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1156,1303,microcosmos,NNS,[항공우주공학]  (미)소우주(微小宇宙),  (미)소우주(微小宇宙),  (미)소우주(微小宇宙),  (미)소우주(微小宇宙),,,,#NUM!
1157,1304,microcrith,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1158,1305,microflora,NNS,"  (육안으로 안 보이는) 미소 식물(군), 미소 식물상(相)  ","(육안으로 안 보이는) 미소 식물(군), 미소 식물상(相)  ","(육안으로 안 보이는) 미소 식물(군), 미소 식물상(相)  ","(육안으로 안 보이는) 미소 식물(군), 미소 식물상(相)  ",,,,#NUM!
1159,1306,microhm,NNS,"[전기]  마이크로옴(전기 저항 단위, 100만분의 1옴, μΩ).  ","  마이크로옴(전기 저항 단위, 100만분의 1옴, μΩ)","  마이크로옴(전기 저항 단위, 100만분의 1옴, μΩ)","  마이크로옴(전기 저항 단위, 100만분의 1옴, μΩ)",마이크로옴,,마이크로옴,#NUM!
1160,1307,micromechanics,NNS,마이크로 공학(마이크로 기계를 연구·개발하는 분야).,마이크로 공학(마이크로 기계를 연구·개발하는 분야).,마이크로 공학(마이크로 기계를 연구·개발하는 분야).,마이크로 공학(마이크로 기계를 연구·개발하는 분야).,마이크로 공학.,,마이크로 공학.,#NUM!
1161,1308,micromeritics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1162,1309,microphonics,NNS,[전자]  pl. (전자 장치의 진동으로 인한) 스피커의 소음,  pl,  pl,  pl,pl,,pl,#NUM!
1163,1310,microphysics,NNS,pl. [단수 취급] 미시적 물리학(cf. MACROPHYSICS),pl. [단수 취급] 미시적 물리학(cf. MACROPHYSICS),pl. [단수 취급] 미시적 물리학(cf. MACROPHYSICS),pl. [단수 취급] 미시적 물리학(cf. MACROPHYSICS),pl.  미시적 물리학,,pl.  미시적 물리학,#NUM!
1164,1311,microscopics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1165,1312,microspecies,NNS,[생명과학]  미세종(微細種),  미세종(微細種),  미세종(微細種),  미세종(微細種),미세종,,미세종,#NUM!
1166,1313,middlewards,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1167,1314,middlings,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1168,1315,mids,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1169,1316,midships,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1170,1317,millions,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1171,1318,mimiambics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1172,1319,mines,NNS,[속어]  나의 것(('mine'(소유 대명사)의 비격식적 표현)),  나의 것(('mine'(소유 대명사)의 비격식적 표현)),  나의 것(('mine'(소유 대명사)의 비격식적 표현)),  나의 것(('mine'(소유 대명사)의 비격식적 표현)),나의 것,,나의 것,#NUM!
1173,1320,mirrorize,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1174,1321,misbegotten,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1175,1322,misbode,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1176,1323,misgotten,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1177,1324,misogyny,NNS,여자를 싫어함(opp. philogyny),여자를 싫어함(opp. philogyny),여자를 싫어함(opp. philogyny),여자를 싫어함(opp. philogyny),여자를 싫어함,,여자를 싫어함,#NUM!
1178,1325,missyllabify,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1179,1327,mnemonics,NNS,"  pl. [단수 취급] 기억술, 암기법  ","pl. [단수 취급] 기억술, 암기법  ","pl. [단수 취급] 기억술, 암기법  ","pl. [단수 취급] 기억술, 암기법  ","pl.  기억술, 암기법",,"pl.  기억술, 암기법",#NUM!
1180,1328,mnemotechnics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1181,1329,mogilalia,NNS,"  (말더듬 따위의) 언어 장애, 발음 곤란증  ","(말더듬 따위의) 언어 장애, 발음 곤란증  ","(말더듬 따위의) 언어 장애, 발음 곤란증  ","(말더듬 따위의) 언어 장애, 발음 곤란증  "," 언어 장애, 발음 곤란증",," 언어 장애, 발음 곤란증",#NUM!
1182,1330,moiles,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1183,1331,molasses,NNS,[美]  (=treacle),  (=treacle),  (=treacle),  (=treacle),,,,#NUM!
1184,1332,molimen,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1185,1333,molligrubs,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1186,1334,mollities,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1187,1335,monas,NNS,MONAD,MONAD,MONAD,MONAD,MONAD,,MONAD,#NUM!
1188,1336,moneybags,NNS,[비격식  유머]  엄청난 부자,  엄청난 부자,  엄청난 부자,  엄청난 부자,엄청난 부자,,엄청난 부자,#NUM!
1189,1337,monimolite,NNS,[지질학]  모니몰라이트,  모니몰라이트,  모니몰라이트,  모니몰라이트,모니몰라이트,,모니몰라이트,#NUM!
1190,1338,monoceros,NNS,[천문]  외뿔소자리(Unicorn),  외뿔소자리(Unicorn),  외뿔소자리(Unicorn),  외뿔소자리(Unicorn),외뿔소자리,,외뿔소자리,#NUM!
1191,1339,monophyodont,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1192,1341,monostele,NNS,[식물]  원생중심주(原生中心柱)(protostele).,  원생중심주(原生中心柱)(protostele),  원생중심주(原生中心柱)(protostele),  원생중심주(原生中心柱)(protostele),원생중심주,,원생중심주,#NUM!
1193,1342,monostrophics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1194,1343,monzogabbro,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1195,1344,moolings,NNS,[조선공학]  계선 용구(繫船用具),  계선 용구(繫船用具),  계선 용구(繫船用具),  계선 용구(繫船用具),계선 용구,,계선 용구,#NUM!
1196,1345,mools,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1197,1346,moonlighty,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1198,1347,moonwards,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1199,1349,morals,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1200,1350,mores,NNS,"[격식]  풍습, 관습 (=conventions)  ","  풍습, 관습 (=conventions)  ","  풍습, 관습 (=conventions)  ","  풍습, 관습 (=conventions)  ","풍습, 관습 ",,"풍습, 관습 ",#NUM!
1201,1351,mornings,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1202,1352,morphemics,NNS,[언어]  pl. [단수 취급] 형태소론,  pl,  pl,  pl,pl,,pl,#NUM!
1203,1353,morphophonemics,NNS,pl. [단수 취급] 형태 음소론,pl. [단수 취급] 형태 음소론,pl. [단수 취급] 형태 음소론,pl. [단수 취급] 형태 음소론,pl.  형태 음소론,,pl.  형태 음소론,#NUM!
1204,1354,moslings,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1205,1355,mostlings,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1206,1356,mountainwards,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1207,1357,muckna,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1208,1358,mucocele,NNS,[수의학]  점액종,  점액종,  점액종,  점액종,점액종,,점액종,#NUM!
1209,1359,mucrones,NNS,[구식]  (=micrometre),  (=micrometre),  (=micrometre),  (=micrometre),,,,#NUM!
1210,1361,muggins,NNS,[英  비격식  유머]  바보(a나 the 없이 쓰여 부당한 대우를 받는 자기 자신을 가리킴),  바보(a나 the 없이 쓰여 부당한 대우를 받는 자기 자신을 가리킴),  바보(a나 the 없이 쓰여 부당한 대우를 받는 자기 자신을 가리킴),  바보(a나 the 없이 쓰여 부당한 대우를 받는 자기 자신을 가리킴),바보,,바보,#NUM!
1211,1362,muggles,NNS,"  [미·속어] 마리화나 담배, 대마초 잎  ","[미·속어] 마리화나 담배, 대마초 잎  ","[미·속어] 마리화나 담배, 대마초 잎  ","[미·속어] 마리화나 담배, 대마초 잎  "," 마리화나 담배, 대마초 잎",," 마리화나 담배, 대마초 잎",#NUM!
1212,1363,muliebria,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1213,1364,mullets,NNS,[해양과학]  숭어류,  숭어류,  숭어류,  숭어류,숭어류,,숭어류,#NUM!
1214,1365,multifid,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1215,1366,multishot,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1216,1367,mumps,NNS,"  볼거리, 유행성 이하선염  ","볼거리, 유행성 이하선염  ","볼거리, 유행성 이하선염  ","볼거리, 유행성 이하선염  ","볼거리, 유행성 이하선염",,"볼거리, 유행성 이하선염",#NUM!
1217,1368,munitions,NNS,군수품,군수품,군수품,군수품,군수품,,군수품,#NUM!
1218,1369,musterdevillers,NNS,회색 모직물,회색 모직물,회색 모직물,회색 모직물,회색 모직물,,회색 모직물,#NUM!
1219,1370,mycetophilid,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1220,1371,myodynamics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1221,1372,myophysics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1222,1373,myops,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1223,1374,myriorama,NNS,"  미리오라마, 만경화(萬景畵) ((작은 그림을 많이 결합하여 아름다운 경관을 나타낸 것))  ","미리오라마, 만경화(萬景畵) ((작은 그림을 많이 결합하여 아름다운 경관을 나타낸 것))  ","미리오라마, 만경화(萬景畵) ((작은 그림을 많이 결합하여 아름다운 경관을 나타낸 것))  ","미리오라마, 만경화(萬景畵) ((작은 그림을 많이 결합하여 아름다운 경관을 나타낸 것))  ","미리오라마, 만경화",,"미리오라마, 만경화",#NUM!
1224,1375,mystes,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1225,1376,naegates,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1226,1377,nakedize,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1227,1378,nanes,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1228,1379,nasalwards,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1229,1380,natals,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1230,1381,nates,NNS,"[해부]  pl. 궁둥이, 둔부(buttocks)  ",  pl,  pl,  pl,pl,,pl,#NUM!
1231,1382,nautics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1232,1383,nearabouts,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1233,1384,necropoles,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1234,1385,nectarize,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1235,1386,needgates,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1236,1388,needments,NNS,"  pl. 필요품, (특히 여행용) 필수품  ","pl. 필요품, (특히 여행용) 필수품  ","pl. 필요품, (특히 여행용) 필수품  ","pl. 필요품, (특히 여행용) 필수품  ","pl. 필요품,  필수품",,"pl. 필요품,  필수품",#NUM!
1237,1389,nemeses,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1238,1391,nephria,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1239,1392,nephroerysipelas,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1240,1393,nestiatria,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1241,1394,netherwards,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1242,1395,neuroblastoma,NNS,[병리]  신경아(芽) 세포종(腫),  신경아(芽) 세포종(腫),  신경아(芽) 세포종(腫),  신경아(芽) 세포종(腫),신경아,,신경아,#NUM!
1243,1396,neuroglia,NNS,[해부]  신경교(膠),  신경교(膠),  신경교(膠),  신경교(膠),신경교,,신경교,#NUM!
1244,1397,neuroses,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1245,1398,neurotherapeutics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1246,1399,neutrophilia,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1247,1400,newings,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1248,1401,newt,NNS,영원(도롱뇽목 영원과의 동물),영원(도롱뇽목 영원과의 동물),영원(도롱뇽목 영원과의 동물),영원(도롱뇽목 영원과의 동물),영원,,영원,#NUM!
1249,1402,nightcaps,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1250,1403,nights,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1251,1404,nightwards,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1252,1405,nigrities,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1253,1406,nineholes,NNS,[미]  [단수 취급] 아홉 구멍에 공을 넣는 놀이      2.,  [단수 취급,  [단수 취급,  [단수 취급,[단수 취급,,[단수 취급,#NUM!
1254,1407,ninepins,NNS,9주회,9주회,9주회,9주회,9주회,,9주회,#NUM!
1255,1408,nippers,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1256,1409,nitroglycerin,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1257,1410,nitrosobacteria,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1258,1411,nitroxyl,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1259,1412,nizy,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1260,1413,nobs,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1261,1415,nollepros,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1262,1416,nomos,NNS,[철학용어]  노모스,  노모스,  노모스,  노모스,노모스,,노모스,#NUM!
1263,1417,nonentres,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1264,1418,nones,NNS,"[가톨릭]  pl. [단수·복수 취급] 제9시과(時課) ((고대 로마에서는 오후 3시, 지금은 정오에 드리는 기도))  ",  pl,  pl,  pl,pl,,pl,#NUM!
1265,1420,nonoic,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1266,1421,nonsummons,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1267,1422,noonlit,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1268,1423,noonwards,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1269,1424,noria,NNS,(스페인·중동의) 양동이가 달린 물방아,(스페인·중동의) 양동이가 달린 물방아,(스페인·중동의) 양동이가 달린 물방아,(스페인·중동의) 양동이가 달린 물방아, 양동이가 달린 물방아,, 양동이가 달린 물방아,#NUM!
1270,1425,northeastwards,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1271,1426,northwestwards,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1272,1427,nosewards,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1273,1428,notarikon,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1274,1429,notify,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1275,1430,nowadays,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1276,1431,nowanights,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1277,1432,noways,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1278,1433,nowheres,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1279,1434,nucleoalbuminuria,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1280,1435,nucleonics,NNS,[물리]  pl. [단수 취급] (원자) 핵공학,  pl,  pl,  pl,pl,,pl,#NUM!
1281,1436,Nullipennes,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1282,1437,numbles,NNS,[고어]  (사슴의) 식용 내장.,  (사슴의) 식용 내장,  (사슴의) 식용 내장,  (사슴의) 식용 내장, 식용 내장,, 식용 내장,#NUM!
1283,1439,numismatics,NNS,화폐[메달] 연구,화폐[메달] 연구,화폐[메달] 연구,화폐[메달] 연구,화폐 연구,,화폐 연구,#NUM!
1284,1440,nuptials,NNS,"[구식]  혼례식, 결혼식  ","  혼례식, 결혼식  ","  혼례식, 결혼식  ","  혼례식, 결혼식  ","혼례식, 결혼식",,"혼례식, 결혼식",#NUM!
1285,1441,nutcrackers,NNS,호두 까는 기구,호두 까는 기구,호두 까는 기구,호두 까는 기구,호두 까는 기구,,호두 까는 기구,#NUM!
1286,1442,nutmeg,NNS,육두구(육두구 나무의 열매로 양념·향미료로 쓰임),육두구(육두구 나무의 열매로 양념·향미료로 쓰임),육두구(육두구 나무의 열매로 양념·향미료로 쓰임),육두구(육두구 나무의 열매로 양념·향미료로 쓰임),육두구,,육두구,#NUM!
1287,1444,oatbin,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1288,1445,obstetrics,NNS,산과(학),산과(학),산과(학),산과(학),산과,,산과,#NUM!
1289,1446,oceanwards,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1290,1447,oceanways,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1291,1450,odontocele,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1292,1451,oes,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1293,1452,offwards,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1294,1453,oftens,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1295,1454,oftentimes,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1296,1455,ofttimes,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1297,1456,oftwhiles,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1298,1458,olein,NNS,"  [U] [화학] 올레인 ((올레산의 트리글리세리드(triglyceride))), 지방의 유상(油狀) 부분  ",Longer,Longer,Longer,Longer,,Longer,#NUM!
1299,1459,oligidria,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1300,1460,oligohydramnios,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1301,1461,oligophosphaturia,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1302,1462,oligosialia,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1303,1463,oliguria,NNS,[병리]  요량(尿量) 감소증,  요량(尿量) 감소증,  요량(尿量) 감소증,  요량(尿量) 감소증,요량 감소증,,요량 감소증,#NUM!
1304,1464,olivinefels,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1305,1465,omen,NNS,"  징조, 조짐 (=portent)  ","징조, 조짐 (=portent)  ","징조, 조짐 (=portent)  ","징조, 조짐 (=portent)  ","징조, 조짐 ",,"징조, 조짐 ",#NUM!
1306,1466,oneirocritics,NNS,ONEIROCRITICISM.,ONEIROCRITICISM.,ONEIROCRITICISM.,ONEIROCRITICISM.,ONEIROCRITICISM.,,ONEIROCRITICISM.,#NUM!
1307,1467,onomasticon,NNS,"  고유명사집, (특정 분야의) 전문 용어집  ","고유명사집, (특정 분야의) 전문 용어집  ","고유명사집, (특정 분야의) 전문 용어집  ","고유명사집, (특정 분야의) 전문 용어집  ","고유명사집,  전문 용어집",,"고유명사집,  전문 용어집",#NUM!
1308,1468,ons,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1309,1469,onwards,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1310,1470,oons,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1311,1471,ophthalmiatrics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1312,1472,opisthotonos,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
