Column1,word,type,v1,v2,v3,유의어,v4,v5,반의어,v6,동의어
239,overspend,VBP,"  (돈을) 너무 많이 쓰다[과용하다], (계획보다) 초과 지출하다  ","(돈을) 너무 많이 쓰다[과용하다], (계획보다) 초과 지출하다  ","(돈을) 너무 많이 쓰다[과용하다], (계획보다) 초과 지출하다  ",,"(돈을) 너무 많이 쓰다[과용하다], (계획보다) 초과 지출하다  ", 초과 지출하다,, 초과 지출하다,NaN
240,overthink,VBP,  너무 많이[오래] 생각하다  ,너무 많이[오래] 생각하다  ,너무 많이[오래] 생각하다  ,,너무 많이[오래] 생각하다  ,너무 많이 생각하다,,너무 많이 생각하다,NaN
241,ovine,VBP,[전문 용어]  양(羊)의  ,  양(羊)의  ,  양(羊)의  ,,  양(羊)의  ,양의,,양의,NaN
242,pan,VBP,[비격식]  (연극영화 등을) 혹평하다 (=slate)      4.    ,  (연극영화 등을) 혹평하다 (=slate)      4,  (연극영화 등을) 혹평하다 (=slate)      4,,  (연극영화 등을) 혹평하다 (=slate)      4, 4,, 4,frying pan
243,papistlike,VBP,"  가톨릭 교도 같은 , 교황 제도 옹호자 같은.  ","가톨릭 교도 같은 , 교황 제도 옹호자 같은.  ","가톨릭 교도 같은 , 교황 제도 옹호자 같은.  ",,"가톨릭 교도 같은 , 교황 제도 옹호자 같은.  ","가톨릭 교도 같은 , 교황 제도 옹호자 같은.",,"가톨릭 교도 같은 , 교황 제도 옹호자 같은.",NaN
244,paradisal,VBP,  PARADISIACAL.  ,PARADISIACAL.  ,PARADISIACAL.  ,,PARADISIACAL.  ,PARADISIACAL.,,PARADISIACAL.,alluring
245,parchmentize,VBP,  (종이 따위를) 양피지 모양으로 바꾸다.  ,(종이 따위를) 양피지 모양으로 바꾸다.  ,(종이 따위를) 양피지 모양으로 바꾸다.  ,,(종이 따위를) 양피지 모양으로 바꾸다.  , 양피지 모양으로 바꾸다.,, 양피지 모양으로 바꾸다.,NaN
246,parotoid,VBP,[동물]  이선(耳腺)의: 두꺼비 따위 무미류(無尾類)의 귀 위쪽에 있는 잠두 모양의 선(腺)의.  ,  이선(耳腺)의: 두꺼비 따위 무미류(無尾類)의 귀 위쪽에 있는 잠두 모양의 선(腺)의,  이선(耳腺)의: 두꺼비 따위 무미류(無尾類)의 귀 위쪽에 있는 잠두 모양의 선(腺)의,,  이선(耳腺)의: 두꺼비 따위 무미류(無尾類)의 귀 위쪽에 있는 잠두 모양의 선(腺)의,이선의,,이선의,NaN
247,pastoralize,VBP,"  전원적(시골풍)으로 하다.      2.    [명사]  …을 목가로 노래 부르다, 전원화(畵)로 그리다; …을 목가풍(전원조(調))으로 읊다(쓰다).  ",Longer,Longer,,Longer,Longer,,Longer,NaN
248,pataco,VBP,(=pat?n),(=pat?n),(=pat?n),,(=pat?n),,,,NaN
249,pave,VBP,  (널돌·벽돌 등으로) 포장하다  ,(널돌·벽돌 등으로) 포장하다  ,(널돌·벽돌 등으로) 포장하다  ,,(널돌·벽돌 등으로) 포장하다  , 포장하다,strip, 포장하다,cobblestone
250,peculiarize,VBP,"  특수(특유)화하다, 특성(특색, 특징)을 부여하다, 개성화하다.  ","특수(특유)화하다, 특성(특색, 특징)을 부여하다, 개성화하다.  ","특수(특유)화하다, 특성(특색, 특징)을 부여하다, 개성화하다.  ",,"특수(특유)화하다, 특성(특색, 특징)을 부여하다, 개성화하다.  ","특수을 부여하다, 개성화하다.",mix up,"특수을 부여하다, 개성화하다.",describe
251,pedestrianize,VBP,  (도로·구역을[에]) 보행자 전용으로 만들다[차량 통행을 금지하다]  ,(도로·구역을[에]) 보행자 전용으로 만들다[차량 통행을 금지하다]  ,(도로·구역을[에]) 보행자 전용으로 만들다[차량 통행을 금지하다]  ,,(도로·구역을[에]) 보행자 전용으로 만들다[차량 통행을 금지하다]  , 보행자 전용으로 만들다,, 보행자 전용으로 만들다,NaN
252,pee,VBP,[비격식]  오줌을 누다 (=urinate)      2.    [명사][비격식]  오줌 누기      3.    [명사]  오줌  ,  오줌을 누다 (=urinate)      2,  오줌을 누다 (=urinate)      2,,  오줌을 누다 (=urinate)      2,오줌을 누다  2,,오줌을 누다  2,tinkle
253,pickle,VBP,[英]  피클을 만들다  ,  피클을 만들다  ,  피클을 만들다  ,,  피클을 만들다  ,피클을 만들다,benefit,피클을 만들다,box
254,pilose,VBP,[동물·식물]  (부드러운) 털이 많은(pilous)  ,  (부드러운) 털이 많은(pilous)  ,  (부드러운) 털이 많은(pilous)  ,,  (부드러운) 털이 많은(pilous)  ,,,,bewhiskered
255,piney,VBP,  (=PINY)  ,(=PINY)  ,(=PINY)  ,,(=PINY)  ,,,,NaN
256,playsome,VBP,"  장난치는, 희롱하는  ","장난치는, 희롱하는  ","장난치는, 희롱하는  ",,"장난치는, 희롱하는  ","장난치는, 희롱하는",,"장난치는, 희롱하는",NaN
257,plumbic,VBP,"  [화학] 납의, 납을 함유한, 제2납의; [병리] 납에 의한, 연독(鉛毒)에 의한  ","[화학] 납의, 납을 함유한, 제2납의; [병리] 납에 의한, 연독(鉛毒)에 의한  ","[화학] 납의, 납을 함유한, 제2납의; [병리] 납에 의한, 연독(鉛毒)에 의한  ",,"[화학] 납의, 납을 함유한, 제2납의; [병리] 납에 의한, 연독(鉛毒)에 의한  "," 납에 의한, 연독에 의한",," 납에 의한, 연독에 의한",lead
258,plumose,VBP,"  깃이 있는, 깃의, 깃털 모양의  ","깃이 있는, 깃의, 깃털 모양의  ","깃이 있는, 깃의, 깃털 모양의  ",,"깃이 있는, 깃의, 깃털 모양의  ","깃이 있는, 깃의, 깃털 모양의",,"깃이 있는, 깃의, 깃털 모양의",feathery
259,plumpy,VBP,"  부푼, 부풀어 오른, 포동포동 살찐  ","부푼, 부풀어 오른, 포동포동 살찐  ","부푼, 부풀어 오른, 포동포동 살찐  ",,"부푼, 부풀어 오른, 포동포동 살찐  ","부푼, 부풀어 오른, 포동포동 살찐",,"부푼, 부풀어 오른, 포동포동 살찐",NaN
260,pneumococcic,VBP,  폐렴 쌍구균의.  ,폐렴 쌍구균의.  ,폐렴 쌍구균의.  ,,폐렴 쌍구균의.  ,폐렴 쌍구균의.,,폐렴 쌍구균의.,NaN
261,polychaete,VBP,  다모류 동물의  ,다모류 동물의  ,다모류 동물의  ,,다모류 동물의  ,다모류 동물의,,다모류 동물의,NaN
262,polychrome,VBP,"  여러 가지 색채의, 다색도 인쇄의      2.    [명사]  다색채 장식을 한 물건; 다색화, 다색화법; 다색 장식  ",Longer,Longer,,Longer,Longer,,Longer,dappled
263,polychromize,VBP,  (=polychromatic)  ,(=polychromatic)  ,(=polychromatic)  ,,(=polychromatic)  ,,,,NaN
264,polystyle,VBP,[건축]  다주식(多柱式)의      2.    [명사]  다주식 건축(물)  ,  다주식(多柱式)의      2,  다주식(多柱式)의      2,,  다주식(多柱式)의      2,다주식의 2,,다주식의 2,NaN
265,posterize,VBP,[신조어]  상대방이나 경쟁자를 창피하게 만들다  ,  상대방이나 경쟁자를 창피하게 만들다  ,  상대방이나 경쟁자를 창피하게 만들다  ,,  상대방이나 경쟁자를 창피하게 만들다  ,상대방이나 경쟁자를 창피하게 만들다,,상대방이나 경쟁자를 창피하게 만들다,NaN
266,potassic,VBP,"  칼륨의, 칼륨을 함유한, 칼륨으로 구성된  ","칼륨의, 칼륨을 함유한, 칼륨으로 구성된  ","칼륨의, 칼륨을 함유한, 칼륨으로 구성된  ",,"칼륨의, 칼륨을 함유한, 칼륨으로 구성된  ","칼륨의, 칼륨을 함유한, 칼륨으로 구성된",,"칼륨의, 칼륨을 함유한, 칼륨으로 구성된",NaN
267,precative,VBP,  (=precatory)  ,(=precatory)  ,(=precatory)  ,,(=precatory)  ,,,,NaN
268,prefer,VBP,"  (다른 것보다) …을 (더) 좋아하다[원하다/택하다], 선호하다  ","(다른 것보다) …을 (더) 좋아하다[원하다/택하다], 선호하다  ","(다른 것보다) …을 (더) 좋아하다[원하다/택하다], 선호하다  ",,"(다른 것보다) …을 (더) 좋아하다[원하다/택하다], 선호하다  "," 좋아하다, 선호하다",hate," 좋아하다, 선호하다",choose
269,prefraud,VBP,  사취하다  ,사취하다  ,사취하다  ,,사취하다  ,사취하다,,사취하다,NaN
270,prelim,VBP,  (=PRELIMINARY)  ,(=PRELIMINARY)  ,(=PRELIMINARY)  ,,(=PRELIMINARY)  ,,,,mill
271,presume,VBP,  (실질적인 증거는 없지만 사실일 것이라고) 추정하다[여기다/생각하다] (=assume)      2.    ,Longer,Longer,,Longer,Longer,disbelieve,Longer,count on
272,preteach,VBP,  (특히 새 단어들을 시험치기·연습 문제 풀기 전에) 미리 가르쳐 주다  ,(특히 새 단어들을 시험치기·연습 문제 풀기 전에) 미리 가르쳐 주다  ,(특히 새 단어들을 시험치기·연습 문제 풀기 전에) 미리 가르쳐 주다  ,,(특히 새 단어들을 시험치기·연습 문제 풀기 전에) 미리 가르쳐 주다  , 미리 가르쳐 주다,, 미리 가르쳐 주다,NaN
273,proboscidean,VBP,  장비(長鼻)(목(目))의      2.    [명사]  장비류 ((코끼리·매머드 등))  ,장비(長鼻)(목(目))의      2.    [명사]  장비류 ((코끼리·매머드 등))  ,장비(長鼻)(목(目))의      2.    [명사]  장비류 ((코끼리·매머드 등))  ,,장비(長鼻)(목(目))의      2.    [명사]  장비류 ((코끼리·매머드 등))  ,장비,,장비,NaN
274,prodromic,VBP,[병리]  전구(前驅) 증상의.  ,  전구(前驅) 증상의,  전구(前驅) 증상의,,  전구(前驅) 증상의,전구 증상의,,전구 증상의,NaN
275,produce,VBP,"  (상품을 특히 대량으로) 생산하다 (→mass-produce), (=manufacture)      2.    ",Longer,Longer,,Longer,Longer,,Longer,goods
276,profuse,VBP,"  많은, 다량의  ","많은, 다량의  ","많은, 다량의  ",,"많은, 다량의  ","많은, 다량의",sparse,"많은, 다량의",alive with
277,proliferative,VBP,"  증식[번식]하는 , 급증[확산]하는.  ","증식[번식]하는 , 급증[확산]하는.  ","증식[번식]하는 , 급증[확산]하는.  ",,"증식[번식]하는 , 급증[확산]하는.  ",증식하는.,,증식하는.,NaN
278,propagandize,VBP,[격식 못마땅함]  (정치 지도자·정당 등에 대해 허위·과장된) 선전을 퍼뜨리다  ,  (정치 지도자·정당 등에 대해 허위·과장된) 선전을 퍼뜨리다  ,  (정치 지도자·정당 등에 대해 허위·과장된) 선전을 퍼뜨리다  ,,  (정치 지도자·정당 등에 대해 허위·과장된) 선전을 퍼뜨리다  , 선전을 퍼뜨리다,learn, 선전을 퍼뜨리다,convince
279,propulsive,VBP,"  추진력 있는, 추진하는(propelling)  ","추진력 있는, 추진하는(propelling)  ","추진력 있는, 추진하는(propelling)  ",,"추진력 있는, 추진하는(propelling)  ","추진력 있는, 추진하는",,"추진력 있는, 추진하는",compelling
280,publicize,VBP,"  (일반 사람들에게) 알리다, 광고[홍보]하다  ","(일반 사람들에게) 알리다, 광고[홍보]하다  ","(일반 사람들에게) 알리다, 광고[홍보]하다  ",,"(일반 사람들에게) 알리다, 광고[홍보]하다  "," 알리다, 광고하다",hide," 알리다, 광고하다",announce
281,pucka,VBP,  (=PUKKA)  ,(=PUKKA)  ,(=PUKKA)  ,,(=PUKKA)  ,,,,NaN
282,puritano,VBP,"1. 청교도의2. 청교도적인, 지나치게 엄격한[양성명사]청교도", 청교도의2, 청교도의2,, 청교도의2,청교도의2,,청교도의2,NaN
283,quondam,VBP,"  이전의, 한때의  ","이전의, 한때의  ","이전의, 한때의  ",,"이전의, 한때의  ","이전의, 한때의",,"이전의, 한때의",erstwhile
284,radiometric,VBP,  방사 측정[분석]의  ,방사 측정[분석]의  ,방사 측정[분석]의  ,,방사 측정[분석]의  ,방사 측정의,,방사 측정의,NaN
285,raffle,VBP,  래플 상금으로 주다  ,래플 상금으로 주다  ,래플 상금으로 주다  ,,래플 상금으로 주다  ,래플 상금으로 주다,,래플 상금으로 주다,game of chance
286,rakehell,VBP,[고어]  방탕한      2.    [명사][고어]  방탕아  ,  방탕한      2,  방탕한      2,,  방탕한      2,방탕한 2,,방탕한 2,NaN
287,rampage,VBP,  광란하듯 지나가다[이동하다] (=run amok)  ,광란하듯 지나가다[이동하다] (=run amok)  ,광란하듯 지나가다[이동하다] (=run amok)  ,,광란하듯 지나가다[이동하다] (=run amok)  ,광란하듯 지나가다 ,order,광란하듯 지나가다 ,destruction
288,ravel,VBP,  (상황·문제를) 더 복잡하게[꼬이게] 만들다  ,(상황·문제를) 더 복잡하게[꼬이게] 만들다  ,(상황·문제를) 더 복잡하게[꼬이게] 만들다  ,,(상황·문제를) 더 복잡하게[꼬이게] 만들다  , 더 복잡하게 만들다,twist, 더 복잡하게 만들다,free
289,realest,VBP,"  가장 신뢰할 수 있는, 가장 진실한  ","가장 신뢰할 수 있는, 가장 진실한  ","가장 신뢰할 수 있는, 가장 진실한  ",,"가장 신뢰할 수 있는, 가장 진실한  ","가장 신뢰할 수 있는, 가장 진실한",dishonest,"가장 신뢰할 수 있는, 가장 진실한",actual
290,reave,VBP,"  약탈하다, 강탈하다; [보통 수동형으로] …에게서 빼앗다(bereave) ((of, from))      2.    [자동사]  빼앗다  ",Longer,Longer,,Longer,Longer,,Longer,NaN
291,reawake,VBP,"  다시 깨다[깨우다], 다시 깨닫다[깨닫게 하다].  ","다시 깨다[깨우다], 다시 깨닫다[깨닫게 하다].  ","다시 깨다[깨우다], 다시 깨닫다[깨닫게 하다].  ",,"다시 깨다[깨우다], 다시 깨닫다[깨닫게 하다].  ",다시 깨다.,,다시 깨다.,NaN
292,recalk,VBP,"[격식]  기억해 내다, 상기하다 (=recollect)      2.    ","  기억해 내다, 상기하다 (=recollect)      2","  기억해 내다, 상기하다 (=recollect)      2",,"  기억해 내다, 상기하다 (=recollect)      2","기억해 내다, 상기하다  2",,"기억해 내다, 상기하다  2",NaN
293,recreant,VBP,"[문예체]  용기 없는, 비겁한 (=cowardly)  ","  용기 없는, 비겁한 (=cowardly)  ","  용기 없는, 비겁한 (=cowardly)  ",,"  용기 없는, 비겁한 (=cowardly)  ","용기 없는, 비겁한 ",brave,"용기 없는, 비겁한 ",base
294,redevelop,VBP,  재개발하다  ,재개발하다  ,재개발하다  ,,재개발하다  ,재개발하다,,재개발하다,NaN
295,redistribute,VBP,  재분배하다  ,재분배하다  ,재분배하다  ,,재분배하다  ,재분배하다,,재분배하다,reconstruct
296,reest,VBP,[스코틀랜드·北英]  (말이) 갑자기 멈추어 서다.  ,  (말이) 갑자기 멈추어 서다,  (말이) 갑자기 멈추어 서다,,  (말이) 갑자기 멈추어 서다, 갑자기 멈추어 서다,, 갑자기 멈추어 서다,NaN
297,refractive,VBP,"[물리]  굴절시키는, 굴절에 의한  ","  굴절시키는, 굴절에 의한  ","  굴절시키는, 굴절에 의한  ",,"  굴절시키는, 굴절에 의한  ","굴절시키는, 굴절에 의한",,"굴절시키는, 굴절에 의한",NaN
298,rehoe,VBP,"  (애완동물을) 새 주인에게 분양하다, 새 주인을 찾아주다  ","(애완동물을) 새 주인에게 분양하다, 새 주인을 찾아주다  ","(애완동물을) 새 주인에게 분양하다, 새 주인을 찾아주다  ",,"(애완동물을) 새 주인에게 분양하다, 새 주인을 찾아주다  "," 새 주인에게 분양하다, 새 주인을 찾아주다",," 새 주인에게 분양하다, 새 주인을 찾아주다",NaN
299,reluctate,VBP,[폐어]  싫은 얼굴을 하다.  ,  싫은 얼굴을 하다,  싫은 얼굴을 하다,,  싫은 얼굴을 하다,싫은 얼굴을 하다,,싫은 얼굴을 하다,NaN
300,remiss,VBP,[격식]  태만한 (=negligent)  ,  태만한 (=negligent)  ,  태만한 (=negligent)  ,,  태만한 (=negligent)  ,태만한 ,mindful,태만한 ,any which way
301,remunerate,VBP,[격식]  보수를 지불하다  ,  보수를 지불하다  ,  보수를 지불하다  ,,  보수를 지불하다  ,보수를 지불하다,refuse,보수를 지불하다,award
302,renegue,VBP,[英]  (=renege)  ,  (=renege)  ,  (=renege)  ,,  (=renege)  ,,,,NaN
303,reoffend,VBP,  다시 범죄를 저지르다  ,다시 범죄를 저지르다  ,다시 범죄를 저지르다  ,,다시 범죄를 저지르다  ,다시 범죄를 저지르다,,다시 범죄를 저지르다,NaN
304,repercussive,VBP,"  반향[반사]하는[시키는], 반향[반사]한, 반향[반사]적인  ","반향[반사]하는[시키는], 반향[반사]한, 반향[반사]적인  ","반향[반사]하는[시키는], 반향[반사]한, 반향[반사]적인  ",,"반향[반사]하는[시키는], 반향[반사]한, 반향[반사]적인  ",반향적인,,반향적인,NaN
305,replate,VBP,  (신문 지면)을 전면적으로 다시 만들다.  ,(신문 지면)을 전면적으로 다시 만들다.  ,(신문 지면)을 전면적으로 다시 만들다.  ,,(신문 지면)을 전면적으로 다시 만들다.  ,을 전면적으로 다시 만들다.,,을 전면적으로 다시 만들다.,NaN
306,reptant,VBP,  (=REPENT)  ,(=REPENT)  ,(=REPENT)  ,,(=REPENT)  ,,vertical,,spreading
307,requisite,VBP,"[격식]  (어떤 목적에) 필요한      2.    [명사][격식]  (어떤 목적에 필요한) 필수품, 필요조건 (→prerequisite)  ",  (어떤 목적에) 필요한      2,  (어떤 목적에) 필요한      2,,  (어떤 목적에) 필요한      2, 필요한 2,, 필요한 2,condition
308,resell,VBP,"  되팔다, 전매(轉賣)하다  ","되팔다, 전매(轉賣)하다  ","되팔다, 전매(轉賣)하다  ",,"되팔다, 전매(轉賣)하다  ","되팔다, 전매하다",,"되팔다, 전매하다",NaN
309,rethink,VBP,  (특히 계획·행동 방침 등을 변경하기 위해) 다시 생각하다[재고하다]  ,(특히 계획·행동 방침 등을 변경하기 위해) 다시 생각하다[재고하다]  ,(특히 계획·행동 방침 등을 변경하기 위해) 다시 생각하다[재고하다]  ,,(특히 계획·행동 방침 등을 변경하기 위해) 다시 생각하다[재고하다]  , 다시 생각하다,, 다시 생각하다,reassess
310,revolve,VBP,  (축을 중심으로) 돌다[회전하다]  ,(축을 중심으로) 돌다[회전하다]  ,(축을 중심으로) 돌다[회전하다]  ,,(축을 중심으로) 돌다[회전하다]  , 돌다,ignore, 돌다,whirl
311,romp,VBP,  (떠들어 대며) 즐겁게 뛰놀다      2.    [명사]  (유희적인) 성관계      3.    [명사]  액션[모험]이 많은 오락물(책연극영화)  ,Longer,Longer,,Longer,Longer,seriousness,Longer,rout
312,rostrate,VBP,"  [동물] 부리가 있는, 부리 모양의 돌기가 있는  ","[동물] 부리가 있는, 부리 모양의 돌기가 있는  ","[동물] 부리가 있는, 부리 모양의 돌기가 있는  ",,"[동물] 부리가 있는, 부리 모양의 돌기가 있는  "," 부리가 있는, 부리 모양의 돌기가 있는",," 부리가 있는, 부리 모양의 돌기가 있는",NaN
313,rowdydowdy,VBP,"[미·속어]  시끄러운, 떠들썩한  ","  시끄러운, 떠들썩한  ","  시끄러운, 떠들썩한  ",,"  시끄러운, 떠들썩한  ","시끄러운, 떠들썩한",orderly,"시끄러운, 떠들썩한",boisterous
314,ruminate,VBP,"[격식]  심사숙고하다, 곰곰이 생각하다 (=ponder)  ","  심사숙고하다, 곰곰이 생각하다 (=ponder)  ","  심사숙고하다, 곰곰이 생각하다 (=ponder)  ",,"  심사숙고하다, 곰곰이 생각하다 (=ponder)  ","심사숙고하다, 곰곰이 생각하다 ",neglect,"심사숙고하다, 곰곰이 생각하다 ",brood
315,salicylize,VBP,[화학]  살리실산(酸)의  ,  살리실산(酸)의  ,  살리실산(酸)의  ,,  살리실산(酸)의  ,살리실산의,,살리실산의,NaN
316,scallop,VBP,  부채꼴[물결 모양]을 덧대어 장식하다  ,부채꼴[물결 모양]을 덧대어 장식하다  ,부채꼴[물결 모양]을 덧대어 장식하다  ,,부채꼴[물결 모양]을 덧대어 장식하다  ,부채꼴을 덧대어 장식하다,bulge,부채꼴을 덧대어 장식하다,indentation
317,schillerize,VBP,  (결정내(結晶內)의 어떤 면에 따라 미소한 포함물(包含物)이 생겨서)섬광(閃光)을 발하게 하다.  ,(결정내(結晶內)의 어떤 면에 따라 미소한 포함물(包含物)이 생겨서)섬광(閃光)을 발하게 하다.  ,(결정내(結晶內)의 어떤 면에 따라 미소한 포함물(包含物)이 생겨서)섬광(閃光)을 발하게 하다.  ,,(결정내(結晶內)의 어떤 면에 따라 미소한 포함물(包含物)이 생겨서)섬광(閃光)을 발하게 하다.  ,을 발하게 하다.,,을 발하게 하다.,NaN
318,scram,VBP,[구식 비격식]  어서 꺼져라  ,  어서 꺼져라  ,  어서 꺼져라  ,,  어서 꺼져라  ,어서 꺼져라,stay,어서 꺼져라,depart
319,sentinellike,VBP,  보초[파수] 같은.  ,보초[파수] 같은.  ,보초[파수] 같은.  ,,보초[파수] 같은.  ,보초 같은.,,보초 같은.,NaN
320,shiest,VBP,SHY의 최상급  ,SHY의 최상급  ,SHY의 최상급  ,,SHY의 최상급  ,SHY의 최상급,,SHY의 최상급,NaN
321,shrink,VBP,"  (옷을 뜨거운 물에 빨거나 하여) 줄어들다[오그라지다], 줄어들게[오그라지게] 하다      2.    ",Longer,Longer,,Longer,Longer,enlarge,Longer,diminish
322,shun,VBP,  피하다  ,피하다  ,피하다  ,,피하다  ,피하다,admire,피하다,disdain
323,sieve,VBP,"  체로 치다[거르다], 체질하다  ","체로 치다[거르다], 체질하다  ","체로 치다[거르다], 체질하다  ",,"체로 치다[거르다], 체질하다  ","체로 치다, 체질하다",,"체로 치다, 체질하다",basket
324,sitten,VBP,[고어]sit의 과거분사.  ,sit의 과거분사,sit의 과거분사,,sit의 과거분사,sit의 과거분사,,sit의 과거분사,NaN
325,skimp,VBP,  (돈·시간 등을) 지나치게 아끼다  ,(돈·시간 등을) 지나치게 아끼다  ,(돈·시간 등을) 지나치게 아끼다  ,,(돈·시간 등을) 지나치게 아끼다  , 지나치게 아끼다,spend, 지나치게 아끼다,pinch
326,slave,VBP,  노예처럼[고되게] 일하다  ,노예처럼[고되게] 일하다  ,노예처럼[고되게] 일하다  ,,노예처럼[고되게] 일하다  ,노예처럼 일하다,,노예처럼 일하다,bondslave
327,slithery,VBP,"  미끈미끈한, 스르르[미끄러지듯] 가는  ","미끈미끈한, 스르르[미끄러지듯] 가는  ","미끈미끈한, 스르르[미끄러지듯] 가는  ",,"미끈미끈한, 스르르[미끄러지듯] 가는  ","미끈미끈한, 스르르 가는",,"미끈미끈한, 스르르 가는",greasy
328,slumber,VBP,[문예체]  잠을 자다  ,  잠을 자다  ,  잠을 자다  ,,  잠을 자다  ,잠을 자다,activity,잠을 자다,dormancy
329,somersault,VBP,  공중제비[재주넘기]를 하다  ,공중제비[재주넘기]를 하다  ,공중제비[재주넘기]를 하다  ,,공중제비[재주넘기]를 하다  ,공중제비를 하다,retreat,공중제비를 하다,bound
330,sortilegic,VBP,"  제비 (뽑기) 점의, 마술의.  ","제비 (뽑기) 점의, 마술의.  ","제비 (뽑기) 점의, 마술의.  ",,"제비 (뽑기) 점의, 마술의.  ","제비  점의, 마술의.",,"제비  점의, 마술의.",NaN
331,sparky,VBP,"[英 비격식]  생기발랄한, 재기 넘치는  ","  생기발랄한, 재기 넘치는  ","  생기발랄한, 재기 넘치는  ",,"  생기발랄한, 재기 넘치는  ","생기발랄한, 재기 넘치는",,"생기발랄한, 재기 넘치는",NaN
332,spathose,VBP,  SPATHIC.  ,SPATHIC.  ,SPATHIC.  ,,SPATHIC.  ,SPATHIC.,,SPATHIC.,NaN
333,spave,VBP,[신조어]  소비자 가격에서 할인된 값으로 제품을 구매하고 차액을 저금하다 (spaver는 명사형)  ,  소비자 가격에서 할인된 값으로 제품을 구매하고 차액을 저금하다 (spaver는 명사형)  ,  소비자 가격에서 할인된 값으로 제품을 구매하고 차액을 저금하다 (spaver는 명사형)  ,,  소비자 가격에서 할인된 값으로 제품을 구매하고 차액을 저금하다 (spaver는 명사형)  ,소비자 가격에서 할인된 값으로 제품을 구매하고 차액을 저금하다 ,,소비자 가격에서 할인된 값으로 제품을 구매하고 차액을 저금하다 ,NaN
334,squamose,VBP,  (=squamous)  ,(=squamous)  ,(=squamous)  ,,(=squamous)  ,,,,NaN
335,stalky,VBP,"  줄기가 있는[많은], 줄기 같은, 가늘고 긴  ","줄기가 있는[많은], 줄기 같은, 가늘고 긴  ","줄기가 있는[많은], 줄기 같은, 가늘고 긴  ",,"줄기가 있는[많은], 줄기 같은, 가늘고 긴  ","줄기가 있는, 줄기 같은, 가늘고 긴",,"줄기가 있는, 줄기 같은, 가늘고 긴",coarse
336,steride,VBP,"  성큼성큼 걷다      2.    [명사]  (성큼성큼 걷는) 걸음[발(걸음)] (=pace)      3.    [명사]  걸음걸이; 달리는 모습, 달음박질  ",Longer,Longer,,Longer,Longer,,Longer,NaN
337,strumose,VBP,  (=strumous)  ,(=strumous)  ,(=strumous)  ,,(=strumous)  ,,,,NaN
338,suave,VBP,"  정중한, 상냥한(종종 진실성이 없어 보임을 나타냄)  ","정중한, 상냥한(종종 진실성이 없어 보임을 나타냄)  ","정중한, 상냥한(종종 진실성이 없어 보임을 나타냄)  ",,"정중한, 상냥한(종종 진실성이 없어 보임을 나타냄)  ","정중한, 상냥한",rude,"정중한, 상냥한",courteous
339,suberect,VBP,  거의 직립(??立)의.  ,거의 직립(??立)의.  ,거의 직립(??立)의.  ,,거의 직립(??立)의.  ,거의 직립의.,,거의 직립의.,NaN
340,sublinguae,VBP,[해부]  혀 밑의      2.    [명사][해부]  설하선[동맥]  ,  혀 밑의      2,  혀 밑의      2,,  혀 밑의      2,혀 밑의 2,,혀 밑의 2,NaN
341,submucosal,VBP,[해부]  (=submucous)  ,  (=submucous)  ,  (=submucous)  ,,  (=submucous)  ,,,,NaN
342,substantivize,VBP,"  (동사[구]·형용사[구] 따위를) 명사[구]로서 쓰다, 명사[구]로 바꾸다.  ","(동사[구]·형용사[구] 따위를) 명사[구]로서 쓰다, 명사[구]로 바꾸다.  ","(동사[구]·형용사[구] 따위를) 명사[구]로서 쓰다, 명사[구]로 바꾸다.  ",,"(동사[구]·형용사[구] 따위를) 명사[구]로서 쓰다, 명사[구]로 바꾸다.  ", 명사로 바꾸다.,, 명사로 바꾸다.,NaN
343,suffruticose,VBP,  아관목상(亞灌木狀)의.  ,아관목상(亞灌木狀)의.  ,아관목상(亞灌木狀)의.  ,,아관목상(亞灌木狀)의.  ,아관목상의.,,아관목상의.,NaN
344,sulfurea,VBP,"1. 유황의2. 유황이 들어 있는, 유황을 함유한", 유황의2, 유황의2,, 유황의2,유황의2,,유황의2,NaN
345,superfidel,VBP," 멋진, 최고의 ","멋진, 최고의 ","멋진, 최고의 ",,"멋진, 최고의 ","멋진, 최고의",,"멋진, 최고의",NaN
346,superterranean,VBP,"  지상의, 지상에 사는.  ","지상의, 지상에 사는.  ","지상의, 지상에 사는.  ",,"지상의, 지상에 사는.  ","지상의, 지상에 사는.",,"지상의, 지상에 사는.",NaN
347,suzerain,VBP,  종주권을 가진  ,종주권을 가진  ,종주권을 가진  ,,종주권을 가진  ,종주권을 가진,follower,종주권을 가진,commander
348,swot,VBP,[英 비격식]  (특히 시험에 대비해서) 열심히 공부하다  ,  (특히 시험에 대비해서) 열심히 공부하다  ,  (특히 시험에 대비해서) 열심히 공부하다  ,,  (특히 시험에 대비해서) 열심히 공부하다  , 열심히 공부하다,, 열심히 공부하다,NaN
349,synergize,VBP,  협력 작용시키다  ,협력 작용시키다  ,협력 작용시키다  ,,협력 작용시키다  ,협력 작용시키다,,협력 작용시키다,NaN
350,taeniafuge,VBP,[약학]  촌충을 구제하는  ,  촌충을 구제하는  ,  촌충을 구제하는  ,,  촌충을 구제하는  ,촌충을 구제하는,,촌충을 구제하는,NaN
351,tantalic,VBP,[화학]  탄탈의  ,  탄탈의  ,  탄탈의  ,,  탄탈의  ,탄탈의,,탄탈의,NaN
