Column1,word,type,v1,v2,v3,유의어,v4,v5,반의어,v6,동의어
240,glowering,VBG,  언짢은 얼굴로 보는.  ,언짢은 얼굴로 보는.  ,언짢은 얼굴로 보는.  ,,언짢은 얼굴로 보는.  ,언짢은 얼굴로 보는.,bright,언짢은 얼굴로 보는.,forbidding
241,glowing,VBG,  극찬하는  ,극찬하는  ,극찬하는  ,,극찬하는  ,극찬하는,pale,극찬하는,florid
242,glutting,VBG,  과잉 공급하다  ,과잉 공급하다  ,과잉 공급하다  ,,과잉 공급하다  ,과잉 공급하다,need,과잉 공급하다,saturation
243,gobbing,VBG,[英 속어]  침을 찍 뱉다 (=spit)  ,  침을 찍 뱉다 (=spit)  ,  침을 찍 뱉다 (=spit)  ,,  침을 찍 뱉다 (=spit)  ,침을 찍 뱉다 ,,침을 찍 뱉다 ,NaN
244,governing,VBG,"  통치[지배]하는, 관리[운영]하는  ","통치[지배]하는, 관리[운영]하는  ","통치[지배]하는, 관리[운영]하는  ",,"통치[지배]하는, 관리[운영]하는  ",통치하는,subordinate,통치하는,dominant
245,grasping,VBG,[못마땅함]  욕심 많은 (=greedy)  ,  욕심 많은 (=greedy)  ,  욕심 많은 (=greedy)  ,,  욕심 많은 (=greedy)  ,욕심 많은 ,unselfish,욕심 많은 ,mean
246,gratifying,VBG,"[격식]  흐뭇한, 기쁜  ","  흐뭇한, 기쁜  ","  흐뭇한, 기쁜  ",,"  흐뭇한, 기쁜  ","흐뭇한, 기쁜",unenjoyable,"흐뭇한, 기쁜",enjoyable
247,grating,VBG,  귀에 거슬리는  ,귀에 거슬리는  ,귀에 거슬리는  ,,귀에 거슬리는  ,귀에 거슬리는,nice,귀에 거슬리는,displeasing
248,grinding,VBG,  끝도 없이 계속되는  ,끝도 없이 계속되는  ,끝도 없이 계속되는  ,,끝도 없이 계속되는  ,끝도 없이 계속되는,,끝도 없이 계속되는,crunching
249,grinning,VBG,  (소리 없이) 활짝[크게] 웃다      2.    [명사]  (소리 없이) 활짝[크게] 웃음  ,(소리 없이) 활짝[크게] 웃다      2.    [명사]  (소리 없이) 활짝[크게] 웃음  ,(소리 없이) 활짝[크게] 웃다      2.    [명사]  (소리 없이) 활짝[크게] 웃음  ,,(소리 없이) 활짝[크게] 웃다      2.    [명사]  (소리 없이) 활짝[크게] 웃음  , 활짝 웃음,gloomy, 활짝 웃음,genial
250,griping,VBG,  (배가) 갑자기 콕콕 찌르듯이 아픈  ,(배가) 갑자기 콕콕 찌르듯이 아픈  ,(배가) 갑자기 콕콕 찌르듯이 아픈  ,,(배가) 갑자기 콕콕 찌르듯이 아픈  , 갑자기 콕콕 찌르듯이 아픈,forgiving, 갑자기 콕콕 찌르듯이 아픈,caviling
251,gripping,VBG,"  (마음·시선을) 사로잡는, 눈을 떼지 못하게 하는  ","(마음·시선을) 사로잡는, 눈을 떼지 못하게 하는  ","(마음·시선을) 사로잡는, 눈을 떼지 못하게 하는  ",,"(마음·시선을) 사로잡는, 눈을 떼지 못하게 하는  "," 사로잡는, 눈을 떼지 못하게 하는",repulsive," 사로잡는, 눈을 떼지 못하게 하는",engrossing
252,groaning,VBG,"  (고통·짜증으로) 신음[끙 하는] 소리를 내다, (기뻐서) 낮게 탄성을 지르다 (=moan)      2.    ",Longer,Longer,,Longer,Longer,praise,Longer,grumble
253,groping,VBG,"  손으로 더듬는, 암중모색하는  ","손으로 더듬는, 암중모색하는  ","손으로 더듬는, 암중모색하는  ",,"손으로 더듬는, 암중모색하는  ","손으로 더듬는, 암중모색하는",seeing,"손으로 더듬는, 암중모색하는",unsighted
254,growing,VBG,"  (크기·양·정도가) 커지는, 성장[증가]하는  ","(크기·양·정도가) 커지는, 성장[증가]하는  ","(크기·양·정도가) 커지는, 성장[증가]하는  ",,"(크기·양·정도가) 커지는, 성장[증가]하는  "," 커지는, 성장하는",languishing," 커지는, 성장하는",developing
255,growling,VBG,  으르렁[딱딱]거리는  ,으르렁[딱딱]거리는  ,으르렁[딱딱]거리는  ,,으르렁[딱딱]거리는  ,으르렁거리는,dulcet,으르렁거리는,husky
256,grudging,VBG,  마지못해 주는[하는] (=reluctant)  ,마지못해 주는[하는] (=reluctant)  ,마지못해 주는[하는] (=reluctant)  ,,마지못해 주는[하는] (=reluctant)  ,마지못해 주는 ,generous,마지못해 주는 ,avaricious
257,guesting,VBG,  (방송 프로콘서트경기 등에) 게스트로 참여하다  ,(방송 프로콘서트경기 등에) 게스트로 참여하다  ,(방송 프로콘서트경기 등에) 게스트로 참여하다  ,,(방송 프로콘서트경기 등에) 게스트로 참여하다  , 게스트로 참여하다,, 게스트로 참여하다,NaN
258,gurgling,VBG,"  콸콸[졸졸] 흐르는, 목구멍을 울리는 소리로 말하는.  ","콸콸[졸졸] 흐르는, 목구멍을 울리는 소리로 말하는.  ","콸콸[졸졸] 흐르는, 목구멍을 울리는 소리로 말하는.  ",,"콸콸[졸졸] 흐르는, 목구멍을 울리는 소리로 말하는.  ","콸콸 흐르는, 목구멍을 울리는 소리로 말하는.",,"콸콸 흐르는, 목구멍을 울리는 소리로 말하는.",bubbling
259,gushing,VBG,[못마땅함]  (열의·칭찬·감정을 과장되게) 마구 쏟아 내는  ,  (열의·칭찬·감정을 과장되게) 마구 쏟아 내는  ,  (열의·칭찬·감정을 과장되게) 마구 쏟아 내는  ,,  (열의·칭찬·감정을 과장되게) 마구 쏟아 내는  , 마구 쏟아 내는,, 마구 쏟아 내는,emitting
260,haircutting,VBG,  조발[이발]의  ,조발[이발]의  ,조발[이발]의  ,,조발[이발]의  ,조발의,,조발의,NaN
261,hairdressing,VBG,  이발[조발]용의  ,이발[조발]용의  ,이발[조발]용의  ,,이발[조발]용의  ,이발용의,,이발용의,hairstyle
262,halfling,VBG,  미성년의  ,미성년의  ,미성년의  ,,미성년의  ,미성년의,,미성년의,NaN
263,halting,VBG,"  자꾸 끊어지는[중단되는], 멈칫거리는 (=hesitant)  ","자꾸 끊어지는[중단되는], 멈칫거리는 (=hesitant)  ","자꾸 끊어지는[중단되는], 멈칫거리는 (=hesitant)  ",,"자꾸 끊어지는[중단되는], 멈칫거리는 (=hesitant)  ","자꾸 끊어지는, 멈칫거리는 ",clever,"자꾸 끊어지는, 멈칫거리는 ",clumsy
264,hamstring,VBG,  방해하다  ,방해하다  ,방해하다  ,,방해하다  ,방해하다,allow,방해하다,debilitate
265,harrowing,VBG,"  끔찍한, 참혹한  ","끔찍한, 참혹한  ","끔찍한, 참혹한  ",,"끔찍한, 참혹한  ","끔찍한, 참혹한",calming,"끔찍한, 참혹한",chilling
266,heartening,VBG,  It is heartening to see the determination of these young people.      이 젊은 사람들의 각오를 보니 힘이 난다.  ,Longer,Longer,,Longer,Longer,,Longer,cheering
267,hearthwarming,VBG,  마음이 따뜻해지는  ,마음이 따뜻해지는  ,마음이 따뜻해지는  ,,마음이 따뜻해지는  ,마음이 따뜻해지는,,마음이 따뜻해지는,NaN
268,heartsickening,VBG,"  슬픔에 잠기게 하는, 상심하게 하는.  ","슬픔에 잠기게 하는, 상심하게 하는.  ","슬픔에 잠기게 하는, 상심하게 하는.  ",,"슬픔에 잠기게 하는, 상심하게 하는.  ","슬픔에 잠기게 하는, 상심하게 하는.",pleasant,"슬픔에 잠기게 하는, 상심하게 하는.",distressing
269,heaving,VBG,  (~이) 가득한  ,(~이) 가득한  ,(~이) 가득한  ,,(~이) 가득한  , 가득한,, 가득한,bouncy
270,hissing,VBG,  쉿쉿 하는  ,쉿쉿 하는  ,쉿쉿 하는  ,,쉿쉿 하는  ,쉿쉿 하는,,쉿쉿 하는,
271,homekeeping,VBG,"  집 안에 틀어박히기를 좋아하는, 집 안에만 있는  ","집 안에 틀어박히기를 좋아하는, 집 안에만 있는  ","집 안에 틀어박히기를 좋아하는, 집 안에만 있는  ",,"집 안에 틀어박히기를 좋아하는, 집 안에만 있는  ","집 안에 틀어박히기를 좋아하는, 집 안에만 있는",,"집 안에 틀어박히기를 좋아하는, 집 안에만 있는",NaN
272,homemaking,VBG,  가사의  ,가사의  ,가사의  ,,가사의  ,가사의,,가사의,sewing
273,horsing,VBG,"  (암말이) 암내난, 발정한, 교미기의.  ","(암말이) 암내난, 발정한, 교미기의.  ","(암말이) 암내난, 발정한, 교미기의.  ",,"(암말이) 암내난, 발정한, 교미기의.  "," 암내난, 발정한, 교미기의.",," 암내난, 발정한, 교미기의.",NaN
274,hulking,VBG,  (흔히 불안감을 줄 정도로) 거대한  ,(흔히 불안감을 줄 정도로) 거대한  ,(흔히 불안감을 줄 정도로) 거대한  ,,(흔히 불안감을 줄 정도로) 거대한  , 거대한,little, 거대한,gargantuan
275,hurting,VBG,"  [미·속어] 비참한, 아주 곤궁한, (…에) 굶주린 ((for))  ","[미·속어] 비참한, 아주 곤궁한, (…에) 굶주린 ((for))  ","[미·속어] 비참한, 아주 곤궁한, (…에) 굶주린 ((for))  ",,"[미·속어] 비참한, 아주 곤궁한, (…에) 굶주린 ((for))  "," 비참한, 아주 곤궁한, ",healthy," 비참한, 아주 곤궁한, ",sore
276,hying,VBG,HIE의 현재분사  ,HIE의 현재분사  ,HIE의 현재분사  ,,HIE의 현재분사  ,HIE의 현재분사,delay,HIE의 현재분사,hurry
277,illuminating,VBG,"  이해를 돕는, 분명하게 하는  ","이해를 돕는, 분명하게 하는  ","이해를 돕는, 분명하게 하는  ",,"이해를 돕는, 분명하게 하는  ","이해를 돕는, 분명하게 하는",,"이해를 돕는, 분명하게 하는",illuminated
278,impending,VBG,"  곧 닥칠, 임박한 (=imminent)  ","곧 닥칠, 임박한 (=imminent)  ","곧 닥칠, 임박한 (=imminent)  ",,"곧 닥칠, 임박한 (=imminent)  ","곧 닥칠, 임박한 ",past,"곧 닥칠, 임박한 ",brewing
279,imploring,VBG,  She gave him an imploring look.      그녀가 그에게 애원하는 눈길을 보냈다.  ,Longer,Longer,,Longer,Longer,,Longer,tempting
280,imposing,VBG,"  인상적인, 눈길을 끄는  ","인상적인, 눈길을 끄는  ","인상적인, 눈길을 끄는  ",,"인상적인, 눈길을 끄는  ","인상적인, 눈길을 끄는",common,"인상적인, 눈길을 끄는",grand
281,improving,VBG,"  개량[개선]하는, 유익한, 도움이 되는  ","개량[개선]하는, 유익한, 도움이 되는  ","개량[개선]하는, 유익한, 도움이 되는  ",,"개량[개선]하는, 유익한, 도움이 되는  ","개량하는, 유익한, 도움이 되는",,"개량하는, 유익한, 도움이 되는",bettering
282,inbending,VBG,"[흔히 못마땅함]  (의견·결정 등을) 굽히지 않는, 고집스러운 (=inflexible)  ","  (의견·결정 등을) 굽히지 않는, 고집스러운 (=inflexible)  ","  (의견·결정 등을) 굽히지 않는, 고집스러운 (=inflexible)  ",,"  (의견·결정 등을) 굽히지 않는, 고집스러운 (=inflexible)  ",,,,NaN
283,indiscriminating,VBG,"  무차별의, 무분별의  ","무차별의, 무분별의  ","무차별의, 무분별의  ",,"무차별의, 무분별의  ","무차별의, 무분별의",,"무차별의, 무분별의",NaN
284,inerring,VBG,"  틀림없는, 항상 정확한 (=unfailing)  ","틀림없는, 항상 정확한 (=unfailing)  ","틀림없는, 항상 정확한 (=unfailing)  ",,"틀림없는, 항상 정확한 (=unfailing)  ","틀림없는, 항상 정확한 ",,"틀림없는, 항상 정확한 ",NaN
285,ingratiating,VBG,[못마땅함]  환심을 사려는  ,  환심을 사려는  ,  환심을 사려는  ,,  환심을 사려는  ,환심을 사려는,disgusting,환심을 사려는,disarming
286,inlying,VBG,  안쪽[내부]의  ,안쪽[내부]의  ,안쪽[내부]의  ,,안쪽[내부]의  ,안쪽의,,안쪽의,domestic
287,inspiriting,VBG,"  기운을 북돋우는, 고무적인  ","기운을 북돋우는, 고무적인  ","기운을 북돋우는, 고무적인  ",,"기운을 북돋우는, 고무적인  ","기운을 북돋우는, 고무적인",depressing,"기운을 북돋우는, 고무적인",reassuring
288,insulating,VBG,  절연[단열/방음]을 위한  ,절연[단열/방음]을 위한  ,절연[단열/방음]을 위한  ,,절연[단열/방음]을 위한  ,절연을 위한,mingle,절연을 위한,isolate
289,insulting,VBG,  모욕적인  ,모욕적인  ,모욕적인  ,,모욕적인  ,모욕적인,kind,모욕적인,degrading
290,intending,VBG,"  미래의, 지망하는  ","미래의, 지망하는  ","미래의, 지망하는  ",,"미래의, 지망하는  ","미래의, 지망하는",disinclined,"미래의, 지망하는",inclined
291,interbring,VBG,"  (포로정치범을) 억류하다 (→internee)      2.    [명사]  인턴, 수련의 (→house officer)      3.    [명사]  인턴사원 (→internship)  ",Longer,Longer,,Longer,Longer,,Longer,NaN
292,interesting,VBG,"  (특별하거나 신나거나 특이해서) 재미있는, 흥미로운  ","(특별하거나 신나거나 특이해서) 재미있는, 흥미로운  ","(특별하거나 신나거나 특이해서) 재미있는, 흥미로운  ",,"(특별하거나 신나거나 특이해서) 재미있는, 흥미로운  "," 재미있는, 흥미로운",disgusting," 재미있는, 흥미로운",amusing
293,interfering,VBG,"[못마땅함]  간섭하는, 참견하기 좋아하는  ","  간섭하는, 참견하기 좋아하는  ","  간섭하는, 참견하기 좋아하는  ",,"  간섭하는, 참견하기 좋아하는  ","간섭하는, 참견하기 좋아하는",,"간섭하는, 참견하기 좋아하는",meddlesome
294,interweaving,VBG,  (실·털실 등을) 섞어 짜다[넣다]  ,(실·털실 등을) 섞어 짜다[넣다]  ,(실·털실 등을) 섞어 짜다[넣다]  ,,(실·털실 등을) 섞어 짜다[넣다]  , 섞어 짜다,untwist, 섞어 짜다,braid
295,intriguing,VBG,  (특이하거나 분명한 해답이 없어서) 아주 흥미로운  ,(특이하거나 분명한 해답이 없어서) 아주 흥미로운  ,(특이하거나 분명한 해답이 없어서) 아주 흥미로운  ,,(특이하거나 분명한 해답이 없어서) 아주 흥미로운  , 아주 흥미로운,unexciting, 아주 흥미로운,alluring
296,inturning,VBG,"  (포로정치범을) 억류하다 (→internee)      2.    [명사]  인턴, 수련의 (→house officer)      3.    [명사]  인턴사원 (→internship)  ",Longer,Longer,,Longer,Longer,,Longer,NaN
297,inviting,VBG,"  유혹[매력]적인, 솔깃한 (=attractive)  ","유혹[매력]적인, 솔깃한 (=attractive)  ","유혹[매력]적인, 솔깃한 (=attractive)  ",,"유혹[매력]적인, 솔깃한 (=attractive)  ","유혹적인, 솔깃한 ",repellent,"유혹적인, 솔깃한 ",attractive
298,jabbering,VBG,[못마땅함]  (흥분해서 알아듣기 힘들게) 지껄이다 (=gabble)  ,  (흥분해서 알아듣기 힘들게) 지껄이다 (=gabble)  ,  (흥분해서 알아듣기 힘들게) 지껄이다 (=gabble)  ,,  (흥분해서 알아듣기 힘들게) 지껄이다 (=gabble)  ,,,,blathering
299,jailering,VBG,  투옥[수감]하다 (=imprison)  ,투옥[수감]하다 (=imprison)  ,투옥[수감]하다 (=imprison)  ,,투옥[수감]하다 (=imprison)  ,투옥하다 ,,투옥하다 ,NaN
300,jawbreaking,VBG,[구어]  발음하기 어려운  ,  발음하기 어려운  ,  발음하기 어려운  ,,  발음하기 어려운  ,발음하기 어려운,,발음하기 어려운,NaN
301,jeering,VBG,"  야유[조롱]하다 (=taunt)      2.    [명사]  야유, 조롱 (=taunt)  ","야유[조롱]하다 (=taunt)      2.    [명사]  야유, 조롱 (=taunt)  ","야유[조롱]하다 (=taunt)      2.    [명사]  야유, 조롱 (=taunt)  ",,"야유[조롱]하다 (=taunt)      2.    [명사]  야유, 조롱 (=taunt)  ",야유하다 ,,야유하다 ,yelling
302,jingling,VBG,  (듣기 좋게) 딸랑[짤랑/댕그랑]거리다  ,(듣기 좋게) 딸랑[짤랑/댕그랑]거리다  ,(듣기 좋게) 딸랑[짤랑/댕그랑]거리다  ,,(듣기 좋게) 딸랑[짤랑/댕그랑]거리다  , 딸랑거리다,, 딸랑거리다,clatter
303,jobbing,VBG,"[英]  (고정된 직장이 없이 이 사람 저 사람을 위해) 여러 가지 일을 하는, 임시직의  ","  (고정된 직장이 없이 이 사람 저 사람을 위해) 여러 가지 일을 하는, 임시직의  ","  (고정된 직장이 없이 이 사람 저 사람을 위해) 여러 가지 일을 하는, 임시직의  ",,"  (고정된 직장이 없이 이 사람 저 사람을 위해) 여러 가지 일을 하는, 임시직의  "," 여러 가지 일을 하는, 임시직의",," 여러 가지 일을 하는, 임시직의",rent out
304,juggling,VBG,"  요술을 부리다, 곡예를 하다, 저글링하다  ","요술을 부리다, 곡예를 하다, 저글링하다  ","요술을 부리다, 곡예를 하다, 저글링하다  ",,"요술을 부리다, 곡예를 하다, 저글링하다  ","요술을 부리다, 곡예를 하다, 저글링하다",,"요술을 부리다, 곡예를 하다, 저글링하다",prestidigitation
305,junking,VBG,  폐물로 처분하다  ,폐물로 처분하다  ,폐물로 처분하다  ,,폐물로 처분하다  ,폐물로 처분하다,construction,폐물로 처분하다,demolition
306,jutting,VBG,  튀어나온  ,튀어나온  ,튀어나온  ,,튀어나온  ,튀어나온,,튀어나온,salient
307,keckling,VBG,"  (공적인 회의에서 발표자를) 방해하다, 야유를 퍼붓다 (=barrack)  ","(공적인 회의에서 발표자를) 방해하다, 야유를 퍼붓다 (=barrack)  ","(공적인 회의에서 발표자를) 방해하다, 야유를 퍼붓다 (=barrack)  ",,"(공적인 회의에서 발표자를) 방해하다, 야유를 퍼붓다 (=barrack)  ",,,,NaN
308,kicking,VBG,"[비격식]  활기찬, 신나는      2.    [명사]  (특히 바닥에 누워 있는 사람을) 마구 차기  ","  활기찬, 신나는      2","  활기찬, 신나는      2",,"  활기찬, 신나는      2","활기찬, 신나는 2",happy,"활기찬, 신나는 2",irritated
309,killing,VBG,  기진맥진하게 만드는 (=exhausting)  ,기진맥진하게 만드는 (=exhausting)  ,기진맥진하게 만드는 (=exhausting)  ,,기진맥진하게 만드는 (=exhausting)  ,기진맥진하게 만드는 ,,기진맥진하게 만드는 ,bloodshed
310,kilting,VBG,  기진맥진하게 만드는 (=exhausting)  ,기진맥진하게 만드는 (=exhausting)  ,기진맥진하게 만드는 (=exhausting)  ,,기진맥진하게 만드는 (=exhausting)  ,기진맥진하게 만드는 ,,기진맥진하게 만드는 ,NaN
311,kissing,VBG,  키스하는  ,키스하는  ,키스하는  ,,키스하는  ,키스하는,,키스하는,
312,kneeling,VBG,  무릎을 꿇다  ,무릎을 꿇다  ,무릎을 꿇다  ,,무릎을 꿇다  ,무릎을 꿇다,disregard,무릎을 꿇다,deference
313,laborsaving,VBG,  노동 절약의  ,노동 절약의  ,노동 절약의  ,,노동 절약의  ,노동 절약의,manual,노동 절약의,automatic
314,laughing,VBG,  재미있어[즐거워] 하는  ,재미있어[즐거워] 하는  ,재미있어[즐거워] 하는  ,,재미있어[즐거워] 하는  ,재미있어 하는,tiring,재미있어 하는,amusing
315,lavishing,VBG,  기가 막히게 아름다운 (=gorgeous)  ,기가 막히게 아름다운 (=gorgeous)  ,기가 막히게 아름다운 (=gorgeous)  ,,기가 막히게 아름다운 (=gorgeous)  ,기가 막히게 아름다운 ,save,기가 막히게 아름다운 ,fritter
316,leapfrogging,VBG,  (더 높은 위치등급으로) 뛰어넘다  ,(더 높은 위치등급으로) 뛰어넘다  ,(더 높은 위치등급으로) 뛰어넘다  ,,(더 높은 위치등급으로) 뛰어넘다  , 뛰어넘다,, 뛰어넘다,dive
317,lifesaving,VBG,"  [A] 구명(救命)의, [미] 수난[해난] 구조의      2.    [명사]  수난[인명] 구조(법)  ",Longer,Longer,,Longer,Longer,,Longer,reserve fund
318,limiting,VBG,  제한[한정]하는  ,제한[한정]하는  ,제한[한정]하는  ,,제한[한정]하는  ,제한하는,breakable,제한하는,enslaved
319,longing,VBG,  갈망[열망]하는  ,갈망[열망]하는  ,갈망[열망]하는  ,,갈망[열망]하는  ,갈망하는,hating,갈망하는,eager
320,looping,VBG,[미·속어]  술에 취한(looped)  ,  술에 취한(looped)  ,  술에 취한(looped)  ,,  술에 취한(looped)  ,술에 취한,free,술에 취한,curl
321,lumbering,VBG,  (육중한 덩치로) 느릿느릿 움직이는  ,(육중한 덩치로) 느릿느릿 움직이는  ,(육중한 덩치로) 느릿느릿 움직이는  ,,(육중한 덩치로) 느릿느릿 움직이는  , 느릿느릿 움직이는,gliding, 느릿느릿 움직이는,ungainly
322,manning,VBG,"  (어떤 장소·기계에서[를]) 일하다[담당하다], …에 인원을 배치[제공]하다 (=crew, staff)  ",Longer,Longer,,Longer,Longer,take,Longer,arm
323,marrying,VBG,"  결혼하는, 결혼할(것 같은)  ","결혼하는, 결혼할(것 같은)  ","결혼하는, 결혼할(것 같은)  ",,"결혼하는, 결혼할(것 같은)  ","결혼하는, 결혼할",separate,"결혼하는, 결혼할",join
324,matching,VBG,  어울리는  ,어울리는  ,어울리는  ,,어울리는  ,어울리는,dissimilar,어울리는,coordinating
325,matmaking,VBG,  매트 제조의  ,매트 제조의  ,매트 제조의  ,,매트 제조의  ,매트 제조의,,매트 제조의,NaN
326,meaning,VBG,  (=meaningful (2))  ,(=meaningful (2))  ,(=meaningful (2))  ,,(=meaningful (2))  ,,exteriority,,content
327,meddling,VBG,"  참견하는, 간섭하는  ","참견하는, 간섭하는  ","참견하는, 간섭하는  ",,"참견하는, 간섭하는  ","참견하는, 간섭하는",,"참견하는, 간섭하는",interrupting
328,melting,VBG,  (애정·연민·공감을 느끼도록) 마음[애간장]을 녹이는  ,(애정·연민·공감을 느끼도록) 마음[애간장]을 녹이는  ,(애정·연민·공감을 느끼도록) 마음[애간장]을 녹이는  ,,(애정·연민·공감을 느끼도록) 마음[애간장]을 녹이는  , 마음을 녹이는,, 마음을 녹이는,reducing
329,menacing,VBG,"  위협적인, 해를 끼칠 듯한 (=threatening)  ","위협적인, 해를 끼칠 듯한 (=threatening)  ","위협적인, 해를 끼칠 듯한 (=threatening)  ",,"위협적인, 해를 끼칠 듯한 (=threatening)  ","위협적인, 해를 끼칠 듯한 ",aiding,"위협적인, 해를 끼칠 듯한 ",dangerous
330,middling,VBG,"  (치수·품질·지위 등이) 보통[중간]의 (=moderate, unremarkable)  ","(치수·품질·지위 등이) 보통[중간]의 (=moderate, unremarkable)  ","(치수·품질·지위 등이) 보통[중간]의 (=moderate, unremarkable)  ",,"(치수·품질·지위 등이) 보통[중간]의 (=moderate, unremarkable)  ",,exceptional,,passable
331,milling,VBG,  떼를 지어 서성거리는  ,떼를 지어 서성거리는  ,떼를 지어 서성거리는  ,,떼를 지어 서성거리는  ,떼를 지어 서성거리는,,떼를 지어 서성거리는,crunching
332,mincing,VBG,[못마땅함]  섬세한 척 고상을 떠는  ,  섬세한 척 고상을 떠는  ,  섬세한 척 고상을 떠는  ,,  섬세한 척 고상을 떠는  ,섬세한 척 고상을 떠는,unaffected,섬세한 척 고상을 떠는,dainty
333,misleading,VBG,"  호도[오도]하는, 오해의 소지가 있는 (=deceptive)  ","호도[오도]하는, 오해의 소지가 있는 (=deceptive)  ","호도[오도]하는, 오해의 소지가 있는 (=deceptive)  ",,"호도[오도]하는, 오해의 소지가 있는 (=deceptive)  ","호도하는, 오해의 소지가 있는 ",correct,"호도하는, 오해의 소지가 있는 ",deceitful
334,mistaking,VBG,"  오해[오인]하다, 잘못 판단하다 (=misconstrue)  ","오해[오인]하다, 잘못 판단하다 (=misconstrue)  ","오해[오인]하다, 잘못 판단하다 (=misconstrue)  ",,"오해[오인]하다, 잘못 판단하다 (=misconstrue)  ","오해하다, 잘못 판단하다 ",correction,"오해하다, 잘못 판단하다 ",blunder
335,mistrusting,VBG,"  신뢰하지 않다, 불신하다 (=distrust)      2.    [명사]  불신 (=suspicion)  ",Longer,Longer,,Longer,Longer,certainty,Longer,distrust
336,mollifying,VBG,"  누그러뜨리는, 진정시키는 (듯한)  ","누그러뜨리는, 진정시키는 (듯한)  ","누그러뜨리는, 진정시키는 (듯한)  ",,"누그러뜨리는, 진정시키는 (듯한)  ","누그러뜨리는, 진정시키는 ",caustic,"누그러뜨리는, 진정시키는 ",balmy
337,moneysaving,VBG,  돈을 절약(저축)하는  ,돈을 절약(저축)하는  ,돈을 절약(저축)하는  ,,돈을 절약(저축)하는  ,돈을 절약하는,careless,돈을 절약하는,efficient
338,mooting,VBG,"[美]  (가능성이 적으므로) 고려할 가치가 없는      2.    [동사][격식]  (의견 등을) 제기하다 (=propose, put forward)  ",  (가능성이 적으므로) 고려할 가치가 없는      2,  (가능성이 적으므로) 고려할 가치가 없는      2,,  (가능성이 적으므로) 고려할 가치가 없는      2, 고려할 가치가 없는 2,peace, 고려할 가치가 없는 2,contest
339,moping,VBG,  (아무 일도 하지 않고) 맥이 빠져 지내다 (=brood)  ,(아무 일도 하지 않고) 맥이 빠져 지내다 (=brood)  ,(아무 일도 하지 않고) 맥이 빠져 지내다 (=brood)  ,,(아무 일도 하지 않고) 맥이 빠져 지내다 (=brood)  ,,cheerful,,dismal
340,mortifying,VBG,  How mortifying to have to apologize to him!      그에게 사과를 해야 하다니 얼마나 굴욕스러운지!  ,Longer,Longer,,Longer,Longer,fortunate,Longer,destructive
341,motoring,VBG,  자동차 운행의  ,자동차 운행의  ,자동차 운행의  ,,자동차 운행의  ,자동차 운행의,dissuade,자동차 운행의,drift
342,mounting,VBG,  (흔히 우려스러울 정도로) 증가하는[커져 가는] (=growing)      2.    [명사]  (=mount)  ,Longer,Longer,,Longer,Longer,,Longer,climbing
343,nipping,VBG,"  살을 에는 듯한, 통렬한, 신랄한  ","살을 에는 듯한, 통렬한, 신랄한  ","살을 에는 듯한, 통렬한, 신랄한  ",,"살을 에는 듯한, 통렬한, 신랄한  ","살을 에는 듯한, 통렬한, 신랄한",mild,"살을 에는 듯한, 통렬한, 신랄한",bleak
344,nonconforming,VBG,"  관행[규범]을 따르지 않는, 국교를 신봉하지 않는  ","관행[규범]을 따르지 않는, 국교를 신봉하지 않는  ","관행[규범]을 따르지 않는, 국교를 신봉하지 않는  ",,"관행[규범]을 따르지 않는, 국교를 신봉하지 않는  ","관행을 따르지 않는, 국교를 신봉하지 않는",,"관행을 따르지 않는, 국교를 신봉하지 않는",individualistic
345,nondefining,VBG,  (=non-restrictive)  ,(=non-restrictive)  ,(=non-restrictive)  ,,(=non-restrictive)  ,,,,NaN
346,nonflowering,VBG,"[식물]  꽃이 피지 않는, 개화기(期)가 없는.  ","  꽃이 피지 않는, 개화기(期)가 없는","  꽃이 피지 않는, 개화기(期)가 없는",,"  꽃이 피지 않는, 개화기(期)가 없는","꽃이 피지 않는, 개화기가 없는",,"꽃이 피지 않는, 개화기가 없는",NaN
347,nonflowing,VBG,"[식물]  꽃이 피지 않는, 개화기(期)가 없는.  ","  꽃이 피지 않는, 개화기(期)가 없는","  꽃이 피지 않는, 개화기(期)가 없는",,"  꽃이 피지 않는, 개화기(期)가 없는","꽃이 피지 않는, 개화기가 없는",,"꽃이 피지 않는, 개화기가 없는",NaN
348,nonfreezing,VBG,"  얼지 않는, 부동(不凍)(성)의  ","얼지 않는, 부동(不凍)(성)의  ","얼지 않는, 부동(不凍)(성)의  ",,"얼지 않는, 부동(不凍)(성)의  ","얼지 않는, 부동의",,"얼지 않는, 부동의",NaN
349,nonjuring,VBG,[영국사]  신하로서의 복종 서약을 거부하는  ,  신하로서의 복종 서약을 거부하는  ,  신하로서의 복종 서약을 거부하는  ,,  신하로서의 복종 서약을 거부하는  ,신하로서의 복종 서약을 거부하는,,신하로서의 복종 서약을 거부하는,NaN
350,nonoperating,VBG,  영업외의  ,영업외의  ,영업외의  ,,영업외의  ,영업외의,,영업외의,NaN
351,nonpaying,VBG,"  수지가 안 맞는, 이익이 없는.  ","수지가 안 맞는, 이익이 없는.  ","수지가 안 맞는, 이익이 없는.  ",,"수지가 안 맞는, 이익이 없는.  ","수지가 안 맞는, 이익이 없는.",,"수지가 안 맞는, 이익이 없는.",bankrupt
