Column1,word,type,v1,v2,v3,유의어,v4,v5,반의어,v6,동의어
611,paniculated,VBD,[식물]  원추(圓錐) 꽃차례의,  원추(圓錐) 꽃차례의,  원추(圓錐) 꽃차례의,,  원추(圓錐) 꽃차례의,원추 꽃차례의,,원추 꽃차례의,NaN
612,papered,VBD,(보기 좋게 하려고) 도배하다,(보기 좋게 하려고) 도배하다,(보기 좋게 하려고) 도배하다,,(보기 좋게 하려고) 도배하다, 도배하다,, 도배하다,full-blooded
613,parapeted,VBD,난간[흉장]이 있는.,난간[흉장]이 있는.,난간[흉장]이 있는.,,난간[흉장]이 있는.,난간이 있는.,,난간이 있는.,NaN
614,parished,VBD,[英  비격식]  몹시 추운,  몹시 추운,  몹시 추운,,  몹시 추운,몹시 추운,,몹시 추운,NaN
615,parterred,VBD,(춤게임 등을 함께 하는) 파트너가 되다,(춤게임 등을 함께 하는) 파트너가 되다,(춤게임 등을 함께 하는) 파트너가 되다,,(춤게임 등을 함께 하는) 파트너가 되다, 파트너가 되다,, 파트너가 되다,NaN
616,partitioned,VBD,"  분할하다, 나누다  ","분할하다, 나누다  ","분할하다, 나누다  ",,"분할하다, 나누다  ","분할하다, 나누다",connected,"분할하다, 나누다",independent
617,patterned,VBD,무늬가 있는,무늬가 있는,무늬가 있는,,무늬가 있는,무늬가 있는,,무늬가 있는,repetitive
618,paunched,VBD,"  배를 짼 , 창자를 꺼낸.  ","배를 짼 , 창자를 꺼낸.  ","배를 짼 , 창자를 꺼낸.  ",,"배를 짼 , 창자를 꺼낸.  ","배를 짼 , 창자를 꺼낸.",,"배를 짼 , 창자를 꺼낸.",NaN
619,pavonated,VBD,[구식]  광택이 나는 청록색의,  광택이 나는 청록색의,  광택이 나는 청록색의,,  광택이 나는 청록색의,광택이 나는 청록색의,,광택이 나는 청록색의,NaN
620,payed,VBD,"  (물건 값서비스 비용일의 대가 등을) 지불하다[내다/주다] (→low-paid, well paid, pre-pay)      2.    ",Longer,Longer,,Longer,Longer,loss,Longer,compensation
621,pectinated,VBD,빗(살) 모양의,빗(살) 모양의,빗(살) 모양의,,빗(살) 모양의,빗 모양의,,빗 모양의,NaN
622,pedated,VBD,(과거에 있었던 다른 것보다) 먼저 지어지다[형성되다/발생하다] (↔post-date),(과거에 있었던 다른 것보다) 먼저 지어지다[형성되다/발생하다] (↔post-date),(과거에 있었던 다른 것보다) 먼저 지어지다[형성되다/발생하다] (↔post-date),,(과거에 있었던 다른 것보다) 먼저 지어지다[형성되다/발생하다] (↔post-date),,,,NaN
623,pedimented,VBD,박공벽의.,박공벽의.,박공벽의.,,박공벽의.,박공벽의.,,박공벽의.,NaN
624,pendanted,VBD,"  늘어뜨린 , 장식이 달린  ","늘어뜨린 , 장식이 달린  ","늘어뜨린 , 장식이 달린  ",,"늘어뜨린 , 장식이 달린  ","늘어뜨린 , 장식이 달린",,"늘어뜨린 , 장식이 달린",NaN
625,pennated,VBD,(=pennate),(=pennate),(=pennate),,(=pennate),,,,NaN
626,pensived,VBD,"  (특히 슬픔·걱정 때문에) 깊은 생각[수심]에 잠긴, 수심 어린  ","(특히 슬픔·걱정 때문에) 깊은 생각[수심]에 잠긴, 수심 어린  ","(특히 슬픔·걱정 때문에) 깊은 생각[수심]에 잠긴, 수심 어린  ",,"(특히 슬픔·걱정 때문에) 깊은 생각[수심]에 잠긴, 수심 어린  "," 깊은 생각에 잠긴, 수심 어린",," 깊은 생각에 잠긴, 수심 어린",NaN
627,perfumed,VBD,"[문예체]  향기를 풍기다, 향기롭게 하다 (=scent)      4.    ","  향기를 풍기다, 향기롭게 하다 (=scent)      4","  향기를 풍기다, 향기롭게 하다 (=scent)      4",,"  향기를 풍기다, 향기롭게 하다 (=scent)      4","향기를 풍기다, 향기롭게 하다  4",,"향기를 풍기다, 향기롭게 하다  4",scented
628,perished,VBD,[英  비격식]  몹시 추운,  몹시 추운,  몹시 추운,,  몹시 추운,몹시 추운,living,몹시 추운,deceased
629,periwigpated,VBD,가발을 쓴,가발을 쓴,가발을 쓴,,가발을 쓴,가발을 쓴,,가발을 쓴,NaN
630,perturbed,VBD,(↔unperturbed),(↔unperturbed),(↔unperturbed),,(↔unperturbed),,,,flustered
631,picrated,VBD,"  저작권을 침해하다, 불법 복제하다  ","저작권을 침해하다, 불법 복제하다  ","저작권을 침해하다, 불법 복제하다  ",,"저작권을 침해하다, 불법 복제하다  ","저작권을 침해하다, 불법 복제하다",,"저작권을 침해하다, 불법 복제하다",NaN
632,piked,VBD,"pike가 달린, 끝이 뾰족한  ","pike가 달린, 끝이 뾰족한  ","pike가 달린, 끝이 뾰족한  ",,"pike가 달린, 끝이 뾰족한  ","pike가 달린, 끝이 뾰족한",dense,"pike가 달린, 끝이 뾰족한",aciculate
633,pillared,VBD,기둥이 있는,기둥이 있는,기둥이 있는,,기둥이 있는,기둥이 있는,diminish,기둥이 있는,bolster
634,pilled,VBD,보풀이 뭉치다,보풀이 뭉치다,보풀이 뭉치다,,보풀이 뭉치다,보풀이 뭉치다,,보풀이 뭉치다,NaN
635,pimpled,VBD,"  여드름투성이의, 여드름이 난  ","여드름투성이의, 여드름이 난  ","여드름투성이의, 여드름이 난  ",,"여드름투성이의, 여드름이 난  ","여드름투성이의, 여드름이 난",,"여드름투성이의, 여드름이 난",bespatter
636,pined,VBD,(사람이 죽거나 떠난 후) 몹시 슬퍼하다[비통해 하다],(사람이 죽거나 떠난 후) 몹시 슬퍼하다[비통해 하다],(사람이 죽거나 떠난 후) 몹시 슬퍼하다[비통해 하다],,(사람이 죽거나 떠난 후) 몹시 슬퍼하다[비통해 하다], 몹시 슬퍼하다,dislike, 몹시 슬퍼하다,crave
637,pinfeathered,VBD,(새의) 솜털이 난.,(새의) 솜털이 난.,(새의) 솜털이 난.,,(새의) 솜털이 난., 솜털이 난.,, 솜털이 난.,NaN
638,pinheaded,VBD,어리석은,어리석은,어리석은,,어리석은,어리석은,,어리석은,NaN
639,pinioned,VBD,(특히 사람의 양 팔을) 묶다[잡다],(특히 사람의 양 팔을) 묶다[잡다],(특히 사람의 양 팔을) 묶다[잡다],,(특히 사람의 양 팔을) 묶다[잡다], 묶다,let go, 묶다,bind
640,pinked,VBD,"[美속어]  얼근히 취한, 거나한.  ","  얼근히 취한, 거나한","  얼근히 취한, 거나한",,"  얼근히 취한, 거나한","얼근히 취한, 거나한",,"얼근히 취한, 거나한",coral
641,pinned,VBD,"  핀으로 고정시킨 , (美속어) (눈동자가) 마약 때문에 수축된.  ","핀으로 고정시킨 , (美속어) (눈동자가) 마약 때문에 수축된.  ","핀으로 고정시킨 , (美속어) (눈동자가) 마약 때문에 수축된.  ",,"핀으로 고정시킨 , (美속어) (눈동자가) 마약 때문에 수축된.  ","핀으로 고정시킨 ,  마약 때문에 수축된.",disengaged,"핀으로 고정시킨 ,  마약 때문에 수축된.",hooked
642,pipped,VBD,[美구어]  몹시 취한. (또는 ~ up).,  몹시 취한,  몹시 취한,,  몹시 취한,몹시 취한,,몹시 취한,NaN
643,plaited,VBD,(머리밧줄 등을) 땋다[꼬다],(머리밧줄 등을) 땋다[꼬다],(머리밧줄 등을) 땋다[꼬다],,(머리밧줄 등을) 땋다[꼬다], 땋다,, 땋다,flute
644,planeted,VBD,"  심어진, 주입된  ","심어진, 주입된  ","심어진, 주입된  ",,"심어진, 주입된  ","심어진, 주입된",,"심어진, 주입된",NaN
645,plicated,VBD,(=PLICATE),(=PLICATE),(=PLICATE),,(=PLICATE),,diminish,,increase
646,plucked,VBD,"[구어]  [보통 복합어를 이루어] 담력 있는, 용기 있는  ",  [보통 복합어를 이루어,  [보통 복합어를 이루어,,  [보통 복합어를 이루어,[보통 복합어를 이루어,distribute,[보통 복합어를 이루어,cull
647,plumaged,VBD,[종종 복합어를 이루어] …깃털이 있는, …깃털이 있는, …깃털이 있는,, …깃털이 있는,…깃털이 있는,,…깃털이 있는,NaN
648,plumed,VBD,"  깃털이 있는, 깃털로 장식한  ","깃털이 있는, 깃털로 장식한  ","깃털이 있는, 깃털로 장식한  ",,"깃털이 있는, 깃털로 장식한  ","깃털이 있는, 깃털로 장식한",deprecate,"깃털이 있는, 깃털로 장식한",brag
649,plummeted,VBD,"  곤두박질치다, 급락하다 (=plunge)  ","곤두박질치다, 급락하다 (=plunge)  ","곤두박질치다, 급락하다 (=plunge)  ",,"곤두박질치다, 급락하다 (=plunge)  ","곤두박질치다, 급락하다 ",go up,"곤두박질치다, 급락하다 ",crash
650,pooped,VBD,"[비격식  특히 美]  녹초가 된, 기진맥진한  ","  녹초가 된, 기진맥진한  ","  녹초가 된, 기진맥진한  ",,"  녹초가 된, 기진맥진한  ","녹초가 된, 기진맥진한",,"녹초가 된, 기진맥진한",burned out
651,porched,VBD,porch가 있는,porch가 있는,porch가 있는,,porch가 있는,porch가 있는,,porch가 있는,NaN
652,ported,VBD,[컴퓨터]  (한 시스템기계에서 다른 시스템기계로 소프트웨어를) 복사하다,  (한 시스템기계에서 다른 시스템기계로 소프트웨어를) 복사하다,  (한 시스템기계에서 다른 시스템기계로 소프트웨어를) 복사하다,,  (한 시스템기계에서 다른 시스템기계로 소프트웨어를) 복사하다, 복사하다,, 복사하다,NaN
653,portiered,VBD,"  커튼의 , 막의.  ","커튼의 , 막의.  ","커튼의 , 막의.  ",,"커튼의 , 막의.  ","커튼의 , 막의.",,"커튼의 , 막의.",NaN
654,postilioned,VBD,"  선두 기수가 있는 , (운두가 높은) 여성용 모자를 쓴.  ","선두 기수가 있는 , (운두가 높은) 여성용 모자를 쓴.  ","선두 기수가 있는 , (운두가 높은) 여성용 모자를 쓴.  ",,"선두 기수가 있는 , (운두가 높은) 여성용 모자를 쓴.  ","선두 기수가 있는 ,  여성용 모자를 쓴.",,"선두 기수가 있는 ,  여성용 모자를 쓴.",NaN
655,pounced,VBD,(공격하거나 잡으려고 확) 덮치다[덤비다],(공격하거나 잡으려고 확) 덮치다[덤비다],(공격하거나 잡으려고 확) 덮치다[덤비다],,(공격하거나 잡으려고 확) 덮치다[덤비다], 덮치다,, 덮치다,ambush
656,preassigned,VBD,미리 할당한[선정한].,미리 할당한[선정한].,미리 할당한[선정한].,,미리 할당한[선정한].,미리 할당한.,,미리 할당한.,NaN
657,precipitated,VBD,[격식]  느닷없는,  느닷없는,  느닷없는,,  느닷없는,느닷없는,check,느닷없는,expedite
658,preconcerted,VBD,"  사전 조정된, 미리 협정한[상의된]  ","사전 조정된, 미리 협정한[상의된]  ","사전 조정된, 미리 협정한[상의된]  ",,"사전 조정된, 미리 협정한[상의된]  ","사전 조정된, 미리 협정한",,"사전 조정된, 미리 협정한",NaN
659,preflight,VBD,"  비행 전의[전에 일어나는], 비행에 대비한  ","비행 전의[전에 일어나는], 비행에 대비한  ","비행 전의[전에 일어나는], 비행에 대비한  ",,"비행 전의[전에 일어나는], 비행에 대비한  ","비행 전의, 비행에 대비한",,"비행 전의, 비행에 대비한",NaN
660,preheated,VBD,(오븐을 특정 온도까지) 예열하다,(오븐을 특정 온도까지) 예열하다,(오븐을 특정 온도까지) 예열하다,,(오븐을 특정 온도까지) 예열하다, 예열하다,, 예열하다,NaN
661,prejudiced,VBD,편견이 있는,편견이 있는,편견이 있는,,편견이 있는,편견이 있는,impartial,편견이 있는,discriminatory
662,produced,VBD,"  한 방향으로 길게 자란, 껑충한.  ","한 방향으로 길게 자란, 껑충한.  ","한 방향으로 길게 자란, 껑충한.  ",,"한 방향으로 길게 자란, 껑충한.  ","한 방향으로 길게 자란, 껑충한.",,"한 방향으로 길게 자란, 껑충한.",formed
663,promontoried,VBD,"  갑(岬)이 있는, [해부]돌기(突起)가 있는.  ","갑(岬)이 있는, [해부]돌기(突起)가 있는.  ","갑(岬)이 있는, [해부]돌기(突起)가 있는.  ",,"갑(岬)이 있는, [해부]돌기(突起)가 있는.  ",갑가 있는.,,갑가 있는.,NaN
664,pronged,VBD,"  [복합어를 이루어] (뾰족하게) 가닥이 진, 갈래진  ","[복합어를 이루어] (뾰족하게) 가닥이 진, 갈래진  ","[복합어를 이루어] (뾰족하게) 가닥이 진, 갈래진  ",,"[복합어를 이루어] (뾰족하게) 가닥이 진, 갈래진  ","  가닥이 진, 갈래진",,"  가닥이 진, 갈래진",bifurcate
665,pronograde,VBD,[동물]  몸을 지면에 평행하게 하여 걷는(cf. ORTHOGRADE).,  몸을 지면에 평행하게 하여 걷는(cf,  몸을 지면에 평행하게 하여 걷는(cf,,  몸을 지면에 평행하게 하여 걷는(cf,몸을 지면에 평행하게 하여 걷는(cf,,몸을 지면에 평행하게 하여 걷는(cf,NaN
666,proportioned,VBD,(…하게) 균형이 잡힌,(…하게) 균형이 잡힌,(…하게) 균형이 잡힌,,(…하게) 균형이 잡힌, 균형이 잡힌,deformed, 균형이 잡힌,curvaceous
667,proptosed,VBD,제안된,제안된,제안된,,제안된,제안된,,제안된,NaN
668,protracted,VBD,(예상·평상시보다) 오래 끈[오래 계속된] (=prolonged),(예상·평상시보다) 오래 끈[오래 계속된] (=prolonged),(예상·평상시보다) 오래 끈[오래 계속된] (=prolonged),,(예상·평상시보다) 오래 끈[오래 계속된] (=prolonged),,,,drawn-out
669,proudhearted,VBD,"  거만한, 오만한  ","거만한, 오만한  ","거만한, 오만한  ",,"거만한, 오만한  ","거만한, 오만한",,"거만한, 오만한",NaN
670,puddingheaded,VBD,"  멍청한, 얼간이의.  ","멍청한, 얼간이의.  ","멍청한, 얼간이의.  ",,"멍청한, 얼간이의.  ","멍청한, 얼간이의.",,"멍청한, 얼간이의.",NaN
671,puddled,VBD,[속어]  머리가 혼란된,  머리가 혼란된,  머리가 혼란된,,  머리가 혼란된,머리가 혼란된,toil,머리가 혼란된,dabble
672,punctured,VBD,"  구멍이 있는, 표면에 작은 반점이 있는, [英속어]술취한.  ","구멍이 있는, 표면에 작은 반점이 있는, [英속어]술취한.  ","구멍이 있는, 표면에 작은 반점이 있는, [英속어]술취한.  ",,"구멍이 있는, 표면에 작은 반점이 있는, [英속어]술취한.  ","구멍이 있는, 표면에 작은 반점이 있는, 술취한.",inflated,"구멍이 있는, 표면에 작은 반점이 있는, 술취한.",exhausted
673,purebred,VBD,순혈(종)의      2.    [명사]  순혈종(의 동물),순혈(종)의      2.    [명사]  순혈종(의 동물),순혈(종)의      2.    [명사]  순혈종(의 동물),,순혈(종)의      2.    [명사]  순혈종(의 동물),순혈,,순혈,full-blooded
674,purehearted,VBD,"  마음이 깨끗한, 청순한, 정직한, 성실한  ","마음이 깨끗한, 청순한, 정직한, 성실한  ","마음이 깨끗한, 청순한, 정직한, 성실한  ",,"마음이 깨끗한, 청순한, 정직한, 성실한  ","마음이 깨끗한, 청순한, 정직한, 성실한",,"마음이 깨끗한, 청순한, 정직한, 성실한",NaN
675,pursed,VBD,[특히 英]  (불만 등의 표시로 입술을) 오므리다,  (불만 등의 표시로 입술을) 오므리다,  (불만 등의 표시로 입술을) 오므리다,,  (불만 등의 표시로 입술을) 오므리다, 오므리다,smooth, 오므리다,close
676,pussyfooted,VBD,"[비격식 보통 못마땅함]  우유부단하게 굴다, 지나치게 망설이다  ","  우유부단하게 굴다, 지나치게 망설이다  ","  우유부단하게 굴다, 지나치게 망설이다  ",,"  우유부단하게 굴다, 지나치게 망설이다  ","우유부단하게 굴다, 지나치게 망설이다",face,"우유부단하게 굴다, 지나치게 망설이다",creep
677,puzzled,VBD,"  어리둥절해하는, 얼떨떨한 (=baffled)  ","어리둥절해하는, 얼떨떨한 (=baffled)  ","어리둥절해하는, 얼떨떨한 (=baffled)  ",,"어리둥절해하는, 얼떨떨한 (=baffled)  ","어리둥절해하는, 얼떨떨한 ",aware,"어리둥절해하는, 얼떨떨한 ",bewildered
678,puzzleheaded,VBD,"  머리가 혼란된, 정신이 헷갈린  ","머리가 혼란된, 정신이 헷갈린  ","머리가 혼란된, 정신이 헷갈린  ",,"머리가 혼란된, 정신이 헷갈린  ","머리가 혼란된, 정신이 헷갈린",,"머리가 혼란된, 정신이 헷갈린",NaN
679,puzzlepated,VBD,(=PUZZLEHEADED),(=PUZZLEHEADED),(=PUZZLEHEADED),,(=PUZZLEHEADED),,,,NaN
680,quadrangled,VBD,"  4변형[각형]으로 된, 사방이 건물로 둘러싸인.  ","4변형[각형]으로 된, 사방이 건물로 둘러싸인.  ","4변형[각형]으로 된, 사방이 건물로 둘러싸인.  ",,"4변형[각형]으로 된, 사방이 건물로 둘러싸인.  ","4변형으로 된, 사방이 건물로 둘러싸인.",,"4변형으로 된, 사방이 건물로 둘러싸인.",NaN
681,quarreled,VBD,"  다투다, 언쟁을 벌이다, 싸우다  ","다투다, 언쟁을 벌이다, 싸우다  ","다투다, 언쟁을 벌이다, 싸우다  ",,"다투다, 언쟁을 벌이다, 싸우다  ","다투다, 언쟁을 벌이다, 싸우다",concur,"다투다, 언쟁을 벌이다, 싸우다",bicker
682,quatrefoiled,VBD,"  네 잎으로 된, 네 잎 장식이 있는.  ","네 잎으로 된, 네 잎 장식이 있는.  ","네 잎으로 된, 네 잎 장식이 있는.  ",,"네 잎으로 된, 네 잎 장식이 있는.  ","네 잎으로 된, 네 잎 장식이 있는.",,"네 잎으로 된, 네 잎 장식이 있는.",NaN
683,quilleted,VBD,"  세밀하게 구별된, 얼버무린.  ","세밀하게 구별된, 얼버무린.  ","세밀하게 구별된, 얼버무린.  ",,"세밀하게 구별된, 얼버무린.  ","세밀하게 구별된, 얼버무린.",,"세밀하게 구별된, 얼버무린.",NaN
684,quitted,VBD,[비격식]  (직장·학교 등을) 그만두다      2.,  (직장·학교 등을) 그만두다      2,  (직장·학교 등을) 그만두다      2,,  (직장·학교 등을) 그만두다      2, 그만두다 2,, 그만두다 2,NaN
685,quivered,VBD,"  (가볍게) 떨다[떨리다] (=tremble)      2.    [명사]  (감정몸의 일부가) 떨림, 가벼운 전율      3.    [명사]  화살(을 넣는) 통, 화살집  ",Longer,Longer,,Longer,Longer,,Longer,pulsate
686,raptured,VBD,"  황홀한, 환희의.  ","황홀한, 환희의.  ","황홀한, 환희의.  ",,"황홀한, 환희의.  ","황홀한, 환희의.",,"황홀한, 환희의.",NaN
687,rattlebrained,VBD,"  수다스럽고 머리가 텅 빈, 경솔한  ","수다스럽고 머리가 텅 빈, 경솔한  ","수다스럽고 머리가 텅 빈, 경솔한  ",,"수다스럽고 머리가 텅 빈, 경솔한  ","수다스럽고 머리가 텅 빈, 경솔한",,"수다스럽고 머리가 텅 빈, 경솔한",addle-headed
688,rattleheaded,VBD,"  수다스럽고 머리가 텅 빈, 경솔한  ","수다스럽고 머리가 텅 빈, 경솔한  ","수다스럽고 머리가 텅 빈, 경솔한  ",,"수다스럽고 머리가 텅 빈, 경솔한  ","수다스럽고 머리가 텅 빈, 경솔한",,"수다스럽고 머리가 텅 빈, 경솔한",NaN
689,rattlepated,VBD,"  수다스럽고 머리가 텅 빈, 경솔한  ","수다스럽고 머리가 텅 빈, 경솔한  ","수다스럽고 머리가 텅 빈, 경솔한  ",,"수다스럽고 머리가 텅 빈, 경솔한  ","수다스럽고 머리가 텅 빈, 경솔한",,"수다스럽고 머리가 텅 빈, 경솔한",addle-headed
690,ravined,VBD,협곡이 있는.,협곡이 있는.,협곡이 있는.,,협곡이 있는.,협곡이 있는.,,협곡이 있는.,NaN
691,rawboned,VBD,"  빼빼 마른(gaunt), 앙상한  ","빼빼 마른(gaunt), 앙상한  ","빼빼 마른(gaunt), 앙상한  ",,"빼빼 마른(gaunt), 앙상한  ","빼빼 마른, 앙상한",,"빼빼 마른, 앙상한",gaunt
692,reasoned,VBD,조리 정연한,조리 정연한,조리 정연한,,조리 정연한,조리 정연한,disorderly,조리 정연한,consistent
693,received,VBD,[격식]  일반적으로 인정되는,  일반적으로 인정되는,  일반적으로 인정되는,,  일반적으로 인정되는,일반적으로 인정되는,disbursed,일반적으로 인정되는,acknowledged
694,reconvoke,VBD,다시 소집하다,다시 소집하다,다시 소집하다,,다시 소집하다,다시 소집하다,,다시 소집하다,NaN
695,redoubted,VBD,[고어]  (=REDOUBTABLE),  (=REDOUBTABLE),  (=REDOUBTABLE),,  (=REDOUBTABLE),,inconspicuous,,distinguished
696,relieved,VBD,"  안도하는, 다행으로 여기는  ","안도하는, 다행으로 여기는  ","안도하는, 다행으로 여기는  ",,"안도하는, 다행으로 여기는  ","안도하는, 다행으로 여기는",sad,"안도하는, 다행으로 여기는",relaxed
697,remiped,VBD,[동물]  노(櫓) 같은 다리를 가진      2.    [명사][동물]  노 같은 다리를 가진 동물,  노(櫓) 같은 다리를 가진      2,  노(櫓) 같은 다리를 가진      2,,  노(櫓) 같은 다리를 가진      2,노 같은 다리를 가진 2,,노 같은 다리를 가진 2,NaN
698,renowned,VBD,"  유명한, 명성 있는 (=celebrated, noted)  ","유명한, 명성 있는 (=celebrated, noted)  ","유명한, 명성 있는 (=celebrated, noted)  ",,"유명한, 명성 있는 (=celebrated, noted)  ","유명한, 명성 있는 ",inconspicuous,"유명한, 명성 있는 ",distinguished
699,rented,VBD,"  (사용료를 내고) 빌린, 세낸, 임차한  ","(사용료를 내고) 빌린, 세낸, 임차한  ","(사용료를 내고) 빌린, 세낸, 임차한  ",,"(사용료를 내고) 빌린, 세낸, 임차한  "," 빌린, 세낸, 임차한",," 빌린, 세낸, 임차한",contracted
700,repeated,VBD,반복[되풀이]되는,반복[되풀이]되는,반복[되풀이]되는,,반복[되풀이]되는,반복되는,,반복되는,duplicated
701,repped,VBD,골지게 짠 직물의,골지게 짠 직물의,골지게 짠 직물의,,골지게 짠 직물의,골지게 짠 직물의,,골지게 짠 직물의,NaN
702,reputed,VBD,(사실 여부는 확실하지 않지만) …라고 평판이 나[알려져] 있는 (=rumoured),(사실 여부는 확실하지 않지만) …라고 평판이 나[알려져] 있는 (=rumoured),(사실 여부는 확실하지 않지만) …라고 평판이 나[알려져] 있는 (=rumoured),,(사실 여부는 확실하지 않지만) …라고 평판이 나[알려져] 있는 (=rumoured),,actual,,assumed
703,reserved,VBD,"  (자기 감정이나 의견 등에 대해) 말을 잘 하지 않는[속마음을 드러내지 않는], 내성적인 (→unreserved), (=shy)  ",Longer,Longer,,Longer,Longer,assured,Longer,cautious
704,resigned,VBD,"  (괴롭거나 힘든 일을) 받아들이는[감수를 하는], 체념한  ","(괴롭거나 힘든 일을) 받아들이는[감수를 하는], 체념한  ","(괴롭거나 힘든 일을) 받아들이는[감수를 하는], 체념한  ",,"(괴롭거나 힘든 일을) 받아들이는[감수를 하는], 체념한  "," 받아들이는, 체념한",boisterous," 받아들이는, 체념한",accommodated
705,retarded,VBD,"[구식  모욕적]  지능 발달이 늦은, 정신 지체의 (=backward)  ","  지능 발달이 늦은, 정신 지체의 (=backward)  ","  지능 발달이 늦은, 정신 지체의 (=backward)  ",,"  지능 발달이 늦은, 정신 지체의 (=backward)  ","지능 발달이 늦은, 정신 지체의 ",prudent,"지능 발달이 늦은, 정신 지체의 ",foolish
706,reticulated,VBD,"[전문 용어]  그물 모양의, 망상(조직)의  ","  그물 모양의, 망상(조직)의  ","  그물 모양의, 망상(조직)의  ",,"  그물 모양의, 망상(조직)의  ","그물 모양의, 망상의",untwist,"그물 모양의, 망상의",entwine
707,reticuled,VBD,"[전문 용어]  그물 모양의, 망상(조직)의  ","  그물 모양의, 망상(조직)의  ","  그물 모양의, 망상(조직)의  ",,"  그물 모양의, 망상(조직)의  ","그물 모양의, 망상의",,"그물 모양의, 망상의",NaN
708,reticulose,VBD,(=RETICULATE),(=RETICULATE),(=RETICULATE),,(=RETICULATE),,,,NaN
709,retired,VBD,"  은퇴한, 퇴직한  ","은퇴한, 퇴직한  ","은퇴한, 퇴직한  ",,"은퇴한, 퇴직한  ","은퇴한, 퇴직한",employed,"은퇴한, 퇴직한",resigned
710,revulsed,VBD,"  반감을 가진, 혐오하고 있는  ","반감을 가진, 혐오하고 있는  ","반감을 가진, 혐오하고 있는  ",,"반감을 가진, 혐오하고 있는  ","반감을 가진, 혐오하고 있는",,"반감을 가진, 혐오하고 있는",NaN
711,reworked,VBD,"  재작업하다, 다시 하다, 고치다  ","재작업하다, 다시 하다, 고치다  ","재작업하다, 다시 하다, 고치다  ",,"재작업하다, 다시 하다, 고치다  ","재작업하다, 다시 하다, 고치다",deteriorated,"재작업하다, 다시 하다, 고치다",reconstructed
712,ribbed,VBD,골이 지게 짠,골이 지게 짠,골이 지게 짠,,골이 지게 짠,골이 지게 짠,,골이 지게 짠,furrowed
713,ridged,VBD,이랑(모양)이 만들어져 있는,이랑(모양)이 만들어져 있는,이랑(모양)이 만들어져 있는,,이랑(모양)이 만들어져 있는,이랑이 만들어져 있는,,이랑이 만들어져 있는,furrowed
714,rightmost,VBD,극우의,극우의,극우의,,극우의,극우의,,극우의,NaN
715,roomed,VBD,[보통 복합어를 이루어] …의 방이 있는, …의 방이 있는, …의 방이 있는,, …의 방이 있는,…의 방이 있는,go,…의 방이 있는,reside
716,roosted,VBD,"  앉다, 쉬다  ","앉다, 쉬다  ","앉다, 쉬다  ",,"앉다, 쉬다  ","앉다, 쉬다",miss,"앉다, 쉬다",occupy
717,rosated,VBD,"  구운, [미·속어] 곤드레만드레 취한  ","구운, [미·속어] 곤드레만드레 취한  ","구운, [미·속어] 곤드레만드레 취한  ",,"구운, [미·속어] 곤드레만드레 취한  ","구운,  곤드레만드레 취한",,"구운,  곤드레만드레 취한",NaN
718,rose,VBD,장밋빛의,장밋빛의,장밋빛의,,장밋빛의,장밋빛의,,장밋빛의,blush
719,roundheaded,VBD,"  <사람이> 머리가 둥근, 단두(短頭)의; <나사 따위가> 머리가 둥근; <창 따위가> 위쪽이 반원형인  ",Longer,Longer,,Longer,Longer,,Longer,NaN
720,rubied,VBD,"  루비색의, 진홍색의  ","루비색의, 진홍색의  ","루비색의, 진홍색의  ",,"루비색의, 진홍색의  ","루비색의, 진홍색의",whiten,"루비색의, 진홍색의",color
721,ruffled,VBD,주름 장식을 단 (=frilled),주름 장식을 단 (=frilled),주름 장식을 단 (=frilled),,주름 장식을 단 (=frilled),주름 장식을 단 ,settled,주름 장식을 단 ,bewildered
722,ruined,VBD,폐허가 된,폐허가 된,폐허가 된,,폐허가 된,폐허가 된,flourishing,폐허가 된,demolished
723,runed,VBD,룬 문자(rune)를 새긴,룬 문자(rune)를 새긴,룬 문자(rune)를 새긴,,룬 문자(rune)를 새긴,룬 문자를 새긴,,룬 문자를 새긴,NaN
724,rushed,VBD,"  서두른, 성급히 한  ","서두른, 성급히 한  ","서두른, 성급히 한  ",,"서두른, 성급히 한  ","서두른, 성급히 한",,"서두른, 성급히 한",driven
725,russet,VBD,적갈색,적갈색,적갈색,,적갈색,적갈색,,적갈색,chestnut
726,saboted,VBD,나막신을 신은,나막신을 신은,나막신을 신은,,나막신을 신은,나막신을 신은,,나막신을 신은,NaN
727,sackclothed,VBD,상복[참회복]을 입은.,상복[참회복]을 입은.,상복[참회복]을 입은.,,상복[참회복]을 입은.,상복을 입은.,,상복을 입은.,NaN
728,sadden,VBD,[격식]  슬프게 하다,  슬프게 하다,  슬프게 하다,,  슬프게 하다,슬프게 하다,hearten,슬프게 하다,dishearten
729,saddled,VBD,(말에) 안장을 얹다,(말에) 안장을 얹다,(말에) 안장을 얹다,,(말에) 안장을 얹다, 안장을 얹다,, 안장을 얹다,baffled
730,sailed,VBD,"  돛을 올린, 출범한.  ","돛을 올린, 출범한.  ","돛을 올린, 출범한.  ",,"돛을 올린, 출범한.  ","돛을 올린, 출범한.",land,"돛을 올린, 출범한.",cruise
