,Unnamed: 0,"2) What happens when the decomposers (mushrooms, fungi) disappear from Earth?",Unnamed: 0,", q55_degradation, q55_food, q55_ecosystem, q55_degradation1"
552,552,"Even if a consumer dies, the dead body is not decomposed into minerals, so the plant cannot photosynthesize because there are no minerals, and neither the plant-eating animals nor the animal-eating animals die, destroying the ecosystem.",552.0,"571,0,0,0,"
553,553,"Since those who decompose and remove waste or dead bodies after producers or consumers have died have disappeared, various wastes and dead bodies will exist on the earth, and the ecosystem will not be kept clean, and even the ecosystem will not be maintained.",553.0,"572,0,0,0,"
554,554,"As the bodies of producers and consumers do not decompose, the earth is filled with the bodies of producers and consumers. In addition, the lack of manure in the soil will reduce the number of plants that are producers and also reduce the number of consumers who consume producers.",554.0,"573,1,0,0,"
555,555,"Without decomposers, dead bodies become less decomposed and deteriorate.",555.0,"574,0,0,0,"
556,556,"The decomposer plays a role in decomposing by consuming the dead bodies of producers and consumers. If the decomposer disappears, the dead creature cannot be decomposed and remains on Earth. Therefore, there is a big problem with hygiene, which causes animals and plants to live in unsanitary places. This causes many populations to die and eventually destroys the ecosystem.",556.0,"575,0,0,1,"
557,557,"Decomposers break down dead bodies of animals and plants and convert organic matter into inorganic matter, and first, when the decomposers disappear, the ecosystem of creatures that feed on the decomposers is threatened. Second, the decomposer generates carbon in the process of decomposing organic matter into inorganic matter, and if the decomposer disappears, this process will not be carried out, so carbon circulation will not occur properly.",557.0,"576,0,0,0,"
558,558,"If decomposers that break down dead life or waste on Earth disappear, the Earth will become a huge dump. When the decomposer is gone, the number of dead creatures and wastes increases, but they will accumulate gradually because they cannot decompose.",558.0,"577,0,0,0,"
559,559,"When the decomposer disappears, the number of consumers decreases because the producer does not get the necessary nutrients to continue life activities, and the consumer continues to consume the producer, so the producer eventually becomes extinct. That way, consumers will starve for lack of food and eventually become extinct. If the decomposer disappears from Earth, the biosphere in the Earth's system will disappear. Each volume is interacting, which has a great impact on the Earth.",559.0,"578,1,0,0,"
560,560,"If the decomposer disappears, the ecosystem will be destroyed. The decomposer lives by decomposing the consumer's dead body, and in this process, nutrients can be obtained. If producers grow through these nutrients and consumers live by these producers, and decomposers disappear from Earth, ecosystem destruction will occur because producers are difficult to exist and therefore consumers are difficult to exist.",560.0,"579,1,0,0,"
561,561,"Decomposers break down animal carcasses or excrement. The decomposer performs the function of decomposing these scraps and returning them to the natural world, and the producer uses the decomposed scraps to synthesize them again and nourish the entire ecosystem. This causes the ecosystem to circulate, and if there were no decomposers, the ecosystem would be very messy.",561.0,"580,1,0,0,"
562,562,There is little fermentation.,562.0,"581,0,0,0,"
563,563,The loss of fungi can kill off living things that need them,563.0,"582,0,0,0,"
564,564,The earth is going to perish,564.0,"583,1,0,1,"
565,565,I will go crazy not to eat delicious mushrooms,565.0,"584,0,0,0,"
566,566,The earth was ruined because it was overflowing with smelly corpses,566.0,"585,1,0,0,"
567,567,There will be a lot of dead trash lying around.,567.0,"586,1,0,0,"
568,568,Consumers and producers disappear,568.0,"587,1,0,0,"
569,569,"Then garbage, weeds, and viruses are not decomposed",569.0,"588,1,0,0,"
570,570,All the food for mushrooms is alive and don't know how to eat them,570.0,"589,0,0,0,"
571,571,be unable to break down,571.0,"590,0,0,1,"
572,572,I can't break it down,572.0,"591,0,0,1,"
573,573,The world is rotten to the core.,573.0,"592,0,1,0,"
574,574,There is an imbalance in the ecosystem,574.0,"593,1,0,0,"
575,575,The food is disappearing,575.0,"594,1,0,0,"
576,576,"It will not break down dead consumers and producers, so nutrients will not circulate.",576.0,"595,1,0,0,"
577,577,"No producers, no consumers",577.0,"596,0,0,0,"
578,578,Other life forms may be born to replace it,578.0,"597,0,0,0,"
579,579,?,579.0,"598,0,1,0,599,0,0,0,"
580,580,I can't live any longer because I'm flattered,580.0,"600,0,0,0,"
581,581,Various diseases are likely to occur,581.0,"601,1,0,0,"
582,582,The earth will be dirty.,582.0,"602,0,0,0,"
583,583,be clean,583.0,"603,0,0,0,"
584,584,The rotten smell of the earth will vibrate.,584.0,"604,0,0,1,"
585,585,Things that need to rot and disappear will not disappear.,585.0,"605,0,0,0,"
586,586,The body doesn't rot and smells.,586.0,"606,0,0,0,"
587,587,Things that the decomposer disintegrates will not decompose and will remain garbage on Earth,587.0,"607,0,0,1,"
588,588,It increases the number of course,588.0,"608,1,0,1,"
589,589,the destruction of the earth,589.0,"609,0,0,0,"
590,590,"Since oxygen and hydrogen produced by the decomposer will not be able to decompose other substances other than these substances, it will not be able to supply various elements necessary for animals and plants.",590.0,"610,0,0,0,"
591,591,The soil becomes rough and trees and grass cannot grow.,591.0,"611,0,0,1,"
592,592,It doesn't rot,592.0,"612,1,0,0,"
593,593,"The body won't rot and the dead will be kept for a long time.When the producer is functioning, there is nothing to deal with it, so it will rot and rot and remain.",593.0,"613,0,0,0,"
594,594,The garbage is overflowing,594.0,"614,1,0,0,"
595,595,I don't understand.,595.0,"615,1,0,1,"
596,596,The food chain is broken,596.0,"616,1,0,0,"
597,597,"The Earth's nutrients disappear, causing producers to disappear and consumers to disappear.",597.0,"617,0,0,1,"
598,598,You can't eat mushroom hot pot and make blue mold because there is no mold.,598.0,"618,0,0,1,"
599,599,Dead animals and plants will remain intact and will not disappear.,599.0,"619,0,0,0,"
600,600,Dead creatures just remain dead,600.0,"620,0,0,1,"
601,601,It becomes a garbage island,601.0,"621,0,0,0,"
602,602,I don't know,602.0,"622,1,0,0,"
603,603,The food is gone,603.0,"623,1,0,1,"
604,604,I can't eat mushrooms.,604.0,"624,1,0,1,"
605,605,How do I know?,605.0,"625,0,0,0,"
606,606,Mushroom and mold-eating creatures disappear,606.0,"626,0,0,0,"
607,607,Garbage accumulates without breaking down,607.0,"627,0,0,1,"
608,608,The Earth does not exist and there will be no progress so far.,608.0,"628,0,0,1,629,0,0,1,"
609,609,I don't know.,609.0,"630,1,0,0,"
610,610,The balance of the ecosystem will be destroyed,610.0,"631,1,0,1,"
611,611,The area that was benefiting from the decomposer is damaged.,611.0,"632,0,0,1,"
612,612,I don't know if the decomposer disappears ^^,612.0,"633,1,0,0,"
613,613,There is a change in the ecosystem,613.0,"634,1,0,0,"
614,614,The bodies will not decompose and the bodies will overflow.,614.0,"635,1,0,0,"
615,615,"Nitrogen circulation does not occur.""",615.0,"636,0,0,1,"
616,616,I don't know,616.0,"637,0,0,0,"
617,617,a saturated state,617.0,"638,0,0,0,"
618,618,"The balance of the ecosystem is likely to collapse, destroying nature.",618.0,"639,1,0,0,"
619,619,The bodies of animals and plants will not rot and there will be many bodies.,619.0,"640,0,0,1,"
620,620,I'm doomed.,620.0,"641,1,0,0,"
621,621,"After we consume what the producer makes, what remains remains is not broken down.",621.0,"642,1,0,0,"
622,622,"When the decomposer disappears, the final product does not decompose, so all life forms die",622.0,"643,1,0,1,"
623,623,The earth will be a garbage paradise.,623.0,"644,0,0,1,"
624,624,"It will not decompose and cause problems in feeding plants, which will cause problems in all ecosystems.",624.0,"645,0,0,1,"
625,625,"If the decomposer disappears, producers and consumers may exist, but the time to live will be significantly different from when the decomposer is present. Without decomposers, the amount that producers can produce is limited, the amount that consumers can consume is automatically limited, but one day, the two of them will disappear",625.0,"646,1,0,0,"
626,626,Producers gone,626.0,"647,1,0,1,"
627,627,I don't know.,627.0,"648,1,0,0,"
628,628,The total mass available is decreasing,628.0,"649,0,0,1,"
629,629,"If the decomposer disappears, it will rot in a dead body, which is bad for the environment",629.0,"650,0,0,0,"
630,630,"The ecosystem collapses because animal carcasses or consumers' secretions are not removed and organic matter is not introduced into the soil, blocking producers' nutrients.",630.0,"651,1,0,1,"
631,631,"Because the ecosystem does not circulate by decomposing the dead bodies of producers or consumers, it adversely affects the ecosystem.",631.0,"652,0,0,0,"
632,632,No one can live,632.0,"653,1,0,0,"
633,633,Let's see. Sexy,633.0,"654,1,0,0,"
634,634,The Earth's ecosystem is at stake.,634.0,"655,1,0,0,"
635,635,The food chain will be entangled in the ecosystem.,635.0,"656,0,0,1,"
636,636,The ecological dog is ruined,636.0,"657,0,0,1,"
637,637,This earth will be full of trash and dead bodies.,637.0,"658,1,0,0,659,0,0,0,"
638,638,"If the decomposer disappears, the dead bodies will not disappear because consumers or producers will not decompose properly.",638.0,"660,1,0,0,"
639,639,ecological destruction,639.0,"661,1,0,0,"
640,640,"The decomposer plays a role in decomposing dead creatures, so when the decomposer disappears, the dead creatures themselves rot, causing various problems such as odors, affecting other creatures.",640.0,"662,0,0,0,"
641,641,The body of the animal will remain on the ground,641.0,"663,0,0,0,"
642,642,The earth will become a planet of waste. It's like the earth will be a dump.,642.0,"664,0,0,0,"
643,643,It is likely to affect the ecosystem a lot.,643.0,"665,0,0,0,"
644,644,It will have a big impact on the Earth.,644.0,"666,1,0,0,"
645,645,It's likely to have a big impact on the Earth,645.0,"667,0,0,1,"
646,646,The Earth will be filled with dead bodies because dead organisms will not decompose.,646.0,"668,0,0,1,"
647,647,It's going to be weird,647.0,"669,0,0,0,"
648,648,Weird smell because the body is rolled up in that's whyIt's strong,648.0,"670,0,0,0,"
649,649,The body is preserved without decay,649.0,"671,0,0,0,"
650,650,"The dead bodies of animals and plants do not rot, so organic matter cannot return to the soil.",650.0,"672,1,0,0,"
651,651,"The energy cycle will be disrupted, affecting both the upper and lower levels, resulting in paralysis of the overall cycle.",651.0,"673,1,0,0,"
652,652,The ecosystem is getting worse,652.0,"674,0,0,0,"
653,653,"As organisms' bodies do not decompose, germs and viruses will increase rapidly, causing the Earth to perish.",653.0,"675,0,0,0,"
654,654,"The body is not decomposed well, so elements such as carbon and nitrogen do not circulate",654.0,"676,1,0,0,"
655,655,"Life is bound to die, but without decomposers, the corpses do not rot, so other creatures are likely to suffer from various diseases",655.0,"677,0,0,0,"
656,656,Consumers cannot live.,656.0,"678,1,0,0,"
657,657,There are a lot of bad problems,657.0,"679,1,0,0,"
658,658,"If the decomposer disappears, the dead bodies of producers or consumers are not properly treated, causing environmental pollution, and as a result, the ecosystem may collapse due to poor circulation of materials and energy.",658.0,"680,1,0,0,"
659,659,It makes the ecology better,659.0,"681,1,0,0,"
660,660,The bodies and debris will continue to pile up without disintegration,660.0,"682,0,0,1,"
661,661,"Without decomposers, there are many dead animals",661.0,"683,0,0,0,"
662,662,"The decomposer literally acts as a decomposition.If the dead body does not decompose, the world will be full of dead animals.",662.0,"684,0,0,0,"
663,663,Nature will be destroyed.,663.0,"685,0,1,0,"
664,664,"Without fungi or mushrooms, the producers that are born out of them will disappear, and the consumers and producers will disappear",664.0,"686,1,0,0,"
665,665,"You can't break down excrement or dead bodies in animals, mushrooms.The mold is gone.",665.0,"687,1,0,0,"
666,666,"""Oh, so lucky!",666.0,"688,1,0,0,689,1,0,0,"
667,667,"All the dirt is gone!""",667.0,"690,0,0,1,"
668,668,"If the consumer dies, the decomposer will not be able to break down, so the consumer's body will be created until the consumer dies",668.0,"691,1,0,0,"
669,669,The bodies are likely to remain intact.,669.0,"692,1,0,0,"
670,670,to be able to distinguish between spoiled foods,670.0,"693,0,0,0,"
671,671,We may die because we cannot deal with harmful bacteria.,671.0,"694,1,0,0,"
672,672,It's sad when there's no decomposer to get rid of bad germs.,672.0,"695,0,0,0,"
673,673,"If mold disappears, it can't stop germs from entering our bodies and can get sick.",673.0,"696,1,0,0,"
674,674,"If the decomposer disappears, there will be no suitable environment to live in if the remains of the dead, dead, or useless things on Earth cannot be decomposed and accumulated and cannot be lived.",674.0,"697,1,0,0,"
675,675,Failure to decompose destroys the ecosystem,675.0,"698,1,0,0,"
676,676,The ecosystem will be destroyed.,676.0,"699,1,0,0,"
677,677,Seongsu is the best,677.0,"700,1,0,1,"
678,678,I'm in trouble,678.0,"701,1,0,0,"
679,679,I don't know,679.0,"702,1,0,1,"
680,680,There's gonna be a lot of bodies around,680.0,"703,1,0,0,"
681,681,The body won't rot and it will smell and get dirty,681.0,"704,1,0,0,"
682,682,Everything's fine,682.0,"705,1,0,0,"
683,683,Collapse,683.0,"706,1,0,0,"
684,684,The earth is overflowing because of the excess of producers piled up without decomposition,684.0,"707,1,0,0,"
685,685,The earth hurts,685.0,"708,1,0,0,"
686,686,It's going to be a place where things like corpses pile up and gas forms and can't live,686.0,"709,1,0,0,"
687,687,The useless things pile up,687.0,"710,1,0,0,"
688,688,"If decay doesn't progress, space constraints increase, and there's no digestive process, so life is impossible",688.0,"711,0,1,0,"
689,689,The body won't disappear,689.0,"712,1,0,0,"
690,690,The ecosystem will be destroyed,690.0,"713,1,0,1,"
691,691,It doesn't smell like mold. The world is coming to an end,691.0,"714,1,0,1,"
692,692,The earth disappears.The mushrooms to eat disappear.,692.0,"715,1,1,0,"
693,693,The whole world will be filled with dead bodies,693.0,"716,1,0,0,"
694,694,be indissoluble,694.0,"717,1,0,0,"
695,695,"The bodies do not decompose, polluting the ground and making the smell worse",695.0,"718,0,0,0,719,1,0,0,"
696,696,"""It breaks down things like rotten things, so when they're gone,",696.0,"720,1,0,0,"
697,697,"I think my surroundings will be very uncomfortable.""",697.0,"721,1,0,0,"
698,698,The disappearance of decomposers may prevent producers and consumers from circulating smoothly.,698.0,"722,1,0,0,"
699,699,"""The market is not rotten, so it is wrapped as it is. If it is not disposed of, and the land is contaminated because the garbage is not rotten",699.0,"723,1,0,0,"
700,700,"""",700.0,"724,0,0,1,"
701,701,"Food waste will not decompose, so the odor will become worse and people will become violent",701.0,"725,0,0,1,"
702,702,It's going to be hard for humans to live,702.0,"726,0,0,1,"
703,703,"The earth will be covered with animal corpses, excrement, etc.",703.0,"727,0,1,0,"
704,704,"It would be nice if the mold disappeared However, good mold will also disappear, so I think it will affect my life a little",704.0,"728,0,0,1,"
705,705,Dead bodies or pollutants do not disappear.,705.0,"729,0,0,1,"
706,706,"Plants that have to rot do not rot, blue cheese or the bodies of animals do not rot",706.0,"730,0,0,1,"
707,707,I don't think the animal body or the trash we throw away will rot.,707.0,"731,1,0,0,"
708,708,"The world is full of animal corpses, so something of the world's apocalypse may happen.",708.0,"732,1,0,0,"
709,709,"The balance will be broken, the plants will not grow, and the whole world will be flooded with garbage.",709.0,"733,1,0,0,"
710,710,"If the decomposer is gone, the garbage will not rot and the garbage will pile up",710.0,"734,1,0,0,"
711,711,The Earth will be flooded with garbage because the balance will collapse and plants will not grow.,711.0,"735,0,0,0,"
712,712,"Cadavers and fallen leaves continue to pile up without breaking down, making it difficult to deal with them.",712.0,"736,1,0,0,"
713,713,"As objects do not decompose, there are many rotten creatures.",713.0,"737,1,0,0,"
714,714,"The Earth will be covered with animal corpses, excrement, etc",714.0,"738,1,0,0,"
715,715,"Without decomposers, the decomposers must be present because they cannot eat dead insects or animals, and if they are left unattended, they will rot, and if other animals eat them, they will die",715.0,"739,0,0,0,"
716,716,"""The decomposer is responsible for breaking down the leftovers and corpses.",716.0,"740,0,0,0,"
717,717,"If the decomposer disappears, the animal's body and trash will increase.""",717.0,"741,0,0,1,"
718,718,"There will be more animal bodies. Because decomposers eat corpsesIf leftovers are taken apart, animal bodies and food waste will increase.",718.0,"742,0,0,0,"
719,719,"Without a decomposer, we cannot decompose a body that is formed by the death of a living thing",719.0,"743,0,0,0,"
720,720,"The number of decomposers that cause a creature or object to rot is lost, resulting in more rotten creatures or objects",720.0,"744,0,0,1,"
721,721,"I can't eat mushrooms. Pine mushrooms are getting too expensive When the mold disappears, the odor disappears in the blanket",721.0,"745,1,0,0,"
722,722,"When a creature dies, the decomposer decomposes and does not remove the body of the creature.",722.0,"746,0,0,1,"
723,723,"Dead bodies do not rot, which adversely affects the ecosystem.",723.0,"747,0,0,0,"
724,724,"""If the decomposer disappears, we can't eat the leftover food,",724.0,"748,0,0,0,749,0,0,1,"
725,725,The residue left by wild animals and other animals in nature,725.0,"750,1,0,0,"
726,726,It's broken down by a decomposer and it turns into nature,726.0,"751,0,0,0,"
727,727,"When it disappears, various debris does not decompose and remains in nature.",727.0,"752,0,0,0,"
728,728,And mushrooms are important food for us. That's why the decomposer,728.0,"753,0,0,1,"
729,729,"If it disappears, the earth's ecosystem will be destroyed.""",729.0,"754,1,0,0,"
730,730,"If there is no decomposer fungus, there is a concern about environmental pollution if things like rotting decomposer remains intact, but if there is no decomposer, the mushroom lover will not eat mushroom food, and the mushrooms will never eat. So decomposers are a must on Earth.",730.0,"755,0,0,0,"
731,731,"""If the decomposer disappears, it will break down the body or the excrement, and if it disappears, the body or the poop will remain intact and stink",731.0,"756,1,0,1,"
732,732,"""",732.0,"757,0,0,0,"
733,733,"""If a creature dies, it cannot be decomposed, so it becomes a problem",733.0,"758,0,0,1,"
734,734,"""",734.0,"759,1,0,1,"
735,735,Mushrooms make us feel good I don't know about mold,735.0,"760,0,0,1,"
736,736,This is because all dead objects do not rot and the soil is contaminated.,736.0,"761,1,0,0,"
737,737,"The bodies don't rot and there are many bodies, so I'll see them every time I walk.",737.0,"762,0,0,0,"
738,738,"If the decomposer disappears, the decomposer should not disappear from the Earth because it will not be able to decompose the debris left by consumers and become a debris planet on Earth.",738.0,"763,0,0,1,"
739,739,"When the decomposer disappears, there is nothing to disintegrate dead producers and consumers' bodies, so the whole world will be covered with consumer and producer bodies",739.0,"764,1,0,0,"
740,740,"If the decomposer disappears, the object will not decompose and there will be many bodies",740.0,"765,1,0,1,"
741,741,The cycle breaks,741.0,"766,0,0,0,"
742,742,The ecosystem is out of balance,742.0,"767,0,0,1,"
743,743,The ecosystem is out of balance,743.0,"768,1,0,1,"
744,744,I can't eat cheese,744.0,"769,1,0,0,"
745,745,Germs disappear,745.0,"770,0,0,0,"
746,746,The Earth is not interacting,746.0,"771,1,0,0,"
747,747,The ecosystem cannot be maintained because only producers are overflowing,747.0,"772,1,0,0,"
748,748,"Without decomposers, the earth would be flooded with corpses and various wastes without decomposition.",748.0,"773,0,0,1,"
749,749,Dead bodies and food don't rot,749.0,"774,1,0,0,"
750,750,Animal bones will pile up without disappearing.,750.0,"775,0,0,1,"
751,751,Animal bones will pile up without disappearing.,751.0,"776,1,0,1,"
752,752,I don't know.,752.0,"777,1,0,0,"
753,753,There is no decomposition of the body.,753.0,"778,1,0,0,779,0,0,0,"
754,754,The animals' bodies will not disappear and the soil will be contaminated.,754.0,"780,0,0,0,"
755,755,The bodies on Earth will be contaminated as they pile up,755.0,"781,0,0,0,"
756,756,I don't know.,756.0,"782,0,1,0,"
757,757,"When small cells such as fungi disappear, cell reproduction becomes difficult.",757.0,"783,0,0,0,"
758,758,The ecosystem is threatening,758.0,"784,1,0,0,"
759,759,I don't know,759.0,"785,0,0,0,"
760,760,I don't know.,760.0,"786,0,0,0,"
761,761,Earth's ecosystem is ruined,761.0,"787,0,0,1,"
762,762,Things that need to be decomposed will pile up and pile up and eventually nature will rush to things that need to be decomposed,762.0,"788,1,0,0,"
763,763,I think the ecosystem is going to change a little bit,763.0,"789,1,0,1,"
764,764,A dead body...,764.0,"790,0,0,1,"
765,765,Don't know,765.0,"791,1,0,0,"
766,766,confusion in the food chain,766.0,"792,0,0,1,"
767,767,be unable to break down,767.0,"793,0,0,1,"
768,768,The nutrients in the land disappear,768.0,"794,1,0,1,"
769,769,I don't know.,769.0,"795,1,0,1,"
770,770,become unbalanced,770.0,"796,0,0,1,"
771,771,I can't break down the body,771.0,"797,0,0,1,"
772,772,There is less energy available to produce,772.0,"798,0,0,1,"
773,773,There is no carbon cycle because the dead creatures cannot decompose,773.0,"799,0,0,0,"
774,774,"Without decomposers, living creatures that absorb only small substances cannot absorb large substances, making it difficult to survive",774.0,"800,0,0,1,"
775,775,Ecosystem destruction,775.0,"801,0,0,0,"
776,776,I don't think I can live on Earth. Things that have not been disturbed will pile up and pile up and eventually we will not be able to live.,776.0,"802,0,0,0,"
777,777,"For example, if nitrogen isn't decomposed, there's going to be a lot of confusion in the ecosystem on Earth, or there's going to be a lot of commitment to the Harbour Bosch Act",777.0,"803,0,1,0,"
778,778,The body doesn't decompose,778.0,"804,0,0,0,"
779,779,It's damaging to us,779.0,"805,1,0,0,"
780,780,Environmental pollution on Earth is likely to progress faster.,780.0,"806,1,0,1,"
781,781,"Rubbish, bodies overflow.",781.0,"807,1,0,1,"
782,782,"When the decomposer disappears, the environment becomes polluted as it fails to process the remains of producers and predators. As a result, producers and predators die, and the ecosystem is not formed.",782.0,"808,0,0,1,809,0,0,0,"
783,783,The earth will eventually perish.,783.0,"810,1,0,1,"
784,784,The producer can't buy it.,784.0,"811,1,0,1,"
785,785,"It will take a long time for dead creatures to return to nature, and the ecosystem will become increasingly dilapidated.",785.0,"812,1,0,1,"
786,786,"Problems will arise, such as that the bodies of living things cannot be decomposed quickly, so that nutrients for producers cannot be easily made.",786.0,"813,1,0,1,"
787,787,"Evolve consumers to dispose of corpses, etc",787.0,"814,1,0,1,"
788,788,"The decomposition of organic matter is not achieved, and the bodies continue to pile up.",788.0,"815,1,0,0,"
789,789,be unable to break down,789.0,"816,0,0,1,"
790,790,Materials to be used by producers disappear and both producers and consumers become extinct.,790.0,"817,1,0,1,"
791,791,The remains of an animal or plantThe mushrooms to eat disappear.,791.0,"818,1,0,1,"
792,792,The whole world will be filled with dead bodies,792.0,"819,1,1,1,"
793,793,be indissoluble,793.0,"820,1,0,1,"
794,794,"The bodies do not decompose, polluting the ground and making the smell worse",794.0,"821,1,0,1,"
795,795,"""It breaks down things like rotten things, so when they're gone,",795.0,"822,0,0,0,"
796,796,"I think my surroundings will be very uncomfortable.""",796.0,"823,0,0,1,"
797,797,The disappearance of decomposers may prevent producers and consumers from circulating smoothly.,797.0,"824,1,1,0,"
798,798,"""The market is not rotten, so it is wrapped as it is. If it is not disposed of, and the land is contaminated because the garbage is not rotten",798.0,"825,1,0,1,"
799,799,"""",799.0,"826,1,0,0,"
800,800,"Food waste will not decompose, so the odor will become worse and people will become violent",800.0,"827,1,0,0,"
801,801,It's going to be hard for humans to live,801.0,"828,1,0,0,"
802,802,"The earth will be covered with animal corpses, excrement, etc.",802.0,"829,0,0,0,"
803,803,"It would be nice if the mold disappeared However, good mold will also disappear, so I think it will affect my life a little",803.0,"830,1,0,1,"
804,804,Dead bodies or pollutants do not disappear.,804.0,"831,0,0,0,"
805,805,"Plants that have to rot do not rot, blue cheese or the bodies of animals do not rot",805.0,"832,1,0,0,"
806,806,I don't think the animal body or the trash we throw away will rot.,806.0,"833,1,0,0,"
807,807,"The world is full of animal corpses, so something of the world's apocalypse may happen.",807.0,"834,1,0,0,"
808,808,"The balance will be broken, the plants will not grow, and the whole world will be flooded with garbage.",808.0,"835,1,0,0,"
809,809,"If the decomposer is gone, the garbage will not rot and the garbage will pile up",809.0,"836,0,0,0,"
810,810,The Earth will be flooded with garbage because the balance will collapse and plants will not grow.,810.0,"837,1,0,0,"
811,811,"Cadavers and fallen leaves continue to pile up without breaking down, making it difficult to deal with them.",811.0,"838,1,0,0,839,1,0,0,"
812,812,"As objects do not decompose, there are many rotten creatures.",812.0,"840,1,0,0,"
813,813,"The Earth will be covered with animal corpses, excrement, etc",813.0,"841,1,0,1,"
814,814,"Without decomposers, the decomposers must be present because they cannot eat dead insects or animals, and if they are left unattended, they will rot, and if other animals eat them, they will die",814.0,"842,0,0,1,"
815,815,"""The decomposer is responsible for breaking down the leftovers and corpses.",815.0,"843,1,0,0,"
816,816,"If the decomposer disappears, the animal's body and trash will increase.""",816.0,"844,1,0,0,"
817,817,"There will be more animal bodies. Because decomposers eat corpsesIf leftovers are taken apart, animal bodies and food waste will increase.",817.0,"845,1,0,0,"
818,818,"Without a decomposer, we cannot decompose a body that is formed by the death of a living thing",818.0,"846,0,0,0,"
819,819,"The number of decomposers that cause a creature or object to rot is lost, resulting in more rotten creatures or objects",819.0,"847,1,0,0,"
820,820,"I can't eat mushrooms. Pine mushrooms are getting too expensive When the mold disappears, the odor disappears in the blanket",820.0,"848,1,0,1,"
821,821,"When a creature dies, the decomposer decomposes and does not remove the body of the creature.",821.0,"849,1,0,0,"
822,822,"Dead bodies do not rot, which adversely affects the ecosystem.",822.0,"850,0,1,0,"
823,823,"""If the decomposer disappears, we can't eat the leftover food,",823.0,"851,0,0,0,"
824,824,The residue left by wild animals and other animals in nature,824.0,"852,1,0,0,"
825,825,It's broken down by a decomposer and it turns into nature,825.0,"853,1,0,0,"
826,826,"When it disappears, various debris does not decompose and remains in nature.",826.0,"854,1,0,0,"
827,827,And mushrooms are important food for us. That's why the decomposer,827.0,"855,0,0,0,"
828,828,"If it disappears, the earth's ecosystem will be destroyed.""",828.0,"856,0,0,0,"
829,829,"If there is no decomposer fungus, there is a concern about environmental pollution if things like rotting decomposer remains intact, but if there is no decomposer, the mushroom lover will not eat mushroom food, and the mushrooms will never eat. So decomposers are a must on Earth.",829.0,"857,1,0,0,"
830,830,"""If the decomposer disappears, it will break down the body or the excrement, and if it disappears, the body or the poop will remain intact and stink",830.0,"858,0,0,1,"
831,831,"""",831.0,"859,1,0,0,"
832,832,"""If a creature dies, it cannot be decomposed, so it becomes a problem",832.0,"860,1,1,0,"
833,833,"""",833.0,"861,1,0,0,"
834,834,Mushrooms make us feel good I don't know about mold,834.0,"862,1,0,0,"
835,835,This is because all dead objects do not rot and the soil is contaminated.,835.0,"863,1,0,1,"
836,836,"The bodies don't rot and there are many bodies, so I'll see them every time I walk.",836.0,"864,1,0,0,"
837,837,"If the decomposer disappears, the decomposer should not disappear from the Earth because it will not be able to decompose the debris left by consumers and become a debris planet on Earth.",837.0,"865,1,1,0,"
838,838,"When the decomposer disappears, there is nothing to disintegrate dead producers and consumers' bodies, so the whole world will be covered with consumer and producer bodies",838.0,"866,0,1,0,"
839,839,"If the decomposer disappears, the object will not decompose and there will be many bodies",839.0,"867,1,0,1,"
840,840,The cycle breaks,840.0,"868,0,0,1,869,1,0,0,"
841,841,The ecosystem is out of balance,841.0,"870,1,0,1,"
842,842,The ecosystem is out of balance,842.0,"871,1,0,0,"
843,843,I can't eat cheese,843.0,"872,1,0,0,"
844,844,Germs disappear,844.0,"873,0,0,1,"
845,845,The Earth is not interacting,845.0,"874,0,0,1,"
846,846,The ecosystem cannot be maintained because only producers are overflowing,846.0,"875,0,0,1,"
847,847,"Without decomposers, the earth would be flooded with corpses and various wastes without decomposition.",847.0,"876,1,0,0,"
848,848,Dead bodies and food don't rot,848.0,"877,0,0,1,"
849,849,Animal bones will pile up without disappearing.,849.0,"878,0,0,1,"
850,850,Animal bones will pile up without disappearing.,850.0,"879,1,0,1,"
851,851,I don't know.,851.0,"880,1,0,0,"
852,852,There is no decomposition of the body.,852.0,"881,0,0,1,"
853,853,The animals' bodies will not disappear and the soil will be contaminated.,853.0,"882,1,0,1,"
854,854,The bodies on Earth will be contaminated as they pile up,854.0,"883,1,0,0,"
855,855,I don't know.,855.0,"884,1,0,0,"
856,856,"When small cells such as fungi disappear, cell reproduction becomes difficult.",856.0,"885,1,0,0,"
857,857,The ecosystem is threatening,857.0,"886,1,0,0,"
858,858,I don't know,858.0,"887,1,0,0,"
859,859,I don't know.,859.0,"888,0,0,1,"
860,860,Earth's ecosystem is ruined,860.0,"889,1,0,0,"
861,861,Things that need to be decomposed will pile up and pile up and eventually nature will rush to things that need to be decomposed,861.0,"890,0,0,1,"
862,862,I think the ecosystem is going to change a little bit,862.0,"891,0,0,1,"
863,863,A dead body...,863.0,"892,0,0,1,"
864,864,Don't know,864.0,"893,0,0,1,"
865,865,confusion in the food chain,865.0,"894,1,0,0,"
866,866,be unable to break down,866.0,"895,0,1,0,"
867,867,The nutrients in the land disappear,867.0,"896,0,0,0,"
868,868,I don't know.,868.0,"897,1,0,0,"
869,869,become unbalanced,869.0,"898,1,0,0,899,1,0,1,"
870,870,I can't break down the body,870.0,"900,0,0,0,"
871,871,There is less energy available to produce,871.0,"901,0,0,0,"
872,872,There is no carbon cycle because the dead creatures cannot decompose,872.0,"902,0,0,0,"
