,Unnamed: 0,"20. Abnormal kidney function can lead to various diseases and, in severe cases, death. What does the kidney do in our body, so if something goes wrong, will it cause disease? Let's explain it in detail using knowledge of kidney function. ",Unnamed: 0,",q20_Ozoom,q20_Hormone,q20_Hormone,q20_Waste,q20_Reabsorption,q20_Waste.1,q20_Hormone.1,q20_Hormone.1,q20_Waste.1,q20_Waste.1"
480,480.0,"In the kidney, it functions to remove waste from our body, but if the kidney has an abnormality in function, it cannot remove waste, which accumulates waste in the blood vessels and hurts a lot.",480,"496,0,0,0,0,0,,,,,"
481,481.0,It helps you digest smoothly.,481,"497,0,0,0,0,0,,,,,"
482,482.0,It releases waste from our bodies.,482,"498,0,0,0,1,0,,,,,"
483,483.0,"The kidney discharges wastes generated from the body and functions as osmotic pressure and pH control in the body. If the kidneys are broken, waste cannot be discharged first, so the whole body swells up and rotten water begins to flow out of the arms and legs over time. Additionally, there is a high risk of complications if kidney disease is solved through surgery.",483,"499,0,0,0,1,0,,,,,"
484,484.0,"Since our body's waste is filtered out and discharged, problems in the kidneys cause abnormalities in the body.",484,"500,1,0,0,1,0,,,,,"
485,485.0,"The kidneys function to filter waste in the blood. If the function of filtering out unnecessary substances, or if necessary substances are filtered out of the body and discharged out of the body, hemolytic uremic syndrome, proteinuria, and diabetes occur, respectively. There is a problem in controlling the concentration of substances inside the body.",485,"501,0,0,0,1,0,,,,,"
486,486.0,I don't understand.,486,"502,0,0,0,1,0,,,,,"
487,487.0,Red bean paste,487,"503,0,1,1,1,0,,,,,"
488,488.0,Hmm... Why is that?,488,"504,0,1,1,1,0,,,,,"
489,489.0,I don't know,489,"505,0,0,0,1,0,,,,,"
490,490.0,Moreㅑㅓㅑㅐㅐ더,490,"506,0,0,0,0,0,,,,,"
491,491.0,"It filters out bad substances, dregs, etc. in the body",491,"507,0,0,0,1,0,,,,,"
492,492.0,a deadly disease,492,"508,0,0,0,0,0,,,,,509,0,0,0,1,0,,,,,"
493,493.0,have a filter,493,"510,0,0,0,0,0,,,,,"
494,494.0,DiseaseI don't know.,494,"511,0,0,0,1,0,,,,,"
495,495.0,"It's because I can't excrete... It's the part of removing bad things from my body, but I cry when it's ruined",495,"512,0,0,0,0,0,,,,,"
496,496.0,It releases the poison in our bodies.,496,"513,0,0,0,1,0,,,,,"
497,497.0,I don't know,497,"514,0,0,0,1,0,,,,,"
498,498.0,It breaks down toxins in our bodies and releases them.,498,"515,0,0,0,0,0,,,,,"
499,499.0,It doesn't work to filter out the wastes,499,"516,1,0,0,1,0,,,,,"
500,500.0,You have to take good care of it,500,"517,0,0,0,0,0,,,,,"
501,501.0,I don't knowㅕㅕㅕㅕㅕㅕㅕㅕㅕㅕㅕㅕ^^,501,"518,1,0,0,1,0,,,,,"
502,502.0,I think it'll be good for you,502,"519,0,0,0,0,0,,,,,"
503,503.0,I don't know about kidney disease.,503,"520,0,0,0,0,0,,,,,"
504,504.0,It creates something like secretions that allow us to digest.,504,"521,0,0,0,1,0,,,,,"
505,505.0,"The kidneys are the organs that filter our body's excrement.Therefore, if you don't filter the excrement well, your body will have problems.",505,"522,0,0,0,0,0,,,,,"
506,506.0,I don't know.,506,"523,0,0,0,0,0,,,,,"
507,507.0,I don't know,507,"524,0,0,0,0,0,,,,,"
508,508.0,excretion of waste,508,"525,0,0,0,0,0,,,,,"
509,509.0,It is used to digest and dispose of the wastes smoothly.,509,"526,0,0,0,0,0,,,,,"
510,510.0,The function of the kidneys is to filter out metabolites and wastes and excrete themselves,510,"527,1,0,0,0,0,,,,,"
511,511.0,Waste detection,511,"528,0,0,0,0,0,,,,,"
512,512.0,It purifies the blood in the body.,512,"529,0,0,0,1,0,,,,,"
513,513.0,"The function of the kidney can be summarized as a function of excretion by filtering metabolites and wastes, a function of maintaining biohomogeneity that keeps water content, electrolytes, and acidity in the body constant within a narrow range, and an endocrine function that produces and activates various hormones important for calcium and phosphorus.",513,"530,0,0,0,0,0,,,,,"
514,514.0,"The function of the kidneys can be summarized as: first, excretion of metabolites and wastes into urine; second, endocrine function that keeps body water content, electrolytes, and acidity constant within a narrow range; and third, blood pressure maintenance; anemia correction; and endocrine function that produces and activates various hormones",514,"531,0,0,0,0,0,,,,,"
515,515.0,The kidneys filter out waste from our bodies.,515,"532,0,0,0,0,0,,,,,"
516,516.0,.,516,"533,0,0,0,0,0,,,,,"
517,517.0,It arrests waste and turns dirty blood into clean blood.,517,"534,0,0,0,1,0,,,,,"
518,518.0,.,518,"535,0,0,0,0,0,,,,,"
519,519.0,We may die from physical problems as we pile up old plaques on our bodies,519,"536,0,0,0,0,0,,,,,"
520,520.0,"There are two kidneys each in the human body, and if there is an abnormality in two kidneys, a person dies.",520,"537,0,0,0,0,0,,,,,"
521,521.0,Diseases occur because the kidneys filter out wastes from our bodies and discharge them.,521,"538,0,0,0,0,0,,,,,539,0,0,0,1,0,,,,,"
522,522.0,You'll get sick,522,"540,1,0,0,1,0,,,,,"
523,523.0,It is not possible to discharge excrement.,523,"541,0,0,0,0,0,,,,,"
524,524.0,"As waste accumulates in every corner of our body, it can cause abnormalities in our body and die. In other words, kidneys are a place where waste is treated in our bodies.",524,"542,0,0,0,0,0,,,,,"
525,525.0,I don't remember.,525,"543,0,0,0,1,0,,,,,"
526,526.0,"The kidneys are at a disadvantage in the body and let out toxins into the urine. However, without a kidney, toxins are not at a disadvantage, so they can reach death.",526,"544,0,0,0,0,0,,,,,"
527,527.0,I don't know,527,"545,0,0,0,1,0,,,,,"
528,528.0,"The kidney is an organ that makes urine, and in other words, it is an organ that collects and discharges waste. However, if this kidney is damaged, the waste will not be released properly, which can lead to abnormalities in the body",528,"546,0,0,0,1,0,,,,,"
529,529.0,I can't remember.,529,"547,0,0,0,1,0,,,,,"
530,530.0,The disease is not like this,530,"548,0,0,0,1,0,,,,,"
531,531.0,It keeps the urine,531,"549,0,0,0,1,0,,,,,"
532,532.0,He's running hard,532,"550,0,0,0,0,0,,,,,"
533,533.0,an important role,533,"551,0,0,1,1,1,,,,,"
534,534.0,The lungs let you breathe and the heart keeps you alive,534,"552,0,0,0,1,0,,,,,"
535,535.0,"You may have a disease in another person, or you may have a disease because you just don't have immunity.",535,"553,1,0,0,1,0,,,,,"
536,536.0,"As you eat fast food, oil builds up in your kidneys",536,"554,0,0,0,0,0,,,,,"
537,537.0,pee in one´s pants,537,"555,0,0,0,0,0,,,,,"
538,538.0,be blind to the west,538,"556,1,0,0,1,0,,,,,"
539,539.0,collecting and sending urine down,539,"557,0,0,0,1,0,,,,,"
540,540.0,I don't know,540,"558,0,0,0,1,0,,,,,"
541,541.0,I don't know,541,"559,0,0,0,1,0,,,,,"
542,542.0,I don't know.,542,"560,0,0,0,1,0,,,,,"
543,543.0,My kidneys are moving,543,"561,0,0,0,1,0,,,,,"
544,544.0,"If there is an abnormality in the kidney, bubbles appear in the urine, so I think it has a function that makes things like urine come out well.",544,"562,0,0,0,0,0,,,,,"
545,545.0,"The kidneys can manipulate our nerves, create or manipulate our heart's speed, and the air we breathe, but if any of them goes wrong, of course it's natural that the body will have problems",545,"563,0,0,0,0,0,,,,,"
546,546.0,I don't know.,546,"564,0,0,0,0,0,,,,,"
547,547.0,"Wow, it's really hard",547,"565,1,0,0,1,0,,,,,"
548,548.0,I don't know much about the human body. Let's move on,548,"566,1,0,1,1,0,,,,,"
549,549.0,"In the kidney, waste in the blood is selected and sent to the bladder to discharge it into a liquid, and if the kidney does not do so, waste accumulates in the blood and eventually dies due to blood pain.",549,"567,1,0,0,1,0,,,,,"
550,550.0,The kidneys change into urine by choosing strange substances or scraps.,550,"568,1,0,0,1,0,,,,,569,0,0,0,0,0,,,,,"
551,551.0,I don't know.,551,"570,0,0,0,1,0,,,,,"
552,552.0,I don't know,552,"571,0,0,0,0,0,,,,,"
553,553.0,"Perhaps the kidneys are filtering out urine, so if there is a problem, diabetes.",553,"572,1,0,0,1,0,,,,,"
554,554.0,I don't know,554,"573,0,0,0,1,0,,,,,"
555,555.0,"As wastes in the body are not filtered out, toxins accumulate in the body, and abnormalities occur in the body, leading to death.",555,"574,0,0,0,1,0,,,,,"
556,556.0,I'm going to pee?,556,"575,0,0,0,0,0,,,,,"
557,557.0,It filters out the waste in the blood.,557,"576,0,0,0,1,0,,,,,"
558,558.0,"Because it filters out blood waste, toxins accumulate in the body and die when there is a problem.",558,"577,0,0,0,0,0,,,,,"
559,559.0,"In the kidneys, it filters out waste from our bodies. If the kidneys that play this role are destroyed, the body cannot properly filter and detoxify wastes, and the body accumulates wastes, causing disease.",559,"578,0,0,0,1,0,,,,,"
560,560.0,He's a warrior.,560,"579,0,0,0,1,0,,,,,"
561,561.0,The blood is filtered to excrete the final product of body metabolism in the form of urine and to control the concentration of the electrolyte.,561,"580,0,0,0,1,0,,,,,"
562,562.0,Excretion,562,"581,0,0,0,1,0,,,,,"
563,563.0,Our body generates waste in the process of making and using energy necessary for the body by utilizing nutrients. The kidneys filter out waste carried through the blood to make urine.,563,"582,0,0,0,0,0,,,,,"
564,564.0,I don't know ........................,564,"583,0,0,0,1,0,,,,,"
565,565.0,Cigarettes cause kidney damage,565,"584,0,0,0,0,0,,,,,"
566,566.0,"We use nutrients to make and use energy, such as cellular respiration, and waste is generated in this process. The presence of this waste in the body is harmful to our body. These wastes are excreted as urine, which is created in the kidneys. Therefore, abnormalities in the kidneys can occur.",566,"585,0,0,0,0,0,,,,,"
567,567.0,"Filter out impurities. If there is an abnormality in the kidney, it cannot filter out impurities, which causes abnormalities in the body.",567,"586,0,0,0,1,0,,,,,"
568,568.0,Filter out the necessary parts of the urine and remove the urine,568,"587,0,0,0,1,0,,,,,"
569,569.0,"""Because kidneys filter impurities on the body, the body's immune system is reduced without kidneys.k.a. kidney.",569,"588,0,0,0,0,0,,,,,"
570,570.0,"""",570,"589,0,0,0,0,0,,,,,"
571,571.0,"The kidneys filter waste in our blood. Therefore, kidney problems can lead to various diseases related to waste.",571,"590,0,0,0,1,0,,,,,"
572,572.0,"Since we discharge waste from our bodies through the kidneys, it is difficult to discharge waste if there is a problem with the kidneys.",572,"591,0,0,0,0,0,,,,,"
573,573.0,Kidney is an important role,573,"592,0,0,0,0,0,,,,,"
574,574.0,"The kidneys... well, they do something very important, so... I'm in the kidney. It looks like, hmm...",574,"593,0,0,0,0,0,,,,,"
575,575.0,"The kidney plays an important role, and if the kidney has a problem, it becomes unhealthy and if it is severe, it becomes Samam.",575,"594,1,0,0,1,0,,,,,"
576,576.0,"Our body generates waste in the process of making and using energy necessary for the body by utilizing nutrients. It is harmful if waste remains in our bodies. The kidneys filter out waste carried through the blood to make urine. Blood is sent back into the body, and urine is released out of the body through the bladder. The process of releasing waste from the blood out of the body is called excretion, and kidneys are involved in excretion",576,"595,0,0,0,0,0,,,,,"
577,577.0,"It produces urine, releases toxins, and filters out wastes.It also balances the acid and alkali of the body fluid, helps absorb potassium, and controls pressure and red blood cell levels.",577,"596,0,0,0,1,0,,,,,"
578,578.0,It filters out waste through the blood to make urine. It also filters out waste and keeps the blood clean.,578,"597,0,0,0,1,0,,,,,"
579,579.0,It filters out waste through the blood to make urine.,579,"598,0,0,0,0,0,,,,,599,0,0,0,0,0,,,,,"
580,580.0,"The kidneys are responsible for removing waste from the blood. Therefore, if a kidney problem occurs, it is not possible to remove waste from the blood, which can lead to diabetes or high blood pressure.",580,"600,0,0,0,1,0,,,,,"
581,581.0,"The kidneys function to discharge no-femul, but if the kidneys do not function, various toxins in nofemul harm the body and accordingly get sick.",581,"601,0,0,0,0,0,,,,,"
582,582.0,r,582,"602,0,0,0,1,0,,,,,"
583,583.0,"The kidneys filter out the waste carried through the blood and release the urine into the bladder, and the clean blood with the waste filtered out becomes active in our body again.",583,"603,0,0,0,1,1,,,,,"
584,584.0,The kidney stores toxin elements and releases them out of the body with moisture through the urethra.,584,"604,0,0,0,1,0,,,,,"
585,585.0,It filters out the wastes.,585,"605,0,0,0,0,0,,,,,"
586,586.0,I don't know,586,"606,0,0,0,1,0,,,,,"
587,587.0,"If the kidneys can't work, they can't throw away the waste in the body, so the dead blood keeps going around, and our bodies get sick and die",587,"607,0,0,0,1,1,,,,,"
588,588.0,I don't know...,588,"608,0,0,0,1,0,,,,,"
589,589.0,discharge of waste,589,"609,0,0,0,0,1,,,,,"
590,590.0,I couldn't filter out the no-fefe water.,590,"610,0,0,0,1,0,,,,,"
591,591.0,"It is to urinate what the kidney does, but if you have a kidney problem, you cannot pee.",591,"611,0,0,1,0,0,,,,,"
592,592.0,"First, the function of the kidneys is to filter out metabolites and wastes and excrete them into the urine",592,"612,0,0,0,1,1,,,,,"
593,593.0,"""In chronic kidney disease, kidney function gradually decreases over months or years. In the early stages, most patients' bodies compensate or adapt to metabolic abnormalities, so they are relatively asymptomatic. However, symptoms of uremia or water retention begin to develop when kidney function is severely degraded.What are the symptoms of chronic kidney disease?",593,"613,0,0,0,1,0,,,,,"
594,594.0,Symptoms of chronic kidney disease vary depending on the degree of kidney damage. Chronic kidney disease is divided into five stages according to kidney function and glomerular filtration rate (GFR). The glomerular filtration rate can be calculated with serum creatinine and must normally exceed 90 mL/min.,594,"614,0,0,0,1,0,,,,,"
595,595.0,,595,"615,0,0,0,1,1,,,,,"
596,596.0,Stage 1 of chronic kidney disease (90-100% kidney function,596,"616,0,0,0,0,0,,,,,"
597,597.0,"Stage 1 Chronic kidney disease refers to cases where glomerular filtration rates are 90 mL/min/1.73 m2 or higher, but only tests such as proteinuria are accompanied; structural damage to the kidneys in X-rays, ultrasound, MRI or CT; or family history of polycystic kidney disease. There are no symptoms you feel at this stage.",597,"617,0,0,0,0,0,,,,,"
598,598.0,,598,"618,0,1,1,1,0,,,,,"
599,599.0,Chronic kidney disease stage 2 (60-89% kidney function),599,"619,0,0,0,1,0,,,,,"
600,600.0,"In stage 2 chronic kidney disease or mild chronic kidney disease, the glomerular filtration rate is 60-89 mL/min/1.73 m2. There are usually no symptoms at this stage, but some patients urinate frequently at night, have high blood pressure, normal or small increases in serum creatinine, or have abnormal urine tests.""",600,"620,0,0,0,1,0,,,,,"
601,601.0,"Since the kidneys filter out waste in the blood, if there is a problem with function, they cannot filter out waste and get sick.",601,"621,0,0,0,0,0,,,,,"
602,602.0,I don't know.,602,"622,0,0,0,0,0,,,,,"
603,603.0,I don't know,603,"623,0,0,0,0,0,,,,,"
604,604.0,We collect the leftover from our bodies and release them,604,"624,0,0,0,1,0,,,,,"
605,605.0,It filters out the waste from the blood,605,"625,0,0,0,0,0,,,,,"
606,606.0,An abnormality in the kidneys is very dangerous because they cannot be discharged or the debris can remain in the body.,606,"626,0,0,1,1,0,,,,,"
607,607.0,I don't know.,607,"627,0,0,0,1,0,,,,,"
608,608.0,"If there's something wrong with your kidneys, you can't filter out the waste and residue",608,"628,0,0,0,1,0,,,,,629,0,0,0,0,0,,,,,"
609,609.0,I don't know,609,"630,1,0,1,1,0,,,,,"
610,610.0,I don't know,610,"631,0,0,0,1,0,,,,,"
611,611.0,I don't know.,611,"632,0,0,0,0,0,,,,,"
612,612.0,It filters out our body's waste and makes us pee.',612,"633,0,0,0,1,0,,,,,"
613,613.0,I don't know.,613,"634,0,0,0,0,0,,,,,"
614,614.0,The kidneys filter out waste and make clean blood.,614,"635,0,0,0,0,0,,,,,"
615,615.0,It is responsible for filtering out elements in the blood to release them out of the body.,615,"636,0,0,0,0,0,,,,,"
616,616.0,a believer,616,"637,0,0,0,1,0,,,,,"
617,617.0,"Kidneys are our bodies, so we do a lot of things, but when it breaks, it breaks",617,"638,0,0,0,1,0,,,,,"
618,618.0,"The kidney prevents substances such as red blood cells, proteins, and fats from being released out of the body, and reabsorbs glucose and amino acids to excrete only wastes such as urea and water",618,"639,0,0,0,0,0,,,,,"
619,619.0,I know it's okay to not have a single kidney,619,"640,0,0,0,0,0,,,,,"
620,620.0,It filters out waste in the blood through the kidneys.,620,"641,0,0,0,0,0,,,,,"
621,621.0,"The kidney is one of the organs of the ship's design, which filters waste. When its function is broken, it accumulates in the body and causes various diseases",621,"642,0,0,0,0,0,,,,,"
622,622.0,It releases the no-fe water inside your body,622,"643,0,0,0,0,0,,,,,"
623,623.0,"It circulates blood or nutrients to the body, and when teeth are broken, abnormalities appear in the body.",623,"644,0,0,0,0,0,,,,,"
624,624.0,"Since kidneys contribute to homeostasis in the body, abnormalities in the kidneys cause the body's balance to collapse and lead to diseases such as diabetes.",624,"645,0,0,0,0,0,,,,,"
625,625.0,"The kidneys filter various wastes in the blood to clean the blood. Therefore, I think it will be very difficult if there is a problem with the kidneys.",625,"646,0,0,0,0,0,,,,,"
626,626.0,"If you go through the process of discharging waste transferred through the blood from the kidney and this kidney problem occurs, you cannot discharge waste normally.",626,"647,0,0,0,0,0,,,,,"
627,627.0,"Because of the inability to absorb the water ash, it causes urinary boronorrhea",627,"648,0,0,0,0,0,,,,,"
628,628.0,blood foreign substances filtered from the kidneys,628,"649,0,0,0,0,0,,,,,"
629,629.0,"Since kidneys contribute to homeostasis in the body, abnormalities in the kidneys cause the body's balance to collapse and lead to diseases such as diabetes.",629,"650,0,0,0,0,0,,,,,"
630,630.0,Filter the elements in the blood and reabsorb water.,630,"651,0,0,0,0,0,,,,,"
631,631.0,"The kidney is an organ that helps us digest. Digestion is a very important action in the human metabolism process, and if there is an abnormality in the digestive process, secretions caused by metabolism cannot be released from the body, and waste accumulates in our bodies. You get sick from accumulated waste.",631,"652,0,0,0,0,0,,,,,"
632,632.0,It filters out and purifies toxic substances or debris in our bodies,632,"653,0,0,0,0,0,,,,,"
633,633.0,The disease occurs because it keeps you in shape by removing waste and reabsorbing moisture,633,"654,0,0,0,0,0,,,,,"
634,634.0,"If a person with a weak kidney sees this problem from birth, he or she will cry.",634,"655,0,0,0,0,0,,,,,"
635,635.0,I don't know.,635,"656,0,0,0,0,0,,,,,"
636,636.0,"The function of the kidney can be summarized as a function of excretion by filtering metabolites and wastes, a function of maintaining biohomogeneity that keeps water content, electrolytes, and acidity in the body constant within a narrow range, and an endocrine function that produces and activates various hormones important for calcium and phosphorus.",636,"657,0,0,0,0,0,,,,,"
637,637.0,"""Separate the blood and send the clear blood to the pain, and the residue is",637,"658,0,0,0,0,0,,,,,659,0,0,0,0,0,,,,,"
638,638.0,It's the role of sending you to Ojubo,638,"660,0,0,0,0,0,,,,,"
639,639.0,Fine dust goes into your body,639,"661,0,0,0,0,0,,,,,"
640,640.0,I don't know,640,"662,0,0,0,0,0,,,,,"
641,641.0,The kidneys seem to play a very important role because they take care of our bodies and do many things,641,"663,0,0,0,0,0,,,,,"
642,642.0,Your kidneys help you digest,642,"664,0,0,0,1,0,,,,,"
643,643.0,"Since waste products cannot be filtered better than before, the risk of getting sick increases and immunity decreases.",643,"665,0,0,0,1,0,,,,,"
644,644.0,The kidneys help digestion.,644,"666,1,0,0,1,0,,,,,"
645,645.0,"The amount of moisture, acid base balance, and osmotic pressure are controlled, and if abnormal substances are present in the blood or excessive substances are present, they are excreted and normalized. It's also the only organ that excrete protein metabolites and removes drugs and toxic substances",645,"667,0,0,0,0,0,,,,,"
646,646.0,"When the kidney is damaged a lot and its function decreases, waste products generated by protein decomposition accumulate in the body.",646,"668,1,0,0,0,0,,,,,"
647,647.0,the removal of waste from the blood,647,"669,0,0,0,0,0,,,,,"
648,648.0,It helps you digest.,648,"670,0,0,0,0,0,,,,,"
649,649.0,"""The kidneys are paired on the back of the lower abdomen and are one of the important organs that functions to excrete waste and maintain homeostasis in the body, such as acid bases and electrolyte metabolism. The total weight of both kidneys is only about 0.4% of the total weight, but it is difficult to maintain life if the kidney's function is severely degraded or lost. Because it plays a very important physiological function in maintaining life, 20 to 25% of the total cardiac output flows into the kidneys. As a unit structure that functions as a kidney, there is nephron, which is the basic unit in producing urine.",649,"671,0,0,0,0,0,,,,,"
650,650.0,,650,"672,0,0,0,1,0,,,,,"
651,651.0,"In normal people, the amount of blood filtered from the kidneys per day reaches as much as 180L, but most of it is reabsorbed and the amount of urine actually excreted is only 1 to 2L. This is because the moisture and nutrients needed by the human body are reabsorbed, and the substances that need more excretion are secreted, and urine is finally produced.""",651,"673,0,0,0,0,0,,,,,"
652,652.0,"""If the kidneys fail to function properly, protein or blood may escape from urine, waste may accumulate in the blood, water and electrolyte imbalance, decreased urine volume, edema, high blood pressure, etc",652,"674,0,0,0,0,0,,,,,"
653,653.0,"""",653,"675,0,0,0,0,0,,,,,"
654,654.0,a role that helps you digest,654,"676,0,0,0,0,0,,,,,"
655,655.0,"The kidneys remove blood clots, but when the kidneys are gone, the blood lines get clogged and get sick",655,"677,0,0,0,0,0,,,,,"
656,656.0,"If you have kidney problems, your hands, feet, and face may swell and you may not feel cool even if you urinate frequently or urinate.",656,"678,0,0,0,0,0,,,,,"
657,657.0,"If you have kidney problems, your face, hands and feet may swell easily, and you may have tinnitus, headaches, hiccups, etc., and you may not feel cool even if you urinate frequently or urinate.",657,"679,0,0,0,1,0,,,,,"
658,658.0,Kidney cancer and kidney stones can occur if there is an abnormality in the kidney.,658,"680,0,0,0,1,0,,,,,"
659,659.0,"It filters out the wastes  But when it's gone, the body gets dirty and blood doesn't flow well",659,"681,0,0,0,0,0,,,,,"
660,660.0,It filters out waste and sends urine to the bladder.,660,"682,0,0,0,0,0,,,,,"
661,661.0,"If abnormalities occur in the kidneys, tinnitus, headache, hiccups, etc., and various symptoms such as cold hands and feet appear in the body",661,"683,0,0,0,0,0,,,,,"
662,662.0,"When kidney problems occur, tinnitus, headache, hiccups occur, and various symptoms such as cold hands and feet appear in the body",662,"684,1,0,0,1,0,,,,,"
663,663.0,"""Diabetes is",663,"685,0,0,0,0,0,,,,,"
664,664.0,"""Looks",664,"686,0,0,0,1,0,,,,,"
665,665.0,I don't know.,665,"687,0,0,0,0,0,,,,,"
666,666.0,I don't know,666,"688,0,0,0,1,0,,,,,689,0,0,0,1,0,,,,,"
667,667.0,M and D,667,"690,0,0,0,1,0,,,,,"
668,668.0,I don't understand.,668,"691,1,0,0,0,0,,,,,"
669,669.0,M and D,669,"692,0,0,0,0,0,,,,,"
670,670.0,"""",670,"693,0,0,0,1,0,,,,,"
671,671.0,I don't understand.,671,"694,0,0,0,1,0,,,,,"
672,672.0,"""",672,"695,0,0,0,0,0,,,,,"
673,673.0,ㅎ ㅎ ㅎ ㄳ ㄳ ㄳ ㄳ,673,"696,0,0,0,1,0,,,,,"
674,674.0,M and D,674,"697,0,0,0,1,0,,,,,"
675,675.0,I don't understand.,675,"698,0,0,0,0,0,,,,,"
676,676.0,Mall,676,"699,0,0,0,1,0,,,,,"
677,677.0,I don't know,677,"700,0,0,0,1,0,,,,,"
678,678.0,I don't understand.,678,"701,0,0,0,1,0,,,,,"
679,679.0,I don't understand.,679,"702,0,0,0,1,0,,,,,"
680,680.0,M and D,680,"703,0,0,0,0,0,,,,,"
681,681.0,I don't understand.,681,"704,0,0,0,0,0,,,,,"
682,682.0,I don't know.,682,"705,0,0,0,0,0,,,,,"
683,683.0,I know.,683,"706,0,0,0,0,0,,,,,"
684,684.0,Die.,684,"707,0,0,0,0,0,,,,,"
685,685.0,M and D,685,"708,0,0,0,1,0,,,,,"
686,686.0,I don't know,686,"709,0,0,0,1,0,,,,,"
687,687.0,I don't understand.,687,"710,0,0,0,1,0,,,,,"
688,688.0,"When your height is not good, your eyes, nose, and ears are not good",688,"711,1,0,0,0,0,,,,,"
689,689.0,It discharges the body's waste,689,"712,0,0,0,1,0,,,,,"
690,690.0,"The main role of the kidney is to purify the blood and remove toxins from the body, and diabetes occurs in the event of abnormal kidney failure",690,"713,0,0,0,0,0,,,,,"
691,691.0,"The kidneys are one of the excretory organs that filter out unnecessary debris in the blood and take out excess moisture to make urine. There are 10 reasons for this kidney failure. First, blood pressure rises. Second, the area around the eyes, hands, and feet swell.Third, I urinate red or murky.Fourth, there is a lot of foam in the urine. Fifth, I wake up from sleeping and pee often.Sixth, it is uncomfortable, such as reducing the amount of urine or feeling hot when urinating.Seventh, I get tired easily, have no appetite, and feel nauseous. The eighth lost weight for no reason. Ninth, my whole body is itchy. The stomach or back and sides just below the tenth rib hurt.""When you have a bad kidney, your eyes, hands, legs, and other major parts of your body",691,"714,0,0,0,1,0,,,,,"
692,692.0,"""You're bloating""",692,"715,0,0,0,0,0,,,,,"
693,693.0,Make a pee,693,"716,0,0,0,1,0,,,,,"
694,694.0,M and D,694,"717,0,0,0,1,0,,,,,"
695,695.0,I don't know.,695,"718,0,0,0,1,0,,,,,719,0,0,0,0,1,,,,,"
696,696.0,Excretion function that filters out large acid products and wastes and discharges them into urine,696,"720,0,0,0,1,0,,,,,"
697,697.0,Strain foreign substances and release them as excrement,697,"721,0,0,0,1,0,,,,,"
698,698.0,I don't know,698,"722,0,0,0,1,0,,,,,"
699,699.0,I don't know,699,"723,0,0,0,0,1,,,,,"
700,700.0,I don't know.,700,"724,0,0,0,0,0,,,,,"
701,701.0,Don't know,701,"725,0,0,0,0,0,,,,,"
702,702.0,I don't know,702,"726,0,0,0,0,0,,,,,"
703,703.0,I don't know,703,"727,0,0,0,0,0,,,,,"
704,704.0,The kidneys separate proteins and bacteria in our bodies.,704,"728,0,0,0,0,0,,,,,"
705,705.0,The kidneys release no-feather water from our bodies.,705,"729,0,0,0,0,0,,,,,"
706,706.0,an important matter,706,"730,0,0,0,0,0,,,,,"
707,707.0,an important matter,707,"731,0,0,0,0,0,,,,,"
708,708.0,"Beans are not tasty, red beans are not tasty...",708,"732,0,0,0,0,0,,,,,"
709,709.0,"Kidney is where you make your pee, and when it gets weird, debris builds up on your body",709,"733,0,0,0,0,0,,,,,"
710,710.0,Beans are... not tasty,710,"734,0,0,0,0,0,,,,,"
711,711.0,The kidneys release urine.,711,"735,0,0,0,0,0,,,,,"
712,712.0,It produces bad things,712,"736,0,0,0,0,0,,,,,"
713,713.0,Urine builds up in the body.,713,"737,0,0,0,0,0,,,,,"
714,714.0,A kidney is a place where you collect urine,714,"738,0,0,0,0,0,,,,,"
715,715.0,to die from not being able to pee,715,"739,0,0,0,0,0,,,,,"
716,716.0,I think it could be a case of death if it doesn't play a proper role in making urine.,716,"740,0,0,0,0,0,,,,,"
717,717.0,"Beans are good for health and red beans are good, so they make you healthy",717,"741,0,0,0,0,0,,,,,"
718,718.0,The kidneys help to release uric acid from our bodies,718,"742,0,0,0,1,0,,,,,"
719,719.0,I filtered out the urine,719,"743,0,0,0,0,0,,,,,"
720,720.0,Neither beans nor red beans taste good,720,"744,0,0,0,0,0,,,,,"
721,721.0,The kidneys filter out the no-fefe water in my blood,721,"745,0,0,0,0,0,,,,,"
722,722.0,"If there's something wrong with my kidney, I can't pee well",722,"746,0,0,0,0,0,,,,,"
723,723.0,in charge of important matters,723,"747,0,0,0,0,0,,,,,"
724,724.0,"It filters out the waste from the kidney's blood.If there is an abnormality in the kidney, the disease occurs because it cannot filter the waste of blood.",724,"748,0,0,0,0,0,,,,,749,0,0,0,0,0,,,,,"
725,725.0,Kidneys are the places that give away our food scraps. Constipation can lead to diseases such as stomachache,725,"750,0,0,0,0,0,,,,,"
726,726.0,I'm going to take out the old pieces,726,"751,0,0,0,0,0,,,,,"
727,727.0,"If you hold your urine back, you will continue to store urine in your kidneys, which is very dirty because of the body's However, if there is an abnormality, such diseases such as bursting, failing to release urine, or having to pee even though the urine is not full.",727,"752,0,0,0,0,0,,,,,"
728,728.0,"Since the kidneys play an important function in our bodies, abnormalities cause diseases.",728,"753,0,0,0,0,0,,,,,"
729,729.0,"Since the kidneys play an important function in our bodies, abnormalities cause diseases.",729,"754,0,0,0,0,0,,,,,"
730,730.0,The kidney sometimes causes disease because the substance that comes out of the human body becomes less and less,730,"755,0,0,0,0,0,,,,,"
731,731.0,Where we digest in our bodies,731,"756,0,0,0,0,0,,,,,"
