,Unnamed: 0,"2) How can I compare the richness of salt water in A, B, and C beakers other than a taste?",Unnamed: 0,", q36_weight, q36_deposition, q36_measurement, q36_color, q36_taste, q36_weight 1, q36_deposition.1,q36_Measurement.1,q36_color.1,q36_Taste.1"
592,592,?,592.0,"612,0,1,0,0,0,,,,,"
593,593,Boil and check the remaining saltI don't know,593.0,"613,0,0,1,0,0,,,,,"
594,594,I don't know.,594.0,"614,0,0,0,0,0,,,,,"
595,595,compare colors,595.0,"615,0,0,1,0,0,,,,,"
596,596,Add a substance that reacts to salt.,596.0,"616,1,0,0,0,0,,,,,"
597,597,Taste it.,597.0,"617,0,0,0,0,0,,,,,"
598,598,Concentration measurement,598.0,"618,0,1,0,0,0,,,,,"
599,599,to flow an electric current,599.0,"619,0,0,1,0,0,,,,,"
600,600,I'm going to evaporate it,600.0,"620,1,0,0,0,0,,,,,"
601,601,Touching,601.0,"621,0,0,1,0,0,,,,,"
602,602,"A device capable of measuring the concentration is used, or the mass of the sebeaker is measured to determine that the concentration of salt water on the side with high mass is high.",602.0,"622,0,1,0,0,0,,,,,"
603,603,Try putting an object in the water.,603.0,"623,0,1,1,0,0,,,,,"
604,604,Weighing,604.0,"624,0,1,0,0,0,,,,,"
605,605,Remove the beaker weight and water weight and weigh again,605.0,"625,1,0,0,0,0,,,,,"
606,606,the difference in salt mass,606.0,"626,0,0,0,0,0,,,,,"
607,607,Use a salinity meter,607.0,"627,1,0,0,0,0,,,,,"
608,608,use a machine,608.0,"628,0,0,0,1,0,,,,,629,0,0,0,1,0,,,,,"
609,609,Smell it,609.0,"630,0,0,0,0,0,,,,,"
610,610,Density comparison,610.0,"631,0,1,0,0,0,,,,,"
611,611,Try to evaporate the water.,611.0,"632,0,1,0,0,0,,,,,"
612,612,Compare the amount of salt left on the floor by evaporating only water completely,612.0,"633,0,1,0,0,0,,,,,"
613,613,I'm going to add eggs,613.0,"634,1,0,0,1,0,,,,,"
614,614,a concentration meter,614.0,"635,0,1,0,0,0,,,,,"
615,615,I don't know.,615.0,"636,0,0,0,1,0,,,,,"
616,616,Heat it up and leave only salt,616.0,"637,0,1,0,0,0,,,,,"
617,617,I'm going to put something in.,617.0,"638,0,0,0,1,0,,,,,"
618,618,How do I know that?,618.0,"639,0,1,0,0,0,,,,,"
619,619,Huh.,619.0,"640,0,0,0,0,0,,,,,"
620,620,Floating,620.0,"641,0,0,0,0,0,,,,,"
621,621,floating eggs,621.0,"642,0,0,0,1,0,,,,,"
622,622,Build a density tower,622.0,"643,0,0,0,0,0,,,,,"
623,623,Compare the amount of salt evaporated,623.0,"644,0,1,0,0,0,,,,,"
624,624,Compare the amount of salt produced by heating.,624.0,"645,0,0,0,1,0,,,,,"
625,625,I use a machine to find out.,625.0,"646,0,0,1,0,0,,,,,"
626,626,Compare the amount of salt crystals after heating,626.0,"647,0,0,0,0,0,,,,,"
627,627,Concentration of salt water = {(amount of salt)/amount of salt water} × 100,627.0,"648,0,0,1,0,0,,,,,"
628,628,I don't know,628.0,"649,0,0,0,0,0,,,,,"
629,629,How well buoyancy comes to mind,629.0,"650,1,0,0,0,0,,,,,"
630,630,Use a concentration calculator,630.0,"651,0,0,1,0,0,,,,,"
631,631,Evaporate the water to see how much salt comes out,631.0,"652,0,0,0,1,0,,,,,"
632,632,Use a concentration meter.,632.0,"653,1,0,0,0,0,,,,,"
633,633,Check the speed difference according to the concentration through chromatography.,633.0,"654,0,0,0,1,0,,,,,"
634,634,The molar concentration and molar concentration are used to compare,634.0,"655,1,0,0,0,0,,,,,"
635,635,Add eggs and compare how much eggs float on top.,635.0,"656,0,0,0,1,0,,,,,"
636,636,Compare the boiling point.,636.0,"657,0,0,0,1,0,,,,,"
637,637,Heat it up,637.0,"658,0,0,0,1,0,,,,,659,0,0,0,0,0,,,,,"
638,638,Concentration comparison,638.0,"660,1,0,0,0,0,,,,,"
639,639,I'm going to scoop up the eggs,639.0,"661,1,0,0,0,0,,,,,"
640,640,"Use molar concentration, molar concentration",640.0,"662,1,0,0,0,0,,,,,"
641,641,Add more salt and measure the amount of salt that is not dissolved.,641.0,"663,1,0,0,0,0,,,,,"
642,642,"The same solvent is prepared and dissolved to calculate the concentration. Alternatively, after preparing the same amount of solution, all water is evaporated to compare the remaining amount of solute.",642.0,"664,1,0,0,0,0,,,,,"
643,643,Determine the amount of salt that has been evaporated and melted.,643.0,"665,0,0,0,0,0,,,,,"
644,644,Check to see if the clip pops up,644.0,"666,0,0,0,1,0,,,,,"
645,645,Let's see. Sexy,645.0,"667,0,0,0,0,1,,,,,"
646,646,Drop the grapes into the water and see if they float or not.,646.0,"668,0,0,1,0,0,,,,,"
647,647,the color of water,647.0,"669,0,0,1,0,0,,,,,"
648,648,"""There are ways to see colors or transparency",648.0,"670,1,0,0,0,0,,,,,"
649,649,"""",649.0,"671,0,1,0,0,0,,,,,"
650,650,It is determined that the reaction from the other solution is strong.,650.0,"672,0,1,0,0,0,,,,,"
651,651,Evaporate and compare how much salt comes out,651.0,"673,0,1,0,0,0,,,,,"
652,652,Heat to evaporate only the beaker water to check the amount of salt remaining,652.0,"674,0,0,1,0,0,,,,,"
653,653,Compare the amount of salt by evaporating the water in salt water.,653.0,"675,0,0,0,0,1,,,,,"
654,654,Compare the colors. Measure the weight,654.0,"676,0,1,0,0,0,,,,,"
655,655,Compare the amount of salt remaining by evaporating all the water.,655.0,"677,0,1,1,0,0,,,,,"
656,656,Check the degree of transparency.,656.0,"678,0,0,1,0,0,,,,,"
657,657,I see that the salt has sunk.,657.0,"679,0,1,0,0,0,,,,,"
658,658,Look at the color,658.0,"680,0,0,1,0,0,,,,,"
659,659,I'm going to evaporate all the water,659.0,"681,1,0,0,0,0,,,,,"
660,660,The smell,660.0,"682,0,0,1,0,0,,,,,"
661,661,I'm going to get the smell it,661.0,"683,0,0,1,0,0,,,,,"
662,662,"See the color of the water. (If it's dark, it's dark.If it's light, it's light",662.0,"684,0,0,0,0,0,,,,,"
663,663,Check the electrical conductivity.,663.0,"685,0,0,0,0,0,,,,,"
664,664,"The salt water in the beaker is heated to evaporate all the water, and the quality of the salt is measured or the time it takes to decompose by treating the food with salt water.",664.0,"686,1,0,0,0,0,,,,,"
665,665,Seeing with your eyes,665.0,"687,1,0,0,0,0,,,,,"
666,666,Measure % concentration or molar concentration,666.0,"688,1,0,0,0,0,,,,,689,0,1,0,0,0,,,,,"
667,667,Measure the electrical conductivity.,667.0,"690,0,1,0,0,0,,,,,"
668,668,Use a percent concentration,668.0,"691,0,0,1,0,0,,,,,"
669,669,You can see the richness of salt water under a microscope.,669.0,"692,0,0,0,0,0,,,,,"
670,670,Measure the amount of water,670.0,"693,0,0,0,1,0,,,,,"
671,671,"Measure the molar concentration of ions in each beaker. Alternatively, the current flows to compare the strength of the current.",671.0,"694,1,0,0,0,0,,,,,"
672,672,Seeing with your eyes,672.0,"695,0,0,0,1,0,,,,,"
673,673,You can compare how much it floats with cherry tomatoes,673.0,"696,1,0,0,0,0,,,,,"
674,674,See the color.,674.0,"697,0,0,0,0,0,,,,,"
675,675,"Add the pigment to each beaker.And put them in the same graduated cylinder one by one.The more salt you add, the heavier it is, so you can compare it.",675.0,"698,1,0,0,0,0,,,,,"
676,676,observe with one's eyes,676.0,"699,1,0,0,0,0,,,,,"
677,677,It can be seen by the richness of the water in the beaker.,677.0,"700,1,0,0,0,0,,,,,"
678,678,Compare the colors,678.0,"701,0,0,1,0,1,,,,,"
679,679,"If Wook-joon dies after putting it in his body, it's salty, and if he doesn't die, it's less salty.",679.0,"702,1,0,0,0,0,,,,,"
680,680,"After weighing, subtract the weight of the beaker from the initial weight of the water and compare it.",680.0,"703,0,0,1,0,0,,,,,"
681,681,Soak eggshells in salt water.,681.0,"704,1,0,0,0,0,,,,,"
682,682,I'm going to add vegetables,682.0,"705,1,0,0,0,0,,,,,"
683,683,pick up vegetables,683.0,"706,1,0,0,1,0,,,,,"
684,684,Add vegetables.,684.0,"707,1,0,0,1,0,,,,,"
685,685,Pour it into a piece of paper and check,685.0,"708,1,0,0,1,0,,,,,"
686,686,Compare if the salt water is dark,686.0,"709,1,0,1,1,0,,,,,"
687,687,I'm going to try it,687.0,"710,1,0,0,1,0,,,,,"
688,688,Check the concentration by adding sodium chloride.,688.0,"711,0,1,1,0,0,,,,,"
689,689,Concentration measurement,689.0,"712,1,0,1,1,0,,,,,"
690,690,Weighing,690.0,"713,1,0,0,0,0,,,,,"
691,691,Evaporate the water and check the amount of salt left,691.0,"714,1,0,0,0,0,,,,,"
692,692,EvaporationMeasure the amount of salt left over by heating,692.0,"715,1,0,0,0,0,,,,,"
693,693,Concentration,693.0,"716,0,1,1,0,0,,,,,"
694,694,Eat.,694.0,"717,1,0,0,0,0,,,,,"
695,695,Bring to a boil and measure the amount of salt left,695.0,"718,1,0,0,0,0,,,,,719,1,0,0,0,0,,,,,"
696,696,"""Concentration meter",696.0,"720,1,0,0,1,0,,,,,"
697,697,"the mass of salt that has evaporated""",697.0,"721,0,0,1,0,0,,,,,"
698,698,Salinity meter,698.0,"722,1,0,0,1,0,,,,,"
699,699,Heat to determine the amount of salt,699.0,"723,0,0,1,1,1,,,,,"
700,700,Measure the concentration of salt,700.0,"724,0,1,0,0,0,,,,,"
701,701,Weighing,701.0,"725,0,0,1,0,0,,,,,"
702,702,Put it in the salt water concentration tester,702.0,"726,0,0,1,0,0,,,,,"
703,703,Use a sodium concentration machine,703.0,"727,0,0,0,0,0,,,,,"
704,704,I don't know salt water,704.0,"728,0,1,0,0,0,,,,,"
705,705,"Smell it, put it in your eyes.",705.0,"729,0,0,0,0,0,,,,,"
706,706,Weigh the salt water,706.0,"730,0,0,1,0,0,,,,,"
707,707,Add freshwater fish/eggs,707.0,"731,0,0,1,0,0,,,,,"
708,708,Place the eggs on top of the ABC beaker.,708.0,"732,0,1,0,0,0,,,,,"
709,709,"When heated, the amount of salt remains",709.0,"733,0,1,0,0,0,,,,,"
710,710,Check the amount of salt by evaporating water.,710.0,"734,0,1,0,0,0,,,,,"
711,711,a salinity meter,711.0,"735,0,1,0,0,0,,,,,"
712,712,"""Mixing at the same time and dissolving most quickly is a",712.0,"736,0,0,0,0,0,,,,,"
713,713,The second thing that is useful is b,713.0,"737,0,0,0,1,0,,,,,"
714,714,The third thing that dissolves is c,714.0,"738,0,1,1,0,0,,,,,"
715,715,The reason is that the dissolving time varies depending on the amount of salt,715.0,"739,0,1,0,0,0,,,,,"
716,716,See color.,716.0,"740,0,1,0,0,0,,,,,"
717,717,Measure the weight.,717.0,"741,0,0,0,1,0,,,,,"
718,718,Color or intuition (?),718.0,"742,0,0,0,0,0,,,,,"
719,719,Put something like a cherry tomato,719.0,"743,0,0,0,0,0,,,,,"
720,720,You can tell by oil(?) paper,720.0,"744,0,0,0,0,0,,,,,"
721,721,When cherry tomatoes come to mind by dropping them,721.0,"745,0,0,1,0,0,,,,,"
722,722,floating eggs,722.0,"746,0,1,0,0,0,,,,,"
723,723,Measure the weight.,723.0,"747,1,0,0,0,0,,,,,"
724,724,Try it. Calculate it. (Weight of salt / Salt water = Thickness),724.0,"748,0,1,0,0,0,,,,,749,1,0,0,0,0,,,,,"
725,725,"If the concentration of the solution is high, you can use a method that increases the buoyancy",725.0,"750,1,0,0,0,0,,,,,"
726,726,Use the formula to calculate the concentration of salt water and compare it.,726.0,"751,0,0,0,0,0,,,,,"
727,727,Add the tomatoes.,727.0,"752,1,0,0,0,0,,,,,"
728,728,Measure the weight.,728.0,"753,1,0,0,0,0,,,,,"
729,729,Look at the colors or float the cherry tomatoes,729.0,"754,1,0,1,0,0,,,,,"
730,730,"""It can be measured to be more translucent when viewed with the eyes.",730.0,"755,0,1,0,0,0,,,,,"
731,731,Add cherry tomatoes or eggs to measure the width of the egg/floating tomato.,731.0,"756,0,1,0,0,0,,,,,"
732,732,Weigh each beaker and measure it with a heavier one.,732.0,"757,0,0,1,1,0,,,,,"
733,733,"""",733.0,"758,0,1,0,0,0,,,,,"
734,734,"""It's translucent when you look at it with your eyes",734.0,"759,0,1,0,0,0,,,,,"
735,735,"And if you add eggs or cherry tomatoes, it becomes thicker.""",735.0,"760,1,0,0,0,0,,,,,"
736,736,Look at the color and the hydrometer. Measure by adding quail eggs to float or sink.,736.0,"761,1,0,0,0,0,,,,,"
737,737,"The higher the thickening of salt water, the higher the thickening of tomatoes, or the comparison of the color of salt water can be found",737.0,"762,1,0,0,0,0,,,,,"
738,738,I'm not using a concentrator to check and heat to compare more crystals to fill two lines,738.0,"763,0,1,0,0,0,,,,,"
739,739,Look at the color of the salt and the hydrometer.It can also be compared by floating or sinking quail eggs.,739.0,"764,0,1,0,0,0,,,,,"
740,740,Put an egg in salt water to compare whether it floats or not.,740.0,"765,0,1,0,0,0,,,,,"
741,741,"""When you go to the sea, your body floats because there's salt in the sea",741.0,"766,1,0,0,0,0,,,,,"
742,742,"It floats. When you compare thickness, you put an object in it and when it floats high,",742.0,"767,0,1,0,0,0,,,,,"
743,743,"The salt is thick, and when it sinks, it's little or no.""",743.0,"768,0,0,0,0,0,,,,,"
744,744,Put things in to check if they float well or sink well.,744.0,"769,1,0,0,0,0,,,,,"
745,745,We can compare that there will be more crystals by checking with a concentration meter and applying heat.,745.0,"770,1,0,0,0,0,,,,,"
746,746,Check if the cherry tomatoes are floating or not,746.0,"771,1,0,1,0,0,,,,,"
747,747,"When you go to the sea, your body floats when the salt water is strong",747.0,"772,0,0,1,0,0,,,,,"
748,748,Put cherry tomatoes in a beaker to classify the richness of salt water.,748.0,"773,0,0,0,0,0,,,,,"
749,749,"If you use a flag or look at the color, there is a lot of salt, and if it is soft, there is not much salt. And put a light object to see if it floats.",749.0,"774,0,0,1,0,0,,,,,"
750,750,The ratio of salt water can be compared between high and low.,750.0,"775,1,1,0,0,0,,,,,"
751,751,"Put things in A, B, and C beakers and put them in (the better they float, the darker they are, the lighter they are) Compare the colors (the darker the water, the lighter the water is)",751.0,"776,0,1,0,0,0,,,,,"
752,752,"Compare by color, compare by taste, use simple non-critical",752.0,"777,0,0,0,0,0,,,,,"
753,753,Check the remaining salt,753.0,"778,1,0,0,0,0,,,,,779,0,0,0,0,0,,,,,"
754,754,Compare the concentrations,754.0,"780,0,0,0,0,0,,,,,"
755,755,Compare the concentrations,755.0,"781,0,0,1,0,0,,,,,"
756,756,I don't know.,756.0,"782,0,1,0,0,0,,,,,"
757,757,I'm going to boil it,757.0,"783,0,0,0,0,0,,,,,"
758,758,I don't understand.,758.0,"784,0,1,0,0,0,,,,,"
759,759,Reactivity with concentration meter salt and semi-reactive chemicals,759.0,"785,1,0,0,0,0,,,,,"
760,760,Use the following formula for concentration of salt water.,760.0,"786,0,0,1,0,0,,,,,"
761,761,Dry it and check the amount of salt,761.0,"787,1,0,0,0,0,,,,,"
762,762,Determine the amount of salt left by evaporating.,762.0,"788,1,0,0,0,0,,,,,"
763,763,Determine the amount of salt left by evaporating.,763.0,"789,0,0,0,0,0,,,,,"
764,764,Heat it up.,764.0,"790,1,0,0,0,0,,,,,"
765,765,Check the temperature.,765.0,"791,0,0,0,0,0,,,,,"
766,766,"""Compare the richness of the colors.",766.0,"792,0,0,0,0,0,,,,,"
767,767,"""",767.0,"793,1,0,0,0,0,,,,,"
768,768,"""Compare the amount of salt in it",768.0,"794,0,0,0,0,0,,,,,"
769,769,"Check the boiling point and melting point""",769.0,"795,0,1,0,0,0,,,,,"
770,770,Heat it up.,770.0,"796,0,0,0,0,0,,,,,"
771,771,Boil salt water and evaporate to determine the amount of salt.,771.0,"797,0,1,0,0,0,,,,,"
772,772,I'm going to make an observation,772.0,"798,0,1,1,0,0,,,,,"
773,773,I don't know,773.0,"799,0,0,0,0,0,,,,,"
774,774,I don't know.,774.0,"800,0,0,0,0,0,,,,,"
775,775,It's far away!,775.0,"801,1,0,0,0,0,,,,,"
776,776,Concentration measurement,776.0,"802,0,1,0,0,0,,,,,"
777,777,Compare the amount by evaporating water,777.0,"803,1,0,0,0,0,,,,,"
778,778,Add eggs,778.0,"804,0,1,0,0,0,,,,,"
779,779,Bring salt to a boil,779.0,"805,0,1,0,0,0,,,,,"
780,780,I'm going to add eggs,780.0,"806,0,1,0,0,0,,,,,"
781,781,floating eggs,781.0,"807,0,1,1,0,0,,,,,"
782,782,Just follow your gut,782.0,"808,0,1,0,0,0,,,,,809,0,1,0,1,0,,,,,"
783,783,I'm going to scoop up the raw eggs,783.0,"810,0,1,0,0,0,,,,,"
784,784,Add eggs and compare how much it floats,784.0,"811,0,0,0,0,0,,,,,"
785,785,Add eggs or measure the concentration with a machine,785.0,"812,0,1,0,0,0,,,,,"
786,786,the amount of salt that has sunk,786.0,"813,0,1,0,0,1,,,,,"
787,787,"Take a certain amount of water, evaporate it, and find the remaining amount of salt.",787.0,"814,0,1,1,0,0,,,,,"
788,788,Differentiate the concentration of colors or compare the boiling point,788.0,"815,0,1,0,0,0,,,,,"
789,789,Check the amount of salt left by evaporating.,789.0,"816,1,1,0,0,0,,,,,"
790,790,Pour the same amount of salt water and dry it in the sun. The large amount of salt remaining is the concentrated salt water.,790.0,"817,1,0,0,1,0,,,,,"
791,791,"To compare the massUse a density difference. The highest density goes down and the lowest density goes up.(Layers are formed, water is not mixed)",791.0,"818,0,0,0,0,0,,,,,"
792,792,Add eggs,792.0,"819,1,0,0,0,0,,,,,"
793,793,Wait until the water evaporates and compare the amount of salt.,793.0,"820,0,0,0,0,0,,,,,"
794,794,Determine the saturation by evaporating some of the water.,794.0,"821,1,0,0,0,0,,,,,"
795,795,Lower the temperature and compare the time of deposition first.,795.0,"822,1,0,0,0,0,,,,,"
796,796,"Electrical conductivity measurement, density measurement",796.0,"823,0,0,0,0,0,,,,,"
797,797,Weigh by evaporating,797.0,"824,0,0,1,0,0,,,,,"
798,798,Measure the conductivity.,798.0,"825,1,0,0,0,0,,,,,"
799,799,"I'm going to scoop out the eggs. If the concentration is high, there will be a lot of crab eggs.",799.0,"826,1,0,0,0,0,,,,,"
800,800,Measure electrical conductivity or density.,800.0,"827,0,0,1,0,0,,,,,"
801,801,"Check electrical conductivity, buoyancy, boiling point, etc.",801.0,"828,1,0,0,0,0,,,,,"
802,802,"Measurement of boiling point, electrical conductivity, freezing point",802.0,"829,0,0,1,0,0,,,,,"
803,803,Measure the electrical conductivity,803.0,"830,1,0,0,0,0,,,,,"
804,804,"Measure the boiling point. Electrical conductivity, freezing point",804.0,"831,0,0,0,0,0,,,,,"
805,805,Compare the density or the amount of salt left by evaporating water,805.0,"832,0,0,1,0,0,,,,,"
806,806,Let's lower the temperature,806.0,"833,1,0,0,0,0,,,,,"
807,807,osmosis,807.0,"834,0,0,0,1,0,,,,,"
808,808,Measurement of electrical conductivity or density,808.0,"835,1,0,0,0,0,,,,,"
809,809,and so on,809.0,"836,0,0,0,1,0,,,,,"
810,810,I don't understand.,810.0,"837,1,0,0,0,0,,,,,"
811,811,Using a concentration measuring machine,811.0,"838,0,0,0,0,0,,,,,839,0,0,1,0,0,,,,,"
812,812,Check by evaporating water,812.0,"840,1,0,0,0,0,,,,,"
813,813,Check the acidity,813.0,"841,0,0,0,0,0,,,,,"
814,814,Let's evaporate all the water.,814.0,"842,0,0,0,1,0,,,,,"
815,815,Weighing,815.0,"843,0,0,1,0,0,,,,,"
816,816,Calculate the concentration,816.0,"844,1,0,0,0,0,,,,,"
817,817,I'm going to scoop up the eggs.,817.0,"845,1,0,0,0,0,,,,,"
818,818,Float eggs or use semipermeable film.,818.0,"846,0,0,0,0,0,,,,,"
819,819,Check using indicators.,819.0,"847,0,0,0,0,0,,,,,"
820,820,"Use pigments to make different colors of a, b, and c beakers, and then make cocktails using density differences.",820.0,"848,1,0,0,0,0,,,,,"
821,821,Measure the acidity.,821.0,"849,0,0,0,1,0,,,,,"
822,822,I don't know.,822.0,"850,0,0,0,1,0,,,,,"
823,823,"Compare the mass of salt water in the same volume. The higher the mass, the higher the concentration.",823.0,"851,1,0,0,0,0,,,,,"
824,824,To measure with osmotic press,824.0,"852,1,0,0,0,0,,,,,"
825,825,Compare the amount of salt that evaporates water.,825.0,"853,1,0,0,0,0,,,,,"
826,826,Use scientific tools to filter out salt,826.0,"854,1,0,0,0,0,,,,,"
827,827,Evaporate the water.,827.0,"855,0,0,0,1,0,,,,,"
828,828,Use a concentration meter to compare the thickness. Heat salt water to compare the amount of salt remaining.,828.0,"856,0,0,0,1,0,,,,,"
829,829,Compare electrical conductivity.,829.0,"857,0,1,0,0,0,,,,,"
830,830,Salt water that conducts electricity is thicker.,830.0,"858,0,0,0,0,0,,,,,"
831,831,I'm going to scoop out the eggs,831.0,"859,1,0,0,0,0,,,,,"
832,832,Compare the amount of salt left by evaporating water.,832.0,"860,1,0,0,0,0,,,,,"
833,833,"Each object having the same density as the density of salt water contained in the B beaker is placed in the A B beaker and compared. The strong salt water means that the amount of salt contained in the same amount of water is large, which means that the density of salt water is high. So if you put the object in C, it will float, and if you put it in A, it will sink.",833.0,"861,1,0,0,0,0,,,,,"
834,834,Heat all the water in the beaker to compare the amount of salt.,834.0,"862,1,0,0,0,0,,,,,"
835,835,Comparison of amount of salt detected by boiling,835.0,"863,1,0,0,0,0,,,,,"
836,836,"Experiment is conducted to deposit salt by evaporating water by heating the beaker. The beaker is the one with the highest thickening, in which salt is first deposited.",836.0,"864,0,0,0,1,0,,,,,"
837,837,"First, one way is to divide the amount of salt added by the amount of solution. If the amount of salt is divided by the amount of solution, the answer is in the form of free water in which the amount of salt in the solution is less than 1 and greater than 0. Therefore, the larger these values, the greater the intensity of salt water, and the smaller the value, the smaller the intensity of salt water. The second method is to compare the amount of salt produced by adjusting the amount of water in a, b, and c beaker to the same temperature. A degree to which a solute is dissolved in the solution is proportional to the temperature and the amount of the solution, so if the amount of the solution is the same and the temperature is cooled, salt is deposited in a supersaturated state. The higher the amount of salt deposited here, the more salt is contained in the solution, and the thicker the salt water is.",837.0,"865,1,0,0,0,0,,,,,"
838,838,"""I think we can take advantage of the difference in the amount of salt dissolved in each beaker of A, B and C. If you heat A, B, and C to increase the temperature and vaporize the water, and compare the amount of salt remaining, you can see that the salt water is thick. I think you can use osmotic pressure. The salt water at that concentration is high, and it will be transferred to the concentration of salt water, so we can divide A, B, and C and compare which direction each salt water moves.",838.0,"866,1,0,0,0,0,,,,,"
839,839,"""",839.0,"867,0,0,1,0,0,,,,,"
840,840,Look at the color. It evaporates.,840.0,"868,0,0,1,0,0,,,,,869,0,0,0,1,0,,,,,"
841,841,"Dissolve all the solutes in the solvent and equalize the amount of the solution. And use an alcohol lamp to evaporate all of them, leaving only salt. At this time, the higher the amount of salt, the darker the residue of salt water.",841.0,"870,0,1,0,0,0,,,,,"
842,842,It can be seen that the salt is not completely dissolved and the substance floating on top is thicker. (I don't know... [Crying],842.0,"871,1,0,0,0,0,,,,,"
843,843,"As a method for comparing the richness of salt water in A, B, and C beakers, the amount of salt crystals remaining by evaporating all the water is compared. Since the concentration of salt water depends on the amount of salt crystals dissolved in the same amount of water, the richness of salt water can be compared by measuring and comparing the amount of salt crystallized by evaporating all water.",843.0,"872,0,0,0,0,0,,,,,"
844,844,"To compare the richness of salt water in A, B, and C beakers, a method other than tasting is to compare the richness by evaporating salt water by applying hot heat to check the salt grains.",844.0,"873,0,1,0,0,0,,,,,"
845,845,"Heat A, B, and C beakers respectively to record the boiling point and compare them. Because the higher the concentration, the higher the boiling point due to the rise in the boiling point. In addition, the concentration of salt water can be compared by evaporating all of the water from the A, B, and C beakers and comparing the amount of salt remaining at the end. Finally, the current flows through the A, B, and C beakers and compares the strength of the current. Salt is an electrolyte, so the more it melts, the stronger the current will flow.",845.0,"874,0,1,0,0,0,,,,,"
846,846,"In order to compare thickness, let's evaporate and distinguish the amount of crystals",846.0,"875,0,0,1,0,0,,,,,"
847,847,"By lowering the temperature of the salt water, the solubility is reduced, and the salt is deposited again in the water. When you float an item, the one that floats the most is the one with the highest concentration.",847.0,"876,0,0,1,0,0,,,,,"
848,848,"Color, density, smell",848.0,"877,0,0,1,0,0,,,,,"
849,849,"Each beaker has a different thickness of salt water. This means that there are more sodium ions and chlorine ions, which are components of salt. Here, the flow of current to each beaker will result in less resistance to more beakers than fewer beakers, allowing the thickening of salt water to be compared.",849.0,"878,0,0,1,0,0,,,,,"
850,850,"The more salty beakers, the greater the density size. Buoyancy increases as the density increases, when objects such as eggs and coins are added to compare the degree to which the object floats, the strength of salt water in A, B, and C beakers can be compared.",850.0,"879,0,0,1,0,0,,,,,"
851,851,I'm sorry.,851.0,"880,1,0,0,0,0,,,,,"
852,852,"First of all, it can be used that the density varies depending on the concentration. Therefore, you can put boiled eggs in salt water and compare them to the height at which the eggs are floating. Second, it can be compared through osmotic pressure depending on the concentration. Put the osmotic membrane in the U-shaped tube, and put different solutions on both sides. Then, water moves according to the concentration by osmotic pressure, and water, which is a solvent, moves from a low concentration to a high concentration. Finally, it can be confirmed by comparing the mass in salt water of the same volume using the first different densities described.",852.0,"881,0,0,0,0,0,,,,,"
853,853,I'm going to add cherry tomatoes,853.0,"882,0,0,1,0,0,,,,,"
854,854,I don't know.,854.0,"883,0,0,1,0,0,,,,,"
855,855,Calculate the concentration by the formula and compare who has the highest concentration.,855.0,"884,0,0,0,0,0,,,,,"
856,856,I'm going to scoop out the cherry tomatoes.,856.0,"885,0,0,1,0,0,,,,,"
857,857,I'm going to float the tomatoes.,857.0,"886,0,0,1,0,0,,,,,"
858,858,"Find the weight of salt water with salt, divide the salt water by the amount of salt, multiply by 100, and find the concentration and compare.",858.0,"887,0,0,1,0,0,,,,,"
859,859,Let's float the cherry tomatoes.,859.0,"888,0,0,0,1,0,,,,,"
860,860,We can use the formula to determine the thickness.,860.0,"889,0,0,1,0,0,,,,,"
861,861,I'm going to float the tomatoes.,861.0,"890,0,0,1,0,0,,,,,"
862,862,M and D,862.0,"891,0,0,1,0,0,,,,,"
863,863,Use a percentage to obtain.,863.0,"892,0,0,1,0,0,,,,,"
864,864,Place eggs or cherry tomatoes on top,864.0,"893,0,0,1,0,0,,,,,"
865,865,Check the color change in the face beaker.,865.0,"894,0,0,1,0,0,,,,,"
866,866,Run an egg.,866.0,"895,0,0,0,0,0,,,,,"
867,867,Maybe we should look at the color? Maybe there's another way.,867.0,"896,0,0,0,1,0,,,,,"
868,868,Add eggs to the salt water,868.0,"897,1,0,0,0,0,,,,,"
869,869,I don't know.,869.0,"898,0,0,0,0,0,,,,,899,1,0,0,0,0,,,,,"
870,870,Use the formula to find the concentration,870.0,"900,0,0,0,0,0,,,,,"
871,871,Compare each with a ball in the water,871.0,"901,0,0,0,0,0,,,,,"
872,872,Add eggs to the salt water,872.0,"902,0,0,0,1,0,,,,,"
873,873,How thick it is,873.0,"903,0,0,0,0,0,,,,,"
874,874,Calculate the concentration,874.0,"904,0,0,1,0,0,,,,,"
875,875,Add eggs,875.0,"905,1,0,0,0,0,,,,,"
876,876,I'm going to add a cherry tomato,876.0,"906,0,0,0,1,0,,,,,"
877,877,Experiment,877.0,"907,1,0,0,0,0,,,,,"
878,878,Compare the amount of salt,878.0,"908,0,0,0,1,0,,,,,"
879,879,Weight (mass) is measured,879.0,"909,0,0,0,0,1,,,,,"
880,880,See color.,880.0,"910,1,0,0,0,0,,,,,"
881,881,Look.,881.0,"911,0,0,0,1,1,,,,,"
882,882,I'm going to scoop the egg,882.0,"912,0,0,0,1,0,,,,,"
883,883,I'm going to scoop up the eggs.,883.0,"913,0,0,0,0,0,,,,,"
884,884,Let's run on strawberries,884.0,"914,0,0,0,0,0,,,,,"
885,885,I'm going to scoop up the eggs.,885.0,"915,0,0,0,0,0,,,,,"
886,886,Colors,886.0,"916,0,0,1,0,0,,,,,"
887,887,Compare colors.,887.0,"917,1,0,0,1,0,,,,,"
