,Unnamed: 0,"4. Hyunjin went to the swimming pool with his friends on a hot summer day. When I came out for a while after swimming excitedly with my friends, my body suddenly trembled and felt cold. Why did Hyunjin feel nervous and cold when he came out of the water even though it was a hot summer day? Let's talk about changes in the state of matter.",Unnamed: 0,", q59_evaporation, q59_heat, q59_vaporization, q59_cold"
611,611,Hyunjin felt cold because his body temperature was absorbed by the heat of vaporization in which the water on his body evaporates.,611.0,"632,1,0,1,0"
612,612,This is because the water dries and absorbs heat to lower body temperature.,612.0,"633,1,0,0,0"
613,613,This is because water evaporates and absorbs heat from vaporization to deprive the body of heat.,613.0,"634,1,1,0,0"
614,614,This is because water vaporizes and absorbs heat.,614.0,"635,0,0,1,0"
615,615,The body feels cold because the water vaporizes into water vapor and an endothermic reaction occurs.,615.0,"636,1,0,1,0"
616,616,"Since the water on the body vaporizes into water vapor and absorbs the heat of vaporization, the body feels cold by absorbing the heat of the body.",616.0,"637,1,0,1,0"
617,617,Take the heat away,617.0,"638,1,0,1,0"
618,618,It feels cold because water vaporizes and flies away with heat from the wet body.,618.0,"639,1,0,1,0"
619,619,"As the water evaporates, the temperature drops",619.0,"640,1,1,0,0"
620,620,absorption of heat of vaporization,620.0,"641,1,1,0,0"
621,621,Water on the body evaporates and takes away body temperature. So I feel cold.,621.0,"642,1,1,0,0"
622,622,This is because the water on the body evaporated. It gives off heat when vaporization takes place.,622.0,"643,1,1,0,0"
623,623,"This is because water evaporated in the body, absorbing heat, and vaporizing it.",623.0,"644,0,0,0,0"
624,624,a sharp drop in body temperature due to water,624.0,"645,1,1,0,0"
625,625,The body temperature was lowered because the water evaporated and took away the body temperature.,625.0,"646,0,0,0,0"
626,626,"Water in the body evaporates, and energy is needed to jump from liquid to gas But I feel cold because the heat around me takes away that energy.",626.0,"647,1,1,0,0"
627,627,This is because water evaporates as it comes out of the water and takes away heat from the body.,627.0,"648,0,0,0,0"
628,628,It vaporizes from water to water vapor and absorbs heat of vaporization. Heat escapes from the body.,628.0,"649,1,1,0,0"
629,629,"As the liquid water attached to the body evaporated, it absorbed the heat around it and took away the heat from the body, making it feel cold.",629.0,"650,1,0,0,0"
630,630,"This is because when moisture evaporates, it takes away heat from the surface of the skin.",630.0,"651,1,0,0,0"
631,631,"When water turns into water vapor, it absorbs heat",631.0,"652,1,1,0,0"
632,632,This is because water absorbs heat of vaporization as it evaporates into water vapor.,632.0,"653,0,0,0,0"
633,633,absorption of heat of vaporization,633.0,"654,1,1,0,0"
634,634,"Water vaporizes by phase change, but vaporization is an endothermic reaction, so the body feels cold.",634.0,"655,0,0,0,0"
635,635,"This is because water in the body absorbs heat of vaporization as it becomes gas in a liquid state, taking away the heat around it and lowering the temperature of the body.",635.0,"656,1,1,0,0"
636,636,"As Hyunjin's water evaporates, the temperature of the surrounding area, that is, Hyunjin's body, decreases because it absorbs vaporized heat from the surrounding area.",636.0,"657,1,1,0,0"
637,637,Absorbs vaporizing energy when the state changes from liquid to gas,637.0,"658,1,1,0,0659,1,0,0,0"
638,638,Water vaporizes and takes in heat.,638.0,"660,0,0,0,0"
639,639,"Water changes state from liquid to gas, which is an endothermic process that absorbs ambient heat. Therefore, Hyunjin's body temperature is lowered.",639.0,"661,1,0,0,0"
640,640,Body temperature drops due to heat absorption as sweat vaporizes,640.0,"662,1,1,0,0"
641,641,This is because water evaporates and absorbs heat from the body.,641.0,"663,1,1,0,0"
642,642,"The water on the body vaporizes into water vapor due to the hot weather, and since an endothermic reaction takes away the body's heat during vaporization, the body temperature decreases and feels cold.",642.0,"664,1,1,0,0"
643,643,Absorbs heat of vaporization when vaporized from water to water vapor,643.0,"665,1,0,0,0"
644,644,"As the water dried up, the heat from the body was released together.(Emission of Evaporative Heat)",644.0,"666,1,0,1,0"
645,645,Water evaporates and takes away heat from the body.,645.0,"667,1,0,0,0"
646,646,"When water evaporates, the enthalpy of the internal material increases due to a change in state. That is, since heat is absorbed from the surroundings, the surrounding temperature is lowered.",646.0,"668,1,0,0,0"
647,647,"As the water dries, the body feels trembling and cold because it is used to dry the body temperature by vaporization heat.",647.0,"669,1,1,0,0"
648,648,"When water vaporizes, it absorbs heat, so the body shakes and feels cold.",648.0,"670,1,0,0,0"
649,649,This is because the water in the body evaporates and takes the heat around the body,649.0,"671,1,1,0,0"
650,650,"Dry water on the body means that water evaporates, and when vaporized into a substance, the body feels cold because it absorbs heat from the surrounding area.",650.0,"672,1,1,0,0"
651,651,The water evaporated and drained the heat.,651.0,"673,0,0,0,1"
652,652,"As the water dried up, it took away the heat from the surroundings.",652.0,"674,1,1,0,0"
653,653,This is because the water attached to the body evaporated and the body temperature dropped.,653.0,"675,1,0,1,0"
654,654,"As the water dries, I carry the heat from my body",654.0,"676,1,1,0,0"
655,655,Because the water was cold.,655.0,"677,1,0,1,0"
656,656,This is because the water takes away my body temperature as it dries.,656.0,"678,1,0,1,0"
657,657,This is because the water gets cold as it meets the air.,657.0,"679,0,0,0,0"
658,658,This is because the water takes away the body's heat as it evaporates.,658.0,"680,1,1,0,0"
659,659,Don't know,659.0,"681,1,0,1,0"
660,660,"The body temperature goes down because the water in the body changes into a gas and evaporates, and at the same time, it takes away the body's heat.",660.0,"682,1,1,0,0"
661,661,Because the water dries and it's cold?,661.0,"683,0,1,0,0"
662,662,"Because the water dries up and releases heat,",662.0,"684,1,1,0,0"
663,663,The liquid on the body evaporated and the heat was taken away.,663.0,"685,1,1,0,0"
664,664,I'm already used to the water,664.0,"686,1,0,0,0"
665,665,"When the water dries, it evaporates like the heat in the body",665.0,"687,1,1,0,0"
666,666,The water is drained and the temperature is lowered.,666.0,"688,1,0,0,0689,1,0,1,0"
667,667,"This is because the water on the surface of the body receives solar heat from outside the water and evaporates, taking away the body's temperature.",667.0,"690,1,0,1,0"
668,668,This is because water in the body evaporates and takes heat from the body together.,668.0,"691,1,1,0,0"
669,669,"This is because the water on Hyun-jin's body vaporizes to form water vapor, removing heat from the body.",669.0,"692,1,0,1,0"
670,670,The body temperature evaporates into water and becomes cold.,670.0,"693,1,1,0,0"
671,671,sublimation fever,671.0,"694,0,0,0,0"
672,672,"As the water dries, it evaporates and flies away with heat",672.0,"695,1,1,1,0"
673,673,"As the water disappears, I take my body temperature",673.0,"696,1,0,1,0"
674,674,This is because water turns into gas and takes away the temperature.,674.0,"697,1,1,1,0"
675,675,This is because water in the body evaporates and takes away heat.,675.0,"698,1,1,0,0"
676,676,The temperature of the body dropped significantly because water evaporated in a frame where water was equal to its own temperature,676.0,"699,1,1,0,0"
677,677,Because the water on your body evaporates and absorbs the heat around you,677.0,"700,0,1,0,0"
678,678,The water is dry,678.0,"701,1,0,0,0"
679,679,This is because the condition of the water on the body has changed.,679.0,"702,1,0,0,0"
680,680,The water in the body vaporizes and takes away the heat from the body.,680.0,"703,0,0,0,0"
681,681,I think the water in his body turned into gas and lowered the temperature around him,681.0,"704,1,1,0,0"
682,682,"As the water dried up, the liquid water evaporated and turned into gas, and the temperature of our bodies flew away.",682.0,"705,0,0,0,0"
683,683,This is because the water in the body vaporized as it came out and took away the heat in the body.,683.0,"706,0,0,0,0"
684,684,a difference in temperature difference,684.0,"707,1,1,0,0"
685,685,The temperature dropped because the water vaporized.,685.0,"708,1,1,0,0"
686,686,This is because water absorbs heat of vaporization as it evaporates.,686.0,"709,1,1,0,0"
687,687,This is because the water on the body evaporates and takes away the body's temperature.,687.0,"710,1,1,0,0"
688,688,"As water turns into gas, the heat of vaporization absorbs the heat around it and the ambient temperature decreases, so it feels cold.",688.0,"711,1,0,0,0"
689,689,This is because the heat in Hyunjin's body was used as vaporization heat as the liquid water on the surface of Hyunjin's body evaporated (changed into gas).,689.0,"712,0,0,0,0"
690,690,"This is because as water increases, heat energy changes to potential energy and takes away heat from the body.",690.0,"713,1,0,0,0"
691,691,"In order for water to dry, the water in the body needs to evaporate, but when evaporating, the heat in the body is attracted and dried together, so the positional energy when evaporating requires heat energy.",691.0,"714,1,0,0,0"
692,692,"As the water molecules on the surface of Hyunjin's skin came out of the water and vaporized by absorbing the heat from Hyunjin's body and air, his body was cold and trembling when Hyunjin came out of the water.When the temperature is formed, the water turns into water vapor and evaporates, and the reason why the water is shaking and cold is because the water takes away heat from the body to evaporate into water vapor is that the body loses heat.",692.0,"715,0,1,0,0"
693,693,"This is because when the water attached to the body came out, it vaporized and took away the heat from Hyunjin's body.",693.0,"716,0,0,0,1"
694,694,"Our body temperature drops because the water evaporates and takes away the heat from my body. Therefore, the body trembles and feels cold.",694.0,"717,0,0,0,1"
695,695,"This is because when the water from swimming comes out of the swimming pool, it evaporates and absorbs heat from the body.",695.0,"718,1,1,0,0719,1,0,1,0"
696,696,"When water droplets on the surface of the body evaporate into the air, they fly away absorbing the body's thermal energy, so the overall temperature of the body decreases and feels cold.",696.0,"720,1,1,0,0"
697,697,"As you come out while swimming, the water gets into contact with the air, and the water has the property of evaporating. At this time, the body must have felt trembling and cold because the water evaporated and took our body temperature together.",697.0,"721,1,0,0,0"
698,698,"As the water dries, it draws heat from our bodies and uses it to evaporate, so our bodies feel cold.",698.0,"722,1,0,0,0"
699,699,"Water droplets in the body evaporate and turn into gases, and when a liquid changes into a gas, the molecular state becomes more active, resulting in an endothermic reaction that absorbs surrounding heat. Therefore, Hyunjin feels cold because the water droplets absorb the heat around Hyunjin.",699.0,"723,1,1,0,0"
700,700,"When Hyunjin comes out while swimming, the moisture in Hyunjin's body dries up and becomes gas. At this time, when water is converted into gas, it absorbs energy, so it feels cold because the temperature is lowered.",700.0,"724,0,0,0,0"
701,701,"As the water on the surface of the body evaporates, it takes away the heat from our body, so it feels cold when the water dries",701.0,"725,0,0,0,1"
702,702,"This is because when it comes out of the water, the water on the body vaporizes and absorbs heat from vaporization from the body.",702.0,"726,1,1,0,0"
703,703,"When the water on the body comes out of the liquid state, it changes into a gaseous state, which is water vapor. At this time, energy is needed in the process of changing from a liquid to a gas, and it is cold when the water dries because the body's heat is taken away.",703.0,"727,0,0,0,1"
704,704,"Matter absorbs or releases heat when conditions change. So my body temperature will be lower than before because I release heat. So you can't adapt well, and you've lost your temperature, so you'll feel nervous and cold.",704.0,"728,0,0,0,0"
705,705,"First of all, in order to understand this phenomenon, you must be well aware of the change in the state of water. It is said that water vaporizes when it becomes gas in a liquid, and vaporization is an endothermic reaction. Heat is absorbed when vaporization occurs. Therefore, water vaporizes by taking Hyunjin's body temperature. Hyunjin felt cold because he was deprived of heat.",705.0,"729,1,1,0,0"
706,706,This is because water absorbs heat when vaporized into a liquid.,706.0,"730,0,0,0,0"
707,707,"The reason why the temperature of the body decreases in the process of vaporizing water on the body (evaporation) is that heat absorption occurs during this process. In order for liquid water to turn into vapor, which is a gas, a high temperature is required, so when the temperature of the body is taken away and vaporized, the body loses heat energy and feels cold.",707.0,"731,0,0,0,1"
708,708,It's because the water dries up and takes away the warmth of your body,708.0,"732,0,0,0,1"
709,709,It's because water evaporates and takes away heat,709.0,"733,1,0,0,0"
710,710,The water took away the temperature,710.0,"734,1,0,1,0"
711,711,Water boiled off.,711.0,"735,1,0,1,0"
712,712,Liquid water needs heat to vaporize into water vapor because it uses heat in the body.,712.0,"736,0,0,0,0"
713,713,Science,713.0,"737,1,1,0,0"
714,714,This is because water evaporates and takes the body temperature together.,714.0,"738,1,1,0,0"
715,715,This is because the temperature of the body suddenly increased.,715.0,"739,0,0,0,0"
716,716,I don't know.,716.0,"740,0,0,0,1"
717,717,This is because the body temperature has decreased as the water dries.,717.0,"741,0,0,0,0"
718,718,Body temperature drops as water evaporates,718.0,"742,1,0,0,0"
719,719,The water evaporates and takes away your body temperature,719.0,"743,1,0,0,0"
720,720,"Because when water vaporizes, it takes away the heat around it",720.0,"744,1,0,0,0"
721,721,My body gets cold as the water dries,721.0,"745,1,0,0,0"
722,722,I know...,722.0,"746,0,0,0,0"
723,723,It is cold because it also takes the body temperature when water evaporates.,723.0,"747,1,1,0,0"
724,724,It is cold when the water evaporates,724.0,"748,1,0,0,0749,0,0,0,0"
725,725,It's because my body temperature went down,725.0,"750,0,0,0,1"
726,726,"Originally, it was in cool water, but the temperature suddenly changed, so the body could not withstand the sudden temperature change and felt cold.",726.0,"751,1,0,0,0"
727,727,due to a sudden change in miscibility,727.0,"752,0,0,0,0"
728,728,"As the cold water on the body dries up, it takes out the warmth from the body, which causes the body temperature to drop. So I feel cold.",728.0,"753,1,0,0,0"
729,729,It's because the water turns into water vapor and absorbs heat,729.0,"754,0,0,0,0"
730,730,The water evaporated because it took HYUNJIN's heat,730.0,"755,0,1,0,0"
731,731,This is because the body temperature dropped as the water dried up.,731.0,"756,0,0,0,0"
732,732,"The water droplets on your skin evaporate,",732.0,"757,1,1,0,0"
733,733,It's because the water on the surface of my body cools down and takes away the heat from my body,733.0,"758,1,1,0,0"
734,734,This is because the water on the body dispersed the heat in our bodies.,734.0,"759,1,1,0,0"
735,735,"Because the temperature inside the water is low, the body can't adjust when it suddenly comes to a high temperature",735.0,"760,1,0,0,0"
736,736,This is because the temperature of the water attached to the body changed into gas.,736.0,"761,1,0,0,0"
737,737,Because of the difference in temperature between water and water,737.0,"762,1,1,0,0"
738,738,"Water boils slowly because of its low specific heat, so the temperature of the water is low during the day.",738.0,"763,0,0,0,0"
739,739,"When the water dries, it evaporates (sublimates) and takes away heat and becomes gas in liquid.",739.0,"764,0,0,0,0"
740,740,It's because the body wet with air and water met,740.0,"765,1,1,0,0"
741,741,Because of the sharp temperature difference.,741.0,"766,0,0,0,0"
742,742,"I was in a cold place and my body got used to the cold, but suddenly I came out to a hot place and my body couldn't",742.0,"767,1,0,0,0"
743,743,"As the water remains in the body and dries, the water in the body drops the temperature in the body, and even if the hot temperature is outside, the lingering feeling of the water remains.",743.0,"768,0,0,0,0"
744,744,"This is because when water evaporates, it absorbs the heat around it and evaporates into that heat.",744.0,"769,1,1,0,0"
745,745,It is because the water changed state and changed into gas and absorbed heat,745.0,"770,0,0,0,0"
746,746,The reason is that Hyunjin's temperature has been reduced to swimming pool water,746.0,"771,0,0,0,1"
747,747,"When in water, it is stable because it is similar to the temperature of water, but when you go outside, the water vaporizes and takes away heat from your body, so hypothermia occurs.",747.0,"772,0,0,0,0"
748,748,This is because water evaporated and flew from liquid to gas into the air to take away heat from the body.,748.0,"773,1,1,0,0"
749,749,The water is going to take its temperature,749.0,"774,0,0,0,1"
750,750,"The temperature of the water and the temperature outside are different, and when the wind blows from outside, the body temperature suddenly drops.",750.0,"775,0,0,0,1"
751,751,This is because water and moisture on the body disperse heat in the body and lower body temperature,751.0,"776,0,0,0,0"
752,752,The water dries up and the body temperature goes down.,752.0,"777,1,0,0,0"
753,753,Isn't it common sense that the water is cold when it dries?,753.0,"778,1,0,0,0779,0,0,0,0"
754,754,It's because the liquid became a gas and the moisture drained away,754.0,"780,1,1,0,0"
755,755,"As the water evaporates, it takes heat and lowers the heat, making it feel cold",755.0,"781,0,0,0,0"
756,756,.,756.0,"782,0,0,0,0"
757,757,Because the water dries up and lowers one's body temperature,757.0,"783,1,0,0,0"
758,758,It gets cold when the water dries,758.0,"784,0,0,0,0"
759,759,I don't know.,759.0,"785,1,0,0,0"
760,760,This is because there is a difference in temperature between the water and the outside.,760.0,"786,1,0,0,0"
761,761,"This is because when a liquid evaporates and turns into a gas, the temperature decreases.",761.0,"787,1,0,0,0"
762,762,I don't know.,762.0,"788,1,1,0,0"
763,763,"Because the warm water in the body is gone, you tremble to recover your body temperature again.",763.0,"789,1,0,0,0"
764,764,Because your body temperature goes down,764.0,"790,0,1,0,0"
765,765,The body temperature goes down because water takes away a person's body temperature.,765.0,"791,1,1,0,0"
766,766,The moisture in your body is drained,766.0,"792,1,0,0,0"
767,767,"As the water vaporizes, it takes away your body temperature, so you feel cold because your body temperature decreases",767.0,"793,0,0,0,0"
768,768,This is because water evaporates and takes away heat from the body.,768.0,"794,1,0,0,0"
769,769,This is because water evaporates and takes away body temperature.,769.0,"795,1,1,0,0"
770,770,Cold because water in the body evaporated into the air when it was in the water and came out.,770.0,"796,1,0,0,0"
771,771,This is because the body temperature decreases as the water evaporates,771.0,"797,1,0,0,0"
772,772,It's because the water dries up and takes away your body temperature,772.0,"798,0,1,0,0"
773,773,It's because the temperature is adjusted to the water temperature,773.0,"799,1,0,0,0"
774,774,I guess it's cold,774.0,"800,1,0,0,0"
775,775,This is because the seawater in the body evaporated and took away the heat from the body.,775.0,"801,1,1,0,0"
776,776,It's cold when you come out of the water,776.0,"802,1,1,0,0"
777,777,"As the water evaporates, the water in your body dries up",777.0,"803,1,1,0,0"
778,778,I don't know,778.0,"804,0,0,0,0"
779,779,"As the water evaporates, it takes out the heat from your body",779.0,"805,0,0,0,0"
780,780,"Even if you stay in cold water for a long time and come out to a warm place, your heart is still cold",780.0,"806,0,0,0,0"
781,781,Because there is a temperature difference,781.0,"807,1,0,0,0"
782,782,as the water disappears,782.0,"808,1,0,0,0809,1,0,0,0"
783,783,"When water evaporates, the heat of evaporation is necessary, and since the water in the body evaporates and takes the heat from the body, the temperature of the body decreases and the body becomes cold",783.0,"810,0,0,0,0"
784,784,"This is because the outside temperature is high, but your body temperature is separated.",784.0,"811,0,0,0,0"
785,785,I came out of a cold place,785.0,"812,1,0,0,0"
786,786,All right.,786.0,"813,0,0,0,0"
787,787,Water vaporizes and takes away heat,787.0,"814,0,0,0,0"
788,788,This is because the water met the hot air and evaporated at a high speed.,788.0,"815,1,1,0,0"
789,789,"When there's water in my body, it's windy",789.0,"816,1,0,0,0"
790,790,"""The water (liquid) in your body evaporates into water vapor",790.0,"817,1,1,0,0"
791,791,"When you evaporate from a liquid to a gas, you need to get energyIt takes away the heat from the surrounding area and gets energy It takes away the heat from your body",791.0,"818,1,1,0,0"
792,792,"""We feel cold""",792.0,"819,1,1,0,0"
793,793,I don't know.,793.0,"820,1,1,0,0"
794,794,Biting,794.0,"821,1,1,0,0"
795,795,"Because the body's moisture flies from liquid to gas,",795.0,"822,0,0,0,0"
796,796,a difference in temperature difference,796.0,"823,0,0,0,0"
797,797,The body's water evaporates and the heat is blown away,797.0,"824,1,0,0,0"
798,798,"As the water vaporizes, it takes the heat from the body into the air",798.0,"825,1,0,0,0"
799,799,A liquid sublimates into a gas and releases heat,799.0,"826,1,1,0,0"
800,800,This is because the water on the body vaporizes and takes away the heat around it.,800.0,"827,0,0,0,0"
801,801,The liquid circulates into the gas and releases heat,801.0,"828,1,0,0,0"
802,802,The body temperature goes down because of water,802.0,"829,0,0,0,0"
803,803,Water evaporates and takes away body temperature,803.0,"830,1,0,1,0"
804,804,The water on your body vaporizes into the air,804.0,"831,1,1,0,0"
805,805,The water didn't dry,805.0,"832,1,1,0,0"
806,806,"When you come out of the water, you feel cold because the water evaporates and releases heat.",806.0,"833,1,1,0,0"
807,807,It feels cold because the water dries and takes away our body temperature,807.0,"834,1,1,0,0"
808,808,"When the water dries, you take heat with you",808.0,"835,,,,"
809,809,"As the water dries, it releases heat from my body",809.0,"836,,,,"
810,810,This is because Hyunjin and water took away the heat from the body because they wanted to become thermal equilibrium according to the first thermodynamic law.,810.0,"837,43.7%,27.4%,14.5%,7.2%"
811,811,It's because the water dries up and even releases heat from the body,,
812,812,"As the water dries, it lowers the body temperature.",,
813,813,"""When I come out of the pool, the water on my body dries up.""",,
814,814,"Here, the liquid turns into a gas and takes away the heat, so you feel cold.""",,
815,815,This is because the water vaporized and took away the heat from the surrounding body temperature.,,
816,816,"When water evaporates, it takes away your body temperature",,
817,817,I don't know,,
818,818,Because the temperature is relative,,
819,819,material change,,
820,820,This is because water evaporates and the body temperature decreases,,
821,821,A liquid becomes a gas,,
822,822,The water evaporates with heat,,
823,823,M and D,,
824,824,I don't understand.,,
825,825,This is because water droplets around the body evaporate with internal body temperature.,,
826,826,"""Because my body temperature has dropped",,
827,827,"""",,
828,828,All right.,,
829,829,"When the water dries, it takes away the body temperature and the water evaporates",,
830,830,This is because the temperature decreases when the water dries,,
831,831,"As the water dries, it takes away the heat from your body",,
832,832,Water condenses from liquid to gas at high temperatures and takes away the body's temperature,,
833,833,The water dries and takes away your body temperature,,
834,834,Moisture takes away our heat and evaporates,,
835,835,This is because the water in the body evaporates and loses body temperature,,
836,836,The sensory organs that feel the hot temperature are weird.,,
837,837,at a drop in temperature,,
838,838,Because the water vaporizes; the surface heats up together,,
839,839,"This is because the water in the body becomes water vapor and evaporates, taking heat from the body together.",,
840,840,"When the body got used to the water in the swimming pool and came out of the water, the water in the liquid state evaporates with the temperature of our body when it dries, so it feels cold as water vapor.",,
841,841,e,,
842,842,It gets cold because the water evaporates,,
843,843,action reaction,,
844,844,"This is because as droplets on the skin evaporate, heat is absorbed when the liquid vaporizes, and the body temperature decreases.",,
845,845,This is because the water left in the body evaporated and took away Hyun-jin's body heat.,,
846,846,Water is characterized by vaporization that takes away heat as it becomes water vapor. That's why water takes away body temperature and feels cold because of vaporization.,,
847,847,This is because the water dries up and takes away the heat from the body.,,
848,848,This is because water on your body evaporates and takes away your body temperature,,
849,849,Evaluation Only. Created with Aspose.Cells for Python via Java.Copyright 2003 - 2022 Aspose Pty Ltd.,,
