,Unnamed: 0,1) How can I make the compass needle move more without moving the compass (you can add it to the electrical circuit if you need something)? ,Unnamed: 0,", q25_electricity, q25_magnetic, q25_electricity.1, q25_magnetic.1"
820,820,"If you add batteries in series to the electrical circuit to increase the voltage, the needle moves more.",820.0,"848,1,0,,"
821,821,I'm hungry,821.0,"849,0,1,,"
822,822,The battery is connected in parallel to amplify the intensity of the current.,822.0,"850,0,1,,"
823,823,"If a battery of higher voltage is used or additional batteries are connected in series to increase the voltage, the current will increase and the magnetic field around the wire will increase. A stronger magnetic field makes the compass needle move more.",823.0,"851,1,0,,"
824,824,Press the switch,824.0,"852,1,1,,"
825,825,Magnet,825.0,"853,1,1,,"
826,826,Additional batteries,826.0,"854,0,0,,"
827,827,make use of electricity,827.0,"855,0,0,,"
828,828,I don't know.,828.0,"856,1,0,,"
829,829,The cells are connected in series to increase the intensity of the current.,829.0,"857,1,0,,"
830,830,Connect additional batteries in series,830.0,"858,0,0,,"
831,831,cause a lot of electricity to flow,831.0,"859,1,0,,"
832,832,Add more batteries in series,832.0,"860,1,0,,"
833,833,I'm touching you touch it.,833.0,"861,1,0,,"
834,834,It increases the intensity of the current.,834.0,"862,1,0,,"
835,835,"""",835.0,"863,1,0,,"
836,836,It changes the flow of electric current,836.0,"864,1,0,,"
837,837,use more electricity,837.0,"865,1,0,,"
838,838,It makes electricity flow,838.0,"866,1,0,,"
839,839,ㅁㄹㅇ,839.0,"867,0,0,,"
840,840,Place the compass on the wire,840.0,"868,0,0,,869,1,0,,"
841,841,"In this situation, the way to make the compass needle move more is if you install a device that turns the direct current battery into alternating current, you can observe more movement. If you install an alternating current, the compass poles are alternately pointed to the left and right, so you can see them continuously vibrating or rotating. But in this situation, if you make the frequency too high, you might not be able to rotate many angles, so if you have a free frequency, you will move more.",841.0,"870,0,0,,"
842,842,Turn the voltage up the voltage,842.0,"871,1,0,,"
843,843,I don't understand.,843.0,"872,1,0,,"
844,844,"If you add more electric circuit and move it, it will move a lot",844.0,"873,1,0,,"
845,845,"Change the position of the wire, such as changing the wire from the bottom to the top, or change the direction of the needle through the magnet by adding a magnet.",845.0,"874,0,0,,"
846,846,Move the wires from bottom to top.,846.0,"875,1,0,,"
847,847,"If I press the switch, the current will be blurred and I think it will move.",847.0,"876,0,0,,"
848,848,Install more circuits,848.0,"877,1,0,,"
849,849,Install electromagnets in various directions,849.0,"878,1,0,,"
850,850,Install electromagnets in various directions,850.0,"879,1,0,,"
851,851,to increase the current,851.0,"880,0,0,,"
852,852,Add an electromagnet and let current flow through the wire.,852.0,"881,1,0,,"
853,853,"Adding an electromagnet, current flowing through the wire",853.0,"882,1,0,,"
854,854,k,854.0,"883,1,0,,"
855,855,I don't know.,855.0,"884,1,0,,"
856,856,It allows a stronger current to flow,856.0,"885,1,0,,"
857,857,causing a stronger current to flow,857.0,"886,1,0,,"
858,858,.,858.0,"887,1,0,,"
859,859,Then let's add more,859.0,"888,1,0,,"
860,860,a strong battery,860.0,"889,1,0,,"
861,861,Increase the number of batteries.,861.0,"890,1,0,,"
862,862,The battery needs to be stronger.,862.0,"891,0,0,,"
863,863,with a strong electric current,863.0,"892,1,0,,"
864,864,strengthen the strength of the battery,864.0,"893,0,0,,"
865,865,Add an electric fan,865.0,"894,1,0,,"
866,866,Add batteries,866.0,"895,1,0,,"
867,867,.,867.0,"896,0,0,,"
868,868,Set up a front around.,868.0,"897,0,0,,"
869,869,Connect more complexly or apply more pressure,869.0,"898,1,0,,899,0,0,,"
870,870,.,870.0,"900,1,0,,"
871,871,Add batteries.,871.0,"901,0,0,,"
872,872,Add more batteries,872.0,"902,1,0,,"
873,873,Turn up the power.,873.0,"903,0,0,,"
874,874,.,874.0,"904,1,0,,"
875,875,Add batteries.,875.0,"905,1,0,,"
876,876,You can't do that,876.0,"906,0,0,,"
877,877,It makes the current flow harder.,877.0,"907,1,0,,"
878,878,increase the electric current,878.0,"908,0,0,,"
879,879,Increase the voltage,879.0,"909,1,0,,"
880,880,What?,880.0,"910,0,0,,"
881,881,It sends electricity,881.0,"911,0,0,,"
882,882,Turns the strength of the cell into something stronger,882.0,"912,0,0,,"
883,883,It makes electricity stronger. Use two batteries.,883.0,"913,1,0,,"
884,884,Add more batteries to the electrical circuit.,884.0,"914,0,0,,"
885,885,Increase the voltage.,885.0,"915,0,0,,"
886,886,Add batteries.,886.0,"916,0,0,,"
887,887,increase the intensity of electricity,887.0,"917,0,0,,"
888,888,Connect more batteries with direct current,888.0,"918,0,0,,"
889,889,It causes the current to flow hard.,889.0,"919,0,0,,"
890,890,It makes the current flow stronger.Power cycle.,890.0,"920,0,0,,"
891,891,"increase the current, weaken the voltage",891.0,"921,1,0,,"
892,892,I don't know,892.0,"922,0,0,,"
893,893,Increase the amount of battery,893.0,"923,1,0,,"
894,894,Connect more cells in series.,894.0,"924,1,0,,"
895,895,Press and hold the switch.,895.0,"925,1,0,,"
896,896,I don't know.,896.0,"926,1,0,,"
897,897,Connect the batteries in series,897.0,"927,0,0,,"
898,898,sorry,898.0,"928,1,0,,929,0,0,,"
899,899,to run out of electrically,899.0,"930,0,0,,"
900,900,M,900.0,"931,0,0,,"
901,901,"Increase the intensity of the current (use a stronger battery, use multiple batteries). )",901.0,"932,0,0,,"
902,902,All right.,902.0,"933,0,0,,"
903,903,Adjust the intensity of the current strongly.,903.0,"934,1,0,,"
904,904,"To make the needle move more, it allows a lot of current to flow.",904.0,"935,0,1,,"
905,905,All right.,905.0,"936,1,0,,"
906,906,Putting the electric wire connected to the battery on the compass,906.0,"937,1,0,,"
907,907,I don't know,907.0,"938,0,0,,"
908,908,We add a wire or something to an electrical circuit,908.0,"939,1,0,,"
909,909,I don't know.,909.0,"940,1,0,,"
910,910,?,910.0,"941,0,0,,"
911,911,I don't know.,911.0,"942,1,0,,"
912,912,It makes electricity flow more.,912.0,"943,0,0,,"
913,913,I don't know,913.0,"944,0,0,,"
914,914,a compositional book,914.0,"945,1,0,,"
915,915,I don't know.,915.0,"946,0,0,,"
916,916,I don't know.,916.0,"947,0,0,,"
917,917,I don't know,917.0,"948,0,0,,"
918,918,I don't know.,918.0,"949,0,0,,"
919,919,I don't know.,919.0,"950,0,0,,"
920,920,Change the direction of the current.,920.0,"951,1,0,,"
921,921,I don't know,921.0,"952,1,0,,"
922,922,We need a sound man and a wire.,922.0,"953,0,0,,"
923,923,Add an electrical circuit.,923.0,"954,1,0,,"
924,924,Change the direction of the current.,924.0,"955,1,0,,"
925,925,Add more electrical circuits,925.0,"956,0,0,,"
926,926,I don't know.,926.0,"957,0,0,,"
927,927,Add one more battery to strengthen the electricity.,927.0,"958,0,0,,959,1,0,,"
928,928,Just press the switch,928.0,"960,1,0,,"
929,929,Just press the switch,929.0,"961,1,0,,"
930,930,It's moving with electronics,930.0,"962,0,0,,"
931,931,Just press the switch,931.0,"963,0,0,,"
932,932,Add an electrical circuit,932.0,"964,1,0,,"
933,933,contacting electrical wires that touch the batteries,933.0,"965,0,0,,"
934,934,It is to use a lot of magnets.,934.0,"966,0,0,,"
935,935,Add an electrical circuit.,935.0,"967,0,0,,"
936,936,"If you use more electrical circuits, the compass will run more",936.0,"968,1,0,,"
937,937,I don't know.,937.0,"969,0,0,,"
938,938,"If you use a lot of electrical circuits, the compass will turn",938.0,"970,0,0,,"
939,939,a battery circuit,939.0,"971,1,0,,"
940,940,I don't know,940.0,"972,0,0,,"
941,941,Add batteries.,941.0,"973,0,0,,"
942,942,I don't know.,942.0,"974,0,0,,"
943,943,I don't know.,943.0,"975,0,0,,"
944,944,We can make more electrical circuits,944.0,"976,0,0,,"
945,945,I don't know,945.0,"977,0,0,,"
946,946,I don't know,946.0,"978,0,0,,"
947,947,I don't know.,947.0,"979,1,0,,"
948,948,"Move what is under the compass without turning it all the time. (e.g., turn the desk around.",948.0,"980,0,0,,"
949,949,I don't know,949.0,"981,1,0,,"
950,950,Place the compass under the wire and close the switch to increase the current.,950.0,"982,0,0,,"
951,951,increase the intensity of an electric current,951.0,"983,0,0,,"
952,952,I don't know,952.0,"984,0,0,,"
953,953,increase the intensity of an electric current,953.0,"985,0,0,,"
954,954,battery,954.0,"986,0,0,,"
955,955,I don't know,955.0,"987,0,0,,"
956,956,Use something with stronger electricity.,956.0,"988,1,0,,989,0,0,,"
957,957,I don't know.,957.0,"990,0,0,,"
958,958,Use an electrical circuit to allow current to flow,958.0,"991,1,0,,"
959,959,increase the intensity of an electric current,959.0,"992,1,0,,"
960,960,"Because compass needles respond to current, when current flows through the compass saliva, the compass saliva moves.",960.0,"993,0,0,,"
961,961,I don't know.,961.0,"994,1,0,,"
962,962,I don't know.,962.0,"995,0,0,,"
963,963,Increase the intensity of the current.,963.0,"996,1,0,,"
964,964,I don't know,964.0,"997,0,0,,"
965,965,I don't know.,965.0,"998,1,0,,"
966,966,I don't know,966.0,"999,0,0,,"
967,967,Keep the electricity closer,967.0,"1000,1,0,,"
968,968,I don't know,968.0,"1001,1,0,,"
969,969,Bring a lot of strong electricity and stick it on,969.0,"1002,0,0,,"
970,970,Bring the current closer,970.0,"1003,1,0,,"
971,971,by the force of the wind,971.0,"1004,1,0,,"
972,972,Don't know,972.0,"1005,1,0,,"
973,973,I haven't done it yet.,973.0,"1006,1,0,,"
974,974,No learning,974.0,"1007,1,0,,"
975,975,I don't know,975.0,"1008,1,0,,"
976,976,I haven't learned it yet,976.0,"1009,1,0,,"
977,977,I don't know,977.0,"1010,0,0,,"
978,978,Make the current flow stronger or increase the switch to connect a lot of wires in many directions,978.0,"1011,1,0,,"
979,979,No learning,979.0,"1012,1,0,,"
980,980,Changing the direction of the current,980.0,"1013,1,0,,"
981,981,I don't know,981.0,"1014,1,0,,"
982,982,I don't know,982.0,"1015,1,0,,"
983,983,I don't know,983.0,"1016,0,0,,"
984,984,line,984.0,"1017,0,0,,"
985,985,I don't know,985.0,"1018,0,0,,1019,0,0,,"
986,986,Because the compass needle has to move to know the location.,986.0,"1020,0,0,,"
987,987,increase the intensity of an electric current,987.0,"1021,0,0,,"
988,988,I don't know,988.0,"1022,0,0,,"
989,989,I don't know.Send the current to your compass,989.0,"1023,1,0,,"
990,990,You have to let more current flow down,990.0,"1024,1,0,,"
991,991,I don't know,991.0,"1025,1,0,,"
992,992,Add batteries.,992.0,"1026,0,0,,"
993,993,The other way around,993.0,"1027,1,0,,"
994,994,Turn on the electricity.,994.0,"1028,0,0,,"
995,995,an increase in electricity,995.0,"1029,0,0,,"
996,996,Increases the voltage strength.,996.0,"1030,0,0,,"
997,997,to provide more electricity,997.0,"1031,1,0,,"
998,998,Turn up the electricity,998.0,"1032,1,0,,"
999,999,Increase the power of electricity.,999.0,"1033,1,0,,"
1000,1000,Press and hit the switch repeatedly.,1000.0,"1034,1,0,,"
1001,1001,It gives a larger current.,1001.0,"1035,1,0,,"
1002,1002,Connect more cells to electrical circuits in series.,1002.0,"1036,1,0,,"
1003,1003,Add one more battery and connect it in series.,1003.0,"1037,1,0,,"
1004,1004,Add an electrical circuit,1004.0,"1038,1,0,,"
1005,1005,send more electricity,1005.0,"1039,1,0,,"
1006,1006,Connect more batteries in series.,1006.0,"1040,1,0,,"
1007,1007,Connect the batteries,1007.0,"1041,0,0,,"
1008,1008,M and D,1008.0,"1042,0,0,,"
1009,1009,Increase the current.,1009.0,"1043,0,0,,"
1010,1010,to install batteries to increase current,1010.0,"1044,0,0,,"
1011,1011,Add batteries.,1011.0,"1045,0,0,,"
1012,1012,Add batteries,1012.0,"1046,1,0,,"
1013,1013,Connect in series or increase the number of batteries,1013.0,"1047,1,0,,"
1014,1014,I don't know...............,1014.0,"1048,0,0,,1049,1,0,,"
1015,1015,I don't know...............,1015.0,"1050,0,0,,"
1016,1016,I don't know,1016.0,"1051,0,0,,"
1017,1017,I don't know.,1017.0,"1052,0,0,,"
1018,1018,I don't know,1018.0,"1053,1,0,,"
1019,1019,I don't know,1019.0,"1054,1,0,,"
1020,1020,I don't know,1020.0,"1055,1,0,,"
1021,1021,It adds three more electrical current.,1021.0,"1056,1,0,,"
1022,1022,increase the intensity of an electric current,1022.0,"1057,1,0,,"
1023,1023,increase the electric current,1023.0,"1058,0,0,,"
1024,1024,I don't know,1024.0,"1059,0,0,,"
1025,1025,Add one more battery,1025.0,"1060,0,0,,"
1026,1026,.,1026.0,"1061,1,0,,"
1027,1027,Don't know,1027.0,"1062,1,0,,"
1028,1028,I don't know,1028.0,"1063,0,0,,"
1029,1029,Increase the amount of current,1029.0,"1064,1,0,,"
1030,1030,Turn up the voltage,1030.0,"1065,0,0,,"
1031,1031,I'm adding a pattery Turn up the voltage,1031.0,"1066,0,0,,"
1032,1032,Flow the AC current,1032.0,"1067,1,0,,"
1033,1033,We need to turn on the electricity★,1033.0,"1068,0,1,,"
1034,1034,Add batteries,1034.0,"1069,1,0,,"
1035,1035,Increase the voltage.,1035.0,"1070,0,0,,"
1036,1036,Makes the current flow stronger or reduces resistance.,1036.0,"1071,1,0,,"
1037,1037,Add batteries.,1037.0,"1072,0,0,,"
1038,1038,Add batteries in series.,1038.0,"1073,1,0,,"
1039,1039,"""I don't know",1039.0,"1074,1,0,,"
1040,1040,"""",1040.0,"1075,1,0,,"
1041,1041,h,1041.0,"1076,1,0,,"
1042,1042,h,1042.0,"1077,1,0,,"
1043,1043,I don't know,1043.0,"1078,1,0,,1079,1,0,,"
1044,1044,.,1044.0,"1080,1,0,,"
1045,1045,It's good for electricity,1045.0,"1081,0,0,,"
1046,1046,to increase the current,1046.0,"1082,0,0,,"
1047,1047,.,1047.0,"1083,0,0,,"
1048,1048,Add batteries,1048.0,"1084,1,0,,"
1049,1049,....,1049.0,"1085,1,0,,"
1050,1050,I don't know,1050.0,"1086,0,0,,"
1051,1051,Put the circuit underneath,1051.0,"1087,0,0,,"
1052,1052,to increase the current by adding batteries,1052.0,"1088,0,0,,"
1053,1053,Add more batteries,1053.0,"1089,1,0,,"
1054,1054,Add more batteries.,1054.0,"1090,0,0,,"
1055,1055,Add more batteries.,1055.0,"1091,1,0,,"
1056,1056,Connect more batteries in series,1056.0,"1092,1,0,,"
1057,1057,Move the direction,1057.0,"1093,1,0,,"
1058,1058,I don't know.,1058.0,"1094,1,0,,"
1059,1059,?,1059.0,"1095,0,0,,"
1060,1060,It sends more electricity,1060.0,"1096,1,0,,"
1061,1061,Add batteries,1061.0,"1097,0,0,,"
1062,1062,I don't know.,1062.0,"1098,0,0,,"
1063,1063,battery,1063.0,"1099,1,0,,"
1064,1064,I don't know.,1064.0,"1100,1,0,,"
1065,1065,I don't know.,1065.0,"1101,1,0,,"
1066,1066,Connect more batteries,1066.0,"1102,1,0,,"
1067,1067,Using Magnets,1067.0,"1103,1,0,,"
1068,1068,It makes the current stronger,1068.0,"1104,0,0,,"
1069,1069,a battery,1069.0,"1105,1,0,,"
1070,1070,Add more batteries,1070.0,"1106,1,0,,"
1071,1071,move the compass with one's fingers,1071.0,"1107,1,0,,"
1072,1072,to increase the current,1072.0,"1108,1,0,,1109,1,0,,"
1073,1073,Add batteries,1073.0,"1110,1,0,,"
1074,1074,change the intensity of an electric current,1074.0,"1111,1,0,,"
1075,1075,Add more cells in series.,1075.0,"1112,1,0,,"
1076,1076,increase the amount of electric current,1076.0,"1113,1,0,,"
1077,1077,The battery is further connected in series to increase the intensity of the current.,1077.0,"1114,1,0,,"
1078,1078,"Increase the intensity of the current to increase the width of the needle shaking of the compass. Alternatively, if the current continues to change for a very short period of time, the direction indicated by the N pole of the compass will continue to move, and the object will continue to move in the opposite direction by acceleration, but the stone will increase over the same period of time.",1078.0,"1115,1,0,,"
1079,1079,Add batteries,1079.0,"1116,1,0,,"
1080,1080,I don't know.,1080.0,"1117,0,1,,"
1081,1081,It's a mess,1081.0,"1118,1,0,,"
1082,1082,give power to,1082.0,"1119,1,0,,"
1083,1083,Increase the battery,1083.0,"1120,1,0,,"
1084,1084,It sends more electricity,1084.0,"1121,1,0,,"
1085,1085,Blowing the Wind,1085.0,"1122,1,0,,"
1086,1086,I don't know any more,1086.0,"1123,1,0,,"
1087,1087,I don't know any more,1087.0,"1124,1,0,,"
1088,1088,Add more batteriesM and D,1088.0,"1125,1,0,,"
1089,1089,to flow more electricity,1089.0,"1126,1,0,,"
1090,1090,Connect the batteries in parallel,1090.0,"1127,0,0,,"
1091,1091,Add batteries,1091.0,"1128,0,0,,"
1092,1092,Add more batteries.,1092.0,"1129,0,1,,"
1093,1093,Move the needle more,1093.0,"1130,1,0,,"
1094,1094,It makes electricity flow,1094.0,"1131,1,0,,"
1095,1095,Wire the compass to another position.,1095.0,"1132,0,0,,"
1096,1096,I don't know.,1096.0,"1133,0,0,,"
1097,1097,Increase the number of batteries by serial connection.,1097.0,"1134,1,0,,"
1098,1098,Wind the coil a lot. Increase the intensity of the current.,1098.0,"1135,0,0,,"
1099,1099,Increase the voltage.,1099.0,"1136,1,0,,"
1100,1100,Apply a stronger current,1100.0,"1137,0,0,,"
1101,1101,Increase the current strength,1101.0,"1138,0,0,,1139,0,0,,"
1102,1102,Move the line below the compass. Change the direction of the battery.,1102.0,"1140,0,0,,"
1103,1103,increase in the intensity of an electric current,1103.0,"1141,0,0,,"
1104,1104,Increase the intensity of the current (additional battery),1104.0,"1142,0,0,,"
1105,1105,Increases the intensity of an electric current.,1105.0,"1143,1,0,,"
1106,1106,Use a battery with a large voltage value.,1106.0,"1144,0,0,,"
1107,1107,Increase the voltage by connecting the batteries in series.,1107.0,"1145,1,0,,"
1108,1108,Increase the battery voltage.,1108.0,"1146,1,0,,"
1109,1109,Increase the intensity of the electric current. Reduce wire resistance.,1109.0,"1147,0,0,,"
1110,1110,Increase the intensity of the electric current.,1110.0,"1148,1,0,,"
1111,1111,Connect more batteries in series.,1111.0,"1149,0,0,,"
1112,1112,Connect more batteries.,1112.0,"1150,0,0,,"
1113,1113,Add batteries to increase the intensity of the electric current.,1113.0,"1151,1,0,,"
1114,1114,More current must be allowed to flow. Put more batteries.,1114.0,"1152,0,0,,"
1115,1115,Put a magnet on it,1115.0,"1153,1,0,,"
1116,1116,Change the battery part to the car battery.,1116.0,"1154,1,0,,"
1117,1117,Add batteries in series,1117.0,"1155,1,0,,"
1118,1118,Use more batteries,1118.0,"1156,1,0,,"
1119,1119,Add batteries,1119.0,"1157,1,0,,"
1120,1120,It allows an electric current to flow.,1120.0,"1158,1,0,,"
1121,1121,Add batteries,1121.0,"1159,1,0,,"
1122,1122,strengthen the intensity of an electric current,1122.0,"1160,0,0,,"
1123,1123,Add more batteries.,1123.0,"1161,0,0,,"
1124,1124,strengthen an electric current,1124.0,"1162,1,0,,"
1125,1125,Connect more wires,1125.0,"1163,0,0,,"
1126,1126,L.,1126.0,"1164,1,0,,"
1127,1127,Put a magnet on it,1127.0,"1165,1,0,,"
1128,1128,Connect more batteries.,1128.0,"1166,1,0,,"
1129,1129,Increase the intensity of the current.,1129.0,"1167,1,0,,"
1130,1130,I don't know.,1130.0,"1168,1,0,,1169,0,1,,"
1131,1131,I don't understand.,1131.0,"1170,1,0,,"
1132,1132,It sends an electric current more strongly,1132.0,"1171,0,1,,"
1133,1133,"If you press the switch and repeat it, it moves a lot",1133.0,"1172,1,0,,"
1134,1134,"""1. Use a lot of batteries.",1134.0,"1173,1,0,,"
1135,1135,"2. Use a strong battery.""",1135.0,"1174,1,0,,"
1136,1136,I don't know,1136.0,"1175,1,0,,"
1137,1137,All right.,1137.0,"1176,0,0,,"
1138,1138,Strengthen electrical power,1138.0,"1177,1,0,,"
1139,1139,I don't know.,1139.0,"1178,1,0,,"
1140,1140,I have no idea.,1140.0,"1179,1,0,,"
1141,1141,I don't know,1141.0,"1180,1,0,,"
1142,1142,"""Make the current stronger",1142.0,"1181,1,0,,"
1143,1143,"""It's flowing""",1143.0,"1182,0,1,,"
1144,1144,I don't remember,1144.0,"1183,0,0,,"
1145,1145,It sends electricity hard,1145.0,"1184,1,0,,"
1146,1146,Insert the battery,1146.0,"1185,1,0,,"
1147,1147,Add a wire,1147.0,"1186,1,0,,"
1148,1148,More batteries are connected to strengthen the intensity of the flowing current.,1148.0,"1187,1,0,,"
1149,1149,I don't know,1149.0,"1188,1,0,,"
1150,1150,Touch the wires.,1150.0,"1189,1,0,,"
1151,1151,It flows electricity,1151.0,"1190,1,0,,"
1152,1152,I don't know,1152.0,"1191,1,0,,"
1153,1153,The electric current flows strongly,1153.0,"1192,1,0,,"
1154,1154,The electric current flows strongly.,1154.0,"1193,1,0,,"
1155,1155,The electric current flows strongly.,1155.0,"1194,1,0,,"
1156,1156,It sends an electric current stronger.,1156.0,"1195,1,0,,"
1157,1157,"If you increase the amount of battery, it will move more.",1157.0,"1196,1,0,,"
1158,1158,Place the electrical circuit in a reverse direction on the Nazi's.,1158.0,"1197,1,0,,"
1159,1159,Add batteries.,1159.0,"1198,1,0,,1199,1,0,,"
1160,1160,strengthen the magnetism,1160.0,"1200,0,1,,"
1161,1161,"I'm sorry, friends",1161.0,"1201,1,0,,"
1162,1162,Add more electrical circuits.,1162.0,"1202,1,0,,"
1163,1163,All right.,1163.0,"1203,1,0,,"
1164,1164,Send electricity here and there,1164.0,"1204,0,0,,"
1165,1165,Add the battery to the electrical circuit.,1165.0,"1205,1,0,,"
1166,1166,Change the direction of the current,1166.0,"1206,1,0,,"
1167,1167,"""The direction of the current",1167.0,"1207,0,0,,"
1168,1168,"""I'm changing it""",1168.0,"1208,1,0,,"
1169,1169,Change the direction of the current,1169.0,"1209,1,0,,"
1170,1170,Take a magnet and spin it around the compass,1170.0,"1210,0,0,,"
1171,1171,Connect one more battery in series,1171.0,"1211,0,0,,"
1172,1172,It makes it move with a magnet.,1172.0,"1212,1,0,,"
1173,1173,"Shake it.""",1173.0,"1213,1,0,,"
1174,1174,"First, we need to increase the strength, so prepare one more battery and add two more wires to increase the strength by connecting them in parallel",1174.0,"1214,1,0,,"
1175,1175,Connect more batteries,1175.0,"1215,0,0,,"
1176,1176,Add more battery connections to make the current stronger.,1176.0,"1216,0,0,,"
1177,1177,Add an electrical circuit,1177.0,"1217,0,0,,"
1178,1178,Take the electrical circuit's wires in a straight line to the compass consistent with the compass needle.,1178.0,"1218,0,0,,"
1179,1179,Connect the current.,1179.0,"1219,1,0,,"
1180,1180,"Increase voltage, increase power, or decrease resistance.",1180.0,"1220,0,0,,"
1181,1181,It makes the compass needle move by making magnetic with the energy of the battery.,1181.0,"1221,0,0,,"
1182,1182,increase the intensity of an electric current,1182.0,"1222,1,0,,"
1183,1183,Lower the resistance and increase the voltage,1183.0,"1223,0,0,,"
1184,1184,"I think if you attach a magnet with a very strong magnetic force, it can move around a lot.",1184.0,"1224,0,0,,"
1185,1185,Lowering resistance,1185.0,"1225,0,0,,"
1186,1186,Lower the resistance and increase the voltage,1186.0,"1226,0,0,,"
1187,1187,I'm using more batteriesLower the resistance and increase the voltage,1187.0,"1227,1,0,,"
1188,1188,You have to use electricity.,1188.0,"1228,1,0,,1229,1,0,,"
1189,1189,Put a lot of batteries in the electrical circuit and let a lot of current flow out,1189.0,"1230,1,0,,"
1190,1190,It allows more current to flow.,1190.0,"1231,1,0,,"
1191,1191,Connect the batteries in series,1191.0,"1232,1,0,,"
1192,1192,cause an electric current to flow,1192.0,"1233,1,0,,"
1193,1193,Put more batteries so that more electricity flows.,1193.0,"1234,1,0,,"
1194,1194,Add one more battery.,1194.0,"1235,0,0,,"
1195,1195,Lower the resistance and increase the voltage,1195.0,"1236,1,0,,"
1196,1196,Lower resistance and increase current.,1196.0,"1237,0,1,,"
1197,1197,Lower the resistance and increase the voltage,1197.0,"1238,1,0,,"
1198,1198,"Connect more batteries in series to the original electrical circuit, making the current stronger, causing the compass needle to move more",1198.0,"1239,0,0,,"
1199,1199,"As much as the electric wires are added in series to the compass, a lot of switches are added to flow a lot of current.",1199.0,"1240,1,0,,"
1200,1200,Connect the batteries in series,1200.0,"1241,1,0,,"
1201,1201,"If you use a magnet, you can move more.",1201.0,"1242,0,0,,"
1202,1202,Add one more battery in series.,1202.0,"1243,0,0,,"
1203,1203,Add batteries to increase the intensity of the current.,1203.0,"1244,1,0,,"
1204,1204,Make the current stronger or connect one more battery in series to the original electrical circuit.,1204.0,"1245,0,0,,"
1205,1205,"""1. Make sure electricity flows.",1205.0,"1246,1,0,,"
1206,1206,"2. Prepare a lot of supplies.""",1206.0,"1247,1,0,,"
1207,1207,Add batteries and wires to the electrical circuit.,1207.0,"1248,1,0,,"
1208,1208,"Connect batteries to electrical circuits in series.""",1208.0,"1249,0,0,,"
1209,1209,Increase the current intensity,1209.0,"1250,1,1,,"
1210,1210,reverse the circuit,1210.0,"1251,0,1,,"
1211,1211,Turn the electrical circuit from side to side,1211.0,"1252,0,0,,"
1212,1212,"If you want the compass to move more needles in the compass without moving it, you need to add batteries as much as you move more.",1212.0,"1253,1,1,,"
1213,1213,Change the direction of the compass,1213.0,"1254,1,0,,"
1214,1214,I don't know.,1214.0,"1255,0,0,,"
1215,1215,Add reproduction,1215.0,"1256,0,1,,"
1216,1216,Increase the number of batteries,1216.0,"1257,0,1,,"
1217,1217,It allows more current to flow.And increase the number of cells.,1217.0,"1258,1,0,,1259,0,1,,"
1218,1218,.-.ㅡ,1218.0,"1260,1,0,,"
1219,1219,처The first time,1219.0,"1261,0,1,,"
1220,1220,I don't know,1220.0,"1262,0,0,,"
1221,1221,Don't know,1221.0,"1263,0,1,,"
1222,1222,to make the current stronger,1222.0,"1264,1,0,,"
1223,1223,I don't know,1223.0,"1265,0,0,,"
1224,1224,Put it on various sides and put it on the side that moves a lot.,1224.0,"1266,0,0,,"
1225,1225,Blur the current hard.,1225.0,"1267,0,0,,"
1226,1226,I don't know,1226.0,"1268,0,0,,"
1227,1227,I don't know,1227.0,"1269,1,0,,"
1228,1228,I don't know.,1228.0,"1270,0,0,,"
1229,1229,I don't know.,1229.0,"1271,0,0,,"
1230,1230,Connect in parallel,1230.0,"1272,1,0,,"
1231,1231,A lot of voltage!,1231.0,"1273,0,0,,"
1232,1232,Additional battery,1232.0,"1274,0,0,,"
1233,1233,Add batteries,1233.0,"1275,1,0,,"
1234,1234,It sends an electric current more strongly.,1234.0,"1276,0,0,,"
1235,1235,Increase the number of batteries,1235.0,"1277,1,0,,"
1236,1236,Change the battery voltage to a stronger one,1236.0,"1278,1,0,,"
1237,1237,Add a lot of batteries or use a wire with a higher electrical power.,1237.0,"1279,1,0,,"
1238,1238,I don't know.,1238.0,"1280,0,0,,"
1239,1239,It makes the current flow harder.,1239.0,"1281,0,0,,"
1240,1240,I'm bringing a magnet,1240.0,"1282,0,0,,"
1241,1241,It allows more current to flow.,1241.0,"1283,0,0,,"
1242,1242,Because of the n pole and the s pole,1242.0,"1284,0,0,,"
1243,1243,"""㉠Create an electrical circuit by connecting cells, pincer wires, switches, and wires.",1243.0,"1285,0,0,,"
1244,1244,Align the compass needle north-south and bring the wires of the electrical circuit straight to the compass consistent with the compass needle.,1244.0,"1286,0,0,,"
1245,1245,Open and close the switch to observe the movement of the compass needle.,1245.0,"1287,1,0,,"
1246,1246,"Change the direction in which the current flows and repeat the experiment.""",1246.0,"1288,0,0,,1289,1,0,,"
1247,1247,Close the switch and let the current flow harder,1247.0,"1290,1,0,,"
1248,1248,I'm going counterclockwise,1248.0,"1291,1,0,,"
1249,1249,I don't know,1249.0,"1292,1,0,,"
1250,1250,Add an electrical circuit.,1250.0,"1293,1,0,,"
1251,1251,I don't know,1251.0,"1294,1,1,,"
1252,1252,It moves using an electrical circuit.,1252.0,"1295,0,1,,"
1253,1253,It sends out a stronger current.,1253.0,"1296,0,0,,"
1254,1254,"If you bring the electric wire close to the compass,",1254.0,"1297,1,0,,"
1255,1255,Turn the compass,1255.0,"1298,1,0,,"
1256,1256,"""",1256.0,"1299,1,0,,"
