,Unnamed: 0,24. 'Korea' was created when the word 'Goryeo' was spread abroad by Arabian merchants. Let's explain the economy of the Goryeo Dynasty that can be seen through this fact. ,Unnamed: 0,", q24_trade, q24_commercial development, q24_political power, q24_trade.1, q24_commercial development.1,q24_Political power.1"
600,600,,600.0,"620,0,0,0,,,"
601,601,"Since it was very difficult to go to the Song Dynasty by land from Goryeo, the waterway was mainly used, and Byeokrando Island at the mouth of the Yeseonggang River was a large port to and from the Song Dynasty.",601.0,"621,1,1,0,,,"
602,602,,602.0,"622,1,0,0,,,"
603,603,"Between Goryeo and the Song Dynasty, many merchants visited the country and trade was active. Around this time, merchants from the Song Dynasty as well as Arabia and Southeast Asia frequented Goryeo.",603.0,"623,1,0,0,,,"
604,604,,604.0,"624,1,0,0,,,"
605,605,"As a result, Byeokrando Island was full of foreign merchants who brought rare items. The goods exported from Goryeo were underground resources such as gold, silver, and copper, as well as wild ginseng, pine nuts, fan, ramie, and paper, and mainly imported from the Song Dynasty were books, silk, and porcelain. In addition, Arabian merchants also went to Byeokran Island with things such as mercury and spices, and the name Goryeo was known to the West by them at this time, and our country is still called Kore in foreign countries.",605.0,"625,1,0,0,,,"
606,606,,606.0,"626,1,0,0,,,"
607,607,"""",607.0,"627,0,0,0,,,"
608,608,The economy of the Goryeo Dynasty was good.,608.0,"628,1,0,0,,,629,1,0,0,,,"
609,609,"Unlike the Khitan people and the Yeojin people, Goryeo got along well with the Song Dynasty in mainland China, and Song Dynasty was also suffering from Khitan and Yeojin, so they wanted to cooperate with Goryeo.",609.0,"630,0,0,0,,,"
610,610,,610.0,"631,0,0,0,,,"
611,611,"Since it was very difficult to go to the Song Dynasty by land from Goryeo, the waterway was mainly used, and Byeokrando Island at the mouth of the Yeseonggang River was a large port to and from the Song Dynasty.",611.0,"632,1,0,0,,,"
612,612,,612.0,"633,1,0,0,,,"
613,613,"Between Goryeo and the Song Dynasty, many merchants visited the country and trade was active. Around this time, merchants from the Song Dynasty as well as Arabia and Southeast Asia frequented Goryeo.",613.0,"634,1,0,0,,,"
614,614,,614.0,"635,1,1,0,,,"
615,615,"As a result, Byeokrando Island was full of foreign merchants who brought rare items. The goods exported from Goryeo were underground resources such as gold, silver, and copper, as well as wild ginseng, pine nuts, fan, ramie, and paper, and mainly imported from the Song Dynasty were books, silk, and porcelain. Arabian merchants also went to Byeokran Island with things like mercury and spices, and the name Goryeo was known to the West by them at this time, and foreign countries still call our country Korea.""",615.0,"636,1,0,0,,,"
616,616,I traded,616.0,"637,1,1,0,,,"
617,617,"During the Goryeo Dynasty, trade was active",617.0,"638,1,0,0,,,"
618,618,We exchanged a lot.,618.0,"639,1,1,0,,,"
619,619,"Unlike the Khitan people and the Yeojin people, Goryeo got along well with the Song Dynasty in mainland China, and Song Dynasty was also suffering from Khitan and Yeojin, so they wanted to cooperate with Goryeo.",619.0,"640,1,1,0,,,"
620,620,,620.0,"641,1,0,0,,,"
621,621,"Since it was very difficult to go to the Song Dynasty by land from Goryeo, the waterway was mainly used, and Byeokrando Island at the mouth of the Yeseonggang River was a large port to and from the Song Dynasty.",621.0,"642,0,0,0,,,"
622,622,,622.0,"643,0,0,0,,,"
623,623,"Between Goryeo and the Song Dynasty, many merchants visited the country and trade was active. Around this time, merchants from the Song Dynasty as well as Arabia and Southeast Asia frequented Goryeo.",623.0,"644,0,0,0,,,"
624,624,,624.0,"645,0,0,0,,,"
625,625,"As a result, Byeokrando Island was full of foreign merchants who brought rare items. The goods exported from Goryeo were underground resources such as gold, silver, and copper, as well as wild ginseng, pine nuts, fan, ramie, and paper, and mainly imported from the Song Dynasty were books, silk, and porcelain. In addition, Arabian merchants also went to Byeokran Island with things such as mercury and spices, and the name Goryeo was known to the West by them at this time, and Korea is still called Korea in foreign countries.""",625.0,"646,0,0,0,,,"
626,626,I could go to another country even if it wasn't my country,626.0,"647,0,0,0,,,"
627,627,I traded with a Middle Eastern country,627.0,"648,1,0,0,,,"
628,628,I traded with Arabia,628.0,"649,0,0,0,,,"
629,629,Foreign trade was brisk.,629.0,"650,0,0,0,,,"
630,630,I carried out economic activities through foreign trade,630.0,"651,0,0,0,,,"
631,631,It traded with Arabian merchants and other countries through the international port of Byeollando.,631.0,"652,0,0,0,,,"
632,632,It seems to have influenced foreign countries enough to trade with distant countries like Arabia.,632.0,"653,0,0,0,,,"
633,633,Overseas trade was brisk,633.0,"654,1,0,0,,,"
634,634,Trade was brisk.,634.0,"655,0,0,0,,,"
635,635,I would have done diplomatic activities with many countries.,635.0,"656,0,0,0,,,"
636,636,It can be seen that there was an exchange with an Arabian merchant at that time.,636.0,"657,0,0,0,,,"
637,637,It can be seen that overseas trade was so active that it exchanged with Arabian merchants who were geographically far from Goryeo.,637.0,"658,1,0,0,,,659,1,0,0,,,"
638,638,You can see that it was widely traded.,638.0,"660,0,0,0,,,"
639,639,I think I would have actively engaged in diplomatic activities with other countries.,639.0,"661,1,0,0,,,"
640,640,Goryeo was a country with active international trade around Byeokran Island,640.0,"662,0,0,0,,,"
641,641,It can be seen that there was an exchange with an Arabian merchant at that time.,641.0,"663,1,0,0,,,"
642,642,Trade was brisk with other countries.,642.0,"664,1,0,0,,,"
643,643,"In the Goryeo Dynasty, trade activities were actively carried out externally, indicating that the economy of Goryeo was very developed.",643.0,"665,0,0,0,,,"
644,644,A more stable economy is formed by an interchangeable economy rather than an economy trapped in a country,644.0,"666,1,0,0,,,"
645,645,We revitalized the economy through trade,645.0,"667,1,0,0,,,"
646,646,The economy of Goryeo is unknown. This is because records do not explain the movement of money in other countries.,646.0,"668,1,0,0,,,"
647,647,Many foreigners came,647.0,"669,1,0,0,,,"
648,648,You can see that the economy of Goryeo was weaker than Arabia,648.0,"670,0,0,0,,,"
649,649,Goryeo developed a lot by interacting with foreign countries,649.0,"671,0,0,0,,,"
650,650,be likely to be poor,650.0,"672,1,0,0,,,"
651,651,Goryeo developed a lot by interacting with foreign countries,651.0,"673,1,0,0,,,"
652,652,"""In my country,",652.0,"674,0,0,0,,,"
653,653,"I interacted a lot with foreign countries.""",653.0,"675,1,0,0,,,"
654,654,It's because Korea has new technologies and exchanges are active,654.0,"676,1,0,0,,,"
655,655,"In other countries, I think Goryeo had a lot of exchanges and trade with foreign countries, considering when it was called Korea.",655.0,"677,1,0,0,,,"
656,656,"As our culture and technology developed, we were able to promote Korea to more countries through trade and exchanges with other countries.",656.0,"678,0,0,0,,,"
657,657,I had exchanges with many other countries,657.0,"679,1,0,0,,,"
658,658,People from other countries can know our country,658.0,"680,1,0,0,,,"
659,659,They start importing from other countries.,659.0,"681,0,0,0,,,"
660,660,We promoted exchanges.,660.0,"682,0,0,0,,,"
661,661,"Many foreign cooks came to Korea during the Goryeo Dynasty and Goryeo became famous, so the name Korea was created",661.0,"683,0,0,0,,,"
662,662,I guess a lot of foreigners came to Goryeo,662.0,"684,1,0,0,,,"
663,663,We promoted exchanges,663.0,"685,0,0,0,,,"
664,664,I can see that trade is active.,664.0,"686,1,0,0,,,"
665,665,It can be seen that they engaged in trade activities in Arabia and Byeollando.,665.0,"687,1,0,0,,,"
666,666,"During the Goryeo Dynasty, the economy of the Goryeo Dynasty was active as people from other countries went to and from Goryeo to buy and sell goods.",666.0,"688,1,0,0,,,689,0,0,0,,,"
667,667,It can be seen that they engaged in trade activities in Arabia and in Byeollando.,667.0,"690,1,0,0,,,"
668,668,brisk economic and trade activities,668.0,"691,0,0,0,,,"
669,669,Trade is likely to have been brisk.,669.0,"692,0,0,0,,,"
670,670,"During the Goryeo Dynasty, people from other countries went to Goryeo to buy and sell goods, and the economy became active",670.0,"693,0,0,0,,,"
671,671,"During the Goryeo Dynasty, the economy became active as people from other countries went to and from Goryeo to buy and sell goods.",671.0,"694,1,0,0,,,"
672,672,Our country has begun to import from other countries,672.0,"695,1,0,0,,,"
673,673,I don't know.,673.0,"696,1,0,0,,,"
674,674,Unknowingness,674.0,"697,1,0,0,,,"
675,675,M and D,675.0,"698,1,0,0,,,"
676,676,I don't understand.,676.0,"699,1,0,0,,,"
677,677,I don't know.,677.0,"700,1,0,0,,,"
678,678,I don't understand.,678.0,"701,0,1,0,,,"
679,679,an alternating current,679.0,"702,0,1,0,,,"
680,680,M and D,680.0,"703,1,0,0,,,"
681,681,I don't understand.,681.0,"704,1,0,0,,,"
682,682,Mall,682.0,"705,0,1,0,,,"
683,683,I don't understand.,683.0,"706,1,0,0,,,"
684,684,I don't understand.,684.0,"707,0,0,0,,,"
685,685,I was engaged in trade activities,685.0,"708,0,1,0,,,"
686,686,M and D,686.0,"709,1,0,0,,,"
687,687,I don't understand.,687.0,"710,1,0,0,,,"
688,688,It seems to have gained high popularity.,688.0,"711,0,0,0,,,"
689,689,It can be seen that trade activities were active.,689.0,"712,1,0,0,,,"
690,690,I think you can see that we had an exchange.,690.0,"713,0,0,0,,,"
691,691,M and D,691.0,"714,1,0,0,,,"
692,692,I interacted with ArabiaI don't understand.,692.0,"715,1,0,0,,,"
693,693,Trade with other countries is brisk,693.0,"716,0,1,0,,,"
694,694,brisk trade,694.0,"717,1,0,0,,,"
695,695,"The aristocracy had inherited land and slaves from generation to generation, and the peasants tried to cauterize the property of others and engaged in economic activities by expanding farmland",695.0,"718,1,1,0,,,719,1,0,0,,,"
696,696,It promoted exchanges and trade.,696.0,"720,1,0,0,,,"
697,697,It was the first time to trade with other countries during the Goryeo Dynasty,697.0,"721,1,0,0,,,"
698,698,There was an active exchange.,698.0,"722,1,0,0,,,"
699,699,active trade activities,699.0,"723,1,1,0,,,"
700,700,I don't know.,700.0,"724,0,0,0,,,"
701,701,"In the Goryeo exhibition and system, from civil service officials to soldiers to Korean soldiers, a battery capable of hangover grain in 18 grades and a limb capable of invading firewood were given.",701.0,"725,0,0,0,,,"
702,702,active trade exchanges,702.0,"726,0,0,0,,,"
703,703,They exchanged with Goryeo until Arabia,703.0,"727,0,0,0,,,"
704,704,Unknowingness,704.0,"728,0,0,0,,,"
705,705,Many exchanges with countries such as Arabia,705.0,"729,0,0,0,,,"
706,706,I interact a lot with foreign people.,706.0,"730,0,0,0,,,"
707,707,We exchanged a lot.,707.0,"731,0,0,0,,,"
708,708,Unknowingness,708.0,"732,0,0,0,,,"
709,709,I had a lot of exchanges with Arabia.,709.0,"733,0,0,0,,,"
710,710,It can be seen that Goryeo traded a lot with other countries.,710.0,"734,0,1,0,,,"
711,711,You've made a good living well,711.0,"735,0,0,0,,,"
712,712,I lived well,712.0,"736,1,0,0,,,"
713,713,That's cool!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,713.0,"737,0,0,0,,,"
714,714,"During the Goryeo Dynasty, there were many merchants from other countries due to active exchanges",714.0,"738,1,0,0,,,"
715,715,That's cool.,715.0,"739,0,0,0,,,"
716,716,a tour of foreign exchange,716.0,"740,0,0,0,,,"
717,717,active exchange with foreign countries,717.0,"741,0,0,0,,,"
718,718,"During the Goryeo Dynasty, exchanges were active.",718.0,"742,0,0,0,,,"
719,719,I think I was active,719.0,"743,0,0,0,,,"
720,720,It can be seen that exchanges were active during the Goryeo Dynasty.,720.0,"744,0,0,0,,,"
721,721,I think Korea is the oldest in Korea,721.0,"745,0,0,0,,,"
722,722,The one-won chrysalis was delicious,722.0,"746,0,0,0,,,"
723,723,I think a lot of foreign merchants came,723.0,"747,0,0,0,,,"
724,724,The exchange was active,724.0,"748,0,0,0,,,749,1,0,0,,,"
725,725,I did a good job dealing with foreign countries,725.0,"750,1,0,0,,,"
726,726,Interactions with other countries were active,726.0,"751,1,0,0,,,"
727,727,"During the Goryeo Dynasty, there were many merchants from other countries because of the active exchange",727.0,"752,1,0,0,,,"
728,728,We exchanged a lot.,728.0,"753,1,0,0,,,"
729,729,I traded with many countries.,729.0,"754,1,0,0,,,"
730,730,"It was very active because merchants from many countries, including Arabs, bought, sold and exchanged with our country",730.0,"755,0,0,0,,,"
731,731,The economy has gradually improved,731.0,"756,1,0,0,,,"
732,732,"Because many foreigners came in, Goryeo's economy is likely to have been active",732.0,"757,1,0,0,,,"
733,733,The Goryeo Dynasty had a lot of exchanges with other countries.,733.0,"758,1,0,0,,,"
734,734,The Goryeo Dynasty had a lot of exchanges,734.0,"759,1,0,0,,,"
735,735,The economy has improved,735.0,"760,1,0,0,,,"
736,736,I had an exchange with other countries,736.0,"761,1,0,0,,,"
737,737,a city of kings,737.0,"762,0,0,0,,,"
738,738,"Considering the spread to overseas countries, the economy of the Goryeo Dynasty seems to have been actively carried out",738.0,"763,1,0,0,,,"
739,739,Trade exchanges were active,739.0,"764,1,0,0,,,"
740,740,actively engaged in trade,740.0,"765,0,0,0,,,"
741,741,It was all right.,741.0,"766,1,0,0,,,"
742,742,I was active in trade with Arabian merchants.,742.0,"767,1,0,0,,,"
743,743,PASS,743.0,"768,1,0,1,,,"
744,744,I traded,744.0,"769,0,1,0,,,"
745,745,I'm going to do it without leaves,745.0,"770,1,0,0,,,"
746,746,"It was spread abroad, so people abroad knew and economically benefited from it.",746.0,"771,1,0,0,,,"
747,747,The Goryeo Dynasty has lived economically by interacting with outside merchants through the port of Byeokrando,747.0,"772,1,0,0,,,"
748,748,"""",748.0,"773,0,0,0,,,"
749,749,Several merchants from abroad traded in Goryeo. Goryeo is the development of the trade economy.,749.0,"774,0,0,0,,,"
750,750,Free Trade Is Active by Arabian Merchants,750.0,"775,1,0,0,,,"
751,751,"During the Goryeo Dynasty, exchanges were active.",751.0,"776,0,1,0,,,"
752,752,"Exchange with foreign countries was active, and through this, the culture was spread.",752.0,"777,1,0,0,,,"
753,753,I traded a lot with foreign countries.,753.0,"778,1,0,0,,,779,0,0,1,,,"
754,754,"Given the brisk trade activities, the economic conditions must have worked very well at the time",754.0,"780,1,0,0,,,"
755,755,1234,755.0,"781,0,0,0,,,"
756,756,I don't know,756.0,"782,1,0,0,,,"
757,757,I don't know,757.0,"783,1,0,1,,,"
758,758,123,758.0,"784,1,0,0,,,"
759,759,123,759.0,"785,1,0,0,,,"
760,760,I don't know.,760.0,"786,1,0,0,,,"
761,761,123,761.0,"787,1,0,0,,,"
762,762,"""I don't know.""",762.0,"788,0,0,0,,,"
763,763,"""",763.0,"789,0,0,0,,,"
764,764,123,764.0,"790,0,0,0,,,"
765,765,I don't know.,765.0,"791,1,0,0,,,"
766,766,Economic activity was active,766.0,"792,0,1,0,,,"
767,767,123,767.0,"793,1,0,0,,,"
768,768,"I actively interacted with neighboring countries such as Song Dynasty, Geogie, Japan, etc.  So we can see that we actively exchanged history. It's an exchange economy.",768.0,"794,1,0,0,,,"
769,769,"""I don't know",769.0,"795,1,0,0,,,"
770,770,"""",770.0,"796,1,0,0,,,"
771,771,"I actively interacted with neighboring countries such as Song Dynasty, Geogie, Japan, etc.  So we can see that we actively exchanged history. It's an exchange economy.",771.0,"797,1,0,0,,,"
772,772,There's a transmission,772.0,"798,1,0,0,,,"
773,773,123,773.0,"799,0,0,0,,,"
774,774,I don't know.,774.0,"800,1,0,0,,,"
775,775,the era of building hanok,775.0,"801,1,0,0,,,"
776,776,I don't know.,776.0,"802,1,0,0,,,"
777,777,123,777.0,"803,1,0,1,,,"
778,778,"The top and bottom are exactly divided, and the people with high social status had a lot of money",778.0,"804,1,0,0,,,"
779,779,123,779.0,"805,1,0,0,,,"
780,780,I don't know.,780.0,"806,1,1,0,,,"
781,781,"Korea refers to Korea and North Korea speaking in stone, and Korea refers to the Goryeo Dynasty",781.0,"807,1,0,0,,,"
782,782,a great deal of interaction,782.0,"808,0,1,0,,,809,0,0,0,,,"
783,783,I traded,783.0,"810,0,0,0,,,"
784,784,The exchange was active,784.0,"811,0,0,1,,,"
785,785,He is good at interacting with other countries,785.0,"812,1,0,1,,,"
786,786,I think we had a lot of exchanges,786.0,"813,1,1,0,,,"
787,787,It felt like we had an exchange,787.0,"814,0,0,0,,,"
788,788,I did a lot of economic activities,788.0,"815,1,0,0,,,"
789,789,I think I would have had a lot of exchanges with Arabian merchants.,789.0,"816,0,0,0,,,"
790,790,The people of Aribia and Goryeo seem to have had a lot of exchanges.,790.0,"817,0,0,0,,,"
791,791,There was a lot of interactionGoryeo seems to be widely known abroad for trading with many countries.,791.0,"818,1,1,0,,,"
792,792,active trade with foreign countries,792.0,"819,1,1,0,,,"
793,793,Trade has developed.,793.0,"820,1,0,0,,,"
794,794,"Seeing the Republic of Korea use the names given by Arabian merchants, it seems that the Republic of Korea has always relied on other countries.",794.0,"821,0,0,0,,,"
795,795,Goryeo also interacted with Arabia.,795.0,"822,1,0,0,,,"
796,796,You can see that he has been active in exchanges with many countries.,796.0,"823,0,0,0,,,"
797,797,I don't know.,797.0,"824,1,0,0,,,"
798,798,I became more active in interacting with people from other countries.,798.0,"825,0,1,0,,,"
799,799,Trade has developed a lot.,799.0,"826,1,0,0,,,"
800,800,There was a lot of external interaction. open-minded,800.0,"827,1,0,0,,,"
801,801,economic development,801.0,"828,0,0,1,,,"
802,802,"During the Goryeo Dynasty, there were many exchanges with neighboring countries, and in China, there were many exchanges with Europe and Arabia through the Silk Road",802.0,"829,0,0,0,,,"
803,803,There was active exchange with foreign countries.,803.0,"830,1,0,0,,,"
804,804,active exchange with foreign countries,804.0,"831,1,0,0,,,"
805,805,I went abroad a lot.,805.0,"832,1,0,0,,,"
806,806,I educated with Arabian merchants.,806.0,"833,1,1,0,,,"
807,807,Trade with other countries was brisk.,807.0,"834,1,0,0,,,"
808,808,The foreign economy was brisk.,808.0,"835,0,0,0,,,"
809,809,Trade was brisk.,809.0,"836,0,0,0,,,"
810,810,He also interacted with Arabia.,810.0,"837,1,0,0,,,"
811,811,It was open.,811.0,"838,1,0,0,,,839,1,1,0,,,"
812,812,He was active in interacting with Arabian merchants.,812.0,"840,0,0,0,,,"
813,813,I don't know,813.0,"841,1,0,0,,,"
814,814,You traded with Arabia,814.0,"842,1,0,0,,,"
815,815,"During the Goryeo Dynasty, they would have exchanged a lot with merchants in Arabia such as the Silk Road and accepted glass crafts and Western culture.",815.0,"843,1,0,0,,,"
816,816,The economy of the Goryeo Dynasty was very interchangeable with foreign countries,816.0,"844,1,0,0,,,"
817,817,Economic activities were actively carried out by trading evenly with other countries,817.0,"845,1,0,0,,,"
818,818,It can be seen that exchanges with other countries were active during the Goryeo Dynasty.,818.0,"846,0,0,1,,,"
819,819,Goryeo traded with other countries.,819.0,"847,1,0,0,,,"
820,820,I don't know.,820.0,"848,1,0,0,,,"
821,821,It was a country with a bright future for foreign trade,821.0,"849,1,0,0,,,"
822,822,a trading king,822.0,"850,0,0,0,,,"
823,823,Trade with Arabian merchants,823.0,"851,1,0,0,,,"
824,824,I think the economy would have been good.,824.0,"852,1,0,0,,,"
825,825,active exchange of foreign exchange,825.0,"853,,,,,,"
826,826,"The economy traded well, but the economic system seems to have been difficult.",826.0,"854,,,,,,"
827,827,It can be seen that the export revenue has been obtained from other countries,827.0,"855,63.0%,10.6%,3.8%,,,"
828,828,The trade activities would have been so active that Arabian merchants traded with Goryeo.,,
829,829,I had an exchange with a foreign country,,
830,830,I did water trade,,
831,831,"""Huh?""",,
832,832,"""",,
833,833,Foreign trade was active during the Goryeo Dynasty,,
834,834,Trade was brisk during the Goryeo Dynasty.,,
835,835,The Goryeo Dynasty was an era of insider countries trading with many countries.,,
836,836,"Open, active trade",,
837,837,I interacted with Arabian merchants,,
838,838,You can see that he had a lot of exchanges with the merchants of Aribia,,
839,839,"At that time, during the Goryeo Dynasty, it was an active economic situation that exchanged with Arabian merchants and engaged in economic activities.",,
840,840,"During the Goryeo Dynasty, trade with other countries was active.",,
841,841,"The spread of Korea's name to remote areas means that Korea's specialties are so famous Therefore, the economy would have been good.",,
842,842,Corea Corporation,,
843,843,I don't know.,,
844,844,Diplomacy was brisk,,
845,845,This is because the port was opened to accommodate other countries' cultural assets.,,
846,846,There were many exchanges with other countries and the economic situation seemed to be very good,,
847,847,The situation is bad,,
848,848,We are in an era where we interact with other countries.,,
849,849,It was lively,,
850,850,Korea University,,
851,851,The trade market was brisk.,,
852,852,I can see that I interacted with other countries and I think the economy was active,,
853,853,It can be seen that they actively interacted during the Goryeo Dynasty.,,
854,854,"Many Arabian merchants traveled to the port, and economic activity was active",,
855,855,"In the Goryeo Dynasty, you can see that they interact with many countries",,
856,856,This is because the economy of the Goryeo Dynasty was weak enough to be named by other countries in this era.,,
857,857,It was confirmed that the economy of the Goryeo Dynasty traded a lot with foreign countries.,,
858,858,The economy of Goryeo was good,,
859,859,"During the Goryeo Dynasty, exchanges with other countries were active",,
860,860,"During the Goryeo Dynasty, exchanges were active.",,
861,861,Goryeo embraced other countries' culture of other countries.,,
862,862,Unknowingness,,
863,863,I traded with Arabian merchants.,,
864,864,I traded with Arabian merchants.,,
865,865,They exchanged with other countries to import and export goods.,,
866,866,"Through trade with merchants such as Arabia in the West, the market economy was achieved by exporting Goryeo's specialties (such as ginseng) and importing silk and jewelry.",,
867,867,"During the Goryeo Dynasty, they interacted with Arabian merchants.",,
868,868,Unknowingness,,
869,869,I don't know.,,
870,870,He traded with Arabia,,
871,871,"During the Goryeo Dynasty, trade became active as the port called Byeokrando Island developed in Goryeo with foreign countries.",,
872,872,It can be seen from this that the economy developed through trade with Arabian merchants during the Goryeo Dynasty.,,
873,873,Unknowingness,,
874,874,"The Goryeo Dynasty actively engaged in trade activities with Arabian merchants. In the case of Goryeo, phosphoric acid, gold, paper, and granite were exported to Arabia, and mercury, spices, and pumpkins were imported from Arabia. At this time, many traders stayed in Byeollando Island.",,
875,875,Goryeo did international trade,,
876,876,Trade and exchanges were active,,
877,877,I traded with Arabian merchants,,
878,878,"It can be seen that during the Goryeo Dynasty, exchanges were held in addition to exchanges within the Korean Peninsula. It was equipped to go far by boat.",,
879,879,He was well received with Western culture.,,
880,880,"It can be seen that during the Goryeo Dynasty, they exchanged tombs to far-off Arab regions through the sea or land.",,
881,881,Goryeo goods were sold abroad.,,
882,882,Trade was brisk,,
883,883,I don't remember. Sorry,,
884,884,brisk foreign trade,,
885,885,Trade with other countries was brisk,,
886,886,Evaluation Only. Created with Aspose.Cells for Python via Java.Copyright 2003 - 2022 Aspose Pty Ltd.,,
