,Unnamed: 0,1) What happened to the air in the bag after several breaths?,Unnamed: 0,", q41_oxygen, q41_carbon dioxide, q41_moisture, q41_oxygen.1, q41_carbon dioxide.1,q41_Moisture.1"
425,425,Oxygen would have decreased and carbon dioxide would have increased.,425.0,"439,1,1,0 ,co2 ratio increased"
426,426,"After breathing several times, the air in the bag would have increased the proportion of carbon dioxide",426.0,"440,0,1,0, increasing the amount of co2"
427,427,Oxygen has decreased and carbon dioxide has increased,427.0,"The amount of 441,0,1,0 ,co2 increased"
428,428,Oxygen in the plastic bag will gradually decrease and carbon dioxide will increase.,428.0,"442,1,1,0 ,co2 increase"
429,429,The proportion of oxygen in the air would have decreased.,429.0,"443,0,1,0...co2 is increasing"
430,430,Oxygen in vinyl is lost and carbon dioxide is increased.,430.0,"444,0,0,0 ,co2 ratio increase"
431,431,The oxygen ratio of the air in the bag decreased and the carbon dioxide ratio increased.,431.0,"445,0,0,0 ,co2 ratio increase"
432,432,The bag is filled with carbon dioxide and oxygen is reduced,432.0,"446,1,1,0 ,co2 ratio increase"
433,433,Breathe in the oxygen in the bag and release carbon dioxide,433.0,"447,0,1,0 ,co2 ratio increased"
434,434,Carbon dioxide is injected into the bag by inhaling oxygen and emitting carbon dioxide.,434.0,"448,0,0,1,co2 ratio increased449,0,0,0 ,co2 ratio increased"
435,435,"At first, it is full of oxygen, but then the carbon dioxide rate rises",435.0,"450, 0, 0, 0, increased co2 ratio"
436,436,The air would have decreased because I inhaled the air in the bag.,436.0,"451,0,0,0 ,co2 ratio increased"
437,437,"In the bag, the concentration of carbon dioxide is higher than the concentration of acidity due to breathing.",437.0,"452,0,1,0 ,co2 ratio increased"
438,438,"Oxygen also comes out when you exhale, but if you exhale several times, the proportion of oxygen decreases.",438.0,"453,1,1,0,,increase in amount of co2"
439,439,"Gas exchange occurs in the lungs through lung breathing, and the concentration of oxygen decreases when exhaling after breathing, and the concentration of carbon dioxide produced as a result of breathing increases, reducing the concentration of oxygen in the bag and increasing the concentration of carbon dioxide.",439.0,"454,0,1,0 , increasing the amount of co2"
440,440,"Gas exchange occurs in the lungs, and the concentration of oxygen in the bag decreases and the concentration of carbon dioxide increases because of the carbon dioxide produced as a result of breathing.",440.0,"455,0,1,0 ,co2 increase in quantity"
441,441,The concentration of oxygen decreases and the concentration of carbon dioxide increases.,441.0,"The amount of 456,0,1,0 ,co2 increased"
442,442,The oxygen in the bag turned into carbon dioxide,442.0,"457,1,1,0 ,the amount of co2 increased"
443,443,The bag is almost filled with carbon dioxide.,443.0,"458,1,1,0 ,co2 increased in quantity"
444,444,The air in the bag became carbon dioxide.,444.0,"459,0,1,0... Increase in carbon dioxide"
445,445,Change from oxygen to carbon dioxide by inhaling in and out,445.0,"460,1,0,0...increase in carbon dioxide"
446,446,It would be full of carbon dioxide,446.0,"461,0,0,0... More carbon dioxide"
447,447,It's blurry,447.0,"462,0,0,0 ,, carbon dioxide increases.,"
448,448,an increase in air pressure,448.0,"463,0,1,0 , carbon dioxide increases.,"
449,449,Oxygen concentration decreases and carbon dioxide concentration increases.,449.0,"464,1,1,0...there is more carbon dioxide"
450,450,It would be full of carbon dioxide.,450.0,"465,0,1,0... Increase carbon dioxide,"
451,451,Moistening sugar,451.0,"466,0,1,0,,increase in sugar dioxide,"
452,452,It's blurry,452.0,"467,1,1,0,,increased carbon dioxide,"
453,453,(wink),453.0,"468,0,1,0...Carbon dioxide increases.,"
454,454,"Later, it becomes hard to breathe",454.0,"469,0,1,0... Increased carbon dioxide,"
455,455,turn into carbon dioxide,455.0,"470,0,1,0... Carbon dioxide increases"
456,456,Oxygen is reduced and carbon dioxide is increased.,456.0,"471,0,0,1, increases carbon dioxide"
457,457,It's full of carbon dioxide,457.0,"472,0,1,0...Carbon dioxide increases.,"
458,458,Carbon dioxide has formed.,458.0,"473,0,1,0,,increase in carbon dioxide ratio,"
459,459,There would be carbon dioxide.,459.0,"474,1,0,0,,increase in carbon dioxide ratio,"
460,460,Oxygen decreases and carbon dioxide increases,460.0,"475,1,1,0,,increase in carbon dioxide ratio,"
461,461,Carbon dioxide went in instead of oxygen,461.0,"476,1,1,0,,increase in carbon dioxide ratio,"
462,462,The bag was filled with carbon dioxide,462.0,"477,1,1,0 , the carbon dioxide ratio increases"
463,463,the disappearance of oxygen is gone.,463.0,"478,0,1,0, the carbon dioxide ratio increases.,479,1,1,0 , the carbon dioxide ratio increases"
464,464,The amount of air in the bag decreases. Because the amount of air in the plastic bag is limited.,464.0,"480,1,1,0,,,the carbon dioxide ratio increases.,"
465,465,The air decreases,465.0,"481,0,0,0... the carbon dioxide ratio increases"
466,466,There is carbon dioxide left,466.0,"482,0,0,0... Increases carbon dioxide ratio"
467,467,Oxygen is gone and only carbon dioxide is left,467.0,"483,0,0,1, the carbon dioxide ratio increases"
468,468,Most of the air becomes carbon dioxide,468.0,"484,1,1,0,,,the carbon dioxide ratio increases"
469,469,Oxygen is used for human breathing and carbon dioxide is produced by exhalation.,469.0,"485,0,1,1, the amount of carbon dioxide increases"
470,470,"When you inhale (inhale), the fresh air in the bag goes into the body, and when you exhale the air in the body, carbon dioxide comes out and changes the air, making it harder to breathe as fresh air turns into carbon dioxide.",470.0,"486,0,1,0... Increases the amount of carbon dioxide"
471,471,The amount of carbon dioxide increases,471.0,"487,1,1,0... Increases the amount of carbon dioxide"
472,472,"""The concentration of carbon dioxide increases",472.0,"488,0,0,0... Increases the amount of carbon dioxide"
473,473,"""",473.0,"489,1,1,0... Increases the amount of carbon dioxide"
474,474,There is a lot of carbon dioxide has increased.,474.0,"490,1,1,0 , the amount of carbon dioxide increases.,"
475,475,Steam rises and steam rises,475.0,"491,1,1,0...the carbon dioxide ratio increases"
476,476,There's a lot of carbon dioxide,476.0,"492,0,0,0 , the carbon dioxide ratio increases.,"
477,477,It's full of carbon dioxide. Oh my,477.0,"493,1,1,0...the carbon dioxide ratio goes up"
478,478,be short of oxygen,478.0,"494,0,1,0...the carbon dioxide ratio goes up"
479,479,Oxygen is gone and only carbon dioxide is left.,479.0,"495,1,1,0,,more carbon dioxide,"
480,480,Reduced oxygen and increased carbon dioxide,480.0,"496,1,1,0... More carbon dioxide"
481,481,Oxygen decreases and carbon dioxide increases,481.0,"497,0,0,0... More carbon dioxide"
482,482,It's filled with carbon dioxide,482.0,"498,1,1,0,,carbon dioxide ↓ ,"
483,483,O2 changes to CO2.,483.0,"499,1,0,0,,increase in carbon dioxide,"
484,484,The concentration of carbon dioxide increases and the concentration of oxygen decreases.,484.0,"500, 0, 0, 0, 2, 3, 2, 3 carbon dioxide"
485,485,The bag expands,485.0,"501,0,0,0 , the proportion of carbon dioxide in the air in the bag increases.,"
486,486,The bag expands.,486.0,"502,0,0,0 , the proportion of carbon dioxide in the air in the bag increases.,"
487,487,It's getting damp.,487.0,"503,0,1,0... carbon dioxide is produced"
488,488,"By hopping, the concentration of carbon dioxide increases and the concentration of oxygen decreases.",488.0,"504,0,0,0,0... It increases carbon dioxide.,"
489,489,"When you breathe, carbon dioxide is released and steam rises.",489.0,"505,0,0,1, the amount of carbon dioxide increased"
490,490,Carbon Dioxide Concentration,490.0,"506,0,0,0 , the proportion of carbon dioxide increases.,"
491,491,"As time goes by, oxygen decreases and carbon dioxide cools.",491.0,"507,0,0,1, carbon dioxide rises.,"
492,492,I can't fill it up any more,492.0,"508,0,0,0...the carbon dioxide is increasing.,509,0,0,1, carbon dioxide"
493,493,"Since you breathe in oxygen, the oxygen in the bag gradually decreases and emits carbon dioxide, so the concentration of carbon dioxide concentration in the bag increases.",493.0,"510,0,0,0,0... Increases carbon dioxide.,"
494,494,"When inhaling, inhaling oxygen in a plastic bag and exhaling carbon dioxide when exhaling, reducing oxygen in the bag and increasing the amount of carbon dioxide.Oxygen was lost and carbon dioxide was produced.",494.0,"511,0,0,0... the amount of carbon dioxide increased"
495,495,Don't know,495.0,"512,0,0,1, the proportion of carbon dioxide increases.,"
496,496,"It was full of oxygen, but breathing would have filled the bag with carbon dioxide.",496.0,"513,0,0,0,0...Carbon dioxide rises.,"
497,497,The amount of carbon dioxide will increase because carbon dioxide comes out when you breathe out,497.0,"514,0,0,0...Carbon dioxide is increasing.,"
498,498,Oxygen decreases and carbon dioxide increases,498.0,"515,0,1,0, there is carbon dioxide"
499,499,The fresh oxygen in the bag decreases and the carbon dioxide produced by breathing increases.,499.0,"516,0,0,0...increase in CO2,"
500,500,The air is inside,500.0,"517,0,1,0...CO2 ratio increases.,"
501,501,The amount of oxygen in the bag decreases and the amount of carbon dioxide increases because it inhales oxygen during inhalation and exhales carbon dioxide during exhalation.,501.0,"518,0,0,0,0... Carbon dioxide rises.,"
502,502,The concentration of oxygen decreases.,502.0,"519,0,0,0 , the percentage of carbon dioxide goes up"
503,503,"""",503.0,"520,0,0,1, increases carbon dioxide.,"
504,504,"""The air is gone""",504.0,"521,0,0,0,0... Increases carbon dioxide.,"
505,505,The air decreases,505.0,"522,0,1,0, there is carbon dioxide"
506,506,The air gradually disappears.,506.0,"523,0,1,0,,,"
507,507,It turns into carbon dioxide,507.0,"524,1,1,0,,,"
508,508,The air is getting less and less,508.0,"525,0,0,0,,,"
509,509,I think I got water drops,509.0,"526,1,1,0,,,"
510,510,I think the plastic bag will be full of air.,510.0,"527,0,0,1,,,"
511,511,The plastic bag is filled with moisture and a little water drop is smoothed,511.0,"528,1,1,0,,,"
512,512,I think the plastic bag will be full of air.,512.0,"529,1,1,0,,,"
513,513,I think the moisture will be cold and much less than the first air.,513.0,"530,0,1,0,,,"
514,514,The plastic seems to have expanded because of the air,514.0,"531,0,0,0,,,"
515,515,It's hard to breathe because there's no more air,515.0,"532,0,1,0,,,"
516,516,The air is getting hot,516.0,"533,0,0,0,,,"
517,517,"""How to Breathe""",517.0,"534,0,0,0,,,"
518,518,"""I'm going to put it on your mouth and drink it.""",518.0,"535,0,0,1,,,"
519,519,The air is gone.,519.0,"536,0,1,0,,,"
520,520,The air is likely to turn into carbon dioxide.,520.0,"537,0,1,0,,,"
521,521,I don't think there's much air.,521.0,"538,1,1,0,,,539,1,1,0,,,"
522,522,The amount of carbon dioxide increases,522.0,"540,1,1,0,,,"
523,523,I think the air would have cooled down a little,523.0,"541,1,1,0,,,"
524,524,I don't know.,524.0,"542,0,1,0,,,"
525,525,Water is forming,525.0,"543,1,1,0,,,"
526,526,The air stays as it is.,526.0,"544,1,0,0,,,"
527,527,Increase in carbon dioxide concentration,527.0,"545,1,1,0,,,"
528,528,It's filled with carbon dioxide,528.0,"546,0,0,1,,,"
529,529,Oxygen has been converted into carbon dioxide,529.0,"547,0,0,0,,,"
530,530,The air has shrunk.,530.0,"548,0,0,0,,,"
531,531,Oxygen has decreased and carbon dioxide has increased,531.0,"549,0,0,0,,,"
532,532,Moisture is cold. The air is gone,532.0,"550,0,1,0,,,"
533,533,The pressure is lowered.,533.0,"551,0,0,0,,,"
534,534,Oxygen is gone and carbon dioxide is formed.,534.0,"552,1,0,0,,,"
535,535,There's a lot of carbon dioxide,535.0,"553,0,0,0,,,"
536,536,The air is gone,536.0,"554,0,0,0,,,"
537,537,"""The bag is filled with carbon dioxide",537.0,"555,0,0,0,,,"
538,538,"""",538.0,"556,0,0,1,,,"
539,539,The oxygen in the bag turned into carbon dioxide.,539.0,"557,0,0,1,,,"
540,540,under pressure,540.0,"558,0,0,0,,,"
541,541,"Bubbles form on the surface of the plastic bag, creating moisture",541.0,"559,0,0,0,,,"
542,542,There's a lot of carbon dioxide,542.0,"560,1,0,0,,,"
543,543,Carbon dioxide filled the bag,543.0,"561,0,0,0,,,"
544,544,Oxygen gradually decreased and carbon dioxide increased,544.0,"562,1,0,0,,,"
545,545,Oxygen becomes scarce and carbon dioxide increases.,545.0,"563,0,0,1,,,"
546,546,More carbon dioxide and less oxygen,546.0,"564,0,0,0,,,"
547,547,Oxygen decreases and carbon dioxide increases,547.0,"565,0,0,1,,,"
548,548,There seems to be an increase in carbon dioxide in the bag,548.0,"566,0,0,1,,,"
549,549,The oxygen in the bag turned into carbon dioxide.,549.0,"567,0,0,0,,,"
550,550,There's a lot of oxygen in the plastic bag,550.0,"568,0,1,0,,,569,0,1,0,,,"
551,551,"At first, there was a lot of oxygen, but as time goes by, the amount of oxygen goes away and carbon dioxide goes up",551.0,"570,0,0,0,,,"
552,552,The bag has water on it because of breathing,552.0,"571,0,0,0,,,"
553,553,There would be less air in the bag.,553.0,"572,1,1,0,,,"
554,554,I don't know.,554.0,"573,0,0,0,,,"
555,555,The air will be reduced.,555.0,"574,0,0,0,,,"
556,556,The air turned into carbon dioxide and the air disappeared,556.0,"575,0,0,0,,,"
557,557,The air is gone.,557.0,"576,0,0,0,,,"
558,558,Breathing in fresh air is likely to contaminate the air because no other fresh air can enter.,558.0,"577,1,0,0,,,"
559,559,I don't know,559.0,"578,0,0,0,,,"
560,560,I don't know.,560.0,"579,0,0,1,,,"
561,561,I think it would have shrunk.,561.0,"580,0,0,0,,,"
562,562,Warm air and cold air mix.,562.0,"581,0,0,0,,,"
563,563,It's getting damp,563.0,"582,0,1,0,,,"
564,564,"Since the air went in and out,",564.0,"583,1,1,0,,,"
565,565,"When you breathe in, you will become less and less air because you suck in air",565.0,"584,0,0,0,,,"
566,566,I think all the fresh air is going to disappear,566.0,"585,0,1,0,,,"
567,567,The air has decreased,567.0,"586,0,0,0,,,"
568,568,The oxygen concentration has dropped,568.0,"587,0,0,0,,,"
569,569,The air will be warm.,569.0,"588,0,0,0,,,"
570,570,The air is filled with air.,570.0,"589,0,0,0,,,"
571,571,"""It will be very warm inside",571.0,"590,0,0,1,,,"
572,572,"""",572.0,"591,0,0,0,,,"
573,573,I'm getting dewy,573.0,"592,0,1,0,,,"
574,574,I don't know,574.0,"593,0,0,0,,,"
575,575,The air will be filled with carbon dioxide that is released from the human body.,575.0,"594,0,0,0,,,"
576,576,Carbon dioxide will go in.,576.0,"595,0,0,0,,,"
577,577,The air is gradually draining,577.0,"596,0,0,0,,,"
578,578,dwindling,578.0,"597,1,1,0,,,"
579,579,"This is because it turns into dirty carbon dioxide, not clean oxygen.",579.0,"598,0,0,1,,,599,1,0,0,,,"
580,580,The air has shrunk,580.0,"600,0,0,0,,,"
581,581,I don't know.,581.0,"601,1,1,0,,,"
582,582,It swelled up.,582.0,"602,0,0,0,,,"
583,583,I don't know,583.0,"603,0,0,0,,,"
584,584,It is filled with oxygen in the air,584.0,"604,0,1,0,,,"
585,585,I don't know.,585.0,"605,0,0,0,,,"
586,586,"Inside the bag, there are a few drops of moisture, and the transparent vinyl is blurred, so you won't be able to see what's inside.",586.0,"606,1,0,0,,,"
587,587,It's swelling up,587.0,"607,0,0,0,,,"
588,588,??/,588.0,"608,0,1,0,,,"
589,589,The air turns into carbon dioxide.,589.0,"609,0,0,0,,,"
590,590,Oxygen decreases and carbon dioxide increases.,590.0,"610,1,1,0,,,"
591,591,It's getting full,591.0,"611,0,0,0,,,"
592,592,The air is gone and carbon dioxide is cold.,592.0,"612,0,1,0,,,"
593,593,The bag swells up.The air would have been cold.,593.0,"613,0,0,0,,,"
594,594,Don't know,594.0,"614,0,0,0,,,"
595,595,The air increases.,595.0,"615,0,0,0,,,"
596,596,The dew will come to an end,596.0,"616,0,0,1,,,"
597,597,The air disappears.,597.0,"617,0,0,1,,,"
598,598,Because there's a lot of carbon dioxide in the air,598.0,"618,0,0,0,,,"
599,599,I don't know,599.0,"619,0,0,0,,,"
600,600,The air is polluted.,600.0,"620,0,0,0,,,"
601,601,The amount of air is gradually reduced because it absorbs air when breathing.,601.0,"621,0,1,0,,,"
602,602,I don't know,602.0,"622,0,1,0,,,"
603,603,This is because he breathes fresh air and emits carbon dioxide.,603.0,"623,0,0,1,,,"
604,604,Water is formed,604.0,"624,1,1,0,,,"
605,605,Oxygen is gone.,605.0,"625,0,0,1,,,"
606,606,I don't know.,606.0,"626,0,0,0,,,"
607,607,There is less oxygen and more carbon dioxide.,607.0,"627,0,0,0,,,"
608,608,There will be a mixture of substances and air that come out as people breathe.,608.0,"628,0,1,0,,,629,0,1,0,,,"
609,609,I can't believe it,609.0,"630,0,0,0,,,"
610,610,There's carbon dioxide in it.,610.0,"631,1,1,0,,,"
611,611,It's getting full,611.0,"632,0,1,0,,,"
612,612,The oxygen is gone.,612.0,"633,0,1,0,,,"
613,613,The amount of air decreases,613.0,"634,0,0,0,,,"
614,614,be high in carbon dioxide,614.0,"635,0,1,0,,,"
615,615,The air is going to be low,615.0,"636,0,1,0,,,"
616,616,Oxygen turns into carbon dioxide,616.0,"637,1,1,0,,,"
617,617,one's own breath,617.0,"638,0,1,0,,,"
618,618,Because there's a lot of carbon dioxide,618.0,"639,1,0,0,,,"
619,619,"The mouth is attached to the air, and the nose is outside, so changes occur because the air goes out every time you breathe in and out.",619.0,"640,1,1,0,,,"
620,620,The air in the bag has shrunk,620.0,"641,1,1,0,,,"
621,621,It's gotten bigger.,621.0,"642,1,1,0,,,"
622,622,It's getting wet,622.0,"643,0,0,0,,,"
623,623,It's gonna be air and stone outside through the cracks,623.0,"644,0,1,0,,,"
624,624,"Air is created and swells, making it full and forming an underwater machine.",624.0,"645,0,0,1,,,"
625,625,I don't know.,625.0,"646,0,1,0,,,"
626,626,I don't know.,626.0,"647,0,0,0,,,"
627,627,be filled with carbon dioxide,627.0,"648,0,1,0,,,"
628,628,There is a lot of carbon dioxide.,628.0,"649,0,1,0,,,"
629,629,It must be damp,629.0,"650,0,1,0,,,"
630,630,Oxygen would have disappeared and carbon dioxide would have formed.,630.0,"651,0,1,0,,,"
631,631,The air gets warm.,631.0,"652,0,0,0,,,"
632,632,have no idea whatsoever,632.0,"653,0,1,0,,,"
633,633,...,633.0,"654,0,0,0,,,"
634,634,It is full of carbon dioxide.,634.0,"655,1,1,0,,,"
635,635,The concentration of carbon dioxide in the air has increased.,635.0,"656,1,1,0,,,"
636,636,The air is likely to have shrunk.,636.0,"657,1,1,0,,,"
637,637,"The air would be filled with carbon dioxide, not oxygen.",637.0,"658,1,1,0,,,659,1,0,0,,,"
638,638,There is a lot of carbon dioxide.,638.0,"660,0,0,1,,,"
639,639,There must be a lot of carbon dioxide.,639.0,"661,0,1,0,,,"
640,640,It creates air,640.0,"662,0,1,0,,,"
641,641,It fills up with carbon dioxide.,641.0,"663,0,1,0,,,"
642,642,likely to be full of carbon dioxide,642.0,"664,0,1,0,,,"
643,643,Oxygen has been reduced and only carbon dioxide has been produced,643.0,"665,1,1,0,,,"
644,644,There's a lot of carbon dioxide,644.0,"666,0,1,0,,,"
645,645,Oxygen has shrunk in.,645.0,"667,0,0,0,,,"
646,646,Change from oxygen to carbon dioxide,646.0,"668,0,0,0,,,"
647,647,"Each time you breathe in and out of the bag, oxygen decreases and carbon dioxide increases.",647.0,"669,1,1,0,,,"
648,648,Oxygen would have decreased and carbon dioxide would have increased.,648.0,"670,0,0,0,,,"
649,649,I don't know,649.0,"671,0,0,0,,,"
650,650,There would be more carbon dioxide.,650.0,"672,1,1,0,,,"
651,651,Warmth,651.0,"673,0,0,0,,,"
652,652,The air in the bag would have turned into carbon dioxide due to the carbon dioxide emitted when breathing several times.,652.0,"674,1,0,0,,,"
653,653,.,653.0,"675,0,0,0,,,"
654,654,This is because carbon dioxide was emitted during the breathing process.,654.0,"676,1,1,0,,,"
655,655,be high in carbon dioxide,655.0,"677,1,0,0,,,"
656,656,There is more carbon dioxide,656.0,"678,0,0,0,,,"
657,657,be full of carbon dioxide,657.0,"679,0,1,0,,,"
658,658,The air becomes thin,658.0,"680,0,0,0,,,"
659,659,Carbon dioxide is increasing,659.0,"681,1,1,0,,,"
660,660,It's decreasing,660.0,"682,1,0,0,,,"
661,661,Does oxygen run out and carbon dioxide run out?,661.0,"683,0,1,0,,,"
662,662,"Oxygen becomes thin, and the amount of carbon dioxide increases.",662.0,"684,0,0,0,,,"
663,663,The amount of carbon dioxide increased and the amount of oxygen decreased.,663.0,"685,0,1,0,,,"
664,664,Oxygen has decreased and carbon dioxide has increased.,664.0,"686,1,1,0,,,"
665,665,It's less oxygen than the first time.,665.0,"687,0,0,0,,,"
666,666,The air in the bag is full of water.,666.0,"688,0,1,0,,,689,0,0,0,,,"
667,667,The percentage of carbon dioxide increases,667.0,"690,0,0,0,,,"
668,668,The carbon dioxide ratio has increased.,668.0,"691,0,0,0,,,"
669,669,The concentration of carbon dioxide has gone up,669.0,"692,0,0,0,,,"
670,670,The carbon dioxide ratio goes up.,670.0,"693,0,0,0,,,"
671,671,"When we breathe in, we breathe in oxygen and we exhale carbon dioxide, but as we breathe in, the amount of oxygen will decrease and the amount of carbon dioxide will increase.",671.0,"694,0,0,1,,,"
672,672,There will be more carbon dioxide in the bag than oxygen.,672.0,"695,0,0,0,,,"
673,673,d,673.0,"696,0,0,0,,,"
674,674,The air is much less.,674.0,"697,0,0,0,,,"
675,675,Oxygen disappeared and carbon dioxide was produced.,675.0,"698,0,0,0,,,"
676,676,It's frosty,676.0,"699,0,0,1,,,"
677,677,Full of air,677.0,"700,1,1,0,,,"
678,678,Clean air gradually becomes carbon dioxide,678.0,"701,0,0,0,,,"
679,679,The air is getting less and less.,679.0,"702,0,0,0,,,"
680,680,Lack of oxygen...,680.0,"703,0,0,0,,,"
681,681,The volume decreases as it gets bigger,681.0,"704,0,0,0,,,"
682,682,Oxygen decreases and carbon dioxide increases,682.0,"705,0,0,0,,,"
683,683,Oxygen has decreased a lot,683.0,"706,0,1,0,,,"
684,684,".,....",684.0,"707,0,0,0,,,"
685,685,"It's crumpled, air is gone, it's full of carbon dioxide.",685.0,"708,0,1,0,,,"
686,686,There is not much air left.,686.0,"709,0,0,0,,,"
687,687,The amount of oxygen would have decreased and carbon dioxide would have increased.,687.0,"710,0,0,0,,,"
688,688,with reduced oxygen,688.0,"711,0,0,1,,,"
689,689,be high in carbon dioxide,689.0,"712,0,0,1,,,"
690,690,swelling,690.0,"713,0,0,0,,,"
691,691,The bag contains carbon dioxide in the air I exhaled.,691.0,"714,0,0,0,,,"
692,692,"After breathing oxygen, carbon dioxide was released from our bodies when exhaled, and the bag was filled with carbon dioxide.air is gone",692.0,"715,0,0,0,,,"
693,693,Air is converted into carbon dioxide and nitrogen.,693.0,"716,1,1,0,,,"
694,694,the increase of air,694.0,"717,0,0,0,,,"
695,695,There's a lot of bad air.,695.0,"718,0,0,0,,,719,1,1,0,,,"
696,696,I like number 3,696.0,"720,1,1,0,,,"
697,697,The air disappears,697.0,"721,1,1,0,,,"
698,698,More carbon dioxide and less oxygen,698.0,"722,1,1,0,,,"
699,699,I get breaths,699.0,"723,0,0,0,,,"
700,700,ㅗㄹㅊㅇ오ㅗ러ㅑㅇㅅㄳ속ㄹ도오ㅕㅐ녀깃댜ㅐㄷㄷ,700.0,"724,1,1,0,,,"
701,701,k,701.0,"725,1,1,1,,,"
702,702,issue,702.0,"726,1,1,1,,,"
703,703,The bag is swollen,703.0,"727,0,0,0,,,"
704,704,It will be humid,704.0,"728,1,1,0,,,"
705,705,Clean air is gone and there is a lot of carbon dioxide in it.,705.0,"729,1,1,0,,,"
706,706,Hah!,706.0,"730,1,1,0,,,"
707,707,I don't know.,707.0,"731,1,1,0,,,"
708,708,The air is getting less and less.,708.0,"732,1,1,0,,,"
709,709,The air has become thin,709.0,"733,1,0,0,,,"
710,710,It swells up and the wind goes out again,710.0,"734,0,0,0,,,"
711,711,Carbon dioxide is produced,711.0,"735,0,0,1,,,"
712,712,d,712.0,"736,0,1,1,,,"
713,713,The air became carbon dioxide,713.0,"737,0,0,0,,,"
714,714,A lot of air is gone.,714.0,"738,1,1,0,,,"
715,715,It swells up.,715.0,"739,0,0,0,,,"
716,716,I think it's going to get hot.,716.0,"740,1,0,0,,,"
717,717,Water drops are falling,717.0,"741,0,0,1,,,"
718,718,I think there will be some air left,718.0,"742,0,0,0,,,"
719,719,It's cloudy,719.0,"743,0,0,0,,,"
720,720,It's cloudy,720.0,"744,0,0,0,,,"
721,721,"There was a lot of oxygen at first, but after many breaths, there will be more carbon dioxide than oxygen.",721.0,"745,0,1,0,,,"
722,722,The number of air is low,722.0,"746,0,1,0,,,"
723,723,The air is gone,723.0,"747,0,0,0,,,"
724,724,"Before breathing, I used the oxygen in the bag to breathe, so oxygen decreases and carbon dioxide increases",724.0,"748,0,1,0,,,749,1,1,0,,,"
725,725,"Because exhalation has more carbon dioxide than inhalation, and our bodies also emit water vapor, the air inside the bag will reduce the amount of oxygen, increase the amount of carbon dioxide, and increase the amount of water vapor.",725.0,"750,0,0,0,,,"
726,726,"As the filled oxygen breathes, oxygen disappears and carbon dioxide comes out, so the proportion of carbon dioxide will be higher than that of oxygen.",726.0,"751,0,0,0,,,"
727,727,"Animals take oxygen and release carbon dioxide when they breathe. If you breathe several times, the air in the bag will have a lower oxygen concentration and a higher carbon dioxide concentration.",727.0,"752,0,0,0,,,"
728,728,I,728.0,"753,0,0,0,,,"
729,729,The oxygen content in the air will decrease and the carbon dioxide content will increase. This is because people breathe in oxygen and breathe out carbon dioxide.,729.0,"754,0,0,0,,,"
730,730,"When humans breathe, they breathe in oxygen. The body combines oxygen (O2) with glucose (C6H12O6) to produce water (H2O), carbon dioxide (CO2), and energy needed for biological activity. Since the bag is a closed space where new air does not enter from the outside, the oxygen of the air in the bag will decrease and carbon dioxide will increase as you breathe.",730.0,"755,0,0,0,,,"
731,731,"Oxygen is used to breathe, increasing the amount of carbon dioxide and decreasing the amount of oxygen. Also, when a person exhales, the amount of water vapor increases as well",731.0,"756,0,0,0,,,"
732,732,I don't know.,732.0,"757,0,0,0,,,"
733,733,"After several breaths, the air in the bag will change from fresh air to carbon dioxide. When a person breathes in, it's done in the form of inhaling oxygen and exhaling carbon dioxide, but if he breathes in multiple times, there will be no fresh air in the bag, but only carbon dioxide in the bag",733.0,"758,0,0,0,,,"
734,734,"When breathing, oxygen is inhaled and carbon dioxide is released, and if this is done several times in a plastic bag, the oxygen in the plastic bag decreases and the amount of carbon dioxide increases as you breathe.",734.0,"759,0,0,0,,,"
735,735,"Breathing will absorb oxygen and release carbon dioxide, but if you breathe in a closed space called a plastic bag, a limited amount of oxygen will be converted into carbon dioxide through breathing, and the bag will be filled with carbon dioxide.",735.0,"760,0,0,0,,,"
736,736,"When breathing, inhale oxygen through inhalation and exhale carbon dioxide through exhalation. If you continue breathing, oxygen in the bag will decrease through inhalation and carbon dioxide will increase through exhalation.",736.0,"761,0,0,0,,,"
737,737,"Through breathing several times, the oxygen in the bag is inhaled into the body and carbon dioxide is exhaled. This makes the bag cold with carbon dioxide.",737.0,"762,0,1,0,,,"
738,738,The oxygen is not cold,738.0,"763,0,1,0,,,"
739,739,It's swelling up,739.0,"764,0,1,0,,,"
740,740,It's steaming,740.0,"765,0,0,0,,,"
741,741,The air is hot little by little and carbon dioxide from the body is released,741.0,"766,0,1,0,,,"
742,742,I don't know.,742.0,"767,0,0,0,,,"
743,743,"It may have been filled with oxygen at first, but it's filled with carbon dioxide because it breathes",743.0,"768,0,0,0,,,"
744,744,be in love with,744.0,"769,1,1,0,,,"
745,745,fresh air mixed with air produced by breathing,745.0,"770,0,0,0,,,"
746,746,It's getting humid,746.0,"771,0,0,0,,,"
747,747,There's not much air in the bag,747.0,"772,0,1,0,,,"
748,748,The wind blew out,748.0,"773,1,1,0,,,"
749,749,The bag puffed up,749.0,"774,0,0,0,,,"
750,750,It must have been hard to breathe because of the high concentration of carbon dioxide.,750.0,"775,0,1,0,,,"
751,751,The percentage of carbon dioxide has increased.,751.0,"776,1,1,1,,,"
752,752,Not being fresh.,752.0,"777,1,1,0,,,"
753,753,There is a lot of carbon dioxide.,753.0,"778,1,1,0,,,779,1,1,0,,,"
754,754,"If you breathe several times, oxygen keeps turning into carbon dioxide",754.0,"780,1,1,0,,,"
