,Unnamed: 0,2) Why do the constellations change depending on the season?,Unnamed: 0,", q48_spin, q48_spin, q48_spin, 1, q48_spin.1"
810,810,"As the Earth orbits around the sun, the constellations that can be seen vary depending on the season.",810.0,"837,0,1,,"
811,811,a shortage of time,811.0,"838,1,0,,839,1,0,,"
812,812,Because the zodiacal palace looks different depending on the rotation,812.0,"840,1,0,,"
813,813,This is because the earth revolves.,813.0,"841,0,1,,"
814,814,"As the Earth rotates around the sun, the view of the outside of the solar system changes. Therefore, the constellation seen varies from season to season.",814.0,"842,1,0,,"
815,815,This is because the earth revolves.,815.0,"843,1,0,,"
816,816,I'm sorry.,816.0,"844,1,0,,"
817,817,...,817.0,"845,1,0,,"
818,818,The earth revolves,818.0,"846,0,1,,"
819,819,Because the earth revolves,819.0,"847,1,0,,"
820,820,"This is because the earth revolves around the sun, and constellations are all different.",820.0,"848,1,0,,"
821,821,This is because the earth revolves around the sun.,821.0,"849,0,1,,"
822,822,This is because the earth revolves.,822.0,"850,0,0,,"
823,823,This is because the earth revolves.,823.0,"851,1,0,,"
824,824,by rotation,824.0,"852,1,0,,"
825,825,It is because of the revolution of the earth.,825.0,"853,0,1,,"
826,826,Because the earth revolves,826.0,"854,1,0,,"
827,827,M and D,827.0,"855,1,0,,"
828,828,It is because the earth revolves around.,828.0,"856,1,0,,"
829,829,Because the earth revolves,829.0,"857,1,0,,"
830,830,Because the earth revolves,830.0,"858,1,0,,"
831,831,by the rotation of the earth,831.0,"859,1,0,,"
832,832,I don't know. I don't want to write it down,832.0,"860,1,0,,"
833,833,The earth rotates,833.0,"861,1,0,,"
834,834,The earth revolves around,834.0,"862,1,0,,"
835,835,The earth revolves around,835.0,"863,1,0,,"
836,836,the revolution of the earth,836.0,"864,1,0,,"
837,837,Because the earth rotates,837.0,"865,1,0,,"
838,838,This is because the earth revolves.,838.0,"866,0,0,,"
839,839,The earth revolves around the sun,839.0,"867,1,0,,"
840,840,Because the earth revolves,840.0,"868,1,0,,869,1,0,,"
841,841,the revolution of the earth,841.0,"870,1,0,,"
842,842,The earth rotates,842.0,"871,1,0,,"
843,843,Because the earth revolves,843.0,"872,1,0,,"
844,844,The earth revolves,844.0,"873,1,0,,"
845,845,The earth rotates(?),845.0,"874,1,0,,"
846,846,I'll look different because I'm different,846.0,"875,1,0,,"
847,847,The earth is revolving,847.0,"876,1,0,,"
848,848,This is because the earth orbits the sun once a year.,848.0,"877,1,0,,"
849,849,Because the earth rotates,849.0,"878,1,0,,"
850,850,The earth revolves around,850.0,"879,1,0,,"
851,851,Because the earth revolves,851.0,"880,1,0,,"
852,852,This is because the earth revolves around the sun.,852.0,"881,1,0,,"
853,853,Because the earth revolves,853.0,"882,1,0,,"
854,854,Because the earth revolves,854.0,"883,1,0,,"
855,855,It's because the words revolve,855.0,"884,1,0,,"
856,856,The earth revolves around the sun,856.0,"885,1,0,,"
857,857,The earth revolves around,857.0,"886,1,0,,"
858,858,The earth revolves around,858.0,"887,1,0,,"
859,859,Because the earth revolves,859.0,"888,1,0,,"
860,860,This is because the earth revolves around the center of the sun,860.0,"889,1,0,,"
861,861,Because the earth revolves around the sun,861.0,"890,1,0,,"
862,862,Because the location of the sun is all different.,862.0,"891,1,0,,"
863,863,Because the Earth is fair,863.0,"892,1,0,,"
864,864,Because it orbits the earth,864.0,"893,1,0,,"
865,865,Because the earth revolves,865.0,"894,1,0,,"
866,866,It is because of the revolution of the earth.,866.0,"895,1,0,,"
867,867,This is because the earth revolves.,867.0,"896,1,0,,"
868,868,The earth revolves around,868.0,"897,1,0,,"
869,869,Because the earth revolves around,869.0,"898,1,0,,899,0,0,,"
870,870,Because the earth revolves,870.0,"900,1,0,,"
871,871,Because the earth revolves,871.0,"901,1,0,,"
872,872,This is because the earth revolves around and stars are seen elsewhere.,872.0,"902,1,0,,"
873,873,Because the earth revolves,873.0,"903,0,0,,"
874,874,Because the earth coexists,874.0,"904,0,0,,"
875,875,This is because the earth revolves.,875.0,"905,1,0,,"
876,876,"This is because the Earth orbits around the sun, and you can see the constellations of two different seasons in the season.",876.0,"906,0,0,,"
877,877,"Because stars orbit the Earth, because the Earth orbits the Sun.",877.0,"907,1,0,,"
878,878,The earth is spinning,878.0,"908,0,0,,"
879,879,This is because the Earth revolves around and the visible position changes,879.0,"909,0,0,,"
880,880,This is because the Earth revolves around and the visible position changes,880.0,"910,0,0,,"
881,881,"Because the earth revolves around the sun,",881.0,"911,0,1,,"
882,882,Because the earth revolves,882.0,"912,0,0,,"
883,883,"Because the earth revolves around, the seasons change and the constellations change",883.0,"913,0,1,,"
884,884,Because it orbits depending on where the Earth is,884.0,"914,0,1,,"
885,885,The earth revolves around,885.0,"915,1,0,,"
886,886,"Because the earth revolves, the constellations that are visible vary from season to season",886.0,"916,1,0,,"
887,887,"Because the earth revolves, the constellations that are visible vary depending on the season.",887.0,"917,1,1,,"
888,888,"Because the earth revolves around, the seasons change and look like that's why?",888.0,"918,1,1,,"
889,889,"Because the earth revolves around, the seasons change and look like that's why?",889.0,"919,0,1,,"
890,890,This is because the earth revolves.Because the earth revolves,890.0,"920,0,0,,"
891,891,This is because constellations change as the earth orbits.,891.0,"921,0,1,,"
892,892,"As the Earth orbits, the constellations that can be seen change.",892.0,"922,0,1,,"
893,893,"Because the earth revolves around the sun,",893.0,"923,0,1,,"
894,894,This is because the night sky varies from season to season.,894.0,"924,1,0,,"
895,895,"Because the earth is spinning,",895.0,"925,0,0,,"
896,896,Because the earth is spinning,896.0,"926,0,0,,"
897,897,It's because of the revolution on Earth,897.0,"927,1,0,,"
898,898,:(,898.0,"928,1,0,,929,1,0,,"
899,899,I don't know,899.0,"930,1,0,,"
900,900,Because the earth revolves,900.0,"931,1,0,,"
901,901,.,901.0,"932,1,0,,"
902,902,The earth revolves around,902.0,"933,1,0,,"
903,903,The zodiac signs vary from season to season,903.0,"934,1,0,,"
904,904,Due to the temperature of the season or various properties...,904.0,"935,1,0,,"
905,905,The view is different,905.0,"936,0,0,,"
906,906,The earth rotates,906.0,"937,0,0,,"
907,907,This is because planets spin.,907.0,"938,0,0,,"
908,908,This is because the position of the star changes as the earth rotates.,908.0,"939,0,0,,"
909,909,Because the earth rotates,909.0,"940,0,0,,"
910,910,The earth is rolling in circles,910.0,"941,1,1,,"
911,911,Because the earth revolves,911.0,"942,1,0,,"
912,912,Because the earth revolves around,912.0,"943,1,0,,"
913,913,Because the earth revolves around and turns left,913.0,"944,1,0,,"
914,914,The earth rotates and other stars are visible.,914.0,"945,1,0,,"
915,915,The time the sun sets and the moon rises is different,915.0,"946,1,0,,"
916,916,The earth rotates,916.0,"947,0,0,,"
917,917,"The seasons change because the earth rotates, which is why stars change all the time^^",917.0,"948,1,0,,"
918,918,The earth rotates,918.0,"949,0,0,,"
919,919,Because the earth revolves,919.0,"950,1,0,,"
920,920,I changed my mind,920.0,"951,1,0,,"
921,921,Because the time is different at night,921.0,"952,1,0,,"
922,922,The earth revolves around,922.0,"953,0,1,,"
923,923,This is because the earth revolves around the sun.,923.0,"954,1,0,,"
924,924,The earth revolves around,924.0,"955,1,0,,"
925,925,Because the earth revolves,925.0,"956,1,0,,"
926,926,Because the earth revolves,926.0,"957,1,0,,"
927,927,The earth revolves around,927.0,"958,1,1,,959,1,0,,"
928,928,Because the earth revolves,928.0,"960,1,0,,"
929,929,"Because the earth orbits, the constellations seen at night are different.",929.0,"961,1,0,,"
930,930,Because the earth revolves,930.0,"962,1,0,,"
931,931,"Because the seasons change, I think constellations can come according to the season.",931.0,"963,1,0,,"
932,932,..,932.0,"964,1,0,,"
933,933,I don't know,933.0,"965,1,0,,"
934,934,I don't know,934.0,"966,1,0,,"
935,935,The stars are moving,935.0,"967,1,0,,"
936,936,This is because the earth revolves and rotates.,936.0,"968,1,0,,"
937,937,This is because the position of the universe in which the Earth appears to revolve is different.,937.0,"969,1,0,,"
938,938,Because the earth revolves around the sun,938.0,"970,1,1,,"
939,939,"Because the Earth orbits around the sun, the constellations seen vary depending on the season.",939.0,"971,0,0,,"
940,940,"""Because the earth revolves,",940.0,"972,0,0,,"
941,941,"""",941.0,"973,0,0,,"
942,942,This is because the earth revolves.,942.0,"974,1,0,,"
943,943,I don't know,943.0,"975,0,0,,"
944,944,It is because of the revolution of the earth.,944.0,"976,0,0,,"
945,945,I don't know,945.0,"977,0,0,,"
946,946,Because the earth revolves,946.0,"978,1,0,,"
947,947,The earth revolves around,947.0,"979,0,0,,"
948,948,It's spinning,948.0,"980,0,0,,"
949,949,Because the jig rotates.,949.0,"981,1,1,,"
950,950,It's because it's,950.0,"982,0,0,,"
951,951,Because the earth revolves,951.0,"983,0,0,,"
952,952,Because the Earth spins,952.0,"984,0,0,,"
953,953,Because the earth revolves,953.0,"985,0,0,,"
954,954,This is because the earth revolves around itself.,954.0,"986,1,1,,"
955,955,This is because the earth revolves.,955.0,"987,0,0,,"
956,956,It's because the earth is spinning,956.0,"988,0,0,,989,0,0,,"
957,957,Because the earth revolves,957.0,"990,0,0,,"
958,958,Because the earth revolves around the sun,958.0,"991,0,0,,"
959,959,Because the earth revolves,959.0,"992,0,0,,"
960,960,The reason why constellations look different depending on the season is because of the revolution of the earth.,960.0,"993,1,0,,"
961,961,This is because the earth revolves.,961.0,"994,1,0,,"
962,962,Because the earth revolves,962.0,"995,0,0,,"
963,963,"The earth revolves with its axis tilted. Thus, as the area receiving solar radiation energy changes, there is a season, so the stars that are seen change.",963.0,"996,1,0,,"
964,964,The earth revolves around,964.0,"997,0,1,,"
965,965,Because the earth revolves,965.0,"998,1,0,,"
966,966,as the earth revolves and revolves,966.0,"999,1,0,,"
967,967,Because there is a season.,967.0,"1000,0,0,,"
968,968,I don't know,968.0,"1001,1,0,,"
969,969,This is because the season and weather of constellations are different.,969.0,"1002,1,0,,"
970,970,Because the earth moves,970.0,"1003,1,0,,"
971,971,I think constellations move according to the season,971.0,"1004,1,0,,"
972,972,I don't know,972.0,"1005,1,0,,"
973,973,Because constellations change as time goes by.,973.0,"1006,1,0,,"
974,974,Because of the revolution of the earth,974.0,"1007,0,1,,"
975,975,It's supposed to be that the position of the star changes and the constellations change.,975.0,"1008,1,0,,"
976,976,I don't know.,976.0,"1009,1,0,,"
977,977,"I think it's because the Earth rotates and orbits, so the position of looking at the stars is different.",977.0,"1010,1,0,,"
978,978,Because the North Star rises differently?,978.0,"1011,0,1,,"
979,979,The stars are moving,979.0,"1012,1,0,,"
980,980,It's because the star's position is different.,980.0,"1013,1,0,,"
981,981,"Like a planet, there are stars",981.0,"1014,0,0,,"
982,982,I'm going to spin and spin,982.0,"1015,0,0,,"
983,983,Because of different debts,983.0,"1016,0,0,,"
984,984,Because the weather is different,984.0,"1017,1,0,,"
985,985,I don't know.,985.0,"1018,1,0,,1019,0,0,,"
986,986,I don't know,986.0,"1020,1,0,,"
987,987,It's because the places you see is different.,987.0,"1021,1,0,,"
988,988,?,988.0,"1022,0,0,,"
989,989,Because the earth revolvesBecause the earth revolves,989.0,"1023,0,0,,"
990,990,I don't know,990.0,"1024,0,0,,"
991,991,Because the earth revolves,991.0,"1025,1,0,,"
992,992,The earth rotates,992.0,"1026,1,0,,"
993,993,the revolution of the earth,993.0,"1027,1,0,,"
994,994,The earth revolves around,994.0,"1028,0,0,,"
995,995,Because the seasons are different,995.0,"1029,1,0,,"
996,996,Because the earth revolves,996.0,"1030,1,0,,"
997,997,Because of the revolution of the earth,997.0,"1031,1,0,,"
998,998,the earth turns round,998.0,"1032,1,0,,"
999,999,The earth revolves around and changes its position,999.0,"1033,0,0,,"
1000,1000,The earth revolves around,1000.0,"1034,1,0,,"
1001,1001,Because the earth revolves,1001.0,"1035,1,0,,"
1002,1002,Because the earth rotates,1002.0,"1036,0,0,,"
1003,1003,The earth revolves around the sun,1003.0,"1037,1,0,,"
1004,1004,This is because the earth revolves.,1004.0,"1038,0,0,,"
1005,1005,Because the earth is orbiting,1005.0,"1039,1,1,,"
1006,1006,Because the earth rotates,1006.0,"1040,0,1,,"
1007,1007,This is because the earth revolves.,1007.0,"1041,0,0,,"
1008,1008,the revolution of the earth,1008.0,"1042,0,1,,"
1009,1009,I don't know,1009.0,"1043,1,1,,"
1010,1010,I don't know. Damn it. Try it,1010.0,"1044,0,0,,"
1011,1011,Well...,1011.0,"1045,1,0,,"
1012,1012,"Because the Earth orbits around the sun once a year, the constellations seen by season vary.",1012.0,"1046,1,1,,"
1013,1013,This is because the earth revolves.,1013.0,"1047,1,0,,"
1014,1014,Well,1014.0,"1048,1,0,,1049,1,0,,"
1015,1015,It is because of the revolution of the earth.,1015.0,"1050,1,0,,"
1016,1016,This is because the position of the sun varies depending on the orbit of the earth.,1016.0,"1051,1,0,,"
1017,1017,It's because the earth turns,1017.0,"1052,1,0,,"
1018,1018,"Anyway, it's because of baldness",1018.0,"1053,1,0,,"
1019,1019,the revolution,1019.0,"1054,1,0,,"
1020,1020,"Because the earth revolves around the sun,",1020.0,"1055,1,0,,"
1021,1021,"Constellations too far from Earth on the celestial sphere appear to be relatively stationary. However, as the Earth orbits, the constellation seems to revolve around the Earth.",1021.0,"1056,1,0,,"
1022,1022,"Because the Earth's orbit changes what the constellations in space look like, the sun's performance also causes the sun to cover the stars, creating invisible constellations",1022.0,"1057,0,0,,"
1023,1023,My zodiac sign is moving,1023.0,"1058,1,0,,"
1024,1024,Stars stay still and the earth revolves around the sun.,1024.0,"1059,1,0,,"
1025,1025,This is because the Earth revolves around the sun every year.,1025.0,"1060,1,0,,"
1026,1026,This is because the earth revolves around the sun.,1026.0,"1061,1,0,,"
1027,1027,"It is caused by the revolution of the earth. In other words, it is the apparent path of the sun that moves between constellations for a year. The ecliptic is a large circle where the Earth's orbital plane orbiting the Sun and the celestial sphere meet, tilted about 23.5° to the equator of the sky. Since the spring and autumnal equinox intersect with the equator of the sky, the location of the sun is called the spring and autumnal equinox, and the summer solstice is called the summer solstice, and the winter solstice is called the winter solstice.",1027.0,"1062,1,0,,"
1028,1028,地球之 自轉,1028.0,"1063,1,0,,"
1029,1029,This is because the earth orbits the sun once a year.,1029.0,"1064,1,0,,"
1030,1030,"Stars are always there without moving on the celestial sphere, but the Earth orbits, so the position of the celestial sphere changes, so the constellation seen varies depending on the season.",1030.0,"1065,1,0,,"
1031,1031,"Through the performance movement of the sun, the sun changes its position as the moon progresses through the ecliptic. On the other hand, constellations appear to be embedded in places because they are so far from the Earth. Then, the sun moves but the constellations are fixed, so the constellations change their positions, while the constellations rise and set in the same position every time, but the sun changes, so constellations that used to rise like the sun in summer can rise after the sun sets in winter. In this case, constellations that were not seen in summer are visible in winter, so constellations vary depending on the season.",1031.0,"1066,1,0,,"
1032,1032,Constellations appear to be different because the Earth is a planet orbiting the sun and the stars are fixed points on the celestial sphere that do not move.,1032.0,"1067,0,0,,"
1033,1033,This is because constellations divide commuting.,1033.0,"1068,1,0,,"
1034,1034,"Because the earth rotates and revolves,",1034.0,"1069,1,0,,"
1035,1035,the rotation of the earth,1035.0,"1070,1,0,,"
1036,1036,Because the tilt of the Earth changes,1036.0,"1071,1,0,,"
1037,1037,Because of the bicycle,1037.0,"1072,1,0,,"
1038,1038,Because the earth rotates and the universe revolves,1038.0,"1073,1,0,,"
1039,1039,in a circle,1039.0,"1074,1,0,,"
1040,1040,The earth revolves around,1040.0,"1075,0,1,,"
1041,1041,It's spinning,1041.0,"1076,0,0,,"
1042,1042,Because the earth is spinning.,1042.0,"1077,1,0,,"
1043,1043,"Because of the revolution of the earth,",1043.0,"1078,1,0,,1079,1,0,,"
1044,1044,The earth revolves around,1044.0,"1080,0,0,,"
1045,1045,This is because the earth revolves around the sun.,1045.0,"1081,1,0,,"
1046,1046,The earth is spinning,1046.0,"1082,1,1,,"
1047,1047,"As the Earth orbits around the sun, the position of the Earth changes, and as the position of the Earth changes, the stars of the universe seen from the Earth are different.",1047.0,"1083,1,1,,"
1048,1048,Since the earth is moving,1048.0,"1084,1,0,,"
1049,1049,Because the earth revolves,1049.0,"1085,1,0,,"
1050,1050,"Because the earth revolves around it, it is different from the constellation",1050.0,"1086,1,0,,"
1051,1051,This is because the earth revolves.,1051.0,"1087,1,0,,"
1052,1052,"The Earth rotates slightly tilted around the sun, which makes the position and brightness of the star appear to vary over time.",1052.0,"1088,1,0,,"
1053,1053,the change in the constellations of the earth's orbit,1053.0,"1089,1,0,,"
1054,1054,Because the earth revolves,1054.0,"1090,1,0,,"
1055,1055,in the revolution of the earth,1055.0,"1091,1,0,,"
1056,1056,Because of the revolution of the earth,1056.0,"1092,1,0,,"
1057,1057,Because the Earth's orbit changes the position of the Earth's celestial sphere,1057.0,"1093,1,0,,"
1058,1058,the revolution,1058.0,"1094,1,0,,"
1059,1059,Because the earth revolves,1059.0,"1095,1,0,,"
1060,1060,Because the earth revolves,1060.0,"1096,1,0,,"
1061,1061,The earth revolves,1061.0,"1097,1,0,,"
1062,1062,"Because the earth is doing the music movement,",1062.0,"1098,1,0,,"
1063,1063,be due to the revolution of the earth,1063.0,"1099,1,0,,"
1064,1064,Because the earth revolves,1064.0,"1100,1,0,,"
1065,1065,the revolution of the earth,1065.0,"1101,0,0,,"
1066,1066,Because the earth revolves around the sun,1066.0,"1102,0,0,,"
1067,1067,Because the earth revolves,1067.0,"1103,1,0,,"
1068,1068,the revolution of the earth,1068.0,"1104,1,0,,"
1069,1069,This is because the earth revolves.,1069.0,"1105,1,0,,"
1070,1070,The earth rotates,1070.0,"1106,1,0,,"
1071,1071,To announce the change of seasons,1071.0,"1107,1,0,,"
1072,1072,Because the earth revolves.,1072.0,"1108,1,0,,1109,1,0,,"
1073,1073,"As the Earth orbits, the stars stay still, but the Earth moves and the constellations that can be seen from the Earth change.",1073.0,"1110,1,0,,"
1074,1074,"The earth orbits the sun every year. Therefore, the direction of the Earth's view at night varies from season to season. That's why my zodiac sign changes",1074.0,"1111,1,0,,"
1075,1075,This is because constellations are also covered by the sun's light like stars depending on the sun's performance movement.,1075.0,"1112,1,0,,"
1076,1076,This is because the earth revolves around the sun.,1076.0,"1113,0,0,,"
1077,1077,"It is because of the revolution of the earth.We see stars at night because the intense sunlight is reflected in the Earth's atmosphere, so that we can't see stars floating in the sky during the day. However, in the daytime sky, there is the opposite constellation of seasonal constellations. For example, now winter constellations are starting to appear one by one.In the middle of the day, there are summer constellations in the sky, not winter constellations. But in addition to its rotation, the Earth revolves around the sun. Then the position changes little by little as it orbits. Then the constellations seen on winter nights rise in the middle of the day in summer. That's because, compared to when the Earth is in winter, in summer, it goes halfway around and on the other side. (I researched ^_^)",1077.0,"1114,1,0,,"
1078,1078,"Stars don't move. However, the constellations seen vary from season to season because the Earth rotates in place and orbits around the sun.",1078.0,"1115,1,0,,"
1079,1079,"Because the Earth orbits, constellations continue to vary from season to season at one point on Earth.",1079.0,"1116,1,0,,"
1080,1080,"The reason why constellations change depending on the season is that the earth revolves around the sun. As the Earth orbits around the sun, the position of the Earth's constellation changes slightly from day to day, and the constellation seen from the Earth changes depending on the season.",1080.0,"1117,1,0,,"
1081,1081,"A constellation is a group of stars. This star is always there. Unlike stars, however, the Earth rotates and revolves. In the end, it can be seen that constellations change depending on the season because the earth revolves. Of course, there are constellations that are always observed even when the seasons change. (EX. Big Dipper, North Star, Cassiopeia)",1081.0,"1118,1,0,,"
1082,1082,"The Earth moves with time, or seasons. In other words, this movement is called the revolution. In addition, constellations are distributed in various ways depending on the location. So the Earth moves and the constellations we can see change.",1082.0,"1119,1,0,,"
1083,1083,"The type and location of constellations that appear to be different are different because the earth revolves, not the stars.",1083.0,"1120,1,0,,"
1084,1084,"The earth orbits once a month. As a result, if the Earth's position changes, the constellations seen from the Earth change.",1084.0,"1121,1,0,,"
1085,1085,"Because the Earth orbits once a year, the night sky we can see varies depending on the season. Due to this, the constellations seen vary from season to season.",1085.0,"1122,1,0,,"
1086,1086,"The Earth revolves around the sun, and the constellations on the back of the Earth change.",1086.0,"1123,1,0,,"
1087,1087,"As the Earth orbits once a year, the location of the Earth changes, so the places that can be seen from the Earth change. Therefore, the constellations that appear in different seasons are different.",1087.0,"1124,1,0,,"
1088,1088,"This is because the earth revolves.Stars are always floating in place. However, constellations look different from season to season because the Earth revolves around the sun and the Earth itself revolves due to the phenomenon of orbit. If the stars had turned like Earth, just as we could only see the back of the moon, no matter how much the seasons changed, only one constellation could be played.",1088.0,"1125,1,1,,"
1089,1089,"This is because the earth revolves around the sun. Because the sun and celestial bodies are stationary in place while the Earth revolves around the sun, the sun seems to be playing on Earth. And since the constellation on the side where the sun is located is not visible because it is covered by the sun, the constellation that the sun sees seems to change as it performs.",1089.0,"1126,1,0,,"
1090,1090,"As the Earth revolves around the Sun, the position of the Earth's constellations changes little by little from day to day and the constellations change according to the season.  Stars in space are so far apart that they seem to be fixed. At this time, invisible stars also appear because if the star is located on the sun's side, the sun's light is too bright to observe the star.",1090.0,"1127,1,0,,"
1091,1091,"The earth revolves around the sun, and this revolution of the earth causes seasonal changes. Because of the constellations in the universe, we can infer these Earth movements. When the earth revolves around the sun, the constellation on the side that receives sunlight does not look bright, but the constellation on the other side of the sun can be observed at night. At this time, as it orbits, the appearance of constellations changes from season to season. In other words, the difference in constellations that can be observed as the Earth orbits around the sun causes differences in constellation observation according to the season.",1091.0,"1128,1,0,,"
1092,1092,"Just as the shape of the moon changes every day, the constellation changes because the earth revolves around, there are places covered by the sun, and there are places where the sun shines.",1092.0,"1129,1,1,,"
1093,1093,"This is because as the Earth orbits, what constellations are located in the night sky changes.",1093.0,"1130,1,0,,"
1094,1094,It is because of the revolution of the earth.,1094.0,"1131,1,0,,"
1095,1095,h,1095.0,"1132,1,0,,"
1096,1096,Not interested in stars,1096.0,"1133,1,0,,"
1097,1097,Because the earth is orbiting,1097.0,"1134,0,1,,"
1098,1098,Because the earth revolves around,1098.0,"1135,1,0,,"
1099,1099,This is because the earth revolves.,1099.0,"1136,0,1,,"
1100,1100,Because of the revolution of the earth,1100.0,"1137,0,1,,"
1101,1101,Because the earth revolves,1101.0,"1138,0,1,,1139,0,0,,"
1102,1102,the revolution,1102.0,"1140,1,0,,"
1103,1103,Because the earth revolves,1103.0,"1141,1,0,,"
1104,1104,Because the earth revolves,1104.0,"1142,1,0,,"
1105,1105,This is because the landlord revolves around.,1105.0,"1143,1,0,,"
1106,1106,Because the earth revolves,1106.0,"1144,1,0,,"
1107,1107,"The earth revolves, or the moon revolves",1107.0,"1145,1,0,,"
1108,1108,This is because the earth revolves around the sun.,1108.0,"1146,1,1,,"
1109,1109,Because the earth revolves,1109.0,"1147,1,0,,"
1110,1110,Because the earth revolves,1110.0,"1148,1,0,,"
1111,1111,Because the earth revolves,1111.0,"1149,1,0,,"
1112,1112,Because the earth revolves,1112.0,"1150,1,0,,"
1113,1113,"Because the earth revolves around the sun,",1113.0,"1151,,,,"
1114,1114,The earth revolves around,1114.0,"1152,,,,"
1115,1115,This is because the earth revolves around the sun.,1115.0,"1153,69.8%,15.8%,,"
1116,1116,The earth revolves around,,
1117,1117,Because the earth revolves around the sun,,
1118,1118,"The earth revolves around the sun. Therefore, because the Earth's position changes from season to season, not only certain constellations are seen throughout the year, but also the constellations we see as the Earth moves.",,
1119,1119,Because the earth revolves around its axis,,
1120,1120,The earth revolves around the sun,,
1121,1121,Because the earth is fair,,
1122,1122,Because the earth revolves,,
1123,1123,This is because the Earth rotates around the sun.,,
1124,1124,This is because the earth revolves.,,
1125,1125,This is because the earth revolves around the sun once a year,,
1126,1126,"Because the earth revolves around the moon,",,
1127,1127,Because the earth revolves,,
1128,1128,Because the earth rotates,,
1129,1129,"As the earth revolves, constellations change from season to season",,
1130,1130,It's because the earth rotates,,
1131,1131,Because the earth rotates,,
1132,1132,Because the earth rotates,,
1133,1133,I don't know.,,
1134,1134,Because the earth revolves,,
1135,1135,"Because the Earth orbits, the seasons vary depending on the location of the Earth",,
1136,1136,The earth revolves around,,
1137,1137,"As the Earth orbits around the sun, the constellations seen vary from season to season.",,
1138,1138,Because the earth revolves around the sun,,
1139,1139,Because the earth revolves,,
1140,1140,This is because the earth rotates around,,
1141,1141,This is because the Earth orbits solarism once a year.,,
1142,1142,This is because the earth revolves around the sun.,,
1143,1143,"Because of the Earth's orbit and the sun's movement,",,
1144,1144,This is because the earth revolves.,,
1145,1145,Evaluation Only. Created with Aspose.Cells for Python via Java.Copyright 2003 - 2022 Aspose Pty Ltd.,,
